-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,truncate,img,text-xs/sp14_2,w-auto,text-white,inline-block,text-shopee-primary,_container,_container_link
https://down-id.img.susercontent.com/file/4d9350b6e7a00a9dc935ae680c8ed879,,sony xperia xz2 compact docomo seken second bekas original,Rp,1.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,115 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
sony xperia xz2 compact docomo seken second bekas original
Rp
1.450.000
Cicilan
4.6
115 Terjual
Besok
Kab. Kulon Progo",https://shopee.co.id/sony-xperia-xz2-compact-docomo-seken-second-bekas-original-i.34341683.7570224656?extraParams=%7B%22display_model_id%22%3A52571759182%2C%22model_selection_logic%22%3A3%7D&sp_atk=ea19f198-60c6-493d-b448-41a471c309fb&xptdk=ea19f198-60c6-493d-b448-41a471c309fb
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mbeqwarqys6cb8,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia C4 Dual 4G LTE second minus,Rp,195.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karo,,,,,,,,"Scrape to BigSeller
Sony Xperia C4 Dual 4G LTE second minus
Rp
195.000
5-10 Hari
Kab. Karo",https://shopee.co.id/Sony-Xperia-C4-Dual-4G-LTE-second-minus-i.103178009.40955981643?extraParams=%7B%22display_model_id%22%3A300500041579%2C%22model_selection_logic%22%3A3%7D&sp_atk=5dfcfc1d-7716-4a2b-94e9-82f13cbd1eca&xptdk=5dfcfc1d-7716-4a2b-94e9-82f13cbd1eca
https://down-id.img.susercontent.com/file/id-11134207-8224s-mg9cjvq03rwq68,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia X Compact XC PUTIH siap pakai minus,Rp,459.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,,,,-8%,"Scrape to BigSeller
Sony Xperia X Compact XC PUTIH siap pakai minus
Rp
459.999
-8%
2-4 Hari
Kab. Tangerang",https://shopee.co.id/Sony-Xperia-X-Compact-XC-PUTIH-siap-pakai-minus-i.471427911.49450187846?extraParams=%7B%22display_model_id%22%3A430015065825%2C%22model_selection_logic%22%3A3%7D&sp_atk=38429138-380f-4019-9321-f31f69a6af36&xptdk=38429138-380f-4019-9321-f31f69a6af36
https://down-id.img.susercontent.com/file/id-11134207-8224x-mk3lu31vzd3a50,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SONY XZ2 AMAN PAKAI INDOSAT,Rp,950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Nganjuk,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
SONY XZ2 AMAN PAKAI INDOSAT
Rp
950.000
5.0
1 Terjual
3-6 Hari
Kab. Nganjuk",https://shopee.co.id/SONY-XZ2-AMAN-PAKAI-INDOSAT-i.139241998.24663600066?extraParams=%7B%22display_model_id%22%3A254157993561%2C%22model_selection_logic%22%3A3%7D&sp_atk=59c80691-44d3-4164-897b-d5cf58a5623f&xptdk=59c80691-44d3-4164-897b-d5cf58a5623f
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m70lxaba5c3gc0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia Xz1 4/64 ALL OPERATOR Good Condition,Rp,1.110.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,23 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
Sony Xperia Xz1 4/64 ALL OPERATOR Good Condition
Rp
1.110.000
4.9
23 Terjual
Besok
Kab. Jepara",https://shopee.co.id/Sony-Xperia-Xz1-4-64-ALL-OPERATOR-Good-Condition-i.38916987.21767331544?extraParams=%7B%22display_model_id%22%3A395513927297%2C%22model_selection_logic%22%3A3%7D&sp_atk=b65f6de3-75ea-4e8d-9453-3283f13dca49&xptdk=b65f6de3-75ea-4e8d-9453-3283f13dca49
https://down-id.img.susercontent.com/file/id-11134207-7rbk8-m8cotf9e37kd9d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia Z3 Big Global Nominus,Rp,750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,6-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,,,,,,,,"Scrape to BigSeller
Sony Xperia Z3 Big Global Nominus
Rp
750.000
6-10 Hari
Palembang",https://shopee.co.id/Sony-Xperia-Z3-Big-Global-Nominus-i.51423776.27382855665?extraParams=%7B%22display_model_id%22%3A195975069561%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b6b3837-7878-4888-a301-df2a038f89af&xptdk=7b6b3837-7878-4888-a301-df2a038f89af
https://down-id.img.susercontent.com/file/id-11134207-7ras9-m5c3cze7g4lc8a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia XZ3 4/64 ALL OPERATOR Good Condition,Rp,1.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,60 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
Sony Xperia XZ3 4/64 ALL OPERATOR Good Condition
Rp
1.550.000
4.9
60 Terjual
Besok
Kab. Jepara",https://shopee.co.id/Sony-Xperia-XZ3-4-64-ALL-OPERATOR-Good-Condition-i.38916987.22905355941?extraParams=%7B%22display_model_id%22%3A157583283148%2C%22model_selection_logic%22%3A3%7D&sp_atk=94e77edf-4698-44df-9d57-71833162dad7&xptdk=94e77edf-4698-44df-9d57-71833162dad7
https://down-id.img.susercontent.com/file/14bc372d9704b7f169d2ec5f15b39ed1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia C3 SECOND,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
Sony Xperia C3 SECOND
Rp
300.000
Besok
Depok",https://shopee.co.id/Sony-Xperia-C3-SECOND-i.31585152.11635757910?extraParams=%7B%22display_model_id%22%3A132886791533%2C%22model_selection_logic%22%3A3%7D&sp_atk=425243af-7c3d-4673-9d6f-712293cbd068&xptdk=425243af-7c3d-4673-9d6f-712293cbd068
https://down-id.img.susercontent.com/file/id-11134207-7r98x-lvt9a043jr3w83,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony Xperia 5 ram 6/64 gb second japan,Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
sony Xperia 5 ram 6/64 gb second japan
Rp
1.850.000
4.4
42 Terjual
Besok
Bekasi",https://shopee.co.id/sony-Xperia-5-ram-6-64-gb-second-japan-i.43877791.28951108442?extraParams=%7B%22display_model_id%22%3A49427130301%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9c21c90-af3e-4a2b-8396-20f066aba95f&xptdk=a9c21c90-af3e-4a2b-8396-20f066aba95f
https://down-id.img.susercontent.com/file/id-11134207-7r98z-llbknufy3cwiba,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY Xperia Z1 (C6903) kondisi GAMBLING/MATI/RUSAK,Rp,57.900,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,,,"Scrape to BigSeller
SONY Xperia Z1 (C6903) kondisi GAMBLING/MATI/RUSAK
Rp
57.900
2-3 Hari
Bandung",https://shopee.co.id/SONY-Xperia-Z1-(C6903)-kondisi-GAMBLING-MATI-RUSAK-i.9200362.23314247823?extraParams=%7B%22display_model_id%22%3A175410377560%2C%22model_selection_logic%22%3A3%7D&sp_atk=2b2d82a6-2d07-4845-b0e2-2a84b60e416d&xptdk=2b2d82a6-2d07-4845-b0e2-2a84b60e416d
https://down-id.img.susercontent.com/file/8d66a3f4d86bcf1fc76797afc60f612e,,SONY XPERIA Z4 BIG DOCOMO SECOND,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Poso,,,,,,,,"Scrape to BigSeller
SONY XPERIA Z4 BIG DOCOMO SECOND
Rp
900.000
3-7 Hari
Kab. Poso",https://shopee.co.id/SONY-XPERIA-Z4-BIG-DOCOMO-SECOND-i.17758648.3932043765?extraParams=%7B%22display_model_id%22%3A32880232691%2C%22model_selection_logic%22%3A3%7D&sp_atk=5f7bc3cb-0f53-4a2a-bae6-cbf98a031c3c&xptdk=5f7bc3cb-0f53-4a2a-bae6-cbf98a031c3c
https://down-id.img.susercontent.com/file/id-11134207-8224v-mfv6t4da9o2091,,Sony XZ3 minus Baca Deskripsi,Rp,320.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tanah Laut,,,,,,,,"Scrape to BigSeller
Sony XZ3 minus Baca Deskripsi
Rp
320.000
5-9 Hari
Kab. Tanah Laut",https://shopee.co.id/Sony-XZ3-minus-Baca-Deskripsi-i.45127923.43774342413?extraParams=%7B%22display_model_id%22%3A296975195984%2C%22model_selection_logic%22%3A3%7D&sp_atk=68552b68-de7c-4361-af14-5133bf45e3ed&xptdk=68552b68-de7c-4361-af14-5133bf45e3ed
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlsynej0wlc34a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY XPERIA M2 (D2305) RAM 1/8GB HANDPHONE SECOND ANDROID NORMAL SIAP PAKAI,Rp,450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
SONY XPERIA M2 (D2305) RAM 1/8GB HANDPHONE SECOND ANDROID NORMAL SIAP PAKAI
Rp
450.000
5.0
1 Terjual
2-3 Hari
Bandung",https://shopee.co.id/SONY-XPERIA-M2-(D2305)-RAM-1-8GB-HANDPHONE-SECOND-ANDROID-NORMAL-SIAP-PAKAI-i.133421876.44152345697?extraParams=%7B%22display_model_id%22%3A295191782200%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8397480-f644-4851-8a44-a0398d625333&xptdk=a8397480-f644-4851-8a44-a0398d625333
https://down-id.img.susercontent.com/file/9c026f6592ef1ed7b566454709bb8230,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia Z4 big/Z3+ 3/32 GB mulus,Rp,699.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Sony Xperia Z4 big/Z3+ 3/32 GB mulus
Rp
699.000
Cicilan
1 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Sony-Xperia-Z4-big-Z3-3-32-GB-mulus-i.3257946.11072416623?extraParams=%7B%22display_model_id%22%3A95874826228%2C%22model_selection_logic%22%3A3%7D&sp_atk=012ebfd9-b706-4ecf-a3f6-abd6c11aa601&xptdk=012ebfd9-b706-4ecf-a3f6-abd6c11aa601
https://down-id.img.susercontent.com/file/faf27bec813d3bcf1010cfa065998e8c,,Sony Z4 Compact Second/Seken,Rp,780.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lampung Utara,Cicilan,,,,,,,"Scrape to BigSeller
Sony Z4 Compact Second/Seken
Rp
780.000
Cicilan
Kab. Lampung Utara",https://shopee.co.id/Sony-Z4-Compact-Second-Seken-i.82352003.1391192915?extraParams=%7B%22display_model_id%22%3A32920355551%2C%22model_selection_logic%22%3A3%7D&sp_atk=39efb472-38c0-45fb-bcf1-3009559c21e0&xptdk=39efb472-38c0-45fb-bcf1-3009559c21e0
https://down-id.img.susercontent.com/file/f5d4e54ef86b62801d7eb3415138fffa,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Sony Xperia C4 Minus,Rp,200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cilacap,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Sony Xperia C4 Minus
Rp
200.000
5.0
1 Terjual
Besok
Kab. Cilacap",https://shopee.co.id/Sony-Xperia-C4-Minus-i.174524797.3556425579?extraParams=%7B%22display_model_id%22%3A71308917874%2C%22model_selection_logic%22%3A3%7D&sp_atk=b2201950-64f8-4b2e-9863-af252bfb0261&xptdk=b2201950-64f8-4b2e-9863-af252bfb0261
https://down-id.img.susercontent.com/file/7091fa85c36d0b2848667be2fb00b1a7,,sony xperia xz1 compact second docomo original,Rp,1.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,88 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kulon Progo,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
sony xperia xz1 compact second docomo original
Rp
1.350.000
Cicilan
4.5
88 Terjual
Besok
Kab. Kulon Progo",https://shopee.co.id/sony-xperia-xz1-compact-second-docomo-original-i.34341683.4715589067?extraParams=%7B%22display_model_id%22%3A435349924472%2C%22model_selection_logic%22%3A3%7D&sp_atk=6a6e1533-fa56-422e-a334-3541d856ed41&xptdk=6a6e1533-fa56-422e-a334-3541d856ed41
https://down-id.img.susercontent.com/file/199947a9cd3d326d09c03d833e05b908,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Sony ZR docomo minus touch pecah, mesin Sony ZR docomo",Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lombok Barat,,,,,,,,"Scrape to BigSeller
Sony ZR docomo minus touch pecah, mesin Sony ZR docomo
Rp
100.000
4-7 Hari
Kab. Lombok Barat",https://shopee.co.id/Sony-ZR-docomo-minus-touch-pecah-mesin-Sony-ZR-docomo-i.313762058.18733387231?extraParams=%7B%22display_model_id%22%3A181717553064%2C%22model_selection_logic%22%3A3%7D&sp_atk=de4beb55-58fc-46b8-b5ae-721c8bbfa785&xptdk=de4beb55-58fc-46b8-b5ae-721c8bbfa785
https://down-id.img.susercontent.com/file/f9f19a08fc98f4d30dc697175a070e70,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony SO04E Ram 2GB rom 32GB msh bs pakai,Rp,276.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,"Scrape to BigSeller
Sony SO04E Ram 2GB rom 32GB msh bs pakai
Rp
276.000
Besok
Tangerang",https://shopee.co.id/Sony-SO04E-Ram-2GB-rom-32GB-msh-bs-pakai-i.48358453.4040062407?extraParams=%7B%22display_model_id%22%3A60127481864%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f77c902-1c54-4cf5-8988-401a30132173&xptdk=4f77c902-1c54-4cf5-8988-401a30132173
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mb8trtq5c5en55,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia XZ2 4/64 GOOD CONDITION,Rp,1.350.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jepara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
Sony Xperia XZ2 4/64 GOOD CONDITION
Rp
1.350.000
4.4
13 Terjual
Besok
Kab. Jepara",https://shopee.co.id/Sony-Xperia-XZ2-4-64-GOOD-CONDITION-i.38916987.21055371320?extraParams=%7B%22display_model_id%22%3A350101500856%2C%22model_selection_logic%22%3A3%7D&sp_atk=89e67349-ede5-4844-a7b0-7c84dc9e7d56&xptdk=89e67349-ede5-4844-a7b0-7c84dc9e7d56
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-ma93rcy9cqrp9e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY ERICSSON G700 BAHAN / MINUS,Rp,130.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.0,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,"Scrape to BigSeller
SONY ERICSSON G700 BAHAN / MINUS
Rp
130.000
4.0
2 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/SONY-ERICSSON-G700-BAHAN-MINUS-i.178509174.25615512861?extraParams=%7B%22display_model_id%22%3A214932887468%2C%22model_selection_logic%22%3A3%7D&sp_atk=1893ddb2-1e44-47e9-9374-48956f234cee&xptdk=1893ddb2-1e44-47e9-9374-48956f234cee
https://down-id.img.susercontent.com/file/2ddeaf3be048d3d664e6d94075826bad,,HP SECOND SONY XPERIA Z5 BIG RAM 3GB ROM 32GB AU JAPAN MULUS BERGARANSI,Rp,785.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,Cicilan,,,,,,,"Scrape to BigSeller
HP SECOND SONY XPERIA Z5 BIG RAM 3GB ROM 32GB AU JAPAN MULUS BERGARANSI
Rp
785.000
Cicilan
Bandar Lampung",https://shopee.co.id/HP-SECOND-SONY-XPERIA-Z5-BIG-RAM-3GB-ROM-32GB-AU-JAPAN-MULUS-BERGARANSI-i.18598505.2265941724?extraParams=%7B%22display_model_id%22%3A52899407692%2C%22model_selection_logic%22%3A3%7D&sp_atk=8de6e1eb-d164-42d1-917d-7b14fc057a97&xptdk=8de6e1eb-d164-42d1-917d-7b14fc057a97
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmvdi9kw000234,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia 1 Mark IV 12  / 256 GB HITAM [Second] - Dual SIM ON All Operator Permanen (Resmi Beacukai),Rp,7.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,"Scrape to BigSeller
Sony Xperia 1 Mark IV 12 / 256 GB HITAM [Second] - Dual SIM ON All Operator Permanen (Resmi Beacukai)
Rp
7.500.000
5.0
2 Terjual
Besok
Kab. Sleman",https://shopee.co.id/Sony-Xperia-1-Mark-IV-12-256-GB-HITAM-Second-Dual-SIM-ON-All-Operator-Permanen-(Resmi-Beacukai)-i.1559015447.52807128097?extraParams=%7B%22display_model_id%22%3A435635922721%2C%22model_selection_logic%22%3A3%7D&sp_atk=cb36e735-af2a-4aea-a865-8d343ac575f0&xptdk=cb36e735-af2a-4aea-a865-8d343ac575f0
