-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,img,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,inline-block,text-shopee-primary,truncate,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m5849x1k3iv412,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus TUF Gaming F15 i5-10300H GTX 1650 8GB 512GB SSD,Rp,8.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,3 Terjual,"Asus TUF Gaming F15 i5-10300H GTX 1650 8GB 512GB SSD
Rp
8.750.000
5.0
3 Terjual
< 2 Hari
Malang",https://shopee.co.id/Asus-TUF-Gaming-F15-i5-10300H-GTX-1650-8GB-512GB-SSD-i.79997666.24311152735?extraParams=%7B%22display_model_id%22%3A226022153345%2C%22model_selection_logic%22%3A3%7D&sp_atk=57b48b62-cc81-4e27-b0f2-c2d8f80f2dc6&xptdk=57b48b62-cc81-4e27-b0f2-c2d8f80f2dc6
https://down-id.img.susercontent.com/file/sg-11134201-824id-mf223529jpcfd9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus X441BA AMD 16GB 512GB Siap Pakai,Rp,1.430.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"Laptop Asus X441BA AMD 16GB 512GB Siap Pakai
Rp
1.430.000
< 2 Hari
Malang",https://shopee.co.id/Laptop-Asus-X441BA-AMD-16GB-512GB-Siap-Pakai-i.79997666.44421245943?extraParams=%7B%22display_model_id%22%3A415022908450%2C%22model_selection_logic%22%3A3%7D&sp_atk=93e3f633-1c1e-4f61-93d4-a7a6c86c056a&xptdk=93e3f633-1c1e-4f61-93d4-a7a6c86c056a
https://down-id.img.susercontent.com/file/id-11134207-82252-mgc7rkj2524vd9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Asus ROG Laptop Core i7 32GB 512GB SSD Gaming,Rp,7.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.8,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,92 Terjual,"Asus ROG Laptop Core i7 32GB 512GB SSD Gaming
Rp
7.850.000
3.8
92 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Asus-ROG-Laptop-Core-i7-32GB-512GB-SSD-Gaming-i.230649038.56900244127?extraParams=%7B%22display_model_id%22%3A410023073730%2C%22model_selection_logic%22%3A3%7D&sp_atk=e95a5414-7b70-44dd-90c0-bdf2115fe135&xptdk=e95a5414-7b70-44dd-90c0-bdf2115fe135
https://down-id.img.susercontent.com/file/b138c09ecda433b1c19d4db463ebb270,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Asus A407ma ramping praktis enak dipakai bekas,Rp,3.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.2,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,Cicilan,6 Terjual,"Laptop Asus A407ma ramping praktis enak dipakai bekas
Rp
3.600.000
Cicilan
4.2
6 Terjual
< 2 Hari
Kab. Bandung",https://shopee.co.id/Laptop-Asus-A407ma-ramping-praktis-enak-dipakai-bekas-i.79249867.4635864325?extraParams=%7B%22display_model_id%22%3A62519157695%2C%22model_selection_logic%22%3A3%7D&sp_atk=9d6b4b6a-7630-4841-bb02-9e4abcce1c9c&xptdk=9d6b4b6a-7630-4841-bb02-9e4abcce1c9c
https://down-id.img.susercontent.com/file/ef080f816738d2daf5373fb52ddb7f10,,Asus live l1 bekas,Rp,550.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tegal,,,,,,4-7 Hari,"Asus live l1 bekas
Rp
550.000
4-7 Hari
Kab. Tegal",https://shopee.co.id/Asus-live-l1-bekas-i.186636245.7515780554?extraParams=%7B%22display_model_id%22%3A32846747588%2C%22model_selection_logic%22%3A3%7D&sp_atk=5014e376-dc74-49c8-a1be-68d2721537a5&xptdk=5014e376-dc74-49c8-a1be-68d2721537a5
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m5459zzws668ce,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus Vivobook X401U 4GB 512GB SSD Siap Pakai,Rp,1.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,1 Terjual,"Laptop Asus Vivobook X401U 4GB 512GB SSD Siap Pakai
Rp
1.250.000
5.0
1 Terjual
2-3 Hari
Malang",https://shopee.co.id/Laptop-Asus-Vivobook-X401U-4GB-512GB-SSD-Siap-Pakai-i.141725604.17431080087?extraParams=%7B%22display_model_id%22%3A38538708714%2C%22model_selection_logic%22%3A3%7D&sp_atk=586060ee-1e8a-4842-9d74-5699676ed0f5&xptdk=586060ee-1e8a-4842-9d74-5699676ed0f5
https://down-id.img.susercontent.com/file/ef0f139b3eb236b9941b5e50ddd644e4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS E203MAH N4000 RAM2GB HDD500GB W10 Second,Rp,1.799.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung,,,,,Cicilan,8 Terjual,"ASUS E203MAH N4000 RAM2GB HDD500GB W10 Second
Rp
1.799.000
Cicilan
5.0
8 Terjual
4-7 Hari
Kab. Bandung",https://shopee.co.id/ASUS-E203MAH-N4000-RAM2GB-HDD500GB-W10-Second-i.32664305.5639085164?extraParams=%7B%22display_model_id%22%3A62920604398%2C%22model_selection_logic%22%3A3%7D&sp_atk=a8a0b27c-b3cf-4a6e-9b1e-07cbfbb1ed61&xptdk=a8a0b27c-b3cf-4a6e-9b1e-07cbfbb1ed61
https://down-id.img.susercontent.com/file/id-11134207-7r98p-ltkj0x8sms5946,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Asus Vivobook A416JA Intel Core I3-1005G1 4/256GB 2nd,Rp,4.050.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"Laptop Asus Vivobook A416JA Intel Core I3-1005G1 4/256GB 2nd
Rp
4.050.000
< 2 Hari
Bandung",https://shopee.co.id/Laptop-Asus-Vivobook-A416JA-Intel-Core-I3-1005G1-4-256GB-2nd-i.407815554.24621935731?extraParams=%7B%22display_model_id%22%3A250568800036%2C%22model_selection_logic%22%3A3%7D&sp_atk=7f117c8d-8518-47bd-bf46-fd44dc50f01f&xptdk=7f117c8d-8518-47bd-bf46-fd44dc50f01f
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mb670zj619ij72,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP ASUS A509F BEKAS SECOND,Rp,3.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Ciamis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"LAPTOP ASUS A509F BEKAS SECOND
Rp
3.750.000
< 2 Hari
Kab. Ciamis",https://shopee.co.id/LAPTOP-ASUS-A509F-BEKAS-SECOND-i.46107762.28335117777?extraParams=%7B%22display_model_id%22%3A109486747307%2C%22model_selection_logic%22%3A3%7D&sp_atk=b3cd92a3-f4f7-431f-8d0c-2357a75f9859&xptdk=b3cd92a3-f4f7-431f-8d0c-2357a75f9859
https://down-id.img.susercontent.com/file/id-11134207-7ra0o-mcsv7iany4goac,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"[PRELOVED FULLSET] ASUS VIVOBOOK 15 inch A515JP i5 10th 1,25TB",Rp,5.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"[PRELOVED FULLSET] ASUS VIVOBOOK 15 inch A515JP i5 10th 1,25TB
Rp
5.900.000
< 2 Hari
Jakarta Utara",https://shopee.co.id/-PRELOVED-FULLSET-ASUS-VIVOBOOK-15-inch-A515JP-i5-10th-1-25TB-i.112835396.43160870337?extraParams=%7B%22display_model_id%22%3A248689202475%2C%22model_selection_logic%22%3A3%7D&sp_atk=5e043017-1b11-48e6-b6bc-9ed5d68f74ac&xptdk=5e043017-1b11-48e6-b6bc-9ed5d68f74ac
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mc7bon45jhe375,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X540Y, LAPTOP BEKAS, LAPTOP ASUS MURAH, LAPTOP SECOND",Rp,1.730.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,-4%,,< 2 Hari,"LAPTOP ASUS X540Y, LAPTOP BEKAS, LAPTOP ASUS MURAH, LAPTOP SECOND
Rp
1.730.000
-4%
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X540Y-LAPTOP-BEKAS-LAPTOP-ASUS-MURAH-LAPTOP-SECOND-i.17080485.43758533889?extraParams=%7B%22display_model_id%22%3A260719694482%2C%22model_selection_logic%22%3A3%7D&sp_atk=4016ff61-8ab7-4391-b637-b83ba4cd8054&xptdk=4016ff61-8ab7-4391-b637-b83ba4cd8054
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m559s2yixg2g7a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop ASUS VIVOBOOK X453SA INTEL CELERON N3050 RAM 4GB SSD 128GB Normal Siap Pakai - Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang - Laptop Kuliah - Laptop Kantoran - Laptop Kerja - Laptop Desain,Rp,1.732.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,1 Terjual,"Laptop ASUS VIVOBOOK X453SA INTEL CELERON N3050 RAM 4GB SSD 128GB Normal Siap Pakai - Laptop Murah - Laptop Malang - Laptop Gaming - Bergaransi - Laptop Bekas - Laptop Bekas Malang - Laptop Kuliah - Laptop Kantoran - Laptop Kerja - Laptop Desain
Rp
1.732.500
5.0
1 Terjual
2-3 Hari
Malang",https://shopee.co.id/Laptop-ASUS-VIVOBOOK-X453SA-INTEL-CELERON-N3050-RAM-4GB-SSD-128GB-Normal-Siap-Pakai-Laptop-Murah-Laptop-Malang-Laptop-Gaming-Bergaransi-Laptop-Bekas-Laptop-Bekas-Malang-Laptop-Kuliah-Laptop-Kantoran-Laptop-Kerja-Laptop-Desain-i.141725604.10415620294?extraParams=%7B%22display_model_id%22%3A46230986828%2C%22model_selection_logic%22%3A3%7D&sp_atk=8fd9370d-9789-4d30-af6b-e364db6c99c5&xptdk=8fd9370d-9789-4d30-af6b-e364db6c99c5
https://down-id.img.susercontent.com/file/d11dea27fbc167989f711763762ece32,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus X555QA AMD A12 7th Gen 8GB SSD Laptop Bekas,Rp,2.900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,Cicilan,3 Terjual,"Asus X555QA AMD A12 7th Gen 8GB SSD Laptop Bekas
Rp
2.900.000
Cicilan
5.0
3 Terjual
3-5 Hari
Depok",https://shopee.co.id/Asus-X555QA-AMD-A12-7th-Gen-8GB-SSD-Laptop-Bekas-i.6356067.11355802747?extraParams=%7B%22display_model_id%22%3A131056244114%2C%22model_selection_logic%22%3A3%7D&sp_atk=1283c7c4-ad93-4478-b73d-41bdf221e19f&xptdk=1283c7c4-ad93-4478-b73d-41bdf221e19f
https://down-id.img.susercontent.com/file/id-11134207-7rasi-m547t6tqrbtp8d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Asus Vivobook X450EA 14"" 2GB 500GB AMD Siap Pakai",Rp,1.050.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,,,,1 Terjual,"Asus Vivobook X450EA 14"" 2GB 500GB AMD Siap Pakai
Rp
1.050.000
5.0
1 Terjual
2-3 Hari
Malang",https://shopee.co.id/Asus-Vivobook-X450EA-14-2GB-500GB-AMD-Siap-Pakai-i.141725604.11288489728?extraParams=%7B%22display_model_id%22%3A170509408902%2C%22model_selection_logic%22%3A3%7D&sp_atk=b4f8b911-cb1e-4e7f-9215-bae4197e8bee&xptdk=b4f8b911-cb1e-4e7f-9215-bae4197e8bee
https://down-id.img.susercontent.com/file/3cba197645be072513e425b3efbade24,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X451C,LAPTOP MURAH,LAPTOP BEKAS,LAPTOP SECOND,LAPTOP BERGARANSI",Rp,1.950.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"LAPTOP ASUS X451C,LAPTOP MURAH,LAPTOP BEKAS,LAPTOP SECOND,LAPTOP BERGARANSI
Rp
1.950.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X451C-LAPTOP-MURAH-LAPTOP-BEKAS-LAPTOP-SECOND-LAPTOP-BERGARANSI-i.17080485.17581952532?extraParams=%7B%22display_model_id%22%3A136500202663%2C%22model_selection_logic%22%3A3%7D&sp_atk=a69b5175-5d35-45d5-8f1e-1366e6871c1f&xptdk=a69b5175-5d35-45d5-8f1e-1366e6871c1f
https://down-id.img.susercontent.com/file/sg-11134201-23010-fm3myb0qc7lvc4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X540Y, LAPTOP SSD , LAPTOP ASUS, LAPTOP MURAH, LAPTOP SECOND, LAPTOP BEKAS MURAH",Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"LAPTOP ASUS X540Y, LAPTOP SSD , LAPTOP ASUS, LAPTOP MURAH, LAPTOP SECOND, LAPTOP BEKAS MURAH
Rp
1.850.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X540Y-LAPTOP-SSD-LAPTOP-ASUS-LAPTOP-MURAH-LAPTOP-SECOND-LAPTOP-BEKAS-MURAH-i.17080485.19071038924?extraParams=%7B%22display_model_id%22%3A165486987739%2C%22model_selection_logic%22%3A3%7D&sp_atk=0008414b-40f4-41ad-bec5-def92e0e0010&xptdk=0008414b-40f4-41ad-bec5-def92e0e0010
https://down-id.img.susercontent.com/file/sg-11134201-23010-2a3larir1ymvcd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP ASUS X454Y,LAPTOP BEKAS BERKUALITAS",Rp,1.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"LAPTOP ASUS X454Y,LAPTOP BEKAS BERKUALITAS
Rp
1.850.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-ASUS-X454Y-LAPTOP-BEKAS-BERKUALITAS-i.17080485.22820895790?extraParams=%7B%22display_model_id%22%3A203768070255%2C%22model_selection_logic%22%3A3%7D&sp_atk=153b05f1-8dce-43a2-8c6d-1880a6d47215&xptdk=153b05f1-8dce-43a2-8c6d-1880a6d47215
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m1phqlxo8dp8cb,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ASUS VIVOBOOK GO 14/15 AMD RYZEN 3 RAM 8GB SSD 256GB SECOND/BEKAS,Rp,8.625.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,,4-8 Hari,"ASUS VIVOBOOK GO 14/15 AMD RYZEN 3 RAM 8GB SSD 256GB SECOND/BEKAS
Rp
8.625.000
4-8 Hari
Jakarta Utara",https://shopee.co.id/ASUS-VIVOBOOK-GO-14-15-AMD-RYZEN-3-RAM-8GB-SSD-256GB-SECOND-BEKAS-i.939372100.29065044508?extraParams=%7B%22display_model_id%22%3A256848396716%2C%22model_selection_logic%22%3A3%7D&sp_atk=59e55415-3de0-4d8d-bed9-abfb045eee68&xptdk=59e55415-3de0-4d8d-bed9-abfb045eee68
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lr3vv2xo9ozxd4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus x200m / laptop second / laptop bekas / laptop asus,Rp,1.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Deli Serdang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,< 2 Hari,"Asus x200m / laptop second / laptop bekas / laptop asus
Rp
1.200.000
< 2 Hari
Kab. Deli Serdang",https://shopee.co.id/Asus-x200m-laptop-second-laptop-bekas-laptop-asus-i.254147065.25961470585?extraParams=%7B%22display_model_id%22%3A232493532514%2C%22model_selection_logic%22%3A3%7D&sp_atk=82cada16-417f-4048-927c-03345e36fc4b&xptdk=82cada16-417f-4048-927c-03345e36fc4b
