-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,truncate,img,text-xs/sp14_2,text-xs,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,inline-block,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224u-mfsg6grqgnbe25,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,LCD BS 1 ORI,Rp,200.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1.0,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,,,,,,"Scrape to BigSeller
LCD BS 1 ORI
Rp
200.000
1.0
2 Terjual
3-6 Hari
Kab. Gresik",https://shopee.co.id/LCD-BS-1-ORI-i.10404069.29042881903?extraParams=%7B%22display_model_id%22%3A286947320875%2C%22model_selection_logic%22%3A3%7D&sp_atk=ebae8afb-748c-4ef4-ad18-92c104da5f2b&xptdk=ebae8afb-748c-4ef4-ad18-92c104da5f2b
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lyam8or4ouh171,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[Recommended] Black Shark Funcooler 4 | Pendingin 32°C Super Cepat | TEC 20% Lebih Besar | RGB Lighting | Streaming & Gaming,Rp,229.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,403 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-49%,,"Scrape to BigSeller
[Recommended] Black Shark Funcooler 4 | Pendingin 32°C Super Cepat | TEC 20% Lebih Besar | RGB Lighting | Streaming & Gaming
Rp
229.000
-49%
4.8
403 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/-Recommended-Black-Shark-Funcooler-4-Pendingin-32%C2%B0C-Super-Cepat-TEC-20-Lebih-Besar-RGB-Lighting-Streaming-Gaming-i.168862677.26456514235?extraParams=%7B%22display_model_id%22%3A246284858427%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d032600-edf0-49bf-b67e-2a78d9781e54&xptdk=2d032600-edf0-49bf-b67e-2a78d9781e54
https://down-id.img.susercontent.com/file/id-11134207-822wr-mnascxsz5n9d54,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SPEAKER BUZZER MUSIK BAWAH BLACKSHARK BLACK SHARK 4 ORIGINAL,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
SPEAKER BUZZER MUSIK BAWAH BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/SPEAKER-BUZZER-MUSIK-BAWAH-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.54359197310?extraParams=%7B%22display_model_id%22%3A282555642234%2C%22model_selection_logic%22%3A3%7D&sp_atk=97fc2a6d-ed66-4ef2-9c01-72d6e35e5c31&xptdk=97fc2a6d-ed66-4ef2-9c01-72d6e35e5c31
https://down-id.img.susercontent.com/file/id-11134207-7r98u-luiy9k81gilwf9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,[Best Selling] Black Shark Lucifer T11 | TWS Metalik Desain Ninja | Suara Imersif & jernih | Peredam Bising (ENC) | Baterai Awet 30 Jam,Rp,349.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-34%,,"Scrape to BigSeller
[Best Selling] Black Shark Lucifer T11 | TWS Metalik Desain Ninja | Suara Imersif & jernih | Peredam Bising (ENC) | Baterai Awet 30 Jam
Rp
349.000
-34%
4.9
1RB+ Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/-Best-Selling-Black-Shark-Lucifer-T11-TWS-Metalik-Desain-Ninja-Suara-Imersif-jernih-Peredam-Bising-(ENC)-Baterai-Awet-30-Jam-i.168862677.25826509009?extraParams=%7B%22display_model_id%22%3A222728148494%2C%22model_selection_logic%22%3A3%7D&sp_atk=738719c1-bc16-4766-beda-83748822a3cc&xptdk=738719c1-bc16-4766-beda-83748822a3cc
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m3qqjkdrt2lr75,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Buzer Speaker Bawah black shark 4 original,Rp,79.000,,,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sragen,,,,,,"Scrape to BigSeller
Buzer Speaker Bawah black shark 4 original
Rp
79.000
1 Terjual
2-5 Hari
Kab. Sragen",https://shopee.co.id/Buzer-Speaker-Bawah-black-shark-4-original-i.53833902.26220641051?extraParams=%7B%22display_model_id%22%3A237148990278%2C%22model_selection_logic%22%3A3%7D&sp_atk=ed1abc97-8acc-45e3-a46e-7cb981b77110&xptdk=ed1abc97-8acc-45e3-a46e-7cb981b77110
https://down-id.img.susercontent.com/file/id-11134207-822wr-mnascxsoxmgx20,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,KABEL ANTENA HITAM SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL,Rp,65.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
KABEL ANTENA HITAM SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
65.000
Besok
Kab. Bogor",https://shopee.co.id/KABEL-ANTENA-HITAM-SINYAL-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.53859206287?extraParams=%7B%22display_model_id%22%3A380814999282%2C%22model_selection_logic%22%3A3%7D&sp_atk=7f59d2e2-709d-40ac-a0d4-64b07fdf4359&xptdk=7f59d2e2-709d-40ac-a0d4-64b07fdf4359
https://down-id.img.susercontent.com/file/id-11134207-7r991-lvsjf9bqmw66d9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"[Best Selling] Black Shark GS3 | Daya Tahan Militer | Baterai 21 Hari | Tahan Banting, Tahan Air, Tahan Lama | Outdoor Smartwatch | 5 ATM",Rp,844.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,2RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-35%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
[Best Selling] Black Shark GS3 | Daya Tahan Militer | Baterai 21 Hari | Tahan Banting, Tahan Air, Tahan Lama | Outdoor Smartwatch | 5 ATM
Rp
844.000
-35%
4.9
2RB+ Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/-Best-Selling-Black-Shark-GS3-Daya-Tahan-Militer-Baterai-21-Hari-Tahan-Banting-Tahan-Air-Tahan-Lama-Outdoor-Smartwatch-5-ATM-i.168862677.29001044961?extraParams=%7B%22display_model_id%22%3A166492695500%2C%22model_selection_logic%22%3A3%7D&sp_atk=a7798f4c-3605-4673-9730-6b9d84a0dd8d&xptdk=a7798f4c-3605-4673-9730-6b9d84a0dd8d
https://down-id.img.susercontent.com/file/e11b4651b6c9405876d14df69c476a83,,converter blackshark original copotan,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tuban,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,"Scrape to BigSeller
converter blackshark original copotan
Rp
100.000
< 2 Hari
Kab. Tuban",https://shopee.co.id/converter-blackshark-original-copotan-i.15078316.9690962141?extraParams=%7B%22display_model_id%22%3A94458308674%2C%22model_selection_logic%22%3A3%7D&sp_atk=b039ad97-34a9-42a6-84e2-84cf1e7ac29d&xptdk=b039ad97-34a9-42a6-84e2-84cf1e7ac29d
https://down-id.img.susercontent.com/file/id-11134207-822wi-mnascxsz2u4h90,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SPEAKER MUSIK BUZZER ATAS BLACKSHARK BLACK SHARK 4 ORIGINAL,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
SPEAKER MUSIK BUZZER ATAS BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/SPEAKER-MUSIK-BUZZER-ATAS-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.52759197318?extraParams=%7B%22display_model_id%22%3A380815083086%2C%22model_selection_logic%22%3A3%7D&sp_atk=11febe2a-4d55-417c-9ec1-f590240e1e01&xptdk=11febe2a-4d55-417c-9ec1-f590240e1e01
https://down-id.img.susercontent.com/file/id-11134207-822wh-mnascxsz9uypcc,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,FLEXIBEL FLEXIBLE TOMBOL R1 L1 BLACKSHARK BLACK SHARK 4,Rp,120.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
FLEXIBEL FLEXIBLE TOMBOL R1 L1 BLACKSHARK BLACK SHARK 4
Rp
120.000
Besok
Kab. Bogor",https://shopee.co.id/FLEXIBEL-FLEXIBLE-TOMBOL-R1-L1-BLACKSHARK-BLACK-SHARK-4-i.1081420015.46809222345?extraParams=%7B%22display_model_id%22%3A370815139575%2C%22model_selection_logic%22%3A3%7D&sp_atk=bafce56c-048f-4a6c-8613-186ccaa36161&xptdk=bafce56c-048f-4a6c-8613-186ccaa36161
https://down-id.img.susercontent.com/file/sg-11134201-22120-oetzv4but7kv57,https://down-id.img.susercontent.com/file/id-11134258-822wp-mlyjp115kz5tc6,Black Shark FunCooler 3 Pro | Kipas Pendingin Hp iOS & Android - Funcooler 3 Pro,Rp,534.000,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,50 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,2 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,-18%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Black Shark FunCooler 3 Pro | Kipas Pendingin Hp iOS & Android - Funcooler 3 Pro
Rp
534.000
-18%
Hadiah Gratis
4.9
50 Terjual
2 jam
Kab. Sidoarjo",https://shopee.co.id/Black-Shark-FunCooler-3-Pro-Kipas-Pendingin-Hp-iOS-Android-Funcooler-3-Pro-i.272803577.23411222815?extraParams=%7B%22display_model_id%22%3A137266926853%2C%22model_selection_logic%22%3A3%7D&sp_atk=9e91e7a3-fae8-4ae9-934a-041e18da506c&xptdk=9e91e7a3-fae8-4ae9-934a-041e18da506c
https://down-id.img.susercontent.com/file/id-11134207-822wr-mnascxsz71tt6c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,TUTUP MESIN NFC BLACKSHARK BLACK SHARK 4 ORIGINAL,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
TUTUP MESIN NFC BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
100.000
Besok
Kab. Bogor",https://shopee.co.id/TUTUP-MESIN-NFC-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.50509202199?extraParams=%7B%22display_model_id%22%3A315815688695%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ca6dbdb-b8de-4906-b153-304e1c98b634&xptdk=7ca6dbdb-b8de-4906-b153-304e1c98b634
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmvwgzced3b697,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Black Shark FunCooler BR 11 Fun Cooler BR11 BlackShark HP Original Ori Bekas Second,Rp,175.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
Black Shark FunCooler BR 11 Fun Cooler BR11 BlackShark HP Original Ori Bekas Second
Rp
175.000
Besok
Bekasi",https://shopee.co.id/Black-Shark-FunCooler-BR-11-Fun-Cooler-BR11-BlackShark-HP-Original-Ori-Bekas-Second-i.504134027.52708559935?extraParams=%7B%22display_model_id%22%3A385760378870%2C%22model_selection_logic%22%3A3%7D&sp_atk=66cfb314-3f0a-4c36-8a91-d65ef46128d0&xptdk=66cfb314-3f0a-4c36-8a91-d65ef46128d0
https://down-id.img.susercontent.com/file/id-11134207-8224p-mhg2bjudxaf71d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Speker Buzer musik Black Shark 4 pro original normal copotan asli,Rp,30.000,,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
Speker Buzer musik Black Shark 4 pro original normal copotan asli
Rp
30.000
2-3 Hari
Kab. Bogor",https://shopee.co.id/Speker-Buzer-musik-Black-Shark-4-pro-original-normal-copotan-asli-i.676768696.44902039825?extraParams=%7B%22display_model_id%22%3A350197668572%2C%22model_selection_logic%22%3A2%7D&sp_atk=716ad67f-b64c-41f9-83b9-c9fc90ea0aad&xptdk=716ad67f-b64c-41f9-83b9-c9fc90ea0aad
https://down-id.img.susercontent.com/file/id-11134207-822ws-mmggvsarmoen6c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,black shark fun cooler,Rp,130.000,,,,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,,,,,"Scrape to BigSeller
black shark fun cooler
Rp
130.000
2-4 Hari
Kab. Banyuwangi",https://shopee.co.id/black-shark-fun-cooler-i.627094909.53207971296?extraParams=%7B%22display_model_id%22%3A370708349997%2C%22model_selection_logic%22%3A3%7D&sp_atk=34b6e06a-9e78-457a-8c3f-eeead74bb1bd&xptdk=34b6e06a-9e78-457a-8c3f-eeead74bb1bd
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mc3ru8fnxmmj9a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,dosbook bs 4,Rp,100.000,,,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karanganyar,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Scrape to BigSeller
dosbook bs 4
Rp
100.000
2-3 Hari
Kab. Karanganyar",https://shopee.co.id/dosbook-bs-4-i.137094484.43808298453?extraParams=%7B%22display_model_id%22%3A260700719413%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3ad10fd-2a19-4d71-a2d7-319b71f7b70b&xptdk=c3ad10fd-2a19-4d71-a2d7-319b71f7b70b
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmmu7nngs45d78,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Gamepad Black Shark 2 plus holder,Rp,250.000,,,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,"Scrape to BigSeller
Gamepad Black Shark 2 plus holder
Rp
250.000
4-7 Hari
Bandung",https://shopee.co.id/Gamepad-Black-Shark-2-plus-holder-i.288380182.57958213048?extraParams=%7B%22display_model_id%22%3A435730231283%2C%22model_selection_logic%22%3A3%7D&sp_atk=c843659f-7334-45ab-854c-4ec8ece49b1b&xptdk=c843659f-7334-45ab-854c-4ec8ece49b1b
https://down-id.img.susercontent.com/file/id-11134207-82250-mk0lwi88t5af9f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Black Shark Funcooler 5 Neo | Magnetic + Clips | Pendingin Smartphone | Phone Cooler Gaming | RGB Lighting | Low Noise | Desain Ergonomis,Rp,249.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,148 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,-38%,,"Scrape to BigSeller
Black Shark Funcooler 5 Neo | Magnetic + Clips | Pendingin Smartphone | Phone Cooler Gaming | RGB Lighting | Low Noise | Desain Ergonomis
Rp
249.000
-38%
4.9
148 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Black-Shark-Funcooler-5-Neo-Magnetic-Clips-Pendingin-Smartphone-Phone-Cooler-Gaming-RGB-Lighting-Low-Noise-Desain-Ergonomis-i.168862677.4032474296?extraParams=%7B%22display_model_id%22%3A23638244160%2C%22model_selection_logic%22%3A3%7D&sp_atk=8f064edf-efe3-45c7-ac3f-3bc9f0a0c550&xptdk=8f064edf-efe3-45c7-ac3f-3bc9f0a0c550
https://down-id.img.susercontent.com/file/id-11134207-822wq-mnascxsos075f4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,FLEXIBEL FLEXIBLE PAPAN HEADSET MIC BAWAH SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL,Rp,120.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,"Scrape to BigSeller
FLEXIBEL FLEXIBLE PAPAN HEADSET MIC BAWAH SINYAL BLACKSHARK BLACK SHARK 4 ORIGINAL
Rp
120.000
Besok
Kab. Bogor",https://shopee.co.id/FLEXIBEL-FLEXIBLE-PAPAN-HEADSET-MIC-BAWAH-SINYAL-BLACKSHARK-BLACK-SHARK-4-ORIGINAL-i.1081420015.41980229475?extraParams=%7B%22display_model_id%22%3A335814978184%2C%22model_selection_logic%22%3A3%7D&sp_atk=c07ff01e-198a-40dd-a249-8fcd77c5f9bb&xptdk=c07ff01e-198a-40dd-a249-8fcd77c5f9bb
