-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,text-xs/sp14_2,pointer-events-none_2,text-shopee-green,pointer-events-none_3,align-middle,text-ellipsis,img_2,text-xs_2,w-auto,text-white,truncate,_container,_container_link,text-xs,img
https://down-id.img.susercontent.com/file/id-11134207-81zte-mfdwxnil0uml09,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Xiaomi Poco C71 4/128GB - Poco C71 Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.720.001,-25%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,261 Terjual,,,,"Xiaomi Poco C71 4/128GB - Poco C71 Garansi Resmi 1 Tahun
Rp
1.720.001
-25%
5.0
261 Terjual
3-5 Hari
Jakarta Pusat",https://shopee.co.id/Xiaomi-Poco-C71-4-128GB-Poco-C71-Garansi-Resmi-1-Tahun-i.226715244.23057393977?extraParams=%7B%22display_model_id%22%3A253988134835%2C%22model_selection_logic%22%3A3%7D&sp_atk=dd6a9ab9-0fc9-49fa-808f-00dce4304b5d&xptdk=dd6a9ab9-0fc9-49fa-808f-00dce4304b5d,,
https://down-id.img.susercontent.com/file/id-11134207-8224p-ml3ndlmt2ygw8c,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"[BARU] POCO C85 6/128GB 8/256GB Layar IPS LCD 6,9 inc - Mediatek Helio G81 ultra - Original Garansi Resmi Xiaomi Indonesia - NO REPACK",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.399.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"[BARU] POCO C85 6/128GB 8/256GB Layar IPS LCD 6,9 inc - Mediatek Helio G81 ultra - Original Garansi Resmi Xiaomi Indonesia - NO REPACK
Rp
2.399.000
5.0
2 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/-BARU-POCO-C85-6-128GB-8-256GB-Layar-IPS-LCD-6-9-inc-Mediatek-Helio-G81-ultra-Original-Garansi-Resmi-Xiaomi-Indonesia-NO-REPACK-i.4231956.55106272613?extraParams=%7B%22display_model_id%22%3A186366102733%2C%22model_selection_logic%22%3A3%7D&sp_atk=41dcfdb1-45e4-47b1-a555-8b471e3d9b7f&xptdk=41dcfdb1-45e4-47b1-a555-8b471e3d9b7f,,
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m3pqwawq6di224,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Xiaomi Poco M3 Pro 128gb 5G Resmi Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.025.000,-64%,,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,8 Terjual,,,,"Xiaomi Poco M3 Pro 128gb 5G Resmi Indonesia
Rp
1.025.000
-64%
4.7
8 Terjual
3 Hari
Kab. Bekasi",https://shopee.co.id/Xiaomi-Poco-M3-Pro-128gb-5G-Resmi-Indonesia-i.165232145.17110154191?extraParams=%7B%22display_model_id%22%3A301505647720%2C%22model_selection_logic%22%3A3%7D&sp_atk=90241f86-01f8-4682-b721-72ed120570d3&xptdk=90241f86-01f8-4682-b721-72ed120570d3,,
https://down-id.img.susercontent.com/file/id-11134207-822wp-mnf3ewtl59fmfa,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,POCO X8 Pro Max | X8 Pro,,Rp,6.299.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4 Terjual,,,,"POCO X8 Pro Max | X8 Pro
Rp
6.299.000
5.0
4 Terjual
9 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-X8-Pro-Max-X8-Pro-i.174193715.54408717431?extraParams=%7B%22display_model_id%22%3A390836089163%2C%22model_selection_logic%22%3A3%7D&sp_atk=af410532-4550-46b4-9f61-d9bab5244d38&xptdk=af410532-4550-46b4-9f61-d9bab5244d38,,
https://down-id.img.susercontent.com/file/id-11134207-7rbke-ma8442d95gpmad,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C71 GARANSI RESMI - BNIB,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.679.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,50 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,,"POCO C71 GARANSI RESMI - BNIB
Rp
1.679.000
5.0
50 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/POCO-C71-GARANSI-RESMI-BNIB-i.579395797.22538866044?extraParams=%7B%22display_model_id%22%3A231930159106%2C%22model_selection_logic%22%3A3%7D&sp_atk=a64b4996-2291-423a-89b5-437ae254f522&xptdk=a64b4996-2291-423a-89b5-437ae254f522,,
https://down-id.img.susercontent.com/file/id-11134207-8224w-mhhia24c8su85e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco X7 Pro 12/512 GB Garansi Resmi New,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.399.900,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,562 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Poco X7 Pro 12/512 GB Garansi Resmi New
Rp
5.399.900
5.0
562 Terjual
< 2 Hari
Surabaya",https://shopee.co.id/Poco-X7-Pro-12-512-GB-Garansi-Resmi-New-i.924656016.28277647847?extraParams=%7B%22display_model_id%22%3A166994002704%2C%22model_selection_logic%22%3A3%7D&sp_atk=b8d71d42-2028-46ed-8b9d-a9f73150b49a&xptdk=b8d71d42-2028-46ed-8b9d-a9f73150b49a,,
https://down-id.img.susercontent.com/file/id-11134207-7ra0n-mbeymumycwrd22,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"POCO C71 4+4/128GB 6.88"" 120Hz 5200 Mah Garansi Resmi",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.659.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,48 Terjual,,,,"POCO C71 4+4/128GB 6.88"" 120Hz 5200 Mah Garansi Resmi
Rp
1.659.000
5.0
48 Terjual
2-3 Hari
Pontianak",https://shopee.co.id/POCO-C71-4-4-128GB-6.88-120Hz-5200-Mah-Garansi-Resmi-i.59339910.43305991424?extraParams=%7B%22display_model_id%22%3A265502023320%2C%22model_selection_logic%22%3A3%7D&sp_atk=2f5d81b5-90a4-4f63-b686-d2800c5ba268&xptdk=2f5d81b5-90a4-4f63-b686-d2800c5ba268,,
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmzhyrpa248zbf,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco X8 Pro 5G 8/512 Baru Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.600.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,2 Terjual,,,,"Poco X8 Pro 5G 8/512 Baru Garansi Resmi
Rp
5.600.000
5.0
2 Terjual
3-4 Hari
Makassar",https://shopee.co.id/Poco-X8-Pro-5G-8-512-Baru-Garansi-Resmi-i.595096811.43879890329?extraParams=%7B%22display_model_id%22%3A375751467121%2C%22model_selection_logic%22%3A3%7D&sp_atk=a304900d-cf52-4ef9-9af6-499cb5c2064b&xptdk=a304900d-cf52-4ef9-9af6-499cb5c2064b,,
https://down-id.img.susercontent.com/file/id-11134207-822ws-mmwirkr6dzpe34,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Poco X8 Pro Max 12/512 BNIB,,Rp,7.200.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Gresik,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"Poco X8 Pro Max 12/512 BNIB
Rp
7.200.000
5.0
1 Terjual
< 2 Hari
Kab. Gresik",https://shopee.co.id/Poco-X8-Pro-Max-12-512-BNIB-i.129344009.55408605513?extraParams=%7B%22display_model_id%22%3A262525295250%2C%22model_selection_logic%22%3A3%7D&sp_atk=1359dd28-55a4-4644-9bf2-f48ff111b4f1&xptdk=1359dd28-55a4-4644-9bf2-f48ff111b4f1,,
https://down-id.img.susercontent.com/file/id-11134207-81ztl-mesn2j8jzhtt28,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C85 Baru 16GB RAM 8+8/256 8/256 8GB 256GB Garansi RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.459.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,20 Terjual,,,,"POCO C85 Baru 16GB RAM 8+8/256 8/256 8GB 256GB Garansi RESMI
Rp
2.459.000
5.0
20 Terjual
2-4 Hari
Pontianak",https://shopee.co.id/POCO-C85-Baru-16GB-RAM-8-8-256-8-256-8GB-256GB-Garansi-RESMI-i.35756459.42319723645?extraParams=%7B%22display_model_id%22%3A370600167720%2C%22model_selection_logic%22%3A3%7D&sp_atk=87b5b10b-ca60-424d-a272-64c58cf577f6&xptdk=87b5b10b-ca60-424d-a272-64c58cf577f6,,
https://down-id.img.susercontent.com/file/id-11134207-81ztk-mepbsuyuixhd79,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI POCO C71 4GB 128GB 6.88'' IPS 120HZ GARANSI RESMI INDONESIA,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.719.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,175 Terjual,,,,"XIAOMI POCO C71 4GB 128GB 6.88'' IPS 120HZ GARANSI RESMI INDONESIA
Rp
1.719.000
5.0
175 Terjual
3 Hari
Bandung",https://shopee.co.id/XIAOMI-POCO-C71-4GB-128GB-6.88''-IPS-120HZ-GARANSI-RESMI-INDONESIA-i.1031894725.41515431773?extraParams=%7B%22display_model_id%22%3A261272787156%2C%22model_selection_logic%22%3A3%7D&sp_atk=57cc22ed-5a53-40f8-a4ca-394ffc15b823&xptdk=57cc22ed-5a53-40f8-a4ca-394ffc15b823,,
https://down-id.img.susercontent.com/file/id-11134207-822wg-mn8ibab5afwl75,https://down-id.img.susercontent.com/file/id-11134258-822ws-mnciva8io4qu2f,POCO X8 PRO 8/512 12/512 NEW GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.664.000,-6%,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,"POCO X8 PRO 8/512 12/512 NEW GARANSI RESMI
Rp
5.664.000
-6%
5.0
1 Terjual
< 2 Hari
Kab. Sidoarjo",https://shopee.co.id/POCO-X8-PRO-8-512-12-512-NEW-GARANSI-RESMI-i.1248150473.44380116389?extraParams=%7B%22display_model_id%22%3A415793032911%2C%22model_selection_logic%22%3A3%7D&sp_atk=15792636-e3ad-43d6-b280-74c41f378fdc&xptdk=15792636-e3ad-43d6-b280-74c41f378fdc,,
https://down-id.img.susercontent.com/file/id-11134207-82251-mkkrdsc6vnra02,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"POCO C75 layar HD+ 6,88 inci | Prosesor Helio G88 | Baterai 5000mAh | Kecepatan refresh 90Hz | Kamera AI 50MP | Flash cepat",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.759.999,-55%,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,17 Terjual,,,,"POCO C75 layar HD+ 6,88 inci | Prosesor Helio G88 | Baterai 5000mAh | Kecepatan refresh 90Hz | Kamera AI 50MP | Flash cepat
Rp
1.759.999
-55%
5.0
17 Terjual
3-5 Hari
Jakarta Barat",https://shopee.co.id/POCO-C75-layar-HD-6-88-inci-Prosesor-Helio-G88-Baterai-5000mAh-Kecepatan-refresh-90Hz-Kamera-AI-50MP-Flash-cepat-i.1653666575.54506077652?extraParams=%7B%22display_model_id%22%3A262483036936%2C%22model_selection_logic%22%3A3%7D&sp_atk=826c907b-d948-4df9-8b76-309bd6e6f7ea&xptdk=826c907b-d948-4df9-8b76-309bd6e6f7ea,,
https://down-id.img.susercontent.com/file/sg-11134201-82633-mmiepn02tma0f6,https://down-id.img.susercontent.com/file/id-11134258-822ws-mnciva8io4qu2f,Poco F7 512GB [ RAM 12GB ] Black Silver White Garansi Resmi  Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.262.000,-26%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,1 Terjual,,,,"Poco F7 512GB [ RAM 12GB ] Black Silver White Garansi Resmi Indonesia
Rp
6.262.000
-26%
5.0
1 Terjual
3 Hari
Jakarta Pusat",https://shopee.co.id/Poco-F7-512GB-RAM-12GB-Black-Silver-White-Garansi-Resmi-Indonesia-i.1644181243.48558057788?extraParams=%7B%22display_model_id%22%3A390714375795%2C%22model_selection_logic%22%3A3%7D&sp_atk=f410d112-d252-46e0-a662-5eee0913e76d&xptdk=f410d112-d252-46e0-a662-5eee0913e76d,,
https://down-id.img.susercontent.com/file/id-11134207-81zto-mevuzd30u9l0b1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO M6 PRO (8/256GB) GARANSI RESMI 100% ORIGINAL GARANSI RESMI XIAOMI TAM INDONESIA,,Rp,2.849.000,-53%,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,912 Terjual,,,,"POCO M6 PRO (8/256GB) GARANSI RESMI 100% ORIGINAL GARANSI RESMI XIAOMI TAM INDONESIA
Rp
2.849.000
-53%
5.0
912 Terjual
2-5 Hari
Surabaya",https://shopee.co.id/POCO-M6-PRO-(8-256GB)-GARANSI-RESMI-100-ORIGINAL-GARANSI-RESMI-XIAOMI-TAM-INDONESIA-i.1491355789.42709560683?extraParams=%7B%22display_model_id%22%3A306662803105%2C%22model_selection_logic%22%3A3%7D&sp_atk=8209d377-6542-4de3-930c-3fb27a8d1d16&xptdk=8209d377-6542-4de3-930c-3fb27a8d1d16,,
https://down-id.img.susercontent.com/file/id-11134207-81ztd-me7ek3zevq4m00,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,POCO C71 NEW(8/128GB),,Rp,1.500.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pidie,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4 Terjual,,,,"POCO C71 NEW(8/128GB)
Rp
1.500.000
5.0
4 Terjual
4-7 Hari
Kab. Pidie",https://shopee.co.id/POCO-C71-NEW(8-128GB)-i.647583717.42117347523?extraParams=%7B%22display_model_id%22%3A301430031613%2C%22model_selection_logic%22%3A3%7D&sp_atk=6bf89ccb-3fd7-4593-ad22-0d55cbc23899&xptdk=6bf89ccb-3fd7-4593-ad22-0d55cbc23899,,
https://down-id.img.susercontent.com/file/sg-11134201-824gg-metmmezhreo019,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,XIAOMI POCO C85 NFC 6/128GB 8/256GB | IPS LCD 6.9inc | Helio G81 Ultra | 6000mAh | Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.395.000,-25%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,116 Terjual,,,Kombo Hemat,"XIAOMI POCO C85 NFC 6/128GB 8/256GB | IPS LCD 6.9inc | Helio G81 Ultra | 6000mAh | Garansi Resmi
Rp
2.395.000
-25%
Kombo Hemat
5.0
116 Terjual
3 Hari
Jakarta Barat",https://shopee.co.id/XIAOMI-POCO-C85-NFC-6-128GB-8-256GB-IPS-LCD-6.9inc-Helio-G81-Ultra-6000mAh-Garansi-Resmi-i.59822858.41269924968?extraParams=%7B%22display_model_id%22%3A243918327935%2C%22model_selection_logic%22%3A3%7D&sp_atk=d8937ef9-7100-48a2-aba4-6fee432c8b46&xptdk=d8937ef9-7100-48a2-aba4-6fee432c8b46,,
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-ma9h9v9j4elub3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO C71 4/128GB 5200mAh GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.849.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,31 Terjual,,,,"POCO C71 4/128GB 5200mAh GARANSI RESMI
Rp
1.849.000
5.0
31 Terjual
3 Hari
Makassar",https://shopee.co.id/POCO-C71-4-128GB-5200mAh-GARANSI-RESMI-i.26568538.42302278283?extraParams=%7B%22display_model_id%22%3A280187576675%2C%22model_selection_logic%22%3A3%7D&sp_atk=05a2ee8b-05fe-4fb6-b73c-bb83c7467263&xptdk=05a2ee8b-05fe-4fb6-b73c-bb83c7467263,,
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmw0upjfhblv48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,POCO X8 PRO MAX 12/512GB GARANSI RESMI,,Rp,7.199.900,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d2a1900a0267d45fd0f5.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4 Terjual,,,,"POCO X8 PRO MAX 12/512GB GARANSI RESMI
Rp
7.199.900
5.0
4 Terjual
2-6 Hari
Kab. Wonosobo",https://shopee.co.id/POCO-X8-PRO-MAX-12-512GB-GARANSI-RESMI-i.99784377.57458572239?extraParams=%7B%22display_model_id%22%3A430824818681%2C%22model_selection_logic%22%3A3%7D&sp_atk=c47f2958-ac10-4d63-ba50-b9d6e5878c00&xptdk=c47f2958-ac10-4d63-ba50-b9d6e5878c00,,
