-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,truncate,img_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wu-mn3l8k7bn092c0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,sony xperia docomo z5,,Rp,170.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-9 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Subang,,,,,,,"Scrape to BigSeller
sony xperia docomo z5
Rp
170.000
4-9 Hari
Kab. Subang",https://shopee.co.id/sony-xperia-docomo-z5-i.847414376.27794620360?extraParams=%7B%22display_model_id%22%3A310790790737%2C%22model_selection_logic%22%3A3%7D&sp_atk=6c839f7e-a9a1-4ccd-bc40-891a4cce394d&xptdk=6c839f7e-a9a1-4ccd-bc40-891a4cce394d
https://down-id.img.susercontent.com/file/id-11134207-8224t-mgmgwo3vpfyge4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,mesin only Sony Xperia X Compact SO-02J  docomo normal all operator,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,235.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kediri,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
mesin only Sony Xperia X Compact SO-02J docomo normal all operator
Rp
235.000
5.0
3 Terjual
< 2 Hari
Kab. Kediri",https://shopee.co.id/mesin-only-Sony-Xperia-X-Compact-SO-02J-docomo-normal-all-operator-i.95583795.42276100748?extraParams=%7B%22display_model_id%22%3A420068045502%2C%22model_selection_logic%22%3A3%7D&sp_atk=a219db7c-76e7-4f96-beb2-ebb06ba04467&xptdk=a219db7c-76e7-4f96-beb2-ebb06ba04467
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmfz6a37j2th48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia ZR Docomo,,Rp,115.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kediri,,,,,,,"Scrape to BigSeller
Sony Xperia ZR Docomo
Rp
115.000
3-6 Hari
Kediri",https://shopee.co.id/Sony-Xperia-ZR-Docomo-i.103397198.28094484285?extraParams=%7B%22display_model_id%22%3A415707046360%2C%22model_selection_logic%22%3A3%7D&sp_atk=d08c129e-e928-4d47-8668-37af18744415&xptdk=d08c129e-e928-4d47-8668-37af18744415
https://down-id.img.susercontent.com/file/id-11134207-8224u-mg5tgcg2vzm3c3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,sony mp4 mp5 bahan lcd seperti di foto,,Rp,45.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
sony mp4 mp5 bahan lcd seperti di foto
Rp
45.000
5.0
2 Terjual
3-6 Hari
Kab. Bogor",https://shopee.co.id/sony-mp4-mp5-bahan-lcd-seperti-di-foto-i.1275491517.27660061647?extraParams=%7B%22display_model_id%22%3A168397408848%2C%22model_selection_logic%22%3A2%7D&sp_atk=dad076f9-5547-4604-a5d7-668595ee5d53&xptdk=dad076f9-5547-4604-a5d7-668595ee5d53
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lqh7lyz22qth8d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY_XPERIA Z5 MINI Part,,Rp,70.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
SONY_XPERIA Z5 MINI Part
Rp
70.000
5.0
7 Terjual
2-5 Hari
Kab. Jember",https://shopee.co.id/SONY_XPERIA-Z5-MINI-Part-i.87126900.25656869297?extraParams=%7B%22display_model_id%22%3A245219454250%2C%22model_selection_logic%22%3A3%7D&sp_atk=50baad5d-82b6-40c7-9134-0b55843f4084&xptdk=50baad5d-82b6-40c7-9134-0b55843f4084
https://down-id.img.susercontent.com/file/id-11134207-822wt-mnauilfnxwxs95,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia XZ Docomo SO-01J 3/32GB minus bahan,,Rp,330.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Sony Xperia XZ Docomo SO-01J 3/32GB minus bahan
Rp
330.000
-6%
5.0
3 Terjual
3-5 Hari
Bandar Lampung",https://shopee.co.id/Sony-Xperia-XZ-Docomo-SO-01J-3-32GB-minus-bahan-i.33875416.52505682666?extraParams=%7B%22display_model_id%22%3A259159027726%2C%22model_selection_logic%22%3A3%7D&sp_atk=a0c16bbf-870b-4afe-a2c2-b920952deec7&xptdk=a0c16bbf-870b-4afe-a2c2-b920952deec7
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mdh41nfw0tqn04,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY ANDROID LAWAS c2305 BAHAN BUKAN NORMAL,,Rp,75.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
SONY ANDROID LAWAS c2305 BAHAN BUKAN NORMAL
Rp
75.000
5.0
1 Terjual
1-4 Hari
Surabaya",https://shopee.co.id/SONY-ANDROID-LAWAS-c2305-BAHAN-BUKAN-NORMAL-i.287942642.13905119617?extraParams=%7B%22display_model_id%22%3A112273197274%2C%22model_selection_logic%22%3A3%7D&sp_atk=1e4bdc70-a83d-4c90-848d-78c7e8e65c6f&xptdk=1e4bdc70-a83d-4c90-848d-78c7e8e65c6f
https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfooq44iwtmx31,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Experia M2 Ram 1/8 hidup,,Rp,102.123,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,,,,"Scrape to BigSeller
Sony Experia M2 Ram 1/8 hidup
Rp
102.123
4-7 Hari
Surabaya",https://shopee.co.id/Sony-Experia-M2-Ram-1-8-hidup-i.1557175637.43973584196?extraParams=%7B%22display_model_id%22%3A261917457339%2C%22model_selection_logic%22%3A3%7D&sp_atk=f3fa9241-075e-41ca-b0bd-26e61c6c3d2d&xptdk=f3fa9241-075e-41ca-b0bd-26e61c6c3d2d
https://down-id.img.susercontent.com/file/id-11134207-822wn-mnbdzczwqmf4a1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Mesin Sony Xperia 1 Normal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,300.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Mesin Sony Xperia 1 Normal
Rp
300.000
5.0
2 Terjual
Besok
Serang",https://shopee.co.id/Mesin-Sony-Xperia-1-Normal-i.1036756739.28708211271?extraParams=%7B%22display_model_id%22%3A241402935240%2C%22model_selection_logic%22%3A3%7D&sp_atk=5a69fe71-3ed6-42e7-afa8-a7697715c78c&xptdk=5a69fe71-3ed6-42e7-afa8-a7697715c78c
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmtq3676vtaece,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,sony xperia 5,,Rp,400.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
sony xperia 5
Rp
400.000
4.6
42 Terjual
2-4 Hari
Kab. Tangerang",https://shopee.co.id/sony-xperia-5-i.170748205.27531886527?extraParams=%7B%22display_model_id%22%3A243068763807%2C%22model_selection_logic%22%3A3%7D&sp_atk=0d715753-5a55-4ef3-9af8-e44ff3475472&xptdk=0d715753-5a55-4ef3-9af8-e44ff3475472
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m9tljp7vovu8c3,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia E2115 E4 touchscreen macet bahan,,Rp,100.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Sony Xperia E2115 E4 touchscreen macet bahan
Rp
100.000
Besok
Malang",https://shopee.co.id/Sony-Xperia-E2115-E4-touchscreen-macet-bahan-i.368667247.27036639861?extraParams=%7B%22display_model_id%22%3A280089439442%2C%22model_selection_logic%22%3A3%7D&sp_atk=d5a87126-08f4-4e5d-a277-a3fed99d83d6&xptdk=d5a87126-08f4-4e5d-a277-a3fed99d83d6
https://down-id.img.susercontent.com/file/04197fd3cddd19d1f34365ac50c8bc6b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Z3 plus,,Rp,300.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,"Scrape to BigSeller
Sony Z3 plus
Rp
300.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-Z3-plus-i.113655715.13936170180?extraParams=%7B%22display_model_id%22%3A77630464868%2C%22model_selection_logic%22%3A3%7D&sp_atk=c58dae87-521d-47c7-90e3-23d1f8d91448&xptdk=c58dae87-521d-47c7-90e3-23d1f8d91448
https://down-id.img.susercontent.com/file/e8d863f1d8a46945886b11d7ebe91a6f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony M4 aqua,,Rp,300.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,"Scrape to BigSeller
Sony M4 aqua
Rp
300.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-M4-aqua-i.113655715.12816578546?extraParams=%7B%22display_model_id%22%3A47383040592%2C%22model_selection_logic%22%3A3%7D&sp_atk=bedbba48-429c-42be-a16b-f074528cfd06&xptdk=bedbba48-429c-42be-a16b-f074528cfd06
https://down-id.img.susercontent.com/file/5001a1222ba28b3bac5ef8c69c1ac272,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Experia docomo,,Rp,165.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,"Scrape to BigSeller
Sony Experia docomo
Rp
165.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-Experia-docomo-i.85872223.15511362954?extraParams=%7B%22display_model_id%22%3A132718937723%2C%22model_selection_logic%22%3A3%7D&sp_atk=16d514fd-b536-43e4-9170-4116c99da036&xptdk=16d514fd-b536-43e4-9170-4116c99da036
