-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,truncate,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,text-shopee-green,text-shopee-primary,pointer-events-none_3,img,text-xs/sp14_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmbiqhjxn8js71,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,MSI Modern 14 F13MG Intel Core i5-1334U 8GB SSD 512GB 14 W11+OfficeHome,Rp,10.552.000,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,"MSI Modern 14 F13MG Intel Core i5-1334U 8GB SSD 512GB 14 W11+OfficeHome
Rp
10.552.000
Surakarta (Solo)",https://shopee.co.id/MSI-Modern-14-F13MG-Intel-Core-i5-1334U-8GB-SSD-512GB-14-W11-OfficeHome-i.484463974.49407941074?extraParams=%7B%22display_model_id%22%3A395703255575%2C%22model_selection_logic%22%3A3%7D&sp_atk=e44e155e-b6ad-41e3-8678-8ce0488cf6e5&xptdk=e44e155e-b6ad-41e3-8678-8ce0488cf6e5
https://down-id.img.susercontent.com/file/id-11134201-23030-q6x4hl6gtcov72,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 C11M 006 Intel Core i5-1155G7 8GB 512GB SSD FHD IPS W11,Rp,8.275.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI MODERN 14 C11M 006 Intel Core i5-1155G7 8GB 512GB SSD FHD IPS W11
Rp
8.275.000
< 2 Hari
Jakarta Pusat",https://shopee.co.id/MSI-MODERN-14-C11M-006-Intel-Core-i5-1155G7-8GB-512GB-SSD-FHD-IPS-W11-i.51459869.23529917680?extraParams=%7B%22display_model_id%22%3A221160108560%2C%22model_selection_logic%22%3A3%7D&sp_atk=7fcaf490-a35c-4f93-a429-722fc1f6fd20&xptdk=7fcaf490-a35c-4f93-a429-722fc1f6fd20
https://down-id.img.susercontent.com/file/id-11134207-8224o-mijsi7r7pslee6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"MSI Modern 14 F13MG-296 - Intel i5-1334U - 8GB - 512GB - 14"" FHD - W11 - Office",Rp,9.949.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,3 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"MSI Modern 14 F13MG-296 - Intel i5-1334U - 8GB - 512GB - 14"" FHD - W11 - Office
Rp
9.949.000
5.0
3 Terjual
< 2 Hari
Makassar",https://shopee.co.id/MSI-Modern-14-F13MG-296-Intel-i5-1334U-8GB-512GB-14-FHD-W11-Office-i.43209604.27393512216?extraParams=%7B%22display_model_id%22%3A380247152079%2C%22model_selection_logic%22%3A3%7D&sp_atk=ba475e8f-b249-4193-b53c-b56663afe3c7&xptdk=ba475e8f-b249-4193-b53c-b56663afe3c7
https://down-id.img.susercontent.com/file/id-11134207-81zte-me9tjnbp2vb7a0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Gaming GF63 Thin 11SC i5 8GB 512GB GTX 1650,Rp,7.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,2 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"MSI Gaming GF63 Thin 11SC i5 8GB 512GB GTX 1650
Rp
7.500.000
5.0
2 Terjual
3-5 Hari
Bandung",https://shopee.co.id/MSI-Gaming-GF63-Thin-11SC-i5-8GB-512GB-GTX-1650-i.261317525.42817604324?extraParams=%7B%22display_model_id%22%3A291450682901%2C%22model_selection_logic%22%3A3%7D&sp_atk=8cf9de81-6edf-4727-98de-650711b1ad94&xptdk=8cf9de81-6edf-4727-98de-650711b1ad94
https://down-id.img.susercontent.com/file/id-11134207-822wr-mlrd688cbqpx02,,MSI Modern 14 F13MG 647 I5 1334 8 512 W11 Black,Rp,9.031.300,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Makassar,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,1 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Modern 14 F13MG 647 I5 1334 8 512 W11 Black
Rp
9.031.300
1 Terjual
< 2 Hari
Makassar",https://shopee.co.id/MSI-Modern-14-F13MG-647-I5-1334-8-512-W11-Black-i.223121949.58157143546?extraParams=%7B%22display_model_id%22%3A320637301834%2C%22model_selection_logic%22%3A3%7D&sp_atk=fda69184-359e-4e02-b128-f02914aa912e&xptdk=fda69184-359e-4e02-b128-f02914aa912e
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mcjfrz9cw08s6d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI Gaming GF63 Thin 11UC i5 RTX 3050 15.6"" 144Hz",Rp,7.999.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,3-5 Hari,,,,,"MSI Gaming GF63 Thin 11UC i5 RTX 3050 15.6"" 144Hz
Rp
7.999.000
3-5 Hari
Bandung",https://shopee.co.id/MSI-Gaming-GF63-Thin-11UC-i5-RTX-3050-15.6-144Hz-i.136426278.43259718463?extraParams=%7B%22display_model_id%22%3A305815454462%2C%22model_selection_logic%22%3A3%7D&sp_atk=84f26e72-19fa-4173-a34e-762b1aa8b838&xptdk=84f26e72-19fa-4173-a34e-762b1aa8b838
https://down-id.img.susercontent.com/file/id-11134207-82250-mgdxvzqtwjka8e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI Modern 14 C13M 14"" FHD IPS 8GB 512GB SSD",Rp,8.576.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cilegon,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,3-4 Hari,,,,,"MSI Modern 14 C13M 14"" FHD IPS 8GB 512GB SSD
Rp
8.576.000
3-4 Hari
Cilegon",https://shopee.co.id/MSI-Modern-14-C13M-14-FHD-IPS-8GB-512GB-SSD-i.720467008.57750157923?extraParams=%7B%22display_model_id%22%3A310015698343%2C%22model_selection_logic%22%3A3%7D&sp_atk=47c4d456-0bab-47de-9e7e-34e4793e8c3b&xptdk=47c4d456-0bab-47de-9e7e-34e4793e8c3b
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-mb1wkum5dw380c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Modern 14 C7M R5-7430U 8GB 512GB SSD Win 11,Rp,8.053.584,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarbaru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Modern 14 C7M R5-7430U 8GB 512GB SSD Win 11
Rp
8.053.584
< 2 Hari
Banjarbaru",https://shopee.co.id/MSI-Modern-14-C7M-R5-7430U-8GB-512GB-SSD-Win-11-i.214007276.40354657667?extraParams=%7B%22display_model_id%22%3A275395982686%2C%22model_selection_logic%22%3A3%7D&sp_atk=52993b77-2901-49bd-8795-eca7a769d55c&xptdk=52993b77-2901-49bd-8795-eca7a769d55c
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmzvfeyy33sz90,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,MSI GF63 THIN 11SC CORE I5 11400H Nvidia GTX 1650 RAM 8GB SSD 512GB 144Hz MURAH,Rp,8.300.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,3 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,"MSI GF63 THIN 11SC CORE I5 11400H Nvidia GTX 1650 RAM 8GB SSD 512GB 144Hz MURAH
Rp
8.300.000
4.7
3 Terjual
< 2 Hari
Bandung",https://shopee.co.id/MSI-GF63-THIN-11SC-CORE-I5-11400H-Nvidia-GTX-1650-RAM-8GB-SSD-512GB-144Hz-MURAH-i.135178572.20842857597?extraParams=%7B%22display_model_id%22%3A174360139071%2C%22model_selection_logic%22%3A3%7D&sp_atk=27f97360-0d80-46b2-8a10-77a5a857235d&xptdk=27f97360-0d80-46b2-8a10-77a5a857235d
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m13vvi4473de43,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI Thin 15 B13UC i5-13420H RTX3050 8GB 512GB 15.6"" FHD 144Hz IPS Level",Rp,13.089.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,79 Terjual,-11%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"MSI Thin 15 B13UC i5-13420H RTX3050 8GB 512GB 15.6"" FHD 144Hz IPS Level
Rp
13.089.000
-11%
5.0
79 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/MSI-Thin-15-B13UC-i5-13420H-RTX3050-8GB-512GB-15.6-FHD-144Hz-IPS-Level-i.41303795.27213498762?extraParams=%7B%22display_model_id%22%3A166720879774%2C%22model_selection_logic%22%3A3%7D&sp_atk=74605c18-9cc2-44dc-b363-2eff608fb348&xptdk=74605c18-9cc2-44dc-b363-2eff608fb348
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m5p7t6y7cxeec9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Leopard GL65 i7 8GB 512GB GTX 1660Ti RGB,Rp,8.750.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Leopard GL65 i7 8GB 512GB GTX 1660Ti RGB
Rp
8.750.000
< 2 Hari
Malang",https://shopee.co.id/MSI-Leopard-GL65-i7-8GB-512GB-GTX-1660Ti-RGB-i.44435356.29424901521?extraParams=%7B%22display_model_id%22%3A242568307265%2C%22model_selection_logic%22%3A3%7D&sp_atk=d6b175d4-6617-4a1a-b8be-258e753a7263&xptdk=d6b175d4-6617-4a1a-b8be-258e753a7263
https://down-id.img.susercontent.com/file/id-11134207-8224v-mkj3h1ucqmf772,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI MODERN 14 I5 1334 RAM 8GB 512GB W11+OHS 14.0"" FHD IPS",Rp,9.441.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,14 Terjual,-30%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,"MSI MODERN 14 I5 1334 RAM 8GB 512GB W11+OHS 14.0"" FHD IPS
Rp
9.441.000
-30%
4.9
14 Terjual
3-5 Hari
Jakarta Utara",https://shopee.co.id/MSI-MODERN-14-I5-1334-RAM-8GB-512GB-W11-OHS-14.0-FHD-IPS-i.405763687.6895131844?extraParams=%7B%22display_model_id%22%3A310549509830%2C%22model_selection_logic%22%3A3%7D&sp_atk=215d04c1-06b9-4424-8018-ccb48a5b8f57&xptdk=215d04c1-06b9-4424-8018-ccb48a5b8f57
https://down-id.img.susercontent.com/file/id-11134207-822wp-mm5ugc1t4qhbc6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Thin 15 B13UC 2409 Intel Core I5-13420H 15.6'' RTX3050 4GB Windows 11 9S7-16R831-2409 COSMOS GRAY rekomendasi laptop gaming multitasking untuk kuliah teknik dan kerja desain 3d editing,Rp,12.709.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,2 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,"MSI Thin 15 B13UC 2409 Intel Core I5-13420H 15.6'' RTX3050 4GB Windows 11 9S7-16R831-2409 COSMOS GRAY rekomendasi laptop gaming multitasking untuk kuliah teknik dan kerja desain 3d editing
Rp
12.709.000
5.0
2 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/MSI-Thin-15-B13UC-2409-Intel-Core-I5-13420H-15.6''-RTX3050-4GB-Windows-11-9S7-16R831-2409-COSMOS-GRAY-rekomendasi-laptop-gaming-multitasking-untuk-kuliah-teknik-dan-kerja-desain-3d-editing-i.26681244.29569271464?extraParams=%7B%22display_model_id%22%3A237092902833%2C%22model_selection_logic%22%3A3%7D&sp_atk=dd4f041c-765b-49a0-8a36-febd20395a4f&xptdk=dd4f041c-765b-49a0-8a36-febd20395a4f
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmbiqhjxq1oo8e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"MSI Modern 14 F13MG 818ID Intel Core i3-1315U 8GB SSD 512GB 14"" FHD IPS W11",Rp,9.029.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Modern 14 F13MG 818ID Intel Core i3-1315U 8GB SSD 512GB 14"" FHD IPS W11
Rp
9.029.000
< 2 Hari
Yogyakarta",https://shopee.co.id/MSI-Modern-14-F13MG-818ID-Intel-Core-i3-1315U-8GB-SSD-512GB-14-FHD-IPS-W11-i.29339583.45857816141?extraParams=%7B%22display_model_id%22%3A272484618182%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ab74703-3698-478b-a678-49042b796566&xptdk=7ab74703-3698-478b-a678-49042b796566
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m7uo1rdir9uqc3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Gaming MSI GL65 9SEK RTX 2060 Intel Core i7 9750H 16GB 1TB 144Hz,Rp,9.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surakarta (Solo),,4-7 Hari,,,,,"Laptop Gaming MSI GL65 9SEK RTX 2060 Intel Core i7 9750H 16GB 1TB 144Hz
Rp
9.000.000
4-7 Hari
Surakarta (Solo)",https://shopee.co.id/Laptop-Gaming-MSI-GL65-9SEK-RTX-2060-Intel-Core-i7-9750H-16GB-1TB-144Hz-i.4597994.21683593750?extraParams=%7B%22display_model_id%22%3A204547683330%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a218f10-5d86-40dd-8128-98b2a0f42f52&xptdk=7a218f10-5d86-40dd-8128-98b2a0f42f52
https://down-id.img.susercontent.com/file/id-11134207-8224w-mjcb3l0otbluf1,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,MSI Modern 14 F13MG 647ID Intel Core i5-1334U,Rp,9.974.000,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyumas,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,2-4 Hari,,,,,"MSI Modern 14 F13MG 647ID Intel Core i5-1334U
Rp
9.974.000
Produk Baru
2-4 Hari
Kab. Banyumas",https://shopee.co.id/MSI-Modern-14-F13MG-647ID-Intel-Core-i5-1334U-i.252631325.57204452725?extraParams=%7B%22display_model_id%22%3A335417173873%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd5f6285-5649-4b3f-86ae-45573bdd7c13&xptdk=cd5f6285-5649-4b3f-86ae-45573bdd7c13
https://down-id.img.susercontent.com/file/id-11134207-7r98r-lutm0x0g18qy70,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"MSI Katana GF66 RTX3050 4GB 15.6"" Gaming Laptop",Rp,9.800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,1 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"MSI Katana GF66 RTX3050 4GB 15.6"" Gaming Laptop
Rp
9.800.000
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-Katana-GF66-RTX3050-4GB-15.6-Gaming-Laptop-i.277449743.25127994430?extraParams=%7B%22display_model_id%22%3A138234121449%2C%22model_selection_logic%22%3A3%7D&sp_atk=da9c7686-6a00-44f8-998f-4c93fadcaf54&xptdk=da9c7686-6a00-44f8-998f-4c93fadcaf54
https://down-id.img.susercontent.com/file/id-11134207-822wh-mn479heiafpif0,https://down-id.img.susercontent.com/file/id-11134258-7ra0q-mbesqwmkb0gu9c,"Laptop MSI GF63 Thin 9RCX, Intel Core I7- 9750H, Gen 9Th, ##DualVga: - Nvidia GeForce GTX 1050Ti 4Gb, Ram 8Gb /  1Tb + 256Gb, High Spek, Super Gaming Editing, Fullset, Black",Rp,7.850.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,< 2 Hari,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,"Laptop MSI GF63 Thin 9RCX, Intel Core I7- 9750H, Gen 9Th, ##DualVga: - Nvidia GeForce GTX 1050Ti 4Gb, Ram 8Gb / 1Tb + 256Gb, High Spek, Super Gaming Editing, Fullset, Black
Rp
7.850.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/Laptop-MSI-GF63-Thin-9RCX-Intel-Core-I7-9750H-Gen-9Th-DualVga-Nvidia-GeForce-GTX-1050Ti-4Gb-Ram-8Gb-1Tb-256Gb-High-Spek-Super-Gaming-Editing-Fullset-Black-i.70934091.57008939083?extraParams=%7B%22display_model_id%22%3A277542971073%2C%22model_selection_logic%22%3A3%7D&sp_atk=a41e88d6-f499-458d-8ad2-7f5f2382c0a3&xptdk=a41e88d6-f499-458d-8ad2-7f5f2382c0a3
https://down-id.img.susercontent.com/file/id-11134207-8224u-mjz13okgqigzbe,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"MSI Modern 14-C7M-226ID R7-7730U /8GB /512.M2 /14""FHD /W11H +OHS",Rp,9.391.972,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,2-3 Hari,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,"MSI Modern 14-C7M-226ID R7-7730U /8GB /512.M2 /14""FHD /W11H +OHS
Rp
9.391.972
-3%
2-3 Hari
Malang",https://shopee.co.id/MSI-Modern-14-C7M-226ID-R7-7730U-8GB-512.M2-14-FHD-W11H-OHS-i.1495316068.46455406617?extraParams=%7B%22display_model_id%22%3A330490915804%2C%22model_selection_logic%22%3A3%7D&sp_atk=1de9cfc4-8e63-428b-adab-a0f0e129b2a4&xptdk=1de9cfc4-8e63-428b-adab-a0f0e129b2a4
https://down-id.img.susercontent.com/file/id-11134207-8224s-miegi49yv1mr95,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Gaming GF63 Thin 11UC i5 RTX 3050 144Hz,Rp,8.400.000,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,1 Terjual,,,,,"MSI Gaming GF63 Thin 11UC i5 RTX 3050 144Hz
Rp
8.400.000
Produk Baru
1 Terjual
3-5 Hari
Bandung",https://shopee.co.id/MSI-Gaming-GF63-Thin-11UC-i5-RTX-3050-144Hz-i.261317525.54753280794?extraParams=%7B%22display_model_id%22%3A277265793621%2C%22model_selection_logic%22%3A3%7D&sp_atk=3c502f48-5588-48fd-becd-ca6b3dc02ee0&xptdk=3c502f48-5588-48fd-becd-ca6b3dc02ee0
