-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,truncate,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,img,text-xs/sp14_2,text-xs_2,text-shopee-primary,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-82251-mhirv25tt1xg1e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HUAWEI PURA 80 PRO 12/512 SECOND,Rp,12.950.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,2 Terjual,,"Scrape to BigSeller
HUAWEI PURA 80 PRO 12/512 SECOND
Rp
12.950.000
2 Terjual
2-3 Hari
Surabaya",https://shopee.co.id/HUAWEI-PURA-80-PRO-12-512-SECOND-i.7850895.29843686724?extraParams=%7B%22display_model_id%22%3A350207131067%2C%22model_selection_logic%22%3A3%7D&sp_atk=d007c3e5-c93b-4d19-9bf5-d415da0639ee&xptdk=d007c3e5-c93b-4d19-9bf5-d415da0639ee
https://down-id.img.susercontent.com/file/id-11134207-7rbka-mayzez31ksqgff,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei Pura 70 Ultra 16/1 TB Second Bekas Pakai Garansi Resmi Indonesia,Rp,14.950.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei Pura 70 Ultra 16/1 TB Second Bekas Pakai Garansi Resmi Indonesia
Rp
14.950.000
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Pura-70-Ultra-16-1-TB-Second-Bekas-Pakai-Garansi-Resmi-Indonesia-i.1489005931.40904464815?extraParams=%7B%22display_model_id%22%3A168958437004%2C%22model_selection_logic%22%3A3%7D&sp_atk=b89dea00-0a1f-48ed-9a14-221d54c7f24a&xptdk=b89dea00-0a1f-48ed-9a14-221d54c7f24a
https://down-id.img.susercontent.com/file/id-11134207-81zte-mez30wgggf0mc0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Mate 20 Pro 128 GB Second Mulus Termurah,Rp,3.250.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,3-4 Hari,,"Scrape to BigSeller
Huawei Mate 20 Pro 128 GB Second Mulus Termurah
Rp
3.250.000
3-4 Hari
Kab. Bogor",https://shopee.co.id/Huawei-Mate-20-Pro-128-GB-Second-Mulus-Termurah-i.94908760.41120656974?extraParams=%7B%22display_model_id%22%3A234525367567%2C%22model_selection_logic%22%3A3%7D&sp_atk=3da19105-29f0-4098-a751-997f6d0a15cd&xptdk=3da19105-29f0-4098-a751-997f6d0a15cd
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m8y9xyrg0f32e0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P40 Pro Resmi Indo Second Original,Rp,4.850.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei P40 Pro Resmi Indo Second Original
Rp
4.850.000
Besok
Jakarta Barat",https://shopee.co.id/Huawei-P40-Pro-Resmi-Indo-Second-Original-i.833146115.26234683395?extraParams=%7B%22display_model_id%22%3A243638623578%2C%22model_selection_logic%22%3A3%7D&sp_atk=27d3d3d3-436a-405c-bf11-9602ef2dd140&xptdk=27d3d3d3-436a-405c-bf11-9602ef2dd140
https://down-id.img.susercontent.com/file/id-11134207-7rbk3-mawds40i0nvde2,,Huawei Pura 70 Ultra 16/1TB Garansi Resmi Indonesia Second Bekas Original,Rp,14.990.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei Pura 70 Ultra 16/1TB Garansi Resmi Indonesia Second Bekas Original
Rp
14.990.000
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Pura-70-Ultra-16-1TB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.43304289152?extraParams=%7B%22display_model_id%22%3A300363821622%2C%22model_selection_logic%22%3A3%7D&sp_atk=49b271ca-88cd-4757-a872-17687e259acf&xptdk=49b271ca-88cd-4757-a872-17687e259acf
https://down-id.img.susercontent.com/file/id-11134207-822wi-mmr64kw19atd45,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Huawei P50 Pro 8/256 GB second,Rp,5.550.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Magelang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei P50 Pro 8/256 GB second
Rp
5.550.000
Besok
Kab. Magelang",https://shopee.co.id/Huawei-P50-Pro-8-256-GB-second-i.47806564.49900811590?extraParams=%7B%22display_model_id%22%3A330071881033%2C%22model_selection_logic%22%3A3%7D&sp_atk=b517431a-e118-4c79-b4c1-2115c1d5dcdc&xptdk=b517431a-e118-4c79-b4c1-2115c1d5dcdc
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mbq4i8ueb96b19,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei Mate X6 12/512 GB Garansi Resmi Indonesia Second Bekas Original,Rp,17.475.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei Mate X6 12/512 GB Garansi Resmi Indonesia Second Bekas Original
Rp
17.475.000
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Mate-X6-12-512-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.1563349780.27488287653?extraParams=%7B%22display_model_id%22%3A186147155415%2C%22model_selection_logic%22%3A3%7D&sp_atk=0b030155-6db6-4836-a44e-238fb92fcff8&xptdk=0b030155-6db6-4836-a44e-238fb92fcff8
https://down-id.img.susercontent.com/file/id-11134207-7ra0p-mbq4i8uel3dw7d,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei Pura 70 Ultra 16/1TB Garansi Resmi Indonesia Second Bekas Original,Rp,14.975.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei Pura 70 Ultra 16/1TB Garansi Resmi Indonesia Second Bekas Original
Rp
14.975.000
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Pura-70-Ultra-16-1TB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.1563349780.42807117116?extraParams=%7B%22display_model_id%22%3A295603284157%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2aa4f0e-4ea4-4549-88e6-51e8a25591ce&xptdk=d2aa4f0e-4ea4-4549-88e6-51e8a25591ce
https://down-id.img.susercontent.com/file/id-11134207-7rask-m1gd5m1f8va458,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Huawei P50 PRO 8/256 Gb Second Garansi Resmi Indonesia,Rp,6.499.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,4 Terjual,,"Scrape to BigSeller
Huawei P50 PRO 8/256 Gb Second Garansi Resmi Indonesia
Rp
6.499.000
5.0
4 Terjual
2-3 Hari
Jakarta Selatan",https://shopee.co.id/Huawei-P50-PRO-8-256-Gb-Second-Garansi-Resmi-Indonesia-i.17087710.17726487421?extraParams=%7B%22display_model_id%22%3A222126957370%2C%22model_selection_logic%22%3A3%7D&sp_atk=7c1c9555-2e3c-4010-be0a-4f47de171085&xptdk=7c1c9555-2e3c-4010-be0a-4f47de171085
https://down-id.img.susercontent.com/file/0d60adeaa263dd59928421accae248c0,,Huawei Honor 7x 4s OS nugut Ram 4GB ROM 32GB DUAL SIM SECOND MULUS 99%,Rp,1.150.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,4-7 Hari,,"Scrape to BigSeller
Huawei Honor 7x 4s OS nugut Ram 4GB ROM 32GB DUAL SIM SECOND MULUS 99%
Rp
1.150.000
Cicilan
4-7 Hari
Jakarta Utara",https://shopee.co.id/Huawei-Honor-7x-4s-OS-nugut-Ram-4GB-ROM-32GB-DUAL-SIM-SECOND-MULUS-99--i.15946853.5177122237?extraParams=%7B%22display_model_id%22%3A33462074516%2C%22model_selection_logic%22%3A3%7D&sp_atk=02d682d4-e885-400f-8b62-bc9d3c318829&xptdk=02d682d4-e885-400f-8b62-bc9d3c318829
https://down-id.img.susercontent.com/file/id-11134207-81ztn-mexatyk3z21255,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P50 Pro 8/256gb Fullset Second Garansi Resmi,Rp,6.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei P50 Pro 8/256gb Fullset Second Garansi Resmi
Rp
6.000.000
Besok
Jakarta Pusat",https://shopee.co.id/Huawei-P50-Pro-8-256gb-Fullset-Second-Garansi-Resmi-i.859612946.41120462654?extraParams=%7B%22display_model_id%22%3A296672400886%2C%22model_selection_logic%22%3A3%7D&sp_atk=fdb544e7-e686-4120-b3a9-b63e5cf98be6&xptdk=fdb544e7-e686-4120-b3a9-b63e5cf98be6
https://down-id.img.susercontent.com/file/id-11134207-7rbkd-m7zh8ea3w4ni2b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Mate 30 Pro 8/256GB Second Ori Bergaransi,Rp,4.609.999,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,12-16 Hari,,"Scrape to BigSeller
Huawei Mate 30 Pro 8/256GB Second Ori Bergaransi
Rp
4.609.999
12-16 Hari
Kab. Bogor",https://shopee.co.id/Huawei-Mate-30-Pro-8-256GB-Second-Ori-Bergaransi-i.94908760.26731391908?extraParams=%7B%22display_model_id%22%3A248032445657%2C%22model_selection_logic%22%3A3%7D&sp_atk=bdb64653-203a-45e3-a09a-42187f67bda5&xptdk=bdb64653-203a-45e3-a09a-42187f67bda5
https://down-id.img.susercontent.com/file/id-11134207-7rasc-m4abxu8vzhd671,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P40 Pro 5G 8/256GB Second,Rp,6.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Besok,,"Scrape to BigSeller
Huawei P40 Pro 5G 8/256GB Second
Rp
6.500.000
Besok
Jakarta Timur",https://shopee.co.id/Huawei-P40-Pro-5G-8-256GB-Second-i.174110882.27071938523?extraParams=%7B%22display_model_id%22%3A237209919689%2C%22model_selection_logic%22%3A3%7D&sp_atk=29f879de-c94b-4c29-adbd-592c86989bf7&xptdk=29f879de-c94b-4c29-adbd-592c86989bf7
