-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,crawl-text,img,text-xs/sp14_2,text-white_2,text-white_2_link,text-shopee-green,truncate,text-shopee-primary,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rbkb-m6o59aqyxvvx76,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P30 Lite 6/128gb Fullset Second Garansi Resmi,,Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=29427465094&shopid=382086230,Besok,,,"Scrape to BigSeller
Huawei P30 Lite 6/128gb Fullset Second Garansi Resmi
Rp
1.600.000
Besok
Jakarta Pusat",https://shopee.co.id/Huawei-P30-Lite-6-128gb-Fullset-Second-Garansi-Resmi-i.382086230.29427465094?extraParams=%7B%22display_model_id%22%3A242727052391%2C%22model_selection_logic%22%3A3%7D&sp_atk=669ac4c3-87df-4a7e-b085-e62dc59ce6f8&xptdk=669ac4c3-87df-4a7e-b085-e62dc59ce6f8
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmpku4f7wn4181,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HUAWEI NOVA 13 PRO SECOND / NOVA 13 PRO SECOND 12/512 [BACA DESKRIPSI],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=53008283475&shopid=391453485,Besok,,,"Scrape to BigSeller
HUAWEI NOVA 13 PRO SECOND / NOVA 13 PRO SECOND 12/512 [BACA DESKRIPSI]
Rp
3.750.000
Besok
Kab. Bogor",https://shopee.co.id/HUAWEI-NOVA-13-PRO-SECOND-NOVA-13-PRO-SECOND-12-512-BACA-DESKRIPSI--i.391453485.53008283475?extraParams=%7B%22display_model_id%22%3A380735755426%2C%22model_selection_logic%22%3A3%7D&sp_atk=1ce422e2-ed07-425e-8861-b334506ae21b&xptdk=1ce422e2-ed07-425e-8861-b334506ae21b
https://down-id.img.susercontent.com/file/a8396de0adb8525df83ae5e281702254,,HUAWEI P20 PRO 6/128 SECOND FULLSET ORI,,Rp,3.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Padang,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=13107309655&shopid=497024586,5-13 Hari,,,"Scrape to BigSeller
HUAWEI P20 PRO 6/128 SECOND FULLSET ORI
Rp
3.000.000
5-13 Hari
Padang",https://shopee.co.id/HUAWEI-P20-PRO-6-128-SECOND-FULLSET-ORI-i.497024586.13107309655?extraParams=%7B%22display_model_id%22%3A67260847936%2C%22model_selection_logic%22%3A3%7D&sp_atk=be4ccb94-b454-4294-9ba5-70c1483c2c5a&xptdk=be4ccb94-b454-4294-9ba5-70c1483c2c5a
https://down-id.img.susercontent.com/file/id-11134207-7r98s-llgmcmt2gkss4c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P20 Lite Ram 4/32 4/64 Second Original no minus,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.499.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=23754314198&shopid=61482812,1 Terjual,,,"Scrape to BigSeller
Huawei P20 Lite Ram 4/32 4/64 Second Original no minus
Rp
1.499.999
5.0
1 Terjual
Besok
Kab. Bekasi",https://shopee.co.id/Huawei-P20-Lite-Ram-4-32-4-64-Second-Original-no-minus-i.61482812.23754314198?extraParams=%7B%22display_model_id%22%3A148359097261%2C%22model_selection_logic%22%3A3%7D&sp_atk=f410f5f1-ffda-4b2d-81e6-d78da28f14eb&xptdk=f410f5f1-ffda-4b2d-81e6-d78da28f14eb
https://down-id.img.susercontent.com/file/id-11134207-8224z-mgc2xun8z9qgd8,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei P50 Pro RESMI 8/256 GB second cocok untuk hobi foto-foto,,Rp,4.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=27193447543&shopid=69440682,4-7 Hari,,-2%,"Scrape to BigSeller
Huawei P50 Pro RESMI 8/256 GB second cocok untuk hobi foto-foto
Rp
4.999.000
-2%
4-7 Hari
Jakarta Barat",https://shopee.co.id/Huawei-P50-Pro-RESMI-8-256-GB-second-cocok-untuk-hobi-foto-foto-i.69440682.27193447543?extraParams=%7B%22display_model_id%22%3A385022505452%2C%22model_selection_logic%22%3A3%7D&sp_atk=eec466c9-adf7-47f8-878e-5454fb0bdc94&xptdk=eec466c9-adf7-47f8-878e-5454fb0bdc94
https://down-id.img.susercontent.com/file/id-11134207-822wp-mn1157606bk6d6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HUAWEI P30 SECOND / P30 RAM 8/128GB HP SECOND,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=54658783712&shopid=391453485,Besok,,,"Scrape to BigSeller
HUAWEI P30 SECOND / P30 RAM 8/128GB HP SECOND
Rp
2.500.000
Besok
Kab. Bogor",https://shopee.co.id/HUAWEI-P30-SECOND-P30-RAM-8-128GB-HP-SECOND-i.391453485.54658783712?extraParams=%7B%22display_model_id%22%3A435780550830%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b95315c-0e88-4070-92ce-a6a9e188b7ac&xptdk=5b95315c-0e88-4070-92ce-a6a9e188b7ac
https://down-id.img.susercontent.com/file/id-11134207-7rash-m5q0sjk9lkba0c,,Huawei Nova 5T 8/128 GB Ex Huawei Resmi Indonesia Second Bekas Pemakai,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.090.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=25540967436&shopid=304735900,Besok,,,"Scrape to BigSeller
Huawei Nova 5T 8/128 GB Ex Huawei Resmi Indonesia Second Bekas Pemakai
Rp
2.090.000
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Nova-5T-8-128-GB-Ex-Huawei-Resmi-Indonesia-Second-Bekas-Pemakai-i.304735900.25540967436?extraParams=%7B%22display_model_id%22%3A198186739091%2C%22model_selection_logic%22%3A3%7D&sp_atk=1c851c9f-1a53-44b1-b0ff-1d527357adc9&xptdk=1c851c9f-1a53-44b1-b0ff-1d527357adc9
https://down-id.img.susercontent.com/file/id-11134207-81zti-mes9f9lbzk7495,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HUAWEI NOVA 7 SECOND 8/256 [BACA DESKRIPSI],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=41169647860&shopid=391453485,2-3 Hari,,,"Scrape to BigSeller
HUAWEI NOVA 7 SECOND 8/256 [BACA DESKRIPSI]
Rp
1.600.000
2-3 Hari
Kab. Bogor",https://shopee.co.id/HUAWEI-NOVA-7-SECOND-8-256-BACA-DESKRIPSI--i.391453485.41169647860?extraParams=%7B%22display_model_id%22%3A266608125683%2C%22model_selection_logic%22%3A3%7D&sp_atk=7b7ca900-c3f6-4177-a968-84c2a25f0b9f&xptdk=7b7ca900-c3f6-4177-a968-84c2a25f0b9f
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lwz5qtan15crfc,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HUAWEI Nova3i SECOND ORI,,Rp,1.535.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=26053926410&shopid=375298660,Besok,,,"Scrape to BigSeller
HUAWEI Nova3i SECOND ORI
Rp
1.535.000
Besok
Jakarta Barat",https://shopee.co.id/HUAWEI-Nova3i-SECOND-ORI-i.375298660.26053926410?extraParams=%7B%22display_model_id%22%3A128984688043%2C%22model_selection_logic%22%3A3%7D&sp_atk=14b6e826-f8f9-464f-adb8-bbb9a3164ca6&xptdk=14b6e826-f8f9-464f-adb8-bbb9a3164ca6
https://down-id.img.susercontent.com/file/e7152df525815f459e0430d888f9eb90,,Huawei y32 second batangan,,Rp,900.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Garut,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=5323130372&shopid=172441774,9-15 Hari,Cicilan,,"Scrape to BigSeller
Huawei y32 second batangan
Rp
900.000
Cicilan
9-15 Hari
Kab. Garut",https://shopee.co.id/Huawei-y32-second-batangan-i.172441774.5323130372?extraParams=%7B%22display_model_id%22%3A52628186727%2C%22model_selection_logic%22%3A3%7D&sp_atk=4e627abf-2ca6-4c71-8460-7a2381bf7af4&xptdk=4e627abf-2ca6-4c71-8460-7a2381bf7af4
https://down-id.img.susercontent.com/file/id-11134207-822wt-mn0h5wt8sc1x69,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Handphone Hp Huawei P20 Pro 6/128 Second Seken Bekas Murah,,Rp,1.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=20982341885&shopid=40845245,1 Terjual,,,"Scrape to BigSeller
Handphone Hp Huawei P20 Pro 6/128 Second Seken Bekas Murah
Rp
1.750.000
5.0
1 Terjual
Besok
Bekasi",https://shopee.co.id/Handphone-Hp-Huawei-P20-Pro-6-128-Second-Seken-Bekas-Murah-i.40845245.20982341885?extraParams=%7B%22display_model_id%22%3A186916528133%2C%22model_selection_logic%22%3A3%7D&sp_atk=778d2e37-a9cc-4263-97c6-e3336473f084&xptdk=778d2e37-a9cc-4263-97c6-e3336473f084
https://down-id.img.susercontent.com/file/id-11134207-8224u-mk4sxlgfuk1za6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HUAWEI P40 PRO SECOND / P40 PRO SECOND 8/256 [BACA DESKRIPSI],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.700.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=29529146056&shopid=119246735,2 Terjual,,,"Scrape to BigSeller
HUAWEI P40 PRO SECOND / P40 PRO SECOND 8/256 [BACA DESKRIPSI]
Rp
2.700.000
5.0
2 Terjual
2-3 Hari
Kab. Bogor",https://shopee.co.id/HUAWEI-P40-PRO-SECOND-P40-PRO-SECOND-8-256-BACA-DESKRIPSI--i.119246735.29529146056?extraParams=%7B%22display_model_id%22%3A243763664073%2C%22model_selection_logic%22%3A3%7D&sp_atk=673af700-d9e3-4e03-a5b5-e33f787290d3&xptdk=673af700-d9e3-4e03-a5b5-e33f787290d3
https://down-id.img.susercontent.com/file/id-11134207-822wg-ml7m91lq6whu3c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HANDPHONE SECOND HUAWEI MATE 30 PRO RAM 8/256GB PURPLE ORIGINAL,,Rp,3.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=52856537140&shopid=1600507902,Besok,,,"Scrape to BigSeller
HANDPHONE SECOND HUAWEI MATE 30 PRO RAM 8/256GB PURPLE ORIGINAL
Rp
3.500.000
Besok
Jakarta Timur",https://shopee.co.id/HANDPHONE-SECOND-HUAWEI-MATE-30-PRO-RAM-8-256GB-PURPLE-ORIGINAL-i.1600507902.52856537140?extraParams=%7B%22display_model_id%22%3A340587572407%2C%22model_selection_logic%22%3A3%7D&sp_atk=fa5a0d28-6422-4bb0-89c4-75828b6f89af&xptdk=fa5a0d28-6422-4bb0-89c4-75828b6f89af
https://down-id.img.susercontent.com/file/id-11134207-7rasm-m63kyu7ov0szde,,Huawei Mate 20 Pro 6/128 GB Garansi Resmi Indonesia Second Bekas Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.490.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,3.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=27225794281&shopid=304735900,2 Terjual,,,"Scrape to BigSeller
Huawei Mate 20 Pro 6/128 GB Garansi Resmi Indonesia Second Bekas Original
Rp
2.490.000
3.0
2 Terjual
Besok
Jakarta Utara",https://shopee.co.id/Huawei-Mate-20-Pro-6-128-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.304735900.27225794281?extraParams=%7B%22display_model_id%22%3A176960175702%2C%22model_selection_logic%22%3A3%7D&sp_atk=0a6ee1ef-36fc-439b-bdc3-29faa1fd127d&xptdk=0a6ee1ef-36fc-439b-bdc3-29faa1fd127d
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lyg3x57a0xl412,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Huawei P30 Lite SECOND ORI,,Rp,1.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=27506841136&shopid=1143443040,Besok,,,"Scrape to BigSeller
Huawei P30 Lite SECOND ORI
Rp
1.750.000
Besok
Jakarta Barat",https://shopee.co.id/Huawei-P30-Lite-SECOND-ORI-i.1143443040.27506841136?extraParams=%7B%22display_model_id%22%3A109226253455%2C%22model_selection_logic%22%3A3%7D&sp_atk=733ee6ee-a8c5-49c6-bcdc-00a7ef8cde5e&xptdk=733ee6ee-a8c5-49c6-bcdc-00a7ef8cde5e
https://down-id.img.susercontent.com/file/id-11134207-7rase-m58seqpcwsszf0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei Nova 5t Second Original,,Rp,2.100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Scrape to BigSeller,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=28774071935&shopid=833146115,1 Terjual,,,"Scrape to BigSeller
Huawei Nova 5t Second Original
Rp
2.100.000
5.0
1 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Huawei-Nova-5t-Second-Original-i.833146115.28774071935?extraParams=%7B%22display_model_id%22%3A380564456953%2C%22model_selection_logic%22%3A3%7D&sp_atk=4eb0af51-6269-421f-b610-7613c77b4ed6&xptdk=4eb0af51-6269-421f-b610-7613c77b4ed6
https://down-id.img.susercontent.com/file/5b13a6fd6641871bdcc25aa3f15b730d,,Huawei Nova 3i 4/128 GB Ex Huawei Resmi Indonesia Second Bekas Seken Ex Pemakaian Good Condition,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.490.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=2915559478&shopid=304735900,2-3 Hari,Cicilan,,"Scrape to BigSeller
Huawei Nova 3i 4/128 GB Ex Huawei Resmi Indonesia Second Bekas Seken Ex Pemakaian Good Condition
Rp
1.490.000
Cicilan
2-3 Hari
Jakarta Utara",https://shopee.co.id/Huawei-Nova-3i-4-128-GB-Ex-Huawei-Resmi-Indonesia-Second-Bekas-Seken-Ex-Pemakaian-Good-Condition-i.304735900.2915559478?extraParams=%7B%22display_model_id%22%3A36977458661%2C%22model_selection_logic%22%3A3%7D&sp_atk=fff40263-5f40-4b32-976e-7d749458b5d6&xptdk=fff40263-5f40-4b32-976e-7d749458b5d6
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m8oes09dgy6pe5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P30 Lite 6/128 Second Resmi Indonesia Termurah,,Rp,1.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=24244168932&shopid=470818902,4-7 Hari,,,"Scrape to BigSeller
Huawei P30 Lite 6/128 Second Resmi Indonesia Termurah
Rp
1.800.000
4-7 Hari
Jakarta Barat",https://shopee.co.id/Huawei-P30-Lite-6-128-Second-Resmi-Indonesia-Termurah-i.470818902.24244168932?extraParams=%7B%22display_model_id%22%3A248206873550%2C%22model_selection_logic%22%3A3%7D&sp_atk=ef55f904-e76d-4519-9952-8e24d20b22d9&xptdk=ef55f904-e76d-4519-9952-8e24d20b22d9
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn9d22zm1m2t60,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Huawei P30 8/128GB 6/128GB Second Original Resmi Fullset,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.200.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,Scrape to BigSeller,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=47706855633&shopid=1707168568,10 Hari,,,"Scrape to BigSeller
Huawei P30 8/128GB 6/128GB Second Original Resmi Fullset
Rp
2.200.000
10 Hari
Bekasi",https://shopee.co.id/Huawei-P30-8-128GB-6-128GB-Second-Original-Resmi-Fullset-i.1707168568.47706855633?extraParams=%7B%22display_model_id%22%3A440803122125%2C%22model_selection_logic%22%3A3%7D&sp_atk=813dc974-4a9e-46d3-a963-be71a25801fd&xptdk=813dc974-4a9e-46d3-a963-be71a25801fd
