-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,inline-block,text-shopee-primary,pointer-events-none_3,text-xs/sp14_3,w-auto,text-white,truncate,img_2,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-23020-imy14h8fhhnv18,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"LAPTOP DELL INSPIRON 3442,LAPTOP BEKAS MULUS,LAPTOP SECOND,LAPTOP MURAH,LAPTOP BEKAS BERKUALITAS",Rp,2.650.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Malang,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=18703680094&shopid=17080485,"LAPTOP DELL INSPIRON 3442,LAPTOP BEKAS MULUS,LAPTOP SECOND,LAPTOP MURAH,LAPTOP BEKAS BERKUALITAS
Rp
2.650.000
< 2 Hari
Kab. Malang",https://shopee.co.id/LAPTOP-DELL-INSPIRON-3442-LAPTOP-BEKAS-MULUS-LAPTOP-SECOND-LAPTOP-MURAH-LAPTOP-BEKAS-BERKUALITAS-i.17080485.18703680094?extraParams=%7B%22display_model_id%22%3A162849009727%2C%22model_selection_logic%22%3A3%7D&sp_atk=f511bfbd-00d3-4267-b21c-5d8471b14c3e&xptdk=f511bfbd-00d3-4267-b21c-5d8471b14c3e
https://down-id.img.susercontent.com/file/id-11134207-7ra0j-mdmwgp6mytyn53,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dell Latitude 5400 | 5410 | 5420 | 5430 | 5480 - Layar 14 Inch - Second Murah Bagus Bergaransi,Rp,2.550.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=44014097066&shopid=1110495389,"Dell Latitude 5400 | 5410 | 5420 | 5430 | 5480 - Layar 14 Inch - Second Murah Bagus Bergaransi
Rp
2.550.000
5.0
1 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Dell-Latitude-5400-5410-5420-5430-5480-Layar-14-Inch-Second-Murah-Bagus-Bergaransi-i.1110495389.44014097066?extraParams=%7B%22display_model_id%22%3A370219867270%2C%22model_selection_logic%22%3A3%7D&sp_atk=c7c018e1-2ce6-458b-b73a-4e0aa2175c3f&xptdk=c7c018e1-2ce6-458b-b73a-4e0aa2175c3f
https://down-id.img.susercontent.com/file/id-11134207-7rasi-m3sscous6kcw2a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Laptop Dell Latitude E7450 Intel Core i5-5300U Ram 4 Gb Ssd 256 Gb Layar 14 Inch Second,Rp,2.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29512351099&shopid=1102209477,"Laptop Dell Latitude E7450 Intel Core i5-5300U Ram 4 Gb Ssd 256 Gb Layar 14 Inch Second
Rp
2.499.000
< 2 Hari
Semarang",https://shopee.co.id/Laptop-Dell-Latitude-E7450-Intel-Core-i5-5300U-Ram-4-Gb-Ssd-256-Gb-Layar-14-Inch-Second-i.1102209477.29512351099?extraParams=%7B%22display_model_id%22%3A247259162835%2C%22model_selection_logic%22%3A3%7D&sp_atk=69e8bd7f-dc30-464e-86c2-fd5f2a9c1257&xptdk=69e8bd7f-dc30-464e-86c2-fd5f2a9c1257
https://down-id.img.susercontent.com/file/cf0f426958f147df399a4865fb44163b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,DELL Latitude 2110 Hitam RAM 2GB Intel Atom Netbook Notebook Second Bekas Murah,Rp,1.300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Indramayu,,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=6671404523&shopid=49656833,"DELL Latitude 2110 Hitam RAM 2GB Intel Atom Netbook Notebook Second Bekas Murah
Rp
1.300.000
5.0
1 Terjual
< 2 Hari
Kab. Indramayu",https://shopee.co.id/DELL-Latitude-2110-Hitam-RAM-2GB-Intel-Atom-Netbook-Notebook-Second-Bekas-Murah-i.49656833.6671404523?extraParams=%7B%22display_model_id%22%3A90418302670%2C%22model_selection_logic%22%3A3%7D&sp_atk=01ef0c99-79fc-40b4-b15b-63fdab56493c&xptdk=01ef0c99-79fc-40b4-b15b-63fdab56493c
https://down-id.img.susercontent.com/file/id-11134201-23030-zalkph3iwmovd9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell Latitude E6510 Core i7 NVIDIA Full HD 15.6""",Rp,2.249.250,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,5.0,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=5438418440&shopid=274960916,"Dell Latitude E6510 Core i7 NVIDIA Full HD 15.6""
Rp
2.249.250
5.0
2 Terjual
3-4 Hari
Jakarta Barat",https://shopee.co.id/Dell-Latitude-E6510-Core-i7-NVIDIA-Full-HD-15.6--i.274960916.5438418440?extraParams=%7B%22display_model_id%22%3A115240861393%2C%22model_selection_logic%22%3A3%7D&sp_atk=11af412b-3535-40c8-a101-ee26bb70e8e6&xptdk=11af412b-3535-40c8-a101-ee26bb70e8e6
https://down-id.img.susercontent.com/file/id-11134207-7r98v-llagy6k9c5m1a7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Dell E5430 Core i5 8GB 256GB SSD Windows 10,Rp,1.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,4.3,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=21219415828&shopid=230649038,"Dell E5430 Core i5 8GB 256GB SSD Windows 10
Rp
1.450.000
4.3
16 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Dell-E5430-Core-i5-8GB-256GB-SSD-Windows-10-i.230649038.21219415828?extraParams=%7B%22display_model_id%22%3A201047819005%2C%22model_selection_logic%22%3A3%7D&sp_atk=06c007b4-9cdd-4ba2-bb98-54cdd071f0e7&xptdk=06c007b4-9cdd-4ba2-bb98-54cdd071f0e7
https://down-id.img.susercontent.com/file/c19800d9a6dffd5ec026443cade64b13,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"HARGA LAPTOP BEKAS || Dell latitude e6420.. core i5 2540/4/320/dvd/wifi/14"" wide.. mulus",Rp,1.250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=17834471020&shopid=548826316,"HARGA LAPTOP BEKAS || Dell latitude e6420.. core i5 2540/4/320/dvd/wifi/14"" wide.. mulus
Rp
1.250.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Dell-latitude-e6420..-core-i5-2540-4-320-dvd-wifi-14-wide..-mulus-i.548826316.17834471020?extraParams=%7B%22display_model_id%22%3A171395603985%2C%22model_selection_logic%22%3A3%7D&sp_atk=f3bddbb6-b3ba-47d5-89a6-24239454eed4&xptdk=f3bddbb6-b3ba-47d5-89a6-24239454eed4
https://down-id.img.susercontent.com/file/a62b3fbb235a1943a65212cf1a5e4088,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell Precision M4500 Core i7 Nvidia 1GB 15""",Rp,1.899.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13275254576&shopid=548826316,"Dell Precision M4500 Core i7 Nvidia 1GB 15""
Rp
1.899.000
5.0
1 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Dell-Precision-M4500-Core-i7-Nvidia-1GB-15--i.548826316.13275254576?extraParams=%7B%22display_model_id%22%3A28487898895%2C%22model_selection_logic%22%3A3%7D&sp_atk=af779157-0922-49e8-8358-1c3aaa16dfda&xptdk=af779157-0922-49e8-8358-1c3aaa16dfda
https://down-id.img.susercontent.com/file/id-11134207-7r98p-lpu7lvy2vzso8e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Dell Precision I5 8GB 256GB SSD Quadro 620 15""",Rp,3.850.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24905706785&shopid=20542553,"Dell Precision I5 8GB 256GB SSD Quadro 620 15""
Rp
3.850.000
5.0
1 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/Dell-Precision-I5-8GB-256GB-SSD-Quadro-620-15--i.20542553.24905706785?extraParams=%7B%22display_model_id%22%3A240148800088%2C%22model_selection_logic%22%3A3%7D&sp_atk=c9a9702c-6923-4ce7-bfa8-b11ea13d24db&xptdk=c9a9702c-6923-4ce7-bfa8-b11ea13d24db
https://down-id.img.susercontent.com/file/sg-11134201-23010-kkw0x4sgmrmva7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HARGA LAPTOP BEKAS || Dell latitude e6220 core i5 gen 2 4gb/hdd 320,Rp,1.499.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22020102126&shopid=548826316,"HARGA LAPTOP BEKAS || Dell latitude e6220 core i5 gen 2 4gb/hdd 320
Rp
1.499.000
< 2 Hari
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Dell-latitude-e6220-core-i5-gen-2-4gb-hdd-320-i.548826316.22020102126?extraParams=%7B%22display_model_id%22%3A175499779014%2C%22model_selection_logic%22%3A3%7D&sp_atk=cd566537-9801-4f24-bb52-d834b1faa306&xptdk=cd566537-9801-4f24-bb52-d834b1faa306
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lubj4y8i7n4i28,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dell Latitude 7290 Core i5 8GB 256GB SSD Bonus Mouse,Rp,2.399.000,,19 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,4.8,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25406696965&shopid=772901883,"Dell Latitude 7290 Core i5 8GB 256GB SSD Bonus Mouse
Rp
2.399.000
4.8
19 Terjual
Tangerang",https://shopee.co.id/Dell-Latitude-7290-Core-i5-8GB-256GB-SSD-Bonus-Mouse-i.772901883.25406696965?extraParams=%7B%22display_model_id%22%3A227252371623%2C%22model_selection_logic%22%3A3%7D&sp_atk=42eab0c3-ab6a-43e6-81b4-69e8f016b066&xptdk=42eab0c3-ab6a-43e6-81b4-69e8f016b066
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-magplsi30tkked,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Laptop Dell Latitude 3480 laptop mulus berkualitas,Rp,2.800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarbaru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=40952872023&shopid=928713946,"Laptop Dell Latitude 3480 laptop mulus berkualitas
Rp
2.800.000
< 2 Hari
Banjarbaru",https://shopee.co.id/Laptop-Dell-Latitude-3480-laptop-mulus-berkualitas-i.928713946.40952872023?extraParams=%7B%22display_model_id%22%3A234266630882%2C%22model_selection_logic%22%3A3%7D&sp_atk=966cc6ae-1aab-4f97-93d2-1e9c0f892e3c&xptdk=966cc6ae-1aab-4f97-93d2-1e9c0f892e3c
https://down-id.img.susercontent.com/file/431ee350638fc9b554030be88369e5c9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"Dell Precision M4500 Core i7 Nvidia 1GB 15""",Rp,1.898.200,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=4155410929&shopid=274960916,"Dell Precision M4500 Core i7 Nvidia 1GB 15""
Rp
1.898.200
3-4 Hari
Jakarta Barat",https://shopee.co.id/Dell-Precision-M4500-Core-i7-Nvidia-1GB-15--i.274960916.4155410929?extraParams=%7B%22display_model_id%22%3A86789031854%2C%22model_selection_logic%22%3A3%7D&sp_atk=86f3806c-bbd5-4c2a-8137-3376401da030&xptdk=86f3806c-bbd5-4c2a-8137-3376401da030
https://down-id.img.susercontent.com/file/id-11134207-7r98v-lubtkfd5ucb611,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Dell Latitude 7510 i7 16GB SSD 512GB Slim Laptop,Rp,3.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,5.0,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22986863497&shopid=828697142,"Dell Latitude 7510 i7 16GB SSD 512GB Slim Laptop
Rp
3.600.000
5.0
1 Terjual
3-4 Hari
Jakarta Pusat",https://shopee.co.id/Dell-Latitude-7510-i7-16GB-SSD-512GB-Slim-Laptop-i.828697142.22986863497?extraParams=%7B%22display_model_id%22%3A185109780949%2C%22model_selection_logic%22%3A3%7D&sp_atk=7e0671a0-ae8a-4a7b-bbd2-f7ab7bbc06ac&xptdk=7e0671a0-ae8a-4a7b-bbd2-f7ab7bbc06ac
https://down-id.img.susercontent.com/file/4f1fd533ead3da5a0cd75531b5642179,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"HARGA LAPTOP BEKAS || Dell PRECISION M4500.. core i5. nvidia 1gb. resolusi 1920x1080.. mulus - 4 gb, hdd 320",Rp,1.987.290,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13675253454&shopid=548826316,"HARGA LAPTOP BEKAS || Dell PRECISION M4500.. core i5. nvidia 1gb. resolusi 1920x1080.. mulus - 4 gb, hdd 320
Rp
1.987.290
< 2 Hari
Jakarta Barat",https://shopee.co.id/HARGA-LAPTOP-BEKAS-Dell-PRECISION-M4500..-core-i5.-nvidia-1gb.-resolusi-1920x1080..-mulus-4-gb-hdd-320-i.548826316.13675253454?extraParams=%7B%22display_model_id%22%3A58318419144%2C%22model_selection_logic%22%3A3%7D&sp_atk=4923f1f0-b2b8-478e-8fdd-13e575415377&xptdk=4923f1f0-b2b8-478e-8fdd-13e575415377
https://down-id.img.susercontent.com/file/id-11134207-7qul2-lj13ksfnqy5mf3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Orignal Laptop Dell E7270 i5 Gen 6th (RAM 8GB  128 GB SSD) Layar 12"" MEWAH LAPTOP SECOND BERGARANSI",Rp,2.790.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13554505815&shopid=508721070,"Orignal Laptop Dell E7270 i5 Gen 6th (RAM 8GB 128 GB SSD) Layar 12"" MEWAH LAPTOP SECOND BERGARANSI
Rp
2.790.000
-1%
3-5 Hari
Jakarta Pusat",https://shopee.co.id/Orignal-Laptop-Dell-E7270-i5-Gen-6th-(RAM-8GB-128-GB-SSD)-Layar-12-MEWAH-LAPTOP-SECOND-BERGARANSI-i.508721070.13554505815?extraParams=%7B%22display_model_id%22%3A193490192296%2C%22model_selection_logic%22%3A3%7D&sp_atk=dc68045e-f9da-4c16-9623-31ad3726227e&xptdk=dc68045e-f9da-4c16-9623-31ad3726227e
https://down-id.img.susercontent.com/file/1727d1dfdcafa5f6b72faa7746eb8eb7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Second Dell Latitude 7490 Gen 7 Core i7 2.8GHz Ram 16GB SSD 256 GB,Rp,3.450.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=13877544414&shopid=141518567,"Laptop Second Dell Latitude 7490 Gen 7 Core i7 2.8GHz Ram 16GB SSD 256 GB
Rp
3.450.000
-4%
4.5
2 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Laptop-Second-Dell-Latitude-7490-Gen-7-Core-i7-2.8GHz-Ram-16GB-SSD-256-GB-i.141518567.13877544414?extraParams=%7B%22display_model_id%22%3A170202167167%2C%22model_selection_logic%22%3A3%7D&sp_atk=5b4c6180-2fbd-4fd3-8e85-035df4ca9e22&xptdk=5b4c6180-2fbd-4fd3-8e85-035df4ca9e22
