-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,pointer-events-none_3,img,text-xs/sp14_3,inline-block,truncate,w-auto,text-white,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmfz6a37j2th48,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia ZR Docomo,Rp,115.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kediri,,,,,,,,,"Scrape to BigSeller
Sony Xperia ZR Docomo
Rp
115.000
3-6 Hari
Kediri",https://shopee.co.id/Sony-Xperia-ZR-Docomo-i.103397198.28094484285?extraParams=%7B%22display_model_id%22%3A415707046360%2C%22model_selection_logic%22%3A3%7D&sp_atk=3973d6dd-b3cc-4d3c-9921-b54fa6a45d5c&xptdk=3973d6dd-b3cc-4d3c-9921-b54fa6a45d5c
https://down-id.img.susercontent.com/file/sg-11134201-22120-kbfqr1pr3llv4a,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,sony z3 compact dan sony z4 plus minus + mesin redmi note 7,Rp,250.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tulungagung,,,,,,,,,"Scrape to BigSeller
sony z3 compact dan sony z4 plus minus + mesin redmi note 7
Rp
250.000
3-6 Hari
Kab. Tulungagung",https://shopee.co.id/sony-z3-compact-dan-sony-z4-plus-minus-mesin-redmi-note-7-i.368120680.23914677729?extraParams=%7B%22display_model_id%22%3A156498452744%2C%22model_selection_logic%22%3A3%7D&sp_atk=e77bbfd3-0398-4a01-9bd4-b2e53d135e76&xptdk=e77bbfd3-0398-4a01-9bd4-b2e53d135e76
https://down-id.img.susercontent.com/file/id-11134207-822wt-mnauilfnxwxs95,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Xperia XZ Docomo SO-01J 3/32GB minus bahan,Rp,330.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandar Lampung,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
Sony Xperia XZ Docomo SO-01J 3/32GB minus bahan
Rp
330.000
-6%
5.0
3 Terjual
3-5 Hari
Bandar Lampung",https://shopee.co.id/Sony-Xperia-XZ-Docomo-SO-01J-3-32GB-minus-bahan-i.33875416.52505682666?extraParams=%7B%22display_model_id%22%3A259159027726%2C%22model_selection_logic%22%3A3%7D&sp_atk=bd933b2d-57f6-4d75-a24a-de8599a9aa12&xptdk=bd933b2d-57f6-4d75-a24a-de8599a9aa12
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mdgygd6zwu5wcb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY XPERIA st23i bahan,Rp,65.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
SONY XPERIA st23i bahan
Rp
65.000
5.0
1 Terjual
1-4 Hari
Surabaya",https://shopee.co.id/SONY-XPERIA-st23i-bahan-i.287942642.12007519855?extraParams=%7B%22display_model_id%22%3A37264265378%2C%22model_selection_logic%22%3A3%7D&sp_atk=c93a18d2-4205-42c8-820c-22814c5c8cea&xptdk=c93a18d2-4205-42c8-820c-22814c5c8cea
https://down-id.img.susercontent.com/file/id-11134207-8224x-mj8fq5e1vqbp4e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,sony Xperia L1,Rp,120.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Kediri,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Produk Baru,,,"Scrape to BigSeller
sony Xperia L1
Rp
120.000
Produk Baru
1-3 Hari
Kab. Kediri",https://shopee.co.id/sony-Xperia-L1-i.1201236760.43477864973?extraParams=%7B%22display_model_id%22%3A375407718533%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1448981-ff9b-401d-994e-ebdb060f6051&xptdk=a1448981-ff9b-401d-994e-ebdb060f6051
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mdh41nfw0tqn04,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY ANDROID LAWAS c2305 BAHAN BUKAN NORMAL,Rp,75.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
SONY ANDROID LAWAS c2305 BAHAN BUKAN NORMAL
Rp
75.000
5.0
1 Terjual
1-4 Hari
Surabaya",https://shopee.co.id/SONY-ANDROID-LAWAS-c2305-BAHAN-BUKAN-NORMAL-i.287942642.13905119617?extraParams=%7B%22display_model_id%22%3A112273197274%2C%22model_selection_logic%22%3A3%7D&sp_atk=ee125ced-c3a3-4c05-b4b2-c35edc7dc8cc&xptdk=ee125ced-c3a3-4c05-b4b2-c35edc7dc8cc
https://down-id.img.susercontent.com/file/id-11134207-822wi-mlfs6wmoip6od6,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia E4 Dual,Rp,365.500,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia E4 Dual
Rp
365.500
Besok
Kab. Bogor",https://shopee.co.id/Sony-Xperia-E4-Dual-i.63253367.46556785996?extraParams=%7B%22display_model_id%22%3A385607132492%2C%22model_selection_logic%22%3A3%7D&sp_atk=23802b21-ef0c-4707-afd8-faa7ba7b90b1&xptdk=23802b21-ef0c-4707-afd8-faa7ba7b90b1
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmzmkfvlb8ckfd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,SONY XPERIA 1 MESIN,Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-8 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tasikmalaya,,,,,,,,,"Scrape to BigSeller
SONY XPERIA 1 MESIN
Rp
500.000
4-8 Hari
Kab. Tasikmalaya",https://shopee.co.id/SONY-XPERIA-1-MESIN-i.289377513.49808745117?extraParams=%7B%22display_model_id%22%3A390773606981%2C%22model_selection_logic%22%3A3%7D&sp_atk=e1d53f55-a753-4966-860b-a9f89156c3c1&xptdk=e1d53f55-a753-4966-860b-a9f89156c3c1
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmpas9fv8w7a53,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia XZ1 Docomo All Operator,Rp,380.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Pemalang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
Sony Xperia XZ1 Docomo All Operator
Rp
380.000
5.0
1 Terjual
4-7 Hari
Kab. Pemalang",https://shopee.co.id/Sony-Xperia-XZ1-Docomo-All-Operator-i.46132872.25100366999?extraParams=%7B%22display_model_id%22%3A69370094594%2C%22model_selection_logic%22%3A3%7D&sp_atk=a82590aa-c8e3-4313-8f75-846fdfcd5d03&xptdk=a82590aa-c8e3-4313-8f75-846fdfcd5d03
https://down-id.img.susercontent.com/file/id-11134207-822wt-ml8jdep2zym957,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,HANDPHONE SONY XPERIA Z,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Palembang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
HANDPHONE SONY XPERIA Z
Rp
50.000
5.0
1 Terjual
Besok
Palembang",https://shopee.co.id/HANDPHONE-SONY-XPERIA-Z-i.135304875.27535682263?extraParams=%7B%22display_model_id%22%3A227781763484%2C%22model_selection_logic%22%3A2%7D&sp_atk=1857f552-c408-4545-84b6-67eec3f41a58&xptdk=1857f552-c408-4545-84b6-67eec3f41a58
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lqh7lyz22qth8d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,SONY_XPERIA Z5 MINI Part,Rp,70.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
SONY_XPERIA Z5 MINI Part
Rp
70.000
5.0
7 Terjual
2-5 Hari
Kab. Jember",https://shopee.co.id/SONY_XPERIA-Z5-MINI-Part-i.87126900.25656869297?extraParams=%7B%22display_model_id%22%3A245219454250%2C%22model_selection_logic%22%3A3%7D&sp_atk=7ad314db-b1db-4a0d-b96a-66a5526e4a54&xptdk=7ad314db-b1db-4a0d-b96a-66a5526e4a54
https://down-id.img.susercontent.com/file/id-11134207-822wn-mnbdzczwqmf4a1,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Mesin Sony Xperia 1 Normal,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Mesin Sony Xperia 1 Normal
Rp
300.000
5.0
2 Terjual
Besok
Serang",https://shopee.co.id/Mesin-Sony-Xperia-1-Normal-i.1036756739.28708211271?extraParams=%7B%22display_model_id%22%3A241402935240%2C%22model_selection_logic%22%3A3%7D&sp_atk=ea74adfc-ec38-43b7-8d76-f230c092baaf&xptdk=ea74adfc-ec38-43b7-8d76-f230c092baaf
https://down-id.img.susercontent.com/file/216fe7fde8c83d9c2a668cae2a31a324,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,mesin sony xperia zr hidup normal,Rp,50.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banjarnegara,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
mesin sony xperia zr hidup normal
Rp
50.000
5.0
2 Terjual
2-3 Hari
Kab. Banjarnegara",https://shopee.co.id/mesin-sony-xperia-zr-hidup-normal-i.426482188.16045836322?extraParams=%7B%22display_model_id%22%3A161786903328%2C%22model_selection_logic%22%3A2%7D&sp_atk=ba113d97-c952-4ef7-8603-d1645aab1e82&xptdk=ba113d97-c952-4ef7-8603-d1645aab1e82
https://down-id.img.susercontent.com/file/id-11134207-7r98t-lsrtx3eox0wd0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony c2005 bahan apa adanya,Rp,185.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,,,"Scrape to BigSeller
Sony c2005 bahan apa adanya
Rp
185.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-c2005-bahan-apa-adanya-i.85872223.21096371213?extraParams=%7B%22display_model_id%22%3A250454055919%2C%22model_selection_logic%22%3A3%7D&sp_atk=e629c609-bfde-4576-8a4d-51d5c380f2f6&xptdk=e629c609-bfde-4576-8a4d-51d5c380f2f6
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmtq3676vtaece,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,sony xperia 5,Rp,400.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,42 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,,,,,"Scrape to BigSeller
sony xperia 5
Rp
400.000
4.6
42 Terjual
2-4 Hari
Kab. Tangerang",https://shopee.co.id/sony-xperia-5-i.170748205.27531886527?extraParams=%7B%22display_model_id%22%3A243068763807%2C%22model_selection_logic%22%3A3%7D&sp_atk=0cda30fa-fb8e-4fb3-b99e-91a5a026c7ca&xptdk=0cda30fa-fb8e-4fb3-b99e-91a5a026c7ca
https://down-id.img.susercontent.com/file/id-11134207-822wl-mn17bej879j5c7,,SONY XPERIA XZ2,Rp,800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Langkat,,,,,,,,,"Scrape to BigSeller
SONY XPERIA XZ2
Rp
800.000
5-10 Hari
Kab. Langkat",https://shopee.co.id/SONY-XPERIA-XZ2-i.537797034.51758789056?extraParams=%7B%22display_model_id%22%3A405780883575%2C%22model_selection_logic%22%3A3%7D&sp_atk=260fd6f7-1ba3-489e-ab2a-6e16f8319ffb&xptdk=260fd6f7-1ba3-489e-ab2a-6e16f8319ffb
https://down-id.img.susercontent.com/file/e8d863f1d8a46945886b11d7ebe91a6f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony M4 aqua,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,,,"Scrape to BigSeller
Sony M4 aqua
Rp
300.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-M4-aqua-i.113655715.12816578546?extraParams=%7B%22display_model_id%22%3A47383040592%2C%22model_selection_logic%22%3A3%7D&sp_atk=c5eacef0-5f81-44a1-921a-aadbad971e46&xptdk=c5eacef0-5f81-44a1-921a-aadbad971e46
https://down-id.img.susercontent.com/file/cfb5f847ea06ee63ae279d0755c2b87e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Sony Xperia z3 compact LTE 4G  camera 20,7/2mp",Rp,600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,13 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.1,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia z3 compact LTE 4G camera 20,7/2mp
Rp
600.000
4.1
13 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Sony-Xperia-z3-compact-LTE-4G-camera-20-7-2mp-i.191927978.3494078387?extraParams=%7B%22display_model_id%22%3A93320983374%2C%22model_selection_logic%22%3A3%7D&sp_atk=6cbc582a-d849-457c-8d26-51ee847bd95e&xptdk=6cbc582a-d849-457c-8d26-51ee847bd95e
https://down-id.img.susercontent.com/file/id-11134207-822wh-mncsdw77gphe2b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"sony xperia z5 big  LTE 4G camera 20,7mp",Rp,670.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,7 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
sony xperia z5 big LTE 4G camera 20,7mp
Rp
670.000
5.0
7 Terjual
4-7 Hari
Jakarta Timur",https://shopee.co.id/sony-xperia-z5-big-LTE-4G-camera-20-7mp-i.191927978.18302710938?extraParams=%7B%22display_model_id%22%3A190153818515%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c603b2f-af71-488e-ac49-36d74d24b9c1&xptdk=9c603b2f-af71-488e-ac49-36d74d24b9c1
https://down-id.img.susercontent.com/file/id-11134207-7rbk6-m9tljp7vovu8c3,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia E2115 E4 touchscreen macet bahan,Rp,100.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,"Scrape to BigSeller
Sony Xperia E2115 E4 touchscreen macet bahan
Rp
100.000
Besok
Malang",https://shopee.co.id/Sony-Xperia-E2115-E4-touchscreen-macet-bahan-i.368667247.27036639861?extraParams=%7B%22display_model_id%22%3A280089439442%2C%22model_selection_logic%22%3A3%7D&sp_atk=1b7b81b6-4156-4d82-acbf-ec389b61b177&xptdk=1b7b81b6-4156-4d82-acbf-ec389b61b177
https://down-id.img.susercontent.com/file/id-11134207-82251-mjdsrtyruhon25,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony Xperia Z4 Compact (Banyak Bonus),Rp,500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,,,,Produk Baru,,,"Scrape to BigSeller
Sony Xperia Z4 Compact (Banyak Bonus)
Rp
500.000
Produk Baru
4-7 Hari
Jakarta Selatan",https://shopee.co.id/Sony-Xperia-Z4-Compact-(Banyak-Bonus)-i.97517249.55004498595?extraParams=%7B%22display_model_id%22%3A138454656784%2C%22model_selection_logic%22%3A3%7D&sp_atk=68d24693-991c-421a-8a23-7cb6b2234cdc&xptdk=68d24693-991c-421a-8a23-7cb6b2234cdc
https://down-id.img.susercontent.com/file/04197fd3cddd19d1f34365ac50c8bc6b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Sony Z3 plus,Rp,300.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,,,,,,,,"Scrape to BigSeller
Sony Z3 plus
Rp
300.000
3-5 Hari
Kab. Sidoarjo",https://shopee.co.id/Sony-Z3-plus-i.113655715.13936170180?extraParams=%7B%22display_model_id%22%3A77630464868%2C%22model_selection_logic%22%3A3%7D&sp_atk=d10fb1bf-045b-4c6c-8606-c24880dd4306&xptdk=d10fb1bf-045b-4c6c-8606-c24880dd4306
https://down-id.img.susercontent.com/file/id-11134207-8224p-mhbkqavf29l630,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Hp Murah SONY Z5 PREMIUM,Rp,135.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Semarang,,,,,,,,,"Scrape to BigSeller
Hp Murah SONY Z5 PREMIUM
Rp
135.000
2-6 Hari
Kab. Semarang",https://shopee.co.id/Hp-Murah-SONY-Z5-PREMIUM-i.1564781758.44801897577?extraParams=%7B%22display_model_id%22%3A395180767970%2C%22model_selection_logic%22%3A3%7D&sp_atk=135573e6-5b3a-4b54-b535-5a37d0a8b5b7&xptdk=135573e6-5b3a-4b54-b535-5a37d0a8b5b7
https://down-id.img.susercontent.com/file/21474ebfd0d2967db2e79575d856f1ed,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony x compact (sold),Rp,600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tulungagung,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,,,"Scrape to BigSeller
Sony x compact (sold)
Rp
600.000
5.0
2 Terjual
3-6 Hari
Kab. Tulungagung",https://shopee.co.id/Sony-x-compact-(sold)-i.127493566.10715378766?extraParams=%7B%22display_model_id%22%3A110842495912%2C%22model_selection_logic%22%3A3%7D&sp_atk=9047c518-a9b0-477e-b4d2-6e60b8767489&xptdk=9047c518-a9b0-477e-b4d2-6e60b8767489
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmu9z995jcoza0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Sony experia 5 mark ii,Rp,800.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Lubuk Linggau,,,,,,,,,"Scrape to BigSeller
Sony experia 5 mark ii
Rp
800.000
5-10 Hari
Lubuk Linggau",https://shopee.co.id/Sony-experia-5-mark-ii-i.27253645.51008495308?extraParams=%7B%22display_model_id%22%3A420753623926%2C%22model_selection_logic%22%3A3%7D&sp_atk=b51565fe-68d2-4d14-b607-14bbd737d4e4&xptdk=b51565fe-68d2-4d14-b607-14bbd737d4e4
