-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,inline-block,truncate,img_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/ca427b02da942ec8203d00b193706870,,Honor 9i,Rp,2.790.000,,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,Cicilan,,,,"Scrape to BigSeller
Honor 9i
Rp
2.790.000
Cicilan
4-7 Hari
Jakarta Barat",https://shopee.co.id/Honor-9i-i.30857404.1620423564?extraParams=%7B%22display_model_id%22%3A2509868981%2C%22model_selection_logic%22%3A3%7D&sp_atk=7e55d673-6f74-4330-ade6-c3af015af7db&xptdk=7e55d673-6f74-4330-ade6-c3af015af7db
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmwy3794n7yb1b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Honor X6C (RAM 6GB, ROM 256GB, Refresh Rate 120Hz, Battery 5300 mAh)",Rp,3.105.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Honor X6C (RAM 6GB, ROM 256GB, Refresh Rate 120Hz, Battery 5300 mAh)
Rp
3.105.000
5.0
4 Terjual
< 2 Hari
Malang",https://shopee.co.id/Honor-X6C-(RAM-6GB-ROM-256GB-Refresh-Rate-120Hz-Battery-5300-mAh)-i.49893858.29881117627?extraParams=%7B%22display_model_id%22%3A243010402099%2C%22model_selection_logic%22%3A3%7D&sp_atk=e44b76c6-ce8f-44c7-93ba-7e40829a7d6e&xptdk=e44b76c6-ce8f-44c7-93ba-7e40829a7d6e
https://down-id.img.susercontent.com/file/sg-11134201-81zu6-mmpwhp0d9ukl93,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C 6/256 GB 5300mAh Original Garansi Resmi Official Store Handphone Ori,Rp,2.689.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-33%,,"Scrape to BigSeller
HONOR X6C 6/256 GB 5300mAh Original Garansi Resmi Official Store Handphone Ori
Rp
2.689.000
-33%
Besok
Jakarta Pusat",https://shopee.co.id/HONOR-X6C-6-256-GB-5300mAh-Original-Garansi-Resmi-Official-Store-Handphone-Ori-i.958170979.51308289881?extraParams=%7B%22display_model_id%22%3A410736616992%2C%22model_selection_logic%22%3A3%7D&sp_atk=3d08b201-e1d8-415c-a58b-a4181bebd0f5&xptdk=3d08b201-e1d8-415c-a58b-a4181bebd0f5
https://down-id.img.susercontent.com/file/id-11134207-822ws-mlzveoorezuw6c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Era 2000 - Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp,2.874.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Kombo Hemat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-28%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Era 2000 - Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun
Rp
2.874.000
-28%
Kombo Hemat
Besok
Bandung",https://shopee.co.id/Era-2000-Honor-X6c-6-256GB-Mediatek-Helio-G81-Ultra-50MP-5300mAh-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.95126305.44329349120?extraParams=%7B%22display_model_id%22%3A355657902128%2C%22model_selection_logic%22%3A3%7D&sp_atk=e93bbb70-14bb-4fdd-af22-6ea71a0adecb&xptdk=e93bbb70-14bb-4fdd-af22-6ea71a0adecb
https://down-id.img.susercontent.com/file/id-11134207-7r98u-llbopf1cx72qf9,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HANDPHONE BEKAS SECOND SMARTPHONE ANDROMAX CESI MATI TOTAL,Rp,35.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
HANDPHONE BEKAS SECOND SMARTPHONE ANDROMAX CESI MATI TOTAL
Rp
35.000
Besok
Jakarta Pusat",https://shopee.co.id/HANDPHONE-BEKAS-SECOND-SMARTPHONE-ANDROMAX-CESI-MATI-TOTAL-i.941744273.22679371412?extraParams=%7B%22display_model_id%22%3A158353867640%2C%22model_selection_logic%22%3A2%7D&sp_atk=3f6bf0e0-96df-4ef7-8894-68a0dd2dedd3&xptdk=3f6bf0e0-96df-4ef7-8894-68a0dd2dedd3
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlzwmr3jutjj79,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp,2.838.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-29%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun
Rp
2.838.000
-29%
Besok
Bandung",https://shopee.co.id/Honor-X6c-6-256GB-Mediatek-Helio-G81-Ultra-50MP-5300mAh-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.164329833.46157409608?extraParams=%7B%22display_model_id%22%3A365657954584%2C%22model_selection_logic%22%3A3%7D&sp_atk=683be94d-c038-4395-a000-d10d7e86340c&xptdk=683be94d-c038-4395-a000-d10d7e86340c
https://down-id.img.susercontent.com/file/id-11134207-7ra0t-mcaej1ya5ucea9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 Lite 5G NFC 8/256GB - Garansi Resmi,Rp,3.899.000,5.0,28 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-3%,,"Scrape to BigSeller
HONOR 400 Lite 5G NFC 8/256GB - Garansi Resmi
Rp
3.899.000
-3%
5.0
28 Terjual
Besok
Kab. Bogor",https://shopee.co.id/HONOR-400-Lite-5G-NFC-8-256GB-Garansi-Resmi-i.373573738.41908812147?extraParams=%7B%22display_model_id%22%3A253634303343%2C%22model_selection_logic%22%3A3%7D&sp_atk=eafc7359-57d1-4965-8e37-40169605cfa1&xptdk=eafc7359-57d1-4965-8e37-40169605cfa1
https://down-id.img.susercontent.com/file/a79ce58ea1fa17e9e067bf24a6ac91e8,,Honor 7S RAM 2/16 GB,Rp,3.370.000,,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Honor 7S RAM 2/16 GB
Rp
3.370.000
Cicilan
11 Terjual
Hari ini
Surabaya",https://shopee.co.id/Honor-7S-RAM-2-16-GB-i.99525641.1614585931?extraParams=%7B%22display_model_id%22%3A42866433928%2C%22model_selection_logic%22%3A3%7D&sp_atk=2d9e3365-885c-42dc-b2f3-b84c751c8209&xptdk=2d9e3365-885c-42dc-b2f3-b84c751c8209
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmt26vkxe1he31,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 400 Lite 5G 8/256GB Like New (4287 Velvet Grey) - 8/256 GB,Rp,3.280.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kediri,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Honor 400 Lite 5G 8/256GB Like New (4287 Velvet Grey) - 8/256 GB
Rp
3.280.000
5.0
4 Terjual
2-3 Hari
Kediri",https://shopee.co.id/Honor-400-Lite-5G-8-256GB-Like-New-(4287-Velvet-Grey)-8-256-GB-i.147840320.44008787147?extraParams=%7B%22display_model_id%22%3A275738836744%2C%22model_selection_logic%22%3A3%7D&sp_atk=c20762a3-75e8-4d03-99dd-2d449ee9801e&xptdk=c20762a3-75e8-4d03-99dd-2d449ee9801e
https://down-id.img.susercontent.com/file/id-11134207-8224v-mkewkohwbx1i3e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LCD Touchscreen Honor X9c original,Rp,1.175.000,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,"Scrape to BigSeller
LCD Touchscreen Honor X9c original
Rp
1.175.000
1 Terjual
2-6 Hari
Jakarta Pusat",https://shopee.co.id/LCD-Touchscreen-Honor-X9c-original-i.809657994.27594203874?extraParams=%7B%22display_model_id%22%3A405536097791%2C%22model_selection_logic%22%3A3%7D&sp_atk=e7c5b7d6-58d7-43f2-b3bf-57c6bc95db51&xptdk=e7c5b7d6-58d7-43f2-b3bf-57c6bc95db51
https://down-id.img.susercontent.com/file/03a5b74faf87cadcdf226ff7e59ac21f,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,lcd copotan honor DUA-AL00,Rp,200.000,,1-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Probolinggo,,,,,,"Scrape to BigSeller
lcd copotan honor DUA-AL00
Rp
200.000
1-4 Hari
Kab. Probolinggo",https://shopee.co.id/lcd-copotan-honor-DUA-AL00-i.384332638.10402070506?extraParams=%7B%22display_model_id%22%3A25757778245%2C%22model_selection_logic%22%3A3%7D&sp_atk=9fe74e63-5519-4060-91a9-fb5a530e7540&xptdk=9fe74e63-5519-4060-91a9-fb5a530e7540
https://down-id.img.susercontent.com/file/id-11134207-8224q-mkncd7yrrgn951,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor Magic 5 12/256GB Fullset Mulus,Rp,6.200.000,,4-11 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Singkawang,,,,,,"Scrape to BigSeller
Honor Magic 5 12/256GB Fullset Mulus
Rp
6.200.000
4-11 Hari
Singkawang",https://shopee.co.id/Honor-Magic-5-12-256GB-Fullset-Mulus-i.1510670585.40728751460?extraParams=%7B%22display_model_id%22%3A415559353979%2C%22model_selection_logic%22%3A3%7D&sp_atk=f1227c4a-302b-4cd1-bba9-b50cfdf1cc3f&xptdk=f1227c4a-302b-4cd1-bba9-b50cfdf1cc3f
https://down-id.img.susercontent.com/file/id-11134207-82251-miznlclx5dds8f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 LITE 5G 8GB 256GB,Rp,3.599.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-8%,,"Scrape to BigSeller
HONOR 400 LITE 5G 8GB 256GB
Rp
3.599.000
-8%
Produk Baru
Besok
Tangerang",https://shopee.co.id/HONOR-400-LITE-5G-8GB-256GB-i.381711453.45904058336?extraParams=%7B%22display_model_id%22%3A282304878083%2C%22model_selection_logic%22%3A3%7D&sp_atk=d26a5654-9dc6-4425-ad60-9267d1922e2d&xptdk=d26a5654-9dc6-4425-ad60-9267d1922e2d
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmsfkei2k6iw3f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.",Rp,2.679.000,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,,,"Scrape to BigSeller
(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.
Rp
2.679.000
2-3 Hari
Jakarta Pusat",https://shopee.co.id/(RESMI)-Handphone-Honor-X6C-6GB-256GB-Baterai-5300-mAh-dengan-pengisian-35W-chipset-gaming-yang-responsif-dengan-layar-120-Hz.-i.241683399.53958382857?extraParams=%7B%22display_model_id%22%3A425744080830%2C%22model_selection_logic%22%3A3%7D&sp_atk=c92dab62-6c0e-43c7-a55f-810a3cc0f122&xptdk=c92dab62-6c0e-43c7-a55f-810a3cc0f122
https://down-id.img.susercontent.com/file/id-11134207-822wj-mn1mex70p7ut0a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"honor X7D 8/512gb 5g 6.77-inch HD+120Hz refresh rate

850nits peak brightness
-
108MP f/1.75 (main)

2MP f/2.4 (portrait)

rear cameras

HONOR

TSMC 6nm

Snapdragon 685

6,500mAh battery + 35W HONOR SuperCharge

8GB RAM + 512GB ROM",Rp,4.470.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
honor X7D 8/512gb 5g 6.77-inch HD+120Hz refresh rate 850nits peak brightness - 108MP f/1.75 (main) 2MP f/2.4 (portrait) rear cameras HONOR TSMC 6nm Snapdragon 685 6,500mAh battery + 35W HONOR SuperCharge 8GB RAM + 512GB ROM
Rp
4.470.000
Besok
Semarang",https://shopee.co.id/honor-X7D-8-512gb-5g-6.77-inch-HD-120Hz-refresh-rate-850nits-peak-brightness-108MP-f-1.75-(main)-2MP-f-2.4-(portrait)-rear-cameras-HONOR-TSMC-6nm-Snapdragon-685-6-500mAh-battery-35W-HONOR-SuperCharge-8GB-RAM-512GB-ROM-i.27808649.44279246285?extraParams=%7B%22display_model_id%22%3A310639316645%2C%22model_selection_logic%22%3A3%7D&sp_atk=0e2510a0-b336-41d8-8ee2-26d527d437e3&xptdk=0e2510a0-b336-41d8-8ee2-26d527d437e3
https://down-id.img.susercontent.com/file/id-11134207-8224x-mget2qgz29lbf9,,[ Like New ] Honor 400 Lite 5G 8/256 GB Garansi Resmi Indonesia Original,Rp,3.250.000,5.0,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
[ Like New ] Honor 400 Lite 5G 8/256 GB Garansi Resmi Indonesia Original
Rp
3.250.000
5.0
3 Terjual
Besok
Jakarta Utara",https://shopee.co.id/-Like-New-Honor-400-Lite-5G-8-256-GB-Garansi-Resmi-Indonesia-Original-i.1032487382.44225916864?extraParams=%7B%22display_model_id%22%3A435033253182%2C%22model_selection_logic%22%3A3%7D&sp_atk=1c48662b-f83f-4653-acfa-01ed87f1481b&xptdk=1c48662b-f83f-4653-acfa-01ed87f1481b
https://down-id.img.susercontent.com/file/db729587e209e435878a928e427cb2a9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 9LITE 3/32GB,Rp,2.080.000,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Cicilan,,,,"Scrape to BigSeller
HONOR 9LITE 3/32GB
Rp
2.080.000
Cicilan
2-3 Hari
Bekasi",https://shopee.co.id/HONOR-9LITE-3-32GB-i.19239573.1510395294?extraParams=%7B%22display_model_id%22%3A2228216993%2C%22model_selection_logic%22%3A3%7D&sp_atk=c3e90abe-6c6c-474d-aabd-ff5c6cd68a8e&xptdk=c3e90abe-6c6c-474d-aabd-ff5c6cd68a8e
https://down-id.img.susercontent.com/file/id-11134207-8224v-ml0i9uhgb4li4a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR PAD X9A 8/128GB SECOND MULUS TERAWAT,Rp,3.299.000,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
HONOR PAD X9A 8/128GB SECOND MULUS TERAWAT
Rp
3.299.000
5.0
1 Terjual
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-PAD-X9A-8-128GB-SECOND-MULUS-TERAWAT-i.309409025.54856326483?extraParams=%7B%22display_model_id%22%3A390571617974%2C%22model_selection_logic%22%3A3%7D&sp_atk=3ef17de9-181f-4ca7-8ac9-022d163d8518&xptdk=3ef17de9-181f-4ca7-8ac9-022d163d8518
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmzo2c5356o327,,HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI,Rp,5.590.000,,4-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Batang,,,,,,"Scrape to BigSeller
HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI
Rp
5.590.000
4-6 Hari
Kab. Batang",https://shopee.co.id/HONOR-MAGIC-5-5G-12-256-RESMI-BEACUKAI-i.1585867960.57408721105?extraParams=%7B%22display_model_id%22%3A445773709637%2C%22model_selection_logic%22%3A3%7D&sp_atk=bf4aa0bd-f66d-4386-88a4-a015e22e8a81&xptdk=bf4aa0bd-f66d-4386-88a4-a015e22e8a81
https://down-id.img.susercontent.com/file/id-11134207-8224z-miv2ltr5n66da5,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HONOR X9C 5G 12/256GB NEW SEGEL GARANSI RESMI ORIGINAL,Rp,4.399.000,5.0,60 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
HONOR X9C 5G 12/256GB NEW SEGEL GARANSI RESMI ORIGINAL
Rp
4.399.000
Produk Baru
5.0
60 Terjual
Besok
Bekasi",https://shopee.co.id/HONOR-X9C-5G-12-256GB-NEW-SEGEL-GARANSI-RESMI-ORIGINAL-i.77099444.41777653110?extraParams=%7B%22display_model_id%22%3A365374484277%2C%22model_selection_logic%22%3A3%7D&sp_atk=8f59c72d-fe48-449d-89f6-ecd1d537d635&xptdk=8f59c72d-fe48-449d-89f6-ecd1d537d635
