-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,pointer-events-none_3,truncate,img_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m3hoomhn0ecfd1,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Asus Vivobook 14 E410KA N4500 8GB 256GB SSD 14 inch FHD Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.445.000,4.9,83 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus Vivobook 14 E410KA N4500 8GB 256GB SSD 14 inch FHD Windows 11
Rp
6.445.000
-1%
Cicilan
4.9
83 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Asus-Vivobook-14-E410KA-N4500-8GB-256GB-SSD-14-inch-FHD-Windows-11-i.217781231.5642270950?extraParams=%7B%22display_model_id%22%3A195361464945%2C%22model_selection_logic%22%3A3%7D&sp_atk=901e80b3-8a98-4f22-8886-878dc68243b0&xptdk=901e80b3-8a98-4f22-8886-878dc68243b0
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmtxalld7t344a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Asus Vivobook 14 L410KA Intel N4500 4GB 512GB SSD 14"" FHD Windows 11 Home",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.998.000,4.9,106 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Laptop Asus Vivobook 14 L410KA Intel N4500 4GB 512GB SSD 14"" FHD Windows 11 Home
Rp
4.998.000
-1%
Cicilan
4.9
106 Terjual
< 2 Hari
Bekasi",https://shopee.co.id/Laptop-Asus-Vivobook-14-L410KA-Intel-N4500-4GB-512GB-SSD-14-FHD-Windows-11-Home-i.121972254.3540791919?extraParams=%7B%22display_model_id%22%3A158380577464%2C%22model_selection_logic%22%3A3%7D&sp_atk=1fef3a43-4958-4076-b451-2a9eef637e05&xptdk=1fef3a43-4958-4076-b451-2a9eef637e05
https://down-id.img.susercontent.com/file/id-11134207-8224w-mji7g760m2v5a6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ASUS TUF A15 FA506NCG GeForce RTX3050 4GB - AMD Ryzen 7 7445HS RAM 8GB SSD 512GB Windows 11 + Office Home & Student + M365B Layar 15.6"" FHD IPS BLK -R735B1T-HM",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,13.752.000,5.0,45 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-24%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS TUF A15 FA506NCG GeForce RTX3050 4GB - AMD Ryzen 7 7445HS RAM 8GB SSD 512GB Windows 11 + Office Home & Student + M365B Layar 15.6"" FHD IPS BLK -R735B1T-HM
Rp
13.752.000
-24%
5.0
45 Terjual
3 jam
Surabaya",https://shopee.co.id/ASUS-TUF-A15-FA506NCG-GeForce-RTX3050-4GB-AMD-Ryzen-7-7445HS-RAM-8GB-SSD-512GB-Windows-11-Office-Home-Student-M365B-Layar-15.6-FHD-IPS-BLK-R735B1T-HM-i.1112723412.26302009100?extraParams=%7B%22display_model_id%22%3A256743540585%2C%22model_selection_logic%22%3A3%7D&sp_atk=0e635de3-5739-4ddd-a344-41f969b2e56b&xptdk=0e635de3-5739-4ddd-a344-41f969b2e56b
https://down-id.img.susercontent.com/file/id-11134207-822ws-mmljjpmccr2g46,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ASUS ExpertBook P1403CVA Core 5-210H 8GB SSD 512GB 14"" FHD W11 OHS",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,10.290.000,5.0,43 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS ExpertBook P1403CVA Core 5-210H 8GB SSD 512GB 14"" FHD W11 OHS
Rp
10.290.000
5.0
43 Terjual
< 2 Hari
Kab. Sleman",https://shopee.co.id/ASUS-ExpertBook-P1403CVA-Core-5-210H-8GB-SSD-512GB-14-FHD-W11-OHS-i.40255164.17188906485?extraParams=%7B%22display_model_id%22%3A410768727004%2C%22model_selection_logic%22%3A3%7D&sp_atk=14adb648-da88-4748-af79-5428cf1417fe&xptdk=14adb648-da88-4748-af79-5428cf1417fe
https://down-id.img.susercontent.com/file/id-11134207-81ztg-mf2bpumqdafc08,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook GO 14 E410KA N4500 8GB/256GB W11+OHS+M365B 14.0FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,6.485.000,5.0,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus Vivobook GO 14 E410KA N4500 8GB/256GB W11+OHS+M365B 14.0FHD
Rp
6.485.000
-1%
5.0
5 Terjual
2-5 Hari
Serang",https://shopee.co.id/Asus-Vivobook-GO-14-E410KA-N4500-8GB-256GB-W11-OHS-M365B-14.0FHD-i.1363387268.41422814214?extraParams=%7B%22display_model_id%22%3A430014828994%2C%22model_selection_logic%22%3A3%7D&sp_atk=61abe518-26fa-420f-ab8b-b4dff2fa22ed&xptdk=61abe518-26fa-420f-ab8b-b4dff2fa22ed
https://down-id.img.susercontent.com/file/id-11134207-7rbk9-m9uqmeaf9lalf6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus E1404FA Ryzen 3 8GB SSD 14 Inch FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.975.000,5.0,71 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus E1404FA Ryzen 3 8GB SSD 14 Inch FHD
Rp
7.975.000
5.0
71 Terjual
3-5 Hari
Banjarmasin",https://shopee.co.id/Asus-E1404FA-Ryzen-3-8GB-SSD-14-Inch-FHD-i.312419703.18285896794?extraParams=%7B%22display_model_id%22%3A176189181715%2C%22model_selection_logic%22%3A3%7D&sp_atk=9b102dfe-83fd-4e1b-9da6-45390f2c79fa&xptdk=9b102dfe-83fd-4e1b-9da6-45390f2c79fa
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mdvl0fkripdafb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook 14 X1404VA i3 16GB 512GB SSD FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.699.000,5.0,91 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus Vivobook 14 X1404VA i3 16GB 512GB SSD FHD
Rp
7.699.000
Hadiah Gratis
5.0
91 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Asus-Vivobook-14-X1404VA-i3-16GB-512GB-SSD-FHD-i.300290440.16284550634?extraParams=%7B%22display_model_id%22%3A184856460887%2C%22model_selection_logic%22%3A3%7D&sp_atk=00a62cac-70b7-408f-8d2d-57a5eb8263f3&xptdk=00a62cac-70b7-408f-8d2d-57a5eb8263f3
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lyrt7jfvi7mw27,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Laptop Asus Vivobook Go 14 E1404FA Ryzen 5 7520 Ram 16GB Ssd 512GB Win 11+Ohs 14"" Fhd Ips",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.087.000,5.0,18 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Karawang,-3%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Laptop Asus Vivobook Go 14 E1404FA Ryzen 5 7520 Ram 16GB Ssd 512GB Win 11+Ohs 14"" Fhd Ips
Rp
9.087.000
-3%
5.0
18 Terjual
3-4 Hari
Kab. Karawang",https://shopee.co.id/Laptop-Asus-Vivobook-Go-14-E1404FA-Ryzen-5-7520-Ram-16GB-Ssd-512GB-Win-11-Ohs-14-Fhd-Ips-i.1306576837.27257562353?extraParams=%7B%22display_model_id%22%3A435315746113%2C%22model_selection_logic%22%3A3%7D&sp_atk=e91cdfec-ad02-476b-acd2-0c4464ea9342&xptdk=e91cdfec-ad02-476b-acd2-0c4464ea9342
https://down-id.img.susercontent.com/file/id-11134207-8224v-mkae2a6j8jk7b7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook Go 14 Ryzen 3 8GB 512GB FHD W11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.613.000,4.9,676 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-64%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus Vivobook Go 14 Ryzen 3 8GB 512GB FHD W11
Rp
7.613.000
-64%
Hadiah Gratis
4.9
676 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Asus-Vivobook-Go-14-Ryzen-3-8GB-512GB-FHD-W11-i.250649369.14717372330?extraParams=%7B%22display_model_id%22%3A440747892816%2C%22model_selection_logic%22%3A3%7D&sp_atk=a7496695-5354-4fbd-90e5-85e06a5890a7&xptdk=a7496695-5354-4fbd-90e5-85e06a5890a7
https://down-id.img.susercontent.com/file/id-11134207-8224x-mkafpyoxyeps71,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS VivoBook Go 15 Ryzen 3 16GB 512GB SSD FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,10.249.000,4.9,307 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-35%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS VivoBook Go 15 Ryzen 3 16GB 512GB SSD FHD
Rp
10.249.000
-35%
Hadiah Gratis
4.9
307 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/ASUS-VivoBook-Go-15-Ryzen-3-16GB-512GB-SSD-FHD-i.250649369.12446619347?extraParams=%7B%22display_model_id%22%3A168157758063%2C%22model_selection_logic%22%3A3%7D&sp_atk=fffd874c-66e4-4900-8cfc-013cb1396500&xptdk=fffd874c-66e4-4900-8cfc-013cb1396500
https://down-id.img.susercontent.com/file/id-11134207-8224v-mjus95c2rdoic4,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Asus Vivobook Go 14 Ryzen 3 8GB 512GB SSD FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.298.000,5.0,17 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bogor,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Asus Vivobook Go 14 Ryzen 3 8GB 512GB SSD FHD
Rp
6.298.000
-1%
5.0
17 Terjual
< 2 Hari
Bogor",https://shopee.co.id/Asus-Vivobook-Go-14-Ryzen-3-8GB-512GB-SSD-FHD-i.757795871.21058440204?extraParams=%7B%22display_model_id%22%3A355751680758%2C%22model_selection_logic%22%3A3%7D&sp_atk=c9097fb5-930f-4fd8-b9bb-5e1fa35a262f&xptdk=c9097fb5-930f-4fd8-b9bb-5e1fa35a262f
https://down-id.img.susercontent.com/file/id-11134207-8224w-mjtkbctqc1dzab,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS EXPERTBOOK P1403CVA CORE 5 210H 8GB 512GB W11+OHS+M365B 14.0FHD 3Y GRY -S65852WS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,10.097.010,,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-60%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,"ASUS EXPERTBOOK P1403CVA CORE 5 210H 8GB 512GB W11+OHS+M365B 14.0FHD 3Y GRY -S65852WS
Rp
10.097.010
-60%
1 Terjual
3-4 Hari
Jakarta Utara",https://shopee.co.id/ASUS-EXPERTBOOK-P1403CVA-CORE-5-210H-8GB-512GB-W11-OHS-M365B-14.0FHD-3Y-GRY-S65852WS-i.1219396668.58005176696?extraParams=%7B%22display_model_id%22%3A330474724568%2C%22model_selection_logic%22%3A3%7D&sp_atk=2573ab69-dcbe-4f12-b4b4-6a0ea628ba32&xptdk=2573ab69-dcbe-4f12-b4b4-6a0ea628ba32
https://down-id.img.susercontent.com/file/id-11134207-8224w-mguqsjppqu4red,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ASUS VIVOBOOK GO 14 E1404GA I3 N305 8GB 256GB W11+OHS+M365B 14.0FHD GREEN GRY -VIPS3822M,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.094.000,5.0,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS VIVOBOOK GO 14 E1404GA I3 N305 8GB 256GB W11+OHS+M365B 14.0FHD GREEN GRY -VIPS3822M
Rp
8.094.000
-1%
5.0
1 Terjual
Besok
Surabaya",https://shopee.co.id/ASUS-VIVOBOOK-GO-14-E1404GA-I3-N305-8GB-256GB-W11-OHS-M365B-14.0FHD-GREEN-GRY-VIPS3822M-i.1471949508.40076291688?extraParams=%7B%22display_model_id%22%3A385096336023%2C%22model_selection_logic%22%3A3%7D&sp_atk=87934313-4342-4f7e-bea0-de82b02fa541&xptdk=87934313-4342-4f7e-bea0-de82b02fa541
https://down-id.img.susercontent.com/file/id-11134207-8224t-mknbdpg3z8cia2,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ASUS Expertbook P1 P1403CVA-S63852WS – Misty Grey [Intel Core i3-100U / Intel UHD Graphics  / 8GB / 512GB / 14inch / WIN11 / OHS24 / M365],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.599.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,-19%,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS Expertbook P1 P1403CVA-S63852WS – Misty Grey [Intel Core i3-100U / Intel UHD Graphics / 8GB / 512GB / 14inch / WIN11 / OHS24 / M365]
Rp
8.599.000
-19%
5.0
4 Terjual
3-4 Hari
Jakarta Timur",https://shopee.co.id/ASUS-Expertbook-P1-P1403CVA-S63852WS-%E2%80%93-Misty-Grey-Intel-Core-i3-100U-Intel-UHD-Graphics-8GB-512GB-14inch-WIN11-OHS24-M365--i.698077090.55406154295?extraParams=%7B%22display_model_id%22%3A400560093680%2C%22model_selection_logic%22%3A3%7D&sp_atk=c9ebbf3a-461e-4110-891d-0092732ed4a5&xptdk=c9ebbf3a-461e-4110-891d-0092732ed4a5
https://down-id.img.susercontent.com/file/id-11134207-7r98t-llblfga5t35d74,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,ASUS VivoBook A409FA Core i3 12GB 512GB SSD FHD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.224.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"ASUS VivoBook A409FA Core i3 12GB 512GB SSD FHD
Rp
4.224.000
-2%
5.0
4 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/ASUS-VivoBook-A409FA-Core-i3-12GB-512GB-SSD-FHD-i.566072969.23953865460?extraParams=%7B%22display_model_id%22%3A214560900273%2C%22model_selection_logic%22%3A3%7D&sp_atk=fe2ea49e-8909-447e-a9e8-8d50fa508784&xptdk=fe2ea49e-8909-447e-a9e8-8d50fa508784
https://down-id.img.susercontent.com/file/sg-11134201-81ztp-mmlu33ke22o8f6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ASUS Vivobook Go 14 E1404TA-VIPS1821M / VIPS1822M Intel Celeron N150 8GB 256GB 14"" Windows 11 OH+M365 - Notebook ASUS E1404TA-VIPS1821M / VIPS1822M N150 8GB/256GB",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.299.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"ASUS Vivobook Go 14 E1404TA-VIPS1821M / VIPS1822M Intel Celeron N150 8GB 256GB 14"" Windows 11 OH+M365 - Notebook ASUS E1404TA-VIPS1821M / VIPS1822M N150 8GB/256GB
Rp
7.299.000
Besok 12:00
Surabaya",https://shopee.co.id/ASUS-Vivobook-Go-14-E1404TA-VIPS1821M-VIPS1822M-Intel-Celeron-N150-8GB-256GB-14-Windows-11-OH-M365-Notebook-ASUS-E1404TA-VIPS1821M-VIPS1822M-N150-8GB-256GB-i.437285338.46358209172?extraParams=%7B%22display_model_id%22%3A420727758492%2C%22model_selection_logic%22%3A3%7D&sp_atk=75a5ef09-094a-400c-8688-861f8732b099&xptdk=75a5ef09-094a-400c-8688-861f8732b099
