-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-shopee-primary,img,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,w-auto,text-white,inline-block,pointer-events-none_3,truncate,text-xs_2,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-22100-wp4ueybf26ivc7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia Asha 205 dan Nokia Asha 200 second original,Rp,275.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.5,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,23 Terjual,"Scrape to BigSeller
Nokia Asha 205 dan Nokia Asha 200 second original
Rp
275.000
4.5
23 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-Asha-205-dan-Nokia-Asha-200-second-original-i.193551914.19658057519?extraParams=%7B%22display_model_id%22%3A99845146148%2C%22model_selection_logic%22%3A3%7D&sp_atk=81a7f3a0-2621-475c-a1bb-2e996b888997&xptdk=81a7f3a0-2621-475c-a1bb-2e996b888997
https://down-id.img.susercontent.com/file/id-11134207-8224r-mj830vw4uyvb00,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Dijual Handphone Second Nokia 210,Rp,199.900,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Hari ini,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Baru,Hari ini,"Scrape to BigSeller
Dijual Handphone Second Nokia 210
Rp
199.900
-1%
Produk Baru
Hari ini
Surabaya",https://shopee.co.id/Dijual-Handphone-Second-Nokia-210-i.21111963.54354337576?extraParams=%7B%22display_model_id%22%3A267318732728%2C%22model_selection_logic%22%3A3%7D&sp_atk=b1ee70cc-d788-4c9b-8ecd-3e26fabb7115&xptdk=b1ee70cc-d788-4c9b-8ecd-3e26fabb7115
https://down-id.img.susercontent.com/file/id-11134207-82251-mgs55g9yc2yzee,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia RM 1035 Hp Bekas bisa  Micro SD,Rp,38.000,-5%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,13 Terjual,"Scrape to BigSeller
Nokia RM 1035 Hp Bekas bisa Micro SD
Rp
38.000
-5%
4.6
13 Terjual
2-5 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-RM-1035-Hp-Bekas-bisa-Micro-SD-i.979239140.41526209524?extraParams=%7B%22display_model_id%22%3A370089375044%2C%22model_selection_logic%22%3A2%7D&sp_atk=70be5866-16f3-43f8-afc4-8c32f70553fc&xptdk=70be5866-16f3-43f8-afc4-8c32f70553fc
https://down-id.img.susercontent.com/file/id-11134207-8224r-mjku6fwconbac3,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 5310 (2020) Bekas Garansi Resmi #02156,Rp,353.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonogiri,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,Besok,"Scrape to BigSeller
Nokia 5310 (2020) Bekas Garansi Resmi #02156
Rp
353.000
Besok
Kab. Wonogiri",https://shopee.co.id/Nokia-5310-(2020)-Bekas-Garansi-Resmi-02156-i.1583609959.56604813175?extraParams=%7B%22display_model_id%22%3A157996550651%2C%22model_selection_logic%22%3A3%7D&sp_atk=65111874-a054-4b00-9c54-8c91564a3c02&xptdk=65111874-a054-4b00-9c54-8c91564a3c02
https://down-id.img.susercontent.com/file/id-11134207-7r98u-lr14s02dyhn1b7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 216 SELFIE / 150 DUAL SIM MP3 SCOND ORY,Rp,74.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.3,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,176 Terjual,"Scrape to BigSeller
NOKIA 216 SELFIE / 150 DUAL SIM MP3 SCOND ORY
Rp
74.000
4.3
176 Terjual
3-6 Hari
Kab. Cirebon",https://shopee.co.id/NOKIA-216-SELFIE-150-DUAL-SIM-MP3-SCOND-ORY-i.972364800.25961222168?extraParams=%7B%22display_model_id%22%3A240283900095%2C%22model_selection_logic%22%3A3%7D&sp_atk=6f0c7cc5-7ae5-4e5b-82ac-901ce734535b&xptdk=6f0c7cc5-7ae5-4e5b-82ac-901ce734535b
https://down-id.img.susercontent.com/file/291cc746a38afacd3e1b7ec6143fe9e3,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Hp Nokia N70 / Hp Jadul Nokia N70 / Hp Bekas Nokia N70 Original,Rp,249.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,47 Terjual,"Scrape to BigSeller
Hp Nokia N70 / Hp Jadul Nokia N70 / Hp Bekas Nokia N70 Original
Rp
249.000
4.6
47 Terjual
2-3 Hari
Kab. Bandung Barat",https://shopee.co.id/Hp-Nokia-N70-Hp-Jadul-Nokia-N70-Hp-Bekas-Nokia-N70-Original-i.451318957.12408638500?extraParams=%7B%22display_model_id%22%3A47425565783%2C%22model_selection_logic%22%3A3%7D&sp_atk=f9657c87-ed63-4ffe-bd77-1210eb6513ad&xptdk=f9657c87-ed63-4ffe-bd77-1210eb6513ad
https://down-id.img.susercontent.com/file/18341441ab8a4f711dd05d32d68c41dd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 6 3/32gb mulus,Rp,900.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,,,,,2 Terjual,"Scrape to BigSeller
Nokia 6 3/32gb mulus
Rp
900.000
5.0
2 Terjual
3-7 Hari
Jakarta Barat",https://shopee.co.id/Nokia-6-3-32gb-mulus-i.113814689.19620313804?extraParams=%7B%22display_model_id%22%3A68922845519%2C%22model_selection_logic%22%3A3%7D&sp_atk=287153b3-a03f-47a3-b010-57665b6d0a0a&xptdk=287153b3-a03f-47a3-b010-57665b6d0a0a
https://down-id.img.susercontent.com/file/id-11134207-8224u-mjqcpf1cvs3ld8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,NOKIA 6300 SECOND ORI,Rp,200.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lampung Utara,,,,,,3-6 Hari,"Scrape to BigSeller
NOKIA 6300 SECOND ORI
Rp
200.000
3-6 Hari
Kab. Lampung Utara",https://shopee.co.id/NOKIA-6300-SECOND-ORI-i.333351742.44655011086?extraParams=%7B%22display_model_id%22%3A325459823499%2C%22model_selection_logic%22%3A3%7D&sp_atk=2e0c178f-02e3-4cb4-a722-d82f421b8fb7&xptdk=2e0c178f-02e3-4cb4-a722-d82f421b8fb7
https://down-id.img.susercontent.com/file/id-11134201-7r98o-luwoixrr4gc614,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia reborn second ori,Rp,159.000,-41%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,25 Terjual,"Scrape to BigSeller
Nokia reborn second ori
Rp
159.000
-41%
4.7
25 Terjual
3-5 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-reborn-second-ori-i.713166277.22032965722?extraParams=%7B%22display_model_id%22%3A214070091485%2C%22model_selection_logic%22%3A3%7D&sp_atk=18df3d6a-461c-4b41-a76a-92d96774f5ae&xptdk=18df3d6a-461c-4b41-a76a-92d96774f5ae
https://down-id.img.susercontent.com/file/id-11134207-7rasf-m44od8kcjkplb7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 6300 kondisi baik,Rp,255.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,,,,,,2 Terjual,"Scrape to BigSeller
Nokia 6300 kondisi baik
Rp
255.000
5.0
2 Terjual
1-3 Hari
Kab. Jember",https://shopee.co.id/Nokia-6300-kondisi-baik-i.275504603.22820750232?extraParams=%7B%22display_model_id%22%3A213764963470%2C%22model_selection_logic%22%3A3%7D&sp_atk=131fe588-3f7a-4fd6-8e97-8a49eada0fb8&xptdk=131fe588-3f7a-4fd6-8e97-8a49eada0fb8
