-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-xs/sp14_2,text-xs,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,truncate,img_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-8224w-mjo9qnw12rcya0,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Hp Jadul ZTE,,Rp,75.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyumas,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
Hp Jadul ZTE
Rp
75.000
Besok
Kab. Banyumas",https://shopee.co.id/Hp-Jadul-ZTE-i.160772343.50604904342?extraParams=%7B%22display_model_id%22%3A307346184823%2C%22model_selection_logic%22%3A3%7D&sp_atk=9674d382-1e9a-443f-8817-753200c5007f&xptdk=9674d382-1e9a-443f-8817-753200c5007f
https://down-id.img.susercontent.com/file/sg-11134201-8262e-mlq1vx693taa5b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia Neo 3 GT 5G 8/256GB | Nubia Neo 3 5G 8/256GB Garansi Resmi Not GT 30 - [LIVE],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.772.000,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-45%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
ZTE Nubia Neo 3 GT 5G 8/256GB | Nubia Neo 3 5G 8/256GB Garansi Resmi Not GT 30 - [LIVE]
Rp
2.772.000
-45%
5.0
6 Terjual
2-3 Hari
Jakarta Pusat",https://shopee.co.id/ZTE-Nubia-Neo-3-GT-5G-8-256GB-Nubia-Neo-3-5G-8-256GB-Garansi-Resmi-Not-GT-30-LIVE--i.1639279615.50907940446?extraParams=%7B%22display_model_id%22%3A262491812013%2C%22model_selection_logic%22%3A3%7D&sp_atk=559f25bc-100f-48f3-8f1f-3d6eec054f27&xptdk=559f25bc-100f-48f3-8f1f-3d6eec054f27
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmv9ysobwzr637,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE BLADE Q3 MINUSAN,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,40.000,,4-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,,"Scrape to BigSeller
ZTE BLADE Q3 MINUSAN
Rp
40.000
4-6 Hari
Medan",https://shopee.co.id/ZTE-BLADE-Q3-MINUSAN-i.209792635.46058563985?extraParams=%7B%22display_model_id%22%3A262522692893%2C%22model_selection_logic%22%3A2%7D&sp_atk=5a99f000-ee8d-46c4-941e-2f112f6231a5&xptdk=5a99f000-ee8d-46c4-941e-2f112f6231a5
https://down-id.img.susercontent.com/file/sg-11134201-7rdxp-mbtfh3yxweaea9,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia A36 RAM 12 (4+8)  ROM 64GB - Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.449.000,5.0,153 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarmasin,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
ZTE Nubia A36 RAM 12 (4+8) ROM 64GB - Garansi Resmi
Rp
1.449.000
5.0
153 Terjual
3-5 Hari
Banjarmasin",https://shopee.co.id/ZTE-Nubia-A36-RAM-12-(4-8)-ROM-64GB-Garansi-Resmi-i.813315322.40207447543?extraParams=%7B%22display_model_id%22%3A305631481342%2C%22model_selection_logic%22%3A3%7D&sp_atk=dff3bd24-d161-4e44-af5e-6aadf0fd721b&xptdk=dff3bd24-d161-4e44-af5e-6aadf0fd721b
https://down-id.img.susercontent.com/file/id-11134207-8224p-mhcwr3b9k5xnb4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nubia ZTE A56 Garansi Resmi,,Rp,1.299.000,,3-6 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Magetan,,,,,"Scrape to BigSeller
Nubia ZTE A56 Garansi Resmi
Rp
1.299.000
3-6 Hari
Kab. Magetan",https://shopee.co.id/Nubia-ZTE-A56-Garansi-Resmi-i.1530870900.54751936898?extraParams=%7B%22display_model_id%22%3A440188417757%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f5cd723-d87c-47de-9a87-e1af000e1020&xptdk=0f5cd723-d87c-47de-9a87-e1af000e1020
https://down-id.img.susercontent.com/file/id-11134207-822wo-mloh8jdyjuo806,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE V80 Max [8GB+128GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.699.000,5.0,31 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
ZTE V80 Max [8GB+128GB] - Garansi Resmi 1 Tahun
Rp
1.699.000
5.0
31 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/ZTE-V80-Max-8GB-128GB-Garansi-Resmi-1-Tahun-i.1053062682.55007050907?extraParams=%7B%22display_model_id%22%3A390629160429%2C%22model_selection_logic%22%3A3%7D&sp_atk=6db91971-47bc-4ea2-8435-3d282ed4457d&xptdk=6db91971-47bc-4ea2-8435-3d282ed4457d
https://down-id.img.susercontent.com/file/id-11134207-822wh-mlwx90ga7bigd6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia V80 Max 6GB/128GB I 8GB/128GB Garansi Resmi ZTE Indonesia,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.679.000,4.9,20 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-35%,,"Scrape to BigSeller
ZTE Nubia V80 Max 6GB/128GB I 8GB/128GB Garansi Resmi ZTE Indonesia
Rp
1.679.000
-35%
4.9
20 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/ZTE-Nubia-V80-Max-6GB-128GB-I-8GB-128GB-Garansi-Resmi-ZTE-Indonesia-i.1119892890.57005340858?extraParams=%7B%22display_model_id%22%3A375649838221%2C%22model_selection_logic%22%3A3%7D&sp_atk=9ab24ff1-3f2c-494a-805e-c021eafc7964&xptdk=9ab24ff1-3f2c-494a-805e-c021eafc7964
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmnfxyb7cxkx64,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Zte nubia V60 design fulset lengkap 256gb ram 8gb nfc murah backdoor sehelai bagus type c garansi resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.364.000,5.0,6 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
Zte nubia V60 design fulset lengkap 256gb ram 8gb nfc murah backdoor sehelai bagus type c garansi resmi
Rp
1.364.000
5.0
6 Terjual
Besok
Jakarta Timur",https://shopee.co.id/Zte-nubia-V60-design-fulset-lengkap-256gb-ram-8gb-nfc-murah-backdoor-sehelai-bagus-type-c-garansi-resmi-i.193315282.40922457453?extraParams=%7B%22display_model_id%22%3A301827624329%2C%22model_selection_logic%22%3A3%7D&sp_atk=5194d725-5251-421a-91f8-3ea39305870b&xptdk=5194d725-5251-421a-91f8-3ea39305870b
https://down-id.img.susercontent.com/file/id-11134207-822wp-mlzx7zo433er72,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA V80 MAX 8GB 128GB 6.9 Inch 120Hz 6000mAh Fast Charging Garansi Resmi Indonesia 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.739.000,5.0,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
ZTE NUBIA V80 MAX 8GB 128GB 6.9 Inch 120Hz 6000mAh Fast Charging Garansi Resmi Indonesia 1 Tahun
Rp
1.739.000
5.0
4 Terjual
2-3 Hari
Bekasi",https://shopee.co.id/ZTE-NUBIA-V80-MAX-8GB-128GB-6.9-Inch-120Hz-6000mAh-Fast-Charging-Garansi-Resmi-Indonesia-1-Tahun-i.1368552879.50707384838?extraParams=%7B%22display_model_id%22%3A325658013392%2C%22model_selection_logic%22%3A3%7D&sp_atk=965e11df-5408-4f37-a798-9a58de5274ac&xptdk=965e11df-5408-4f37-a798-9a58de5274ac
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-mac6idtsbxzu2b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"ZTE Nubia Neo 3 5G (8+12GB Ram, 256GB Rom, 6000 mAH)",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.921.000,5.0,29 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
ZTE Nubia Neo 3 5G (8+12GB Ram, 256GB Rom, 6000 mAH)
Rp
2.921.000
5.0
29 Terjual
< 2 Hari
Malang",https://shopee.co.id/ZTE-Nubia-Neo-3-5G-(8-12GB-Ram-256GB-Rom-6000-mAH)-i.49893858.40302525587?extraParams=%7B%22display_model_id%22%3A281472746420%2C%22model_selection_logic%22%3A3%7D&sp_atk=dc11c33f-cbc3-4f0c-a94b-9daa441685ca&xptdk=dc11c33f-cbc3-4f0c-a94b-9daa441685ca
https://down-id.img.susercontent.com/file/id-11134207-822wl-mn2kjupsqc5gcd,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE NUBIA V80 MAX 8GB+128GB Unisoc T7250 Battrey 6000mAh 50MP 6.9inci IPS LCD 120Hz,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,1.739.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-65%,,"Scrape to BigSeller
ZTE NUBIA V80 MAX 8GB+128GB Unisoc T7250 Battrey 6000mAh 50MP 6.9inci IPS LCD 120Hz
Rp
1.739.000
-65%
Besok
Jakarta Selatan",https://shopee.co.id/ZTE-NUBIA-V80-MAX-8GB-128GB-Unisoc-T7250-Battrey-6000mAh-50MP-6.9inci-IPS-LCD-120Hz-i.1385580406.49308882716?extraParams=%7B%22display_model_id%22%3A445786346258%2C%22model_selection_logic%22%3A3%7D&sp_atk=3b7797e5-2024-470a-bf70-4fdd6c274392&xptdk=3b7797e5-2024-470a-bf70-4fdd6c274392
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmvcuvb5sm4me9,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE Nubia A76 5G [8GB+128GB] - Garansi Resmi 1 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,1.899.000,,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,"Scrape to BigSeller
ZTE Nubia A76 5G [8GB+128GB] - Garansi Resmi 1 Tahun
Rp
1.899.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/ZTE-Nubia-A76-5G-8GB-128GB-Garansi-Resmi-1-Tahun-i.1053062682.51408318776?extraParams=%7B%22display_model_id%22%3A262511893772%2C%22model_selection_logic%22%3A3%7D&sp_atk=287a054b-130d-4d2b-a57b-aa44bc0dac68&xptdk=287a054b-130d-4d2b-a57b-aa44bc0dac68
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmr4i6jzgruqfc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE BLADE A55 4/128GB SECOND MULUS TERAWAT,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.169.000,,2 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,2 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,"Scrape to BigSeller
ZTE BLADE A55 4/128GB SECOND MULUS TERAWAT
Rp
1.169.000
2 jam
Kab. Sidoarjo",https://shopee.co.id/ZTE-BLADE-A55-4-128GB-SECOND-MULUS-TERAWAT-i.309409025.52258330149?extraParams=%7B%22display_model_id%22%3A335739546712%2C%22model_selection_logic%22%3A3%7D&sp_atk=74bd41b6-f7fa-4584-9231-8c06e7174231&xptdk=74bd41b6-f7fa-4584-9231-8c06e7174231
https://down-id.img.susercontent.com/file/id-11134207-8224q-mjzob472r3erc0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HP NUBIA V70 8/25628GB (Garansi Resmi ZTE 1 thn),https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.800.000,4.9,552 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,5 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
HP NUBIA V70 8/25628GB (Garansi Resmi ZTE 1 thn)
Rp
2.800.000
4.9
552 Terjual
5 jam
Surabaya",https://shopee.co.id/HP-NUBIA-V70-8-25628GB-(Garansi-Resmi-ZTE-1-thn)-i.457871974.26956723748?extraParams=%7B%22display_model_id%22%3A390493137181%2C%22model_selection_logic%22%3A3%7D&sp_atk=8569cb21-0a8c-4fa0-ad75-8cda9304181f&xptdk=8569cb21-0a8c-4fa0-ad75-8cda9304181f
https://down-id.img.susercontent.com/file/sg-11134201-82622-mlq276tauyh09f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,ZTE Nubia A56 4/128GB Garansi Resmi - Handphone NFC - [ Digitech Mall ],https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.539.000,5.0,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,-23%,,"Scrape to BigSeller
ZTE Nubia A56 4/128GB Garansi Resmi - Handphone NFC - [ Digitech Mall ]
Rp
1.539.000
-23%
5.0
22 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/ZTE-Nubia-A56-4-128GB-Garansi-Resmi-Handphone-NFC-Digitech-Mall--i.997924483.27105890170?extraParams=%7B%22display_model_id%22%3A276868467737%2C%22model_selection_logic%22%3A3%7D&sp_atk=91a0e4ab-1f18-4fc1-a3a2-d4024e306171&xptdk=91a0e4ab-1f18-4fc1-a3a2-d4024e306171
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mcivs6tkn5gjb7,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"ZTE Blade A56 (RAM 4GB, ROM 128GB, 6.75-inch 90Hz)",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,1.786.000,4.9,26 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,2 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,,,"Scrape to BigSeller
ZTE Blade A56 (RAM 4GB, ROM 128GB, 6.75-inch 90Hz)
Rp
1.786.000
4.9
26 Terjual
2 jam
Surabaya",https://shopee.co.id/ZTE-Blade-A56-(RAM-4GB-ROM-128GB-6.75-inch-90Hz)-i.49893858.27460377211?extraParams=%7B%22display_model_id%22%3A208213829853%2C%22model_selection_logic%22%3A3%7D&sp_atk=de01d64d-3e9b-43ee-a16a-99bdd01d51e6&xptdk=de01d64d-3e9b-43ee-a16a-99bdd01d51e6
https://down-id.img.susercontent.com/file/id-11134207-8224x-mhve0gn3iu4id4,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,ZTE BLADE V50 DESIGN 8+8/128 Second,,Rp,1.175.000,,6-11 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bengkalis,,,,,"Scrape to BigSeller
ZTE BLADE V50 DESIGN 8+8/128 Second
Rp
1.175.000
6-11 Hari
Kab. Bengkalis",https://shopee.co.id/ZTE-BLADE-V50-DESIGN-8-8-128-Second-i.38334331.46252629931?extraParams=%7B%22display_model_id%22%3A196343973537%2C%22model_selection_logic%22%3A3%7D&sp_atk=6e08dcd6-40a3-4522-8ef9-d031ef1bf435&xptdk=6e08dcd6-40a3-4522-8ef9-d031ef1bf435
https://down-id.img.susercontent.com/file/id-11134207-822wq-mn9f6blmu9z92f,https://down-id.img.susercontent.com/file/id-11134258-7ra0r-mbetcosmf42z25,ZTE Nubia Focus 2 5G 8/256GB Garansi Resmi Official,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,2.698.000,,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,-4%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
ZTE Nubia Focus 2 5G 8/256GB Garansi Resmi Official
Rp
2.698.000
-4%
Besok
Jakarta Pusat",https://shopee.co.id/ZTE-Nubia-Focus-2-5G-8-256GB-Garansi-Resmi-Official-i.1784950071.53059050768?extraParams=%7B%22display_model_id%22%3A335811258998%2C%22model_selection_logic%22%3A3%7D&sp_atk=9d14d968-5c4d-44d8-95e8-813c389138dc&xptdk=9d14d968-5c4d-44d8-95e8-813c389138dc
https://down-id.img.susercontent.com/file/id-11134207-7ra0k-mbqh3fptcq4ca6,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,ZTE Blade V50 Ram 8 Rom 256GB,,Rp,1.287.500,,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,,-23%,,"Scrape to BigSeller
ZTE Blade V50 Ram 8 Rom 256GB
Rp
1.287.500
-23%
2-5 Hari
Surabaya",https://shopee.co.id/ZTE-Blade-V50-Ram-8-Rom-256GB-i.1568095600.41107162015?extraParams=%7B%22display_model_id%22%3A295606406304%2C%22model_selection_logic%22%3A3%7D&sp_atk=46dc91d4-5150-4cee-975c-294e0c2297f8&xptdk=46dc91d4-5150-4cee-975c-294e0c2297f8
