-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,truncate,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,text-shopee-primary,text-shopee-green,pointer-events-none_3,img,text-xs/sp14_3,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wr-mmtsipppbk7a1b,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,MSI GF65 Thin 10SDR BARU ! BNOB !,,Rp,8.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pontianak,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=53358462461&shopid=1227922541,"MSI GF65 Thin 10SDR BARU ! BNOB !
Rp
8.500.000
< 2 Hari
Pontianak",https://shopee.co.id/MSI-GF65-Thin-10SDR-BARU-!-BNOB-!-i.1227922541.53358462461?extraParams=%7B%22display_model_id%22%3A420750901954%2C%22model_selection_logic%22%3A3%7D&sp_atk=f8e45ac0-ca27-4d8d-868a-f6a933964726&xptdk=f8e45ac0-ca27-4d8d-868a-f6a933964726
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m91hsixscv320b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Gaming GF63 Thin I7 GTX 1650 16GB 512GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.900.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,2 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29635028986&shopid=201383432,"MSI Gaming GF63 Thin I7 GTX 1650 16GB 512GB SSD
Rp
7.900.000
5.0
2 Terjual
< 2 Hari
Bandung",https://shopee.co.id/MSI-Gaming-GF63-Thin-I7-GTX-1650-16GB-512GB-SSD-i.201383432.29635028986?extraParams=%7B%22display_model_id%22%3A177148152078%2C%22model_selection_logic%22%3A3%7D&sp_atk=32668c78-7d7d-42bd-aa9f-9c09691e9139&xptdk=32668c78-7d7d-42bd-aa9f-9c09691e9139
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m74mxn82w88715,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV GARANSI RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.235.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,1 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25492437491&shopid=697591682,"LAPTOP MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y SLV GARANSI RESMI
Rp
9.235.000
1 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/LAPTOP-MSI-MODERN-14-I5-1334-8GB-512GB-W11-14.0FHD-BLIT-2Y-SLV-GARANSI-RESMI-i.697591682.25492437491?extraParams=%7B%22display_model_id%22%3A215860605430%2C%22model_selection_logic%22%3A3%7D&sp_atk=4ea69376-432b-431d-9dcf-57d2d1a4f135&xptdk=4ea69376-432b-431d-9dcf-57d2d1a4f135
https://down-id.img.susercontent.com/file/id-11134207-7rasj-m3cgaj1va5042e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI BRAVO 15B7ED RYZEN 5-7535HS RAM 8GB/SSD 512GB RX 6550M 4GB SETARA RTX 3050,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,1 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28769606989&shopid=965428056,"MSI BRAVO 15B7ED RYZEN 5-7535HS RAM 8GB/SSD 512GB RX 6550M 4GB SETARA RTX 3050
Rp
9.500.000
5.0
1 Terjual
3-4 Hari
Bandung",https://shopee.co.id/MSI-BRAVO-15B7ED-RYZEN-5-7535HS-RAM-8GB-SSD-512GB-RX-6550M-4GB-SETARA-RTX-3050-i.965428056.28769606989?extraParams=%7B%22display_model_id%22%3A195611516260%2C%22model_selection_logic%22%3A3%7D&sp_atk=86d1d5b4-0962-4439-9fae-ca91691f973a&xptdk=86d1d5b4-0962-4439-9fae-ca91691f973a
https://down-id.img.susercontent.com/file/id-11134207-8224r-mi14b1ks9jph43,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"MSI TITAN 18 HX AI A2XWJG 475 GeForce RTX 5090 24GB/Ultra 9 285HX/64GB/6TB SSD/18"" UHD+/W11",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,104.779.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27730098034&shopid=110101298,"MSI TITAN 18 HX AI A2XWJG 475 GeForce RTX 5090 24GB/Ultra 9 285HX/64GB/6TB SSD/18"" UHD+/W11
Rp
104.779.000
< 2 Hari
Medan",https://shopee.co.id/MSI-TITAN-18-HX-AI-A2XWJG-475-GeForce-RTX-5090-24GB-Ultra-9-285HX-64GB-6TB-SSD-18-UHD-W11-i.110101298.27730098034?extraParams=%7B%22display_model_id%22%3A168792883442%2C%22model_selection_logic%22%3A3%7D&sp_atk=7a0dc5d1-f96a-440d-8eb3-c66dad568094&xptdk=7a0dc5d1-f96a-440d-8eb3-c66dad568094
https://down-id.img.susercontent.com/file/id-11134207-822wm-mn41jb522y9w8a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Terbaru MSI MODERN 14 | Intel Core i5 1334 RAM 8GB 512GB Tipis Ringan Garansi 2 Tahun,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.441.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,-2%,3-4 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=51458932830&shopid=243265767,"Laptop Terbaru MSI MODERN 14 | Intel Core i5 1334 RAM 8GB 512GB Tipis Ringan Garansi 2 Tahun
Rp
9.441.000
-2%
3-4 Hari
Depok",https://shopee.co.id/Laptop-Terbaru-MSI-MODERN-14-Intel-Core-i5-1334-RAM-8GB-512GB-Tipis-Ringan-Garansi-2-Tahun-i.243265767.51458932830?extraParams=%7B%22display_model_id%22%3A370792332997%2C%22model_selection_logic%22%3A3%7D&sp_atk=a17194f4-d8bc-4039-94d9-64743797a14f&xptdk=a17194f4-d8bc-4039-94d9-64743797a14f
https://down-id.img.susercontent.com/file/id-11134207-822wg-mmy2fi0vlybo54,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI THIN A15 RYZEN 7 7735HS RTX3050 4GB/ 8GB 512GB W11 15.6FHD 144HZ BLIT 2Y GRY -B7UC.664,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,13.194.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-45%,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=50406940032&shopid=1112723412,"MSI THIN A15 RYZEN 7 7735HS RTX3050 4GB/ 8GB 512GB W11 15.6FHD 144HZ BLIT 2Y GRY -B7UC.664
Rp
13.194.000
-45%
Besok
Surabaya",https://shopee.co.id/MSI-THIN-A15-RYZEN-7-7735HS-RTX3050-4GB-8GB-512GB-W11-15.6FHD-144HZ-BLIT-2Y-GRY-B7UC.664-i.1112723412.50406940032?extraParams=%7B%22display_model_id%22%3A400619728638%2C%22model_selection_logic%22%3A3%7D&sp_atk=88567ee4-7c64-4ad5-8174-1f65ffed72e3&xptdk=88567ee4-7c64-4ad5-8174-1f65ffed72e3
https://down-id.img.susercontent.com/file/id-11134207-822wq-mmyj6d47nj7o9b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 F13MG I5 1334 8GB 512GB 14.0 FHD W11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.519.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Pekanbaru,,< 2 Hari,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=44558706351&shopid=116168858,"MSI MODERN 14 F13MG I5 1334 8GB 512GB 14.0 FHD W11
Rp
9.519.000
< 2 Hari
Pekanbaru",https://shopee.co.id/MSI-MODERN-14-F13MG-I5-1334-8GB-512GB-14.0-FHD-W11-i.116168858.44558706351?extraParams=%7B%22display_model_id%22%3A350769988488%2C%22model_selection_logic%22%3A3%7D&sp_atk=c610a2fd-32a2-4a2b-8e93-fe7fac1cc084&xptdk=c610a2fd-32a2-4a2b-8e93-fe7fac1cc084
https://down-id.img.susercontent.com/file/id-11134207-8224u-mjfek2brgn40dc,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y RESMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,9.137.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Serang,-2%,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=50204594162&shopid=1471353363,"MSI MODERN 14 I5 1334 8GB 512GB W11 14.0FHD BLIT 2Y RESMI
Rp
9.137.000
-2%
< 2 Hari
Serang",https://shopee.co.id/MSI-MODERN-14-I5-1334-8GB-512GB-W11-14.0FHD-BLIT-2Y-RESMI-i.1471353363.50204594162?extraParams=%7B%22display_model_id%22%3A350786339544%2C%22model_selection_logic%22%3A3%7D&sp_atk=95c15c69-4df0-4124-b77a-ced91df3341d&xptdk=95c15c69-4df0-4124-b77a-ced91df3341d
https://down-id.img.susercontent.com/file/id-11134207-8224y-ml2ykjbp9xq90f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Thin 15 i7 RTX3050 16GB 512GB 144Hz Display,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,14.106.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-50%,204 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=11325858876&shopid=250649369,"MSI Thin 15 i7 RTX3050 16GB 512GB 144Hz Display
Rp
14.106.000
-50%
Cicilan
Hadiah Gratis
5.0
204 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/MSI-Thin-15-i7-RTX3050-16GB-512GB-144Hz-Display-i.250649369.11325858876?extraParams=%7B%22display_model_id%22%3A325555611435%2C%22model_selection_logic%22%3A3%7D&sp_atk=838783dc-32d6-4c52-8b69-2dd49252239d&xptdk=838783dc-32d6-4c52-8b69-2dd49252239d
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmifppid4w01d5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI THIN 15 GeForceRTX3050 4GB - I5 13420H | RAM8GB - SSD512GB W11 15.6FHD 144HZ BLIT 2Y GRY -B13UC.3449,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,13.062.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,-31%,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=51708033782&shopid=1112723412,"MSI THIN 15 GeForceRTX3050 4GB - I5 13420H | RAM8GB - SSD512GB W11 15.6FHD 144HZ BLIT 2Y GRY -B13UC.3449
Rp
13.062.000
-31%
Besok
Surabaya",https://shopee.co.id/MSI-THIN-15-GeForceRTX3050-4GB-I5-13420H-RAM8GB-SSD512GB-W11-15.6FHD-144HZ-BLIT-2Y-GRY-B13UC.3449-i.1112723412.51708033782?extraParams=%7B%22display_model_id%22%3A390714546840%2C%22model_selection_logic%22%3A3%7D&sp_atk=cce58e7b-4ac5-497a-86ab-7bdbf50b4b87&xptdk=cce58e7b-4ac5-497a-86ab-7bdbf50b4b87
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mc90uxmp7ye6ee,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 F13MG 062ID - Intel Core I5 1335U 512GB SSD 8GB RAM INTEL UHD Graphics  - Platinum Grey Notebook Laptop,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.794.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,-1%,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28671088304&shopid=135105440,"MSI MODERN 14 F13MG 062ID - Intel Core I5 1335U 512GB SSD 8GB RAM INTEL UHD Graphics - Platinum Grey Notebook Laptop
Rp
9.794.000
-1%
< 2 Hari
Malang",https://shopee.co.id/MSI-MODERN-14-F13MG-062ID-Intel-Core-I5-1335U-512GB-SSD-8GB-RAM-INTEL-UHD-Graphics-Platinum-Grey-Notebook-Laptop-i.135105440.28671088304?extraParams=%7B%22display_model_id%22%3A195653348635%2C%22model_selection_logic%22%3A3%7D&sp_atk=084fee25-1f15-4b24-a093-cd6e6eba8228&xptdk=084fee25-1f15-4b24-a093-cd6e6eba8228
https://down-id.img.susercontent.com/file/sg-11134201-7rdw1-mdognhapielmeb,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI MODERN 14 F13MG I5 1334U 8GB 512GB 14 0 FHD IPS 2YR W11 OHS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,9.487.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,,2 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=42264326840&shopid=28377910,"MSI MODERN 14 F13MG I5 1334U 8GB 512GB 14 0 FHD IPS 2YR W11 OHS
Rp
9.487.000
5.0
2 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/MSI-MODERN-14-F13MG-I5-1334U-8GB-512GB-14-0-FHD-IPS-2YR-W11-OHS-i.28377910.42264326840?extraParams=%7B%22display_model_id%22%3A415492008460%2C%22model_selection_logic%22%3A3%7D&sp_atk=960cdf5f-15bb-484d-924c-fe163be6e456&xptdk=960cdf5f-15bb-484d-924c-fe163be6e456
https://down-id.img.susercontent.com/file/id-11134207-7ras8-m21ryurvkuhm6d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI GF63 Thin 11UC i5 RTX 3050 16GB 512GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,8.800.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,7 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.6,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=21241805111&shopid=277449743,"MSI GF63 Thin 11UC i5 RTX 3050 16GB 512GB SSD
Rp
8.800.000
4.6
7 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/MSI-GF63-Thin-11UC-i5-RTX-3050-16GB-512GB-SSD-i.277449743.21241805111?extraParams=%7B%22display_model_id%22%3A185516724629%2C%22model_selection_logic%22%3A3%7D&sp_atk=4f2f2b9c-a76c-4731-a424-476a85f9bb1d&xptdk=4f2f2b9c-a76c-4731-a424-476a85f9bb1d
https://down-id.img.susercontent.com/file/id-11134207-8224z-mkji6887wyyte7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Modern 14 F13MG Gray Notebook Laptop 512GB SSD 8GB RAM,,Rp,9.599.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,2-3 Hari,,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=57706048275&shopid=1530696614,"MSI Modern 14 F13MG Gray Notebook Laptop 512GB SSD 8GB RAM
Rp
9.599.000
2-3 Hari
Surabaya",https://shopee.co.id/MSI-Modern-14-F13MG-Gray-Notebook-Laptop-512GB-SSD-8GB-RAM-i.1530696614.57706048275?extraParams=%7B%22display_model_id%22%3A390551295932%2C%22model_selection_logic%22%3A3%7D&sp_atk=fb7a95d0-d52e-438b-90c1-9f29fda746d9&xptdk=fb7a95d0-d52e-438b-90c1-9f29fda746d9
https://down-id.img.susercontent.com/file/id-11134207-822wt-mmk67gt57t3617,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,MSI Venture 14 AI OLED Ultra 7 16GB 1TB W11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,13.294.000,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,-49%,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=11955904736&shopid=250649369,"MSI Venture 14 AI OLED Ultra 7 16GB 1TB W11
Rp
13.294.000
-49%
Cicilan
5.0
16 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/MSI-Venture-14-AI-OLED-Ultra-7-16GB-1TB-W11-i.250649369.11955904736?extraParams=%7B%22display_model_id%22%3A320725237115%2C%22model_selection_logic%22%3A3%7D&sp_atk=084ba064-214a-4a57-85fd-9cc23ec8b635&xptdk=084ba064-214a-4a57-85fd-9cc23ec8b635
