-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,pointer-events-none,align-middle,truncate,pointer-events-none_2,text-shopee-green,w-auto,text-white,inline-block,img,text-xs/sp14_2,text-shopee-primary,pointer-events-none_3,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0s-mc7fa26vnxr5af,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 Lite 5G Smartphone RAM 16GB [8GB+8GB] + ROM 256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi,Rp,4.019.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,96 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
HONOR 400 Lite 5G Smartphone RAM 16GB [8GB+8GB] + ROM 256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi
Rp
4.019.000
Hadiah Gratis
5.0
96 Terjual
Besok
Tangerang",https://shopee.co.id/HONOR-400-Lite-5G-Smartphone-RAM-16GB-8GB-8GB-ROM-256GB-AI-Camera-Button-Ultra-Clear-Camera-Ultra-tough-Triple-Defense-Garansi-Resmi-i.783890378.29438698390?extraParams=%7B%22display_model_id%22%3A305776576029%2C%22model_selection_logic%22%3A3%7D&sp_atk=56f22632-16cd-43ef-989c-f5ca82dda4e8&xptdk=56f22632-16cd-43ef-989c-f5ca82dda4e8
https://down-id.img.susercontent.com/file/id-11134207-822wp-mmugs3ba7qiqc2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Honor 200 Pro 5G 12GB 512GB | Snapdragon 8s Gen 3 Layar 6,78"" OLED Quad-curved 120Hz Battery 5200mAh Fast Charge 100W Garansi Resmi",Rp,6.935.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,Produk Baru,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,4 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
Honor 200 Pro 5G 12GB 512GB | Snapdragon 8s Gen 3 Layar 6,78"" OLED Quad-curved 120Hz Battery 5200mAh Fast Charge 100W Garansi Resmi
Rp
6.935.000
Produk Baru
5.0
4 Terjual
Batam",https://shopee.co.id/Honor-200-Pro-5G-12GB-512GB-Snapdragon-8s-Gen-3-Layar-6-78-OLED-Quad-curved-120Hz-Battery-5200mAh-Fast-Charge-100W-Garansi-Resmi-i.644767771.55804155927?extraParams=%7B%22display_model_id%22%3A355393859018%2C%22model_selection_logic%22%3A3%7D&sp_atk=4e4229a6-b948-45d1-ad40-611389df247d&xptdk=4e4229a6-b948-45d1-ad40-611389df247d
https://down-id.img.susercontent.com/file/id-11134207-82252-mfutkqdjl7gv67,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 400 5G 12/512 SECOND MULUS TERAWAT,Rp,6.161.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,10 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,3 jam,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
HONOR 400 5G 12/512 SECOND MULUS TERAWAT
Rp
6.161.000
5.0
10 Terjual
3 jam
Kab. Sidoarjo",https://shopee.co.id/HONOR-400-5G-12-512-SECOND-MULUS-TERAWAT-i.309409025.42374268022?extraParams=%7B%22display_model_id%22%3A271969068620%2C%22model_selection_logic%22%3A3%7D&sp_atk=bead0731-01b7-4ea0-b0e6-41b93bb61fee&xptdk=bead0731-01b7-4ea0-b0e6-41b93bb61fee
https://down-id.img.susercontent.com/file/id-11134207-822wl-mmvmc5dxyk8yf7,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C 6/256 GB Garansi Resmi,Rp,3.199.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Honor X6C 6/256 GB Garansi Resmi
Rp
3.199.000
Besok
Bandung",https://shopee.co.id/Honor-X6C-6-256-GB-Garansi-Resmi-i.1284276257.41629926239?extraParams=%7B%22display_model_id%22%3A287522932477%2C%22model_selection_logic%22%3A3%7D&sp_atk=0f784c0e-9847-4337-857d-ce57986c4a31&xptdk=0f784c0e-9847-4337-857d-ce57986c4a31
https://down-id.img.susercontent.com/file/id-11134207-822wn-mlkhe3etbdvn0f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 70 mulus,Rp,3.600.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sidoarjo,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
Honor 70 mulus
Rp
3.600.000
Besok
Kab. Sidoarjo",https://shopee.co.id/Honor-70-mulus-i.113655715.53306935872?extraParams=%7B%22display_model_id%22%3A325619983910%2C%22model_selection_logic%22%3A3%7D&sp_atk=9e0a00be-a2d5-460a-8596-cf19fdf5c5aa&xptdk=9e0a00be-a2d5-460a-8596-cf19fdf5c5aa
https://down-id.img.susercontent.com/file/c9ce4e9e0598c9b2aa722adc8424cd28,,HONOR 8X FREE HEADSHET BT,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Purbalingga,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-8 Hari,,,,,,,,"Scrape to BigSeller
HONOR 8X FREE HEADSHET BT
Rp
3.999.000
5-8 Hari
Kab. Purbalingga",https://shopee.co.id/HONOR-8X-FREE-HEADSHET-BT-i.29343230.1851020436?extraParams=%7B%22display_model_id%22%3A90427475970%2C%22model_selection_logic%22%3A3%7D&sp_atk=fe9b5c8d-d1e9-4af2-a624-87a8d800fee9&xptdk=fe9b5c8d-d1e9-4af2-a624-87a8d800fee9
https://down-id.img.susercontent.com/file/id-11134207-822wk-mlzwmr3jutjj79,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp,2.838.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-29%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun
Rp
2.838.000
-29%
Besok
Bandung",https://shopee.co.id/Honor-X6c-6-256GB-Mediatek-Helio-G81-Ultra-50MP-5300mAh-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.164329833.46157409608?extraParams=%7B%22display_model_id%22%3A365657954584%2C%22model_selection_logic%22%3A3%7D&sp_atk=9aa5c718-bd6d-4d13-b041-7616d17cf353&xptdk=9aa5c718-bd6d-4d13-b041-7616d17cf353
https://down-id.img.susercontent.com/file/id-11134207-822wo-mmvl6kfr6l8ie6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X7D 8GB/256GB Garansi Resmi Honor Indonesia,Rp,4.079.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-18%,,"Scrape to BigSeller
Honor X7D 8GB/256GB Garansi Resmi Honor Indonesia
Rp
4.079.000
-18%
Besok
Jakarta Pusat",https://shopee.co.id/Honor-X7D-8GB-256GB-Garansi-Resmi-Honor-Indonesia-i.1119892890.56858551631?extraParams=%7B%22display_model_id%22%3A370758650023%2C%22model_selection_logic%22%3A3%7D&sp_atk=f0457d58-c416-4ba2-80c9-76c620f629fa&xptdk=f0457d58-c416-4ba2-80c9-76c620f629fa
https://down-id.img.susercontent.com/file/id-11134207-8224r-mijy44myeh3889,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp,4.449.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,23 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun
Rp
4.449.000
5.0
23 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12GB-256GB-Garansi-Resmi-1-Tahun-i.196149175.24094273171?extraParams=%7B%22display_model_id%22%3A248227287381%2C%22model_selection_logic%22%3A3%7D&sp_atk=2774b1e8-7e2c-49a8-91d4-bb850982dca7&xptdk=2774b1e8-7e2c-49a8-91d4-bb850982dca7
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmo599mczvuqaa,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C 6GB/256GB NEW Garansi RESMI,Rp,2.689.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
HONOR X6C 6GB/256GB NEW Garansi RESMI
Rp
2.689.000
Besok
Depok",https://shopee.co.id/HONOR-X6C-6GB-256GB-NEW-Garansi-RESMI-i.923855370.26339357076?extraParams=%7B%22display_model_id%22%3A295924197330%2C%22model_selection_logic%22%3A3%7D&sp_atk=41702e11-964e-49ae-8b5f-afd419d5b01d&xptdk=41702e11-964e-49ae-8b5f-afd419d5b01d
https://down-id.img.susercontent.com/file/ad5748fcf72e27ea419f5627d3a3eb58,,Honor 9i 3/32GB garansi resmi,Rp,2.500.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,,,,,,,,,"Scrape to BigSeller
Honor 9i 3/32GB garansi resmi
Rp
2.500.000
Cicilan
Kab. Tangerang",https://shopee.co.id/Honor-9i-3-32GB-garansi-resmi-i.92074433.1528811617?extraParams=%7B%22display_model_id%22%3A2269641407%2C%22model_selection_logic%22%3A3%7D&sp_atk=691c82a7-fdeb-4b72-8738-2e224b27f657&xptdk=691c82a7-fdeb-4b72-8738-2e224b27f657
https://down-id.img.susercontent.com/file/ce8177a08ea0dc6cb0592463136f3a42,,Hp android honor,Rp,2.000.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjar,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,,,,,,,,"Scrape to BigSeller
Hp android honor
Rp
2.000.000
Cicilan
4-7 Hari
Banjar",https://shopee.co.id/Hp-android-honor-i.94321192.2673679022?extraParams=%7B%22display_model_id%22%3A52604016483%2C%22model_selection_logic%22%3A3%7D&sp_atk=31120998-ed52-4dc1-9b81-2bbac251497b&xptdk=31120998-ed52-4dc1-9b81-2bbac251497b
https://down-id.img.susercontent.com/file/id-11134207-7rbk1-madr9e7ragzcdd,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp,4.449.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,38 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,,,"Scrape to BigSeller
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun
Rp
4.449.000
4.8
38 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Honor-X9C-5G-12GB-256GB-Garansi-Resmi-1-Tahun-i.463757917.41250072874?extraParams=%7B%22display_model_id%22%3A196074719377%2C%22model_selection_logic%22%3A3%7D&sp_atk=e1cc5178-194d-4b62-a682-c422bd33b327&xptdk=e1cc5178-194d-4b62-a682-c422bd33b327
https://down-id.img.susercontent.com/file/3218ac0e83ffc2138b580123dbf5f442,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 9i RAM 3GB / 32GB GARANSI RESMI 1 TAHUN BUKAN OPPO A3S 3GB/32GB,Rp,2.138.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,20 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
HONOR 9i RAM 3GB / 32GB GARANSI RESMI 1 TAHUN BUKAN OPPO A3S 3GB/32GB
Rp
2.138.999
Cicilan
5.0
20 Terjual
3-4 Hari
Tangerang Selatan",https://shopee.co.id/HONOR-9i-RAM-3GB-32GB-GARANSI-RESMI-1-TAHUN-BUKAN-OPPO-A3S-3GB-32GB-i.119346266.1969476856?extraParams=%7B%22display_model_id%22%3A50858172572%2C%22model_selection_logic%22%3A3%7D&sp_atk=2da6ccec-fbea-4f93-809e-ceefb537c956&xptdk=2da6ccec-fbea-4f93-809e-ceefb537c956
https://down-id.img.susercontent.com/file/id-11134207-822wq-mm01lsj7pxc44a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6C 6/256 GB 5300 mAh NEW GARANSI - BATAM,Rp,3.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,,,,,"Scrape to BigSeller
HONOR X6C 6/256 GB 5300 mAh NEW GARANSI - BATAM
Rp
3.099.000
Batam",https://shopee.co.id/HONOR-X6C-6-256-GB-5300-mAh-NEW-GARANSI-BATAM-i.911962001.46657426008?extraParams=%7B%22display_model_id%22%3A395658489493%2C%22model_selection_logic%22%3A3%7D&sp_atk=d2077ad7-5e2a-4015-8103-7f2ebf30fa11&xptdk=d2077ad7-5e2a-4015-8103-7f2ebf30fa11
https://down-id.img.susercontent.com/file/id-11134207-822wi-mn1mz1ldyhvo9f,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,honor 400 5g 12/512 - AMOLED 120HZ - 6.55 inches - Qualcomm Snapdragon 7Gen 3 - 200 MP Dual Camera - 6000 mAh Battery,Rp,6.873.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Semarang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,"Scrape to BigSeller
honor 400 5g 12/512 - AMOLED 120HZ - 6.55 inches - Qualcomm Snapdragon 7Gen 3 - 200 MP Dual Camera - 6000 mAh Battery
Rp
6.873.000
Besok
Semarang",https://shopee.co.id/honor-400-5g-12-512-AMOLED-120HZ-6.55-inches-Qualcomm-Snapdragon-7Gen-3-200-MP-Dual-Camera-6000-mAh-Battery-i.27808649.49606498743?extraParams=%7B%22display_model_id%22%3A282421110764%2C%22model_selection_logic%22%3A3%7D&sp_atk=09b2e02a-7b6b-4122-890d-5e7cb6202b9a&xptdk=09b2e02a-7b6b-4122-890d-5e7cb6202b9a
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmpzpdy6y8zpb8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7d NFC 16GB (8GB+8GB) 512GB - Garansi Resmi,Rp,4.489.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bogor,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-10%,,"Scrape to BigSeller
HONOR X7d NFC 16GB (8GB+8GB) 512GB - Garansi Resmi
Rp
4.489.000
-10%
Besok
Kab. Bogor",https://shopee.co.id/HONOR-X7d-NFC-16GB-(8GB-8GB)-512GB-Garansi-Resmi-i.373573738.45808316648?extraParams=%7B%22display_model_id%22%3A380736911415%2C%22model_selection_logic%22%3A3%7D&sp_atk=ffb01b42-0524-46b7-8c8b-1170a511e3e9&xptdk=ffb01b42-0524-46b7-8c8b-1170a511e3e9
https://down-id.img.susercontent.com/file/id-11134207-822wq-mlzveoorgefc27,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Era 2000 - Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp,2.874.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,Kombo Hemat,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,-28%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,"Scrape to BigSeller
Era 2000 - Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun
Rp
2.874.000
-28%
Kombo Hemat
Besok
Bandung",https://shopee.co.id/Era-2000-Honor-X6c-6-256GB-Mediatek-Helio-G81-Ultra-50MP-5300mAh-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.95126305.44329349120?extraParams=%7B%22display_model_id%22%3A355657902128%2C%22model_selection_logic%22%3A3%7D&sp_atk=a6e57af1-77d7-4efd-949b-b564a4efd425&xptdk=a6e57af1-77d7-4efd-949b-b564a4efd425
https://down-id.img.susercontent.com/file/3afabebb7ae7ba61bdd613d7dbc04db2,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR 9i RAM 4GB/64GB GARANSI RESMI HONOR INDONESIA PT I COOL,Rp,2.674.999,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang Selatan,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,20 Terjual,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,"Scrape to BigSeller
HONOR 9i RAM 4GB/64GB GARANSI RESMI HONOR INDONESIA PT I COOL
Rp
2.674.999
Cicilan
5.0
20 Terjual
3-4 Hari
Tangerang Selatan",https://shopee.co.id/HONOR-9i-RAM-4GB-64GB-GARANSI-RESMI-HONOR-INDONESIA-PT-I-COOL-i.119346266.1969605730?extraParams=%7B%22display_model_id%22%3A30858179402%2C%22model_selection_logic%22%3A3%7D&sp_atk=a438b746-40eb-4c33-b316-e70dcbfd73cb&xptdk=a438b746-40eb-4c33-b316-e70dcbfd73cb
https://down-id.img.susercontent.com/file/id-11134207-822wm-mmzo2c5356o327,,HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI,Rp,5.590.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Batang,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-6 Hari,,,,,,,,"Scrape to BigSeller
HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI
Rp
5.590.000
4-6 Hari
Kab. Batang",https://shopee.co.id/HONOR-MAGIC-5-5G-12-256-RESMI-BEACUKAI-i.1585867960.57408721105?extraParams=%7B%22display_model_id%22%3A445773709637%2C%22model_selection_logic%22%3A3%7D&sp_atk=ee18e6f5-37aa-4990-acf9-9e6928bbb1a5&xptdk=ee18e6f5-37aa-4990-acf9-9e6928bbb1a5
