-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,text-xs/sp14_2,pointer-events-none,w-auto,text-white,pointer-events-none_2,align-middle,truncate,img_2,text-xs_2,pointer-events-none_3,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7ra0m-mc1sru2elhgh0c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo Slimbook Hype 10 Intel N4020 8GB 256 14 Inch Garansi Resmi Win 11 Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,5.296.000,-1%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tegal,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,39 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=26910283773&shopid=318218543,"Axioo Slimbook Hype 10 Intel N4020 8GB 256 14 Inch Garansi Resmi Win 11 Original
Rp
5.296.000
-1%
5.0
39 Terjual
3-4 Hari
Tegal",https://shopee.co.id/Axioo-Slimbook-Hype-10-Intel-N4020-8GB-256-14-Inch-Garansi-Resmi-Win-11-Original-i.318218543.26910283773?extraParams=%7B%22display_model_id%22%3A251533599177%2C%22model_selection_logic%22%3A3%7D&sp_atk=eda684ae-b040-4852-8b9d-5d788e45f93e&xptdk=eda684ae-b040-4852-8b9d-5d788e45f93e
https://down-id.img.susercontent.com/file/id-11134207-7rasb-m2duo72qkz4333,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LAPTOP AXIOO HYPE 5 AMD X3 RYZEN 5 3500U 8GB RAM 256GB SSD WINDOWS 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.293.000,-2%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Depok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,166 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28767101445&shopid=1367937206,"LAPTOP AXIOO HYPE 5 AMD X3 RYZEN 5 3500U 8GB RAM 256GB SSD WINDOWS 11
Rp
6.293.000
-2%
5.0
166 Terjual
< 2 Hari
Depok",https://shopee.co.id/LAPTOP-AXIOO-HYPE-5-AMD-X3-RYZEN-5-3500U-8GB-RAM-256GB-SSD-WINDOWS-11-i.1367937206.28767101445?extraParams=%7B%22display_model_id%22%3A119315163836%2C%22model_selection_logic%22%3A3%7D&sp_atk=37dab8f2-e2e5-4967-9fa8-120a78bc7326&xptdk=37dab8f2-e2e5-4967-9fa8-120a78bc7326
https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m916ealjojr641,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Axioo Hype 10 Intel N4020 8GB 256GB SSD 14""",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.399.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,163 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=14398121556&shopid=35441254,"Axioo Hype 10 Intel N4020 8GB 256GB SSD 14""
Rp
4.399.000
5.0
163 Terjual
< 2 Hari
Medan",https://shopee.co.id/Axioo-Hype-10-Intel-N4020-8GB-256GB-SSD-14--i.35441254.14398121556?extraParams=%7B%22display_model_id%22%3A184921839547%2C%22model_selection_logic%22%3A3%7D&sp_atk=5ca88991-5952-4723-a0fe-378497d68e19&xptdk=5ca88991-5952-4723-a0fe-378497d68e19
https://down-id.img.susercontent.com/file/id-11134207-81ztp-mdzrdqm7gdms5d,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo MyBook Hype 5 X3 AMD Ryzen 5 3500U 16GB / 8GB RAM 256GB SSD Windows 11 Original Laptop Pink Purple Blue LOLLIPOP,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.313.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 11:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,57 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=27227285069&shopid=26681244,"Axioo MyBook Hype 5 X3 AMD Ryzen 5 3500U 16GB / 8GB RAM 256GB SSD Windows 11 Original Laptop Pink Purple Blue LOLLIPOP
Rp
7.313.000
5.0
57 Terjual
Besok 11:00
Surabaya",https://shopee.co.id/Axioo-MyBook-Hype-5-X3-AMD-Ryzen-5-3500U-16GB-8GB-RAM-256GB-SSD-Windows-11-Original-Laptop-Pink-Purple-Blue-LOLLIPOP-i.26681244.27227285069?extraParams=%7B%22display_model_id%22%3A296157250233%2C%22model_selection_logic%22%3A3%7D&sp_atk=86463f32-a6f3-4299-8b3e-9568c7cbe0a9&xptdk=86463f32-a6f3-4299-8b3e-9568c7cbe0a9
https://down-id.img.susercontent.com/file/id-11134207-82252-mkuznvgs6arrfc,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 5 G12 V2 I5 1235 14.0FHD IPS 1.25KG DOS / Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.764.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=54856278210&shopid=1039970542,"AXIOO HYPE 5 G12 V2 I5 1235 14.0FHD IPS 1.25KG DOS / Windows 11
Rp
7.764.000
Besok 12:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-5-G12-V2-I5-1235-14.0FHD-IPS-1.25KG-DOS-Windows-11-i.1039970542.54856278210?extraParams=%7B%22display_model_id%22%3A267412828310%2C%22model_selection_logic%22%3A3%7D&sp_atk=f8093efa-53e5-406d-b6f9-5d1d7388b568&xptdk=f8093efa-53e5-406d-b6f9-5d1d7388b568
https://down-id.img.susercontent.com/file/id-11134207-7r98q-lrqr14071jqf0f,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,"Axioo Hype 1 Intel Celeron N4020 8G 128GB SSD 14"" HD Win11",,Rp,4.780.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Jember,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,18 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24363544310&shopid=758566046,"Axioo Hype 1 Intel Celeron N4020 8G 128GB SSD 14"" HD Win11
Rp
4.780.000
Pilih Lokal
4.9
18 Terjual
2-3 Hari
Kab. Jember",https://shopee.co.id/Axioo-Hype-1-Intel-Celeron-N4020-8G-128GB-SSD-14-HD-Win11-i.758566046.24363544310?extraParams=%7B%22display_model_id%22%3A29772006295%2C%22model_selection_logic%22%3A3%7D&sp_atk=8f320fa0-2a56-4d14-88b9-53bae6066a1a&xptdk=8f320fa0-2a56-4d14-88b9-53bae6066a1a
https://down-id.img.susercontent.com/file/id-11134207-7rase-m4r9ujg2rtsa23,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Axioo MyBook Hype 5 G12 i5 16GB 512GB FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,7.049.000,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,29 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22180349089&shopid=35441254,"Axioo MyBook Hype 5 G12 i5 16GB 512GB FHD IPS
Rp
7.049.000
4.9
29 Terjual
< 2 Hari
Medan",https://shopee.co.id/Axioo-MyBook-Hype-5-G12-i5-16GB-512GB-FHD-IPS-i.35441254.22180349089?extraParams=%7B%22display_model_id%22%3A215707022319%2C%22model_selection_logic%22%3A3%7D&sp_atk=54eb5201-9048-4c7a-ad3e-532795d6ca87&xptdk=54eb5201-9048-4c7a-ad3e-532795d6ca87
https://down-id.img.susercontent.com/file/id-11134207-8224o-mkuq7j0nevwmce,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE-R 3 TOUCH I3 1215 12GB 256GB 14.0FHD IPS DOS / Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.816.000,-1%,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=50406267600&shopid=1039970542,"AXIOO HYPE-R 3 TOUCH I3 1215 12GB 256GB 14.0FHD IPS DOS / Windows 11
Rp
7.816.000
-1%
Besok 12:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-R-3-TOUCH-I3-1215-12GB-256GB-14.0FHD-IPS-DOS-Windows-11-i.1039970542.50406267600?extraParams=%7B%22display_model_id%22%3A345567626826%2C%22model_selection_logic%22%3A3%7D&sp_atk=c5e38b29-a48f-4c35-9116-0906c108498d&xptdk=c5e38b29-a48f-4c35-9116-0906c108498d
https://down-id.img.susercontent.com/file/id-11134207-7rbk4-m6pjmv9l6hvtc6,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO Hype 10 Intel Celeron N4020 RAM8GB SSD512GB 14'' HD Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.299.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,84 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29877616822&shopid=32829345,"AXIOO Hype 10 Intel Celeron N4020 RAM8GB SSD512GB 14'' HD Windows 11
Rp
4.299.000
5.0
84 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/AXIOO-Hype-10-Intel-Celeron-N4020-RAM8GB-SSD512GB-14''-HD-Windows-11-i.32829345.29877616822?extraParams=%7B%22display_model_id%22%3A242737734827%2C%22model_selection_logic%22%3A3%7D&sp_atk=aa1407d7-c6d0-4665-b204-d294660df10f&xptdk=aa1407d7-c6d0-4665-b204-d294660df10f
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m73wmc40h65obf,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"AXIOO Hype 7 AMD X7 Ryzen 7 5825U RAM32GB SSD1TB 14"" Fhd Ips Amd Radeon Graphic Windows 11 Pro",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.999.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,94 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29178889946&shopid=186855095,"AXIOO Hype 7 AMD X7 Ryzen 7 5825U RAM32GB SSD1TB 14"" Fhd Ips Amd Radeon Graphic Windows 11 Pro
Rp
6.999.000
5.0
94 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/AXIOO-Hype-7-AMD-X7-Ryzen-7-5825U-RAM32GB-SSD1TB-14-Fhd-Ips-Amd-Radeon-Graphic-Windows-11-Pro-i.186855095.29178889946?extraParams=%7B%22display_model_id%22%3A247831142276%2C%22model_selection_logic%22%3A3%7D&sp_atk=b6742165-deef-401d-9d51-28528f0f38a9&xptdk=b6742165-deef-401d-9d51-28528f0f38a9
https://down-id.img.susercontent.com/file/id-11134207-822wl-mlac9vug7rpha8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 5 G12 I5 1235 14.0FHD IPS DOS / Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.413.000,-4%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok 12:00,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,22 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28364988339&shopid=1039970542,"AXIOO HYPE 5 G12 I5 1235 14.0FHD IPS DOS / Windows 11
Rp
7.413.000
-4%
5.0
22 Terjual
Besok 12:00
Surabaya",https://shopee.co.id/AXIOO-HYPE-5-G12-I5-1235-14.0FHD-IPS-DOS-Windows-11-i.1039970542.28364988339?extraParams=%7B%22display_model_id%22%3A215486122352%2C%22model_selection_logic%22%3A3%7D&sp_atk=7e4f5bee-5793-468b-8727-d1c22c26b109&xptdk=7e4f5bee-5793-468b-8727-d1c22c26b109
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m9fn8x044uzx9d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Axioo MyBook Hype 5 X6 Ryzen 5 16GB 512GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,8.924.000,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Yogyakarta,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,17 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29836180936&shopid=29339583,"Axioo MyBook Hype 5 X6 Ryzen 5 16GB 512GB SSD
Rp
8.924.000
5.0
17 Terjual
< 2 Hari
Yogyakarta",https://shopee.co.id/Axioo-MyBook-Hype-5-X6-Ryzen-5-16GB-512GB-SSD-i.29339583.29836180936?extraParams=%7B%22display_model_id%22%3A400647054998%2C%22model_selection_logic%22%3A3%7D&sp_atk=a664c086-9cf2-42b1-abee-db69fc484a72&xptdk=a664c086-9cf2-42b1-abee-db69fc484a72
https://down-id.img.susercontent.com/file/id-11134207-7rbk2-m9o457gndizi64,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB DOS 14.0FHD IPS HDMI,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,6.064.000,-1%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,21 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29285129392&shopid=1471949508,"AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB DOS 14.0FHD IPS HDMI
Rp
6.064.000
-1%
5.0
21 Terjual
Besok
Surabaya",https://shopee.co.id/AXIOO-HYPE-3-G11-I3-1125G4-8GB-256GB-DOS-14.0FHD-IPS-HDMI-i.1471949508.29285129392?extraParams=%7B%22display_model_id%22%3A258312622348%2C%22model_selection_logic%22%3A3%7D&sp_atk=310090b8-41c3-4065-b601-038d62258ca9&xptdk=310090b8-41c3-4065-b601-038d62258ca9
https://down-id.img.susercontent.com/file/id-11134207-8224s-mhepf1kdcyrv8c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,AXIOO HYPE 5 G12 I5 1235 8GB 256GB DOS 14.0FHD IPS BLK,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,7.413.000,-4%,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Surabaya,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29987119823&shopid=1471949508,"AXIOO HYPE 5 G12 I5 1235 8GB 256GB DOS 14.0FHD IPS BLK
Rp
7.413.000
-4%
5.0
5 Terjual
Besok
Surabaya",https://shopee.co.id/AXIOO-HYPE-5-G12-I5-1235-8GB-256GB-DOS-14.0FHD-IPS-BLK-i.1471949508.29987119823?extraParams=%7B%22display_model_id%22%3A290237325388%2C%22model_selection_logic%22%3A3%7D&sp_atk=d415dc9d-5835-42da-92f4-ad3cd728fcba&xptdk=d415dc9d-5835-42da-92f4-ad3cd728fcba
https://down-id.img.susercontent.com/file/id-11134207-82252-mfwgvcw7q61919,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Laptop Axioo Hype 5 X3 AMD Ryzen 5 3500 32GB 1TB 14 Inch FHD IPS,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,6.293.000,-2%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,489 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=23053010070&shopid=256652736,"Laptop Axioo Hype 5 X3 AMD Ryzen 5 3500 32GB 1TB 14 Inch FHD IPS
Rp
6.293.000
-2%
Hadiah Gratis
4.9
489 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Laptop-Axioo-Hype-5-X3-AMD-Ryzen-5-3500-32GB-1TB-14-Inch-FHD-IPS-i.256652736.23053010070?extraParams=%7B%22display_model_id%22%3A127692597095%2C%22model_selection_logic%22%3A3%7D&sp_atk=138f661b-70c1-480b-aab8-060cecf13ffb&xptdk=138f661b-70c1-480b-aab8-060cecf13ffb
https://down-id.img.susercontent.com/file/id-11134207-7ra0q-mcby1a8ecyu81e,https://down-id.img.susercontent.com/file/id-11134258-8224q-mkvvibsp8oowa6,Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/8GB/512GB/FHD IPS - Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,8.099.000,-26%,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Timur,Pilih Lokal,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,215 Terjual,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29904616542&shopid=14454427,"Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/8GB/512GB/FHD IPS - Windows 11
Rp
8.099.000
-26%
Pilih Lokal
4.9
215 Terjual
< 2 Hari
Jakarta Timur",https://shopee.co.id/Axioo-Laptop-Hype-7-AMD-X7-2-Ryzen-7-5825U-8GB-512GB-FHD-IPS-Windows-11-i.14454427.29904616542?extraParams=%7B%22display_model_id%22%3A405728945856%2C%22model_selection_logic%22%3A3%7D&sp_atk=82c67ca4-188e-421e-97c6-aebd23b1e35b&xptdk=82c67ca4-188e-421e-97c6-aebd23b1e35b
