-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,w-auto,text-white,img,text-xs/sp14_3,truncate,pointer-events-none_3,crawl-text,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-822wu-mmsohwsghybs9c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X6c 6+6/256 dengan chipset mediatek Helio G81 dan camera utama 50MP,,Rp,3.099.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=50258392856&shopid=922062850,"Scrape to BigSeller
HONOR X6c 6+6/256 dengan chipset mediatek Helio G81 dan camera utama 50MP
Rp
3.099.000
Besok
Bandung",https://shopee.co.id/HONOR-X6c-6-6-256-dengan-chipset-mediatek-Helio-G81-dan-camera-utama-50MP-i.922062850.50258392856?extraParams=%7B%22display_model_id%22%3A302515229530%2C%22model_selection_logic%22%3A3%7D&sp_atk=abc54ac9-1389-4cb9-b962-d57cc6f52dc8&xptdk=abc54ac9-1389-4cb9-b962-d57cc6f52dc8
https://down-id.img.susercontent.com/file/id-11134207-822wr-mm01ue4lchdx4a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D 8/512 GB 6.500 mAh 108MP CAMERA GARANSI RESMI - BATAM,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.700.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=44229349961&shopid=911962001,"Scrape to BigSeller
HONOR X7D 8/512 GB 6.500 mAh 108MP CAMERA GARANSI RESMI - BATAM
Rp
4.700.000
Batam",https://shopee.co.id/HONOR-X7D-8-512-GB-6.500-mAh-108MP-CAMERA-GARANSI-RESMI-BATAM-i.911962001.44229349961?extraParams=%7B%22display_model_id%22%3A355658535023%2C%22model_selection_logic%22%3A3%7D&sp_atk=223227a7-38f0-4f9f-afc4-f6d283d9c0c2&xptdk=223227a7-38f0-4f9f-afc4-f6d283d9c0c2
https://down-id.img.susercontent.com/file/id-11134207-82252-mifbcre2h0qq0b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 500 Pro 5G 6.55''AMOLED 120HZ Snapdragon 8 Elite 8000mAh 80W,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,13.699.000,,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,Produk Baru,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=50003307025&shopid=226639266,"Scrape to BigSeller
Honor 500 Pro 5G 6.55''AMOLED 120HZ Snapdragon 8 Elite 8000mAh 80W
Rp
13.699.000
Produk Baru
5.0
8 Terjual
Jakarta Selatan",https://shopee.co.id/Honor-500-Pro-5G-6.55''AMOLED-120HZ-Snapdragon-8-Elite-8000mAh-80W-i.226639266.50003307025?extraParams=%7B%22display_model_id%22%3A370317952885%2C%22model_selection_logic%22%3A3%7D&sp_atk=62363fb9-e5fa-4d2c-bb89-2d823d03dac1&xptdk=62363fb9-e5fa-4d2c-bb89-2d823d03dac1
https://down-id.img.susercontent.com/file/021a349d8a2e5b114b363ed681c60f98,,Honor 9 Lite 3/32 GB,,Rp,2.750.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,5-10 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,,,,,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=1850083980&shopid=121266260,"Scrape to BigSeller
Honor 9 Lite 3/32 GB
Rp
2.750.000
Cicilan
5-10 Hari
Medan",https://shopee.co.id/Honor-9-Lite-3-32-GB-i.121266260.1850083980?extraParams=%7B%22display_model_id%22%3A52883405270%2C%22model_selection_logic%22%3A3%7D&sp_atk=5fcc2c4e-16f6-47cb-bdd0-82ab13316360&xptdk=5fcc2c4e-16f6-47cb-bdd0-82ab13316360
https://down-id.img.susercontent.com/file/id-11134207-8224s-mk6ahm1a7ncxd0,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor 400 LITE 5G ram 8/256GB dan 12/512GB Garansi Resmi.,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.999.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,3 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=41670931700&shopid=1465037947,"Scrape to BigSeller
Honor 400 LITE 5G ram 8/256GB dan 12/512GB Garansi Resmi.
Rp
3.999.000
5.0
3 Terjual
Besok
Medan",https://shopee.co.id/Honor-400-LITE-5G-ram-8-256GB-dan-12-512GB-Garansi-Resmi.-i.1465037947.41670931700?extraParams=%7B%22display_model_id%22%3A243942724156%2C%22model_selection_logic%22%3A3%7D&sp_atk=34e0f489-27f5-4cd7-865a-52fb6a742c97&xptdk=34e0f489-27f5-4cd7-865a-52fb6a742c97
https://down-id.img.susercontent.com/file/67e98aa31c6bef0a7e46b76bf7f21756,,HONOR 9I 3/32,,Rp,2.115.255,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,6-12 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,Cicilan,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=2893123364&shopid=182277006,"Scrape to BigSeller
HONOR 9I 3/32
Rp
2.115.255
Cicilan
6-12 Hari
Batam",https://shopee.co.id/HONOR-9I-3-32-i.182277006.2893123364?extraParams=%7B%22display_model_id%22%3A32876833966%2C%22model_selection_logic%22%3A3%7D&sp_atk=9f706438-4750-40af-bcf9-10d31bf84252&xptdk=9f706438-4750-40af-bcf9-10d31bf84252
https://down-id.img.susercontent.com/file/id-11134207-822wh-mmtzw2swun0m6a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor X6C 6/256 New Garansi Resmi Promo Bandung,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,2.977.573,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=53608471486&shopid=1175114814,"Scrape to BigSeller
Honor X6C 6/256 New Garansi Resmi Promo Bandung
Rp
2.977.573
2-3 Hari
Bandung",https://shopee.co.id/Honor-X6C-6-256-New-Garansi-Resmi-Promo-Bandung-i.1175114814.53608471486?extraParams=%7B%22display_model_id%22%3A159349204196%2C%22model_selection_logic%22%3A3%7D&sp_atk=eeb8cb8f-5a13-4c42-b7be-826567c7c8d5&xptdk=eeb8cb8f-5a13-4c42-b7be-826567c7c8d5
https://down-id.img.susercontent.com/file/id-11134207-822wj-mlzu6b4e93ic45,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,"Honor X7D 8/512GB Snapdragon 685, 6500mAh 35W, 108 MP | Garansi Resmi Honor Indonesia 1 Tahun",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/7c9110f78e069acbced7.png,Rp,4.405.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,-6%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=48507035477&shopid=21617072,"Scrape to BigSeller
Honor X7D 8/512GB Snapdragon 685, 6500mAh 35W, 108 MP | Garansi Resmi Honor Indonesia 1 Tahun
Rp
4.405.000
-6%
Besok
Jakarta Barat",https://shopee.co.id/Honor-X7D-8-512GB-Snapdragon-685-6500mAh-35W-108-MP-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.21617072.48507035477?extraParams=%7B%22display_model_id%22%3A282446311617%2C%22model_selection_logic%22%3A3%7D&sp_atk=9e251434-9d0d-43ff-8e7f-1d6802dc81d1&xptdk=9e251434-9d0d-43ff-8e7f-1d6802dc81d1
https://down-id.img.susercontent.com/file/id-11134207-8224s-mjqt52lwjrwm19,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Honor 400 LITE 5G ram 8/256 dan 12/512 new,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,3.994.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,4 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Medan,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,5.0,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=29492040169&shopid=1098981339,"Scrape to BigSeller
Honor 400 LITE 5G ram 8/256 dan 12/512 new
Rp
3.994.000
-1%
5.0
4 Terjual
Besok
Medan",https://shopee.co.id/Honor-400-LITE-5G-ram-8-256-dan-12-512-new-i.1098981339.29492040169?extraParams=%7B%22display_model_id%22%3A306703486835%2C%22model_selection_logic%22%3A3%7D&sp_atk=434e5291-ad1e-4190-82c4-599489800463&xptdk=434e5291-ad1e-4190-82c4-599489800463
https://down-id.img.susercontent.com/file/id-11134207-822wl-mn3uu1tfkb2de2,,Honor X7D 8/512GB Snapdragon 685 108MP 6500mAh | Garansi Resmi Honor Indonesia 1 Tahun,,Rp,4.436.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=49458943430&shopid=1349600609,"Scrape to BigSeller
Honor X7D 8/512GB Snapdragon 685 108MP 6500mAh | Garansi Resmi Honor Indonesia 1 Tahun
Rp
4.436.000
-1%
Besok
Jakarta Pusat",https://shopee.co.id/Honor-X7D-8-512GB-Snapdragon-685-108MP-6500mAh-Garansi-Resmi-Honor-Indonesia-1-Tahun-i.1349600609.49458943430?extraParams=%7B%22display_model_id%22%3A430791192362%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9e3be8b-06c0-45ce-9774-2e17f9e259f0&xptdk=b9e3be8b-06c0-45ce-9774-2e17f9e259f0
https://down-id.img.susercontent.com/file/id-11134207-822wl-mn1sfjfqwhs477,,HONOR X7D 4G 8/512GB Kamera 108MP Baterai 6500mAh Smartphone Snapdragon 685 Layar 120Hz NFC Original Resmi,,Rp,4.498.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Tangerang,-10%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=53657696766&shopid=1373946385,"Scrape to BigSeller
HONOR X7D 4G 8/512GB Kamera 108MP Baterai 6500mAh Smartphone Snapdragon 685 Layar 120Hz NFC Original Resmi
Rp
4.498.000
-10%
Hadiah Gratis
Besok
Tangerang",https://shopee.co.id/HONOR-X7D-4G-8-512GB-Kamera-108MP-Baterai-6500mAh-Smartphone-Snapdragon-685-Layar-120Hz-NFC-Original-Resmi-i.1373946385.53657696766?extraParams=%7B%22display_model_id%22%3A315684997014%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1fab2da-a9f5-4be9-94a5-0f6e7c7a41b8&xptdk=a1fab2da-a9f5-4be9-94a5-0f6e7c7a41b8
https://down-id.img.susercontent.com/file/id-11134207-822wk-mmkbkc0yxkhw20,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Honor X6C ( 6/256GB ) - Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,2.679.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=57558119826&shopid=1491513665,"Scrape to BigSeller
Honor X6C ( 6/256GB ) - Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi
Rp
2.679.000
1 Terjual
2-3 Hari
Jakarta Pusat",https://shopee.co.id/Honor-X6C-(-6-256GB-)-Kamera-50MP-Baterai-5300mAh-Fast-Charge-35W-Smartphone-Garansi-Resmi-i.1491513665.57558119826?extraParams=%7B%22display_model_id%22%3A415722190433%2C%22model_selection_logic%22%3A3%7D&sp_atk=644d14cc-c632-4ffb-9019-2a9e0318195a&xptdk=644d14cc-c632-4ffb-9019-2a9e0318195a
https://down-id.img.susercontent.com/file/id-11134207-82250-mgew5stxvvv3b7,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,[Like New] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=48650383952&shopid=1563349780,"Scrape to BigSeller
[Like New] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original
Rp
3.275.000
Besok
Jakarta Utara",https://shopee.co.id/-Like-New-Honor-400-Lite-8-256-GB-Garansi-Resmi-Indonesia-Original-i.1563349780.48650383952?extraParams=%7B%22display_model_id%22%3A395752965164%2C%22model_selection_logic%22%3A3%7D&sp_atk=187a73f4-6cc7-43a7-be22-f19aaffc2db0&xptdk=187a73f4-6cc7-43a7-be22-f19aaffc2db0
https://down-id.img.susercontent.com/file/id-11134207-822wi-mlydknj9do2080,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,honor x6c 6/256gb 4g garansi 12 bulan new,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,3.100.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=52907342361&shopid=198476199,"Scrape to BigSeller
honor x6c 6/256gb 4g garansi 12 bulan new
Rp
3.100.000
Batam",https://shopee.co.id/honor-x6c-6-256gb-4g-garansi-12-bulan-new-i.198476199.52907342361?extraParams=%7B%22display_model_id%22%3A415653742570%2C%22model_selection_logic%22%3A3%7D&sp_atk=f64b8cfb-0620-4af2-baaa-d654d13a691f&xptdk=f64b8cfb-0620-4af2-baaa-d654d13a691f
https://down-id.img.susercontent.com/file/id-11134207-82250-mjpfp9bk0sg5f9,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,[Like New] Honor X9C 12/256 GB Garansi Resmi Indonesia Original,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.275.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=54804970945&shopid=1563349780,"Scrape to BigSeller
[Like New] Honor X9C 12/256 GB Garansi Resmi Indonesia Original
Rp
4.275.000
Besok
Jakarta Utara",https://shopee.co.id/-Like-New-Honor-X9C-12-256-GB-Garansi-Resmi-Indonesia-Original-i.1563349780.54804970945?extraParams=%7B%22display_model_id%22%3A335458095171%2C%22model_selection_logic%22%3A3%7D&sp_atk=fd586ed1-3551-4b13-b580-e6e7eb1e1d90&xptdk=fd586ed1-3551-4b13-b580-e6e7eb1e1d90
https://down-id.img.susercontent.com/file/sg-11134201-8260j-mlxsq622lxq984,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.650.000,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Batam,,,,,,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=51757328711&shopid=83064233,"Scrape to BigSeller
HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi
Rp
4.650.000
Batam",https://shopee.co.id/HONOR-X7D-LTE-8-512GB-Snapdragon-685-Baterai-6500mAh-Smartphone-Kamera-108MP-Original-Resmi-i.83064233.51757328711?extraParams=%7B%22display_model_id%22%3A400652720522%2C%22model_selection_logic%22%3A3%7D&sp_atk=70bd9333-b677-497c-9e08-a6030c3f13db&xptdk=70bd9333-b677-497c-9e08-a6030c3f13db
https://down-id.img.susercontent.com/file/id-11134207-8224s-mfz7a7rc8qh753,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LCD TOUCHSCREEN HONOR 10 LITE/HONOR 10i ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,117.600,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,163 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.8,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=28434774741&shopid=308898600,"Scrape to BigSeller
LCD TOUCHSCREEN HONOR 10 LITE/HONOR 10i ORIGINAL
Rp
117.600
-2%
4.8
163 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/LCD-TOUCHSCREEN-HONOR-10-LITE-HONOR-10i-ORIGINAL-i.308898600.28434774741?extraParams=%7B%22display_model_id%22%3A167142908274%2C%22model_selection_logic%22%3A3%7D&sp_atk=a1caebd3-f09a-4e21-ba0c-76d981a4586f&xptdk=a1caebd3-f09a-4e21-ba0c-76d981a4586f
https://down-id.img.susercontent.com/file/5046cc3556c1b1d93928d25f49720b5e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,LCD TOUCHSCREEN HONOR 8A ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,130.000,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1RB+ Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.7,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=9102001487&shopid=32849873,"Scrape to BigSeller
LCD TOUCHSCREEN HONOR 8A ORIGINAL
Rp
130.000
4.7
1RB+ Terjual
2-4 Hari
Jakarta Pusat",https://shopee.co.id/LCD-TOUCHSCREEN-HONOR-8A-ORIGINAL-i.32849873.9102001487?extraParams=%7B%22display_model_id%22%3A90139322631%2C%22model_selection_logic%22%3A3%7D&sp_atk=a9b7d892-4e39-41e5-84ea-c27194a3272e&xptdk=a9b7d892-4e39-41e5-84ea-c27194a3272e
https://down-id.img.susercontent.com/file/id-11134207-7rbk5-m8xbpg09l7gx89,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,LCD TOUCHSCREEN HONOR 10 LITE/HONOR 10i ORIGINAL,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,117.600,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,162 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,4.9,,,Scrape to BigSeller,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100013&itemid=28334613862&shopid=296189903,"Scrape to BigSeller
LCD TOUCHSCREEN HONOR 10 LITE/HONOR 10i ORIGINAL
Rp
117.600
-2%
4.9
162 Terjual
Besok
Jakarta Pusat",https://shopee.co.id/LCD-TOUCHSCREEN-HONOR-10-LITE-HONOR-10i-ORIGINAL-i.296189903.28334613862?extraParams=%7B%22display_model_id%22%3A218461510993%2C%22model_selection_logic%22%3A3%7D&sp_atk=e3d0ecf6-ba65-4d6c-80e4-d90e79850599&xptdk=e3d0ecf6-ba65-4d6c-80e4-d90e79850599
