-image-yazkc-11,-image-yazkc-11_2,text-sm,text-xs/sp14,font-medium,text-xs/sp14_2,pointer-events-none,text-shopee-green,pointer-events-none_2,align-middle,text-shopee-primary,w-auto,text-white,truncate,inline-block,pointer-events-none_3,img_2,_container,_container_link
https://down-id.img.susercontent.com/file/id-11134207-7qul9-lhj9ki2r7wmfee,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Hp nokia 105 black bekas,Rp,150.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Cimahi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Hp nokia 105 black bekas
Rp
150.000
Besok
Cimahi",https://shopee.co.id/Hp-nokia-105-black-bekas-i.154137229.22769846588?extraParams=%7B%22display_model_id%22%3A167686702895%2C%22model_selection_logic%22%3A3%7D&sp_atk=eb3ce66d-b503-43bc-aea0-b3ecb6fc902e&xptdk=eb3ce66d-b503-43bc-aea0-b3ecb6fc902e
https://down-id.img.susercontent.com/file/id-11134207-7r98s-lp7qyd4006m228,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 1110 original second original,Rp,195.000,4.6,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,11 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia 1110 original second original
Rp
195.000
4.6
11 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-1110-original-second-original-i.193551914.22388230580?extraParams=%7B%22display_model_id%22%3A167990115132%2C%22model_selection_logic%22%3A3%7D&sp_atk=deb72d68-6abb-4915-9c91-8253ac090dce&xptdk=deb72d68-6abb-4915-9c91-8253ac090dce
https://down-id.img.susercontent.com/file/id-11134207-7qukz-lf7qza85fyjk0a,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Handphone Hp Nokia 2.2 3/32 Second Seken Bekas Murah,Rp,1.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Handphone Hp Nokia 2.2 3/32 Second Seken Bekas Murah
Rp
1.000.000
Besok
Bekasi",https://shopee.co.id/Handphone-Hp-Nokia-2.2-3-32-Second-Seken-Bekas-Murah-i.40845245.18877823745?extraParams=%7B%22display_model_id%22%3A127526001718%2C%22model_selection_logic%22%3A3%7D&sp_atk=a6cf8312-7d46-4916-a3eb-c7614150795c&xptdk=a6cf8312-7d46-4916-a3eb-c7614150795c
https://down-id.img.susercontent.com/file/id-11134207-23020-vn5ct5bx8unv45,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia G20 4/64 Second Fullset Ori,Rp,1.450.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Lamongan,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia G20 4/64 Second Fullset Ori
Rp
1.450.000
5.0
2 Terjual
3-6 Hari
Kab. Lamongan",https://shopee.co.id/Nokia-G20-4-64-Second-Fullset-Ori-i.40887951.22826651431?extraParams=%7B%22display_model_id%22%3A175616255568%2C%22model_selection_logic%22%3A3%7D&sp_atk=079cbacc-a1a6-4660-b3bf-fc057325a9fe&xptdk=079cbacc-a1a6-4660-b3bf-fc057325a9fe
https://down-id.img.susercontent.com/file/5ab90862bfda51d10337383e119b5b9d,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Nokia N-GAGE Classic / Hp Bekas Nokia N-gage / Hp Jadul N-Gage Classic Bekas / Ngage Klasik,Rp,1.490.000,4.7,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,16 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia N-GAGE Classic / Hp Bekas Nokia N-gage / Hp Jadul N-Gage Classic Bekas / Ngage Klasik
Rp
1.490.000
4.7
16 Terjual
2-3 Hari
Kab. Bandung Barat",https://shopee.co.id/Nokia-N-GAGE-Classic-Hp-Bekas-Nokia-N-gage-Hp-Jadul-N-Gage-Classic-Bekas-Ngage-Klasik-i.451318957.13708295475?extraParams=%7B%22display_model_id%22%3A78415162440%2C%22model_selection_logic%22%3A3%7D&sp_atk=48917b91-d417-494b-b7e3-813fb71582b6&xptdk=48917b91-d417-494b-b7e3-813fb71582b6
https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m9aa7nqanpch44,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia lama second kondisi  gambling,Rp,43.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Cirebon,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia lama second kondisi gambling
Rp
43.000
5.0
1 Terjual
4-7 Hari
Kab. Cirebon",https://shopee.co.id/Nokia-lama-second-kondisi-gambling-i.1459681860.28185821076?extraParams=%7B%22display_model_id%22%3A49559125667%2C%22model_selection_logic%22%3A2%7D&sp_atk=2329de94-81a5-4a4b-91b7-1c07a2942245&xptdk=2329de94-81a5-4a4b-91b7-1c07a2942245
https://down-id.img.susercontent.com/file/id-11134207-7r98u-ln30x6ssgmcna8,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Nokia 5,3 scond",Rp,1.050.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Nokia 5,3 scond
Rp
1.050.000
Besok
Jakarta Barat",https://shopee.co.id/Nokia-5-3-scond-i.413864227.23058556759?extraParams=%7B%22display_model_id%22%3A127739117332%2C%22model_selection_logic%22%3A3%7D&sp_atk=cf6c8dc2-a15e-446f-a2f0-040883358d24&xptdk=cf6c8dc2-a15e-446f-a2f0-040883358d24
https://down-id.img.susercontent.com/file/63544e5a7e88b8136ceecac70780ccb1,,Nokia Bekas N92,Rp,1.000.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,,,,,,,"Scrape to BigSeller
Nokia Bekas N92
Rp
1.000.000
4-7 Hari
Kab. Bekasi",https://shopee.co.id/Nokia-Bekas-N92-i.449219317.10505851023?extraParams=%7B%22display_model_id%22%3A92200020083%2C%22model_selection_logic%22%3A3%7D&sp_atk=654a29dc-7cdc-4791-8127-ff91d9c3f006&xptdk=654a29dc-7cdc-4791-8127-ff91d9c3f006
https://down-id.img.susercontent.com/file/id-11134207-8224z-mh1ohvhqrj7tac,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 5230 rusak mati seadanya bekas,Rp,125.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Banjarbaru,,,,,,,,"Scrape to BigSeller
Nokia 5230 rusak mati seadanya bekas
Rp
125.000
3-7 Hari
Banjarbaru",https://shopee.co.id/Nokia-5230-rusak-mati-seadanya-bekas-i.42232371.54951391240?extraParams=%7B%22display_model_id%22%3A410127880892%2C%22model_selection_logic%22%3A3%7D&sp_atk=e4ed93f8-470d-4b0c-8e9c-d41c3c26b7a5&xptdk=e4ed93f8-470d-4b0c-8e9c-d41c3c26b7a5
https://down-id.img.susercontent.com/file/sg-11134201-7ra11-mb8dysz8a9kz05,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 5.3 Ram 6/64Gb - Smartphone Bekas Bergaransi,Rp,1.025.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Nokia 5.3 Ram 6/64Gb - Smartphone Bekas Bergaransi
Rp
1.025.000
1 Terjual
Besok
Jakarta Barat",https://shopee.co.id/Nokia-5.3-Ram-6-64Gb-Smartphone-Bekas-Bergaransi-i.473339617.40655342176?extraParams=%7B%22display_model_id%22%3A305450211107%2C%22model_selection_logic%22%3A3%7D&sp_atk=df01669b-57ea-44fe-bf10-8e8a1847c3e5&xptdk=df01669b-57ea-44fe-bf10-8e8a1847c3e5
https://down-id.img.susercontent.com/file/id-11134207-7r98y-lukf20u46p4se3,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,nokia 5.3 second original resmi,Rp,1.050.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
nokia 5.3 second original resmi
Rp
1.050.000
5.0
2 Terjual
Besok
Jakarta Barat",https://shopee.co.id/nokia-5.3-second-original-resmi-i.954669947.25761847840?extraParams=%7B%22display_model_id%22%3A138302281546%2C%22model_selection_logic%22%3A3%7D&sp_atk=334ca07f-243e-4d1a-8614-c21c9a490165&xptdk=334ca07f-243e-4d1a-8614-c21c9a490165
https://down-id.img.susercontent.com/file/id-11134207-8224w-mh5oej4mdyx405,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia 6610 Kondisi hidup,Rp,115.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bekasi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Nokia 6610 Kondisi hidup
Rp
115.000
Besok
Kab. Bekasi",https://shopee.co.id/Nokia-6610-Kondisi-hidup-i.1013172768.42576463860?extraParams=%7B%22display_model_id%22%3A315139975922%2C%22model_selection_logic%22%3A3%7D&sp_atk=1e6a94a9-deae-491f-9ca9-4c3668ebfc38&xptdk=1e6a94a9-deae-491f-9ca9-4c3668ebfc38
https://down-id.img.susercontent.com/file/id-11134207-822wq-mllsattqytjc93,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"NOKIA 6300 , BAHAN / MINUS 03",Rp,90.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Wonosobo,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Scrape to BigSeller
NOKIA 6300 , BAHAN / MINUS 03
Rp
90.000
1 Terjual
2-3 Hari
Kab. Wonosobo",https://shopee.co.id/NOKIA-6300-BAHAN-MINUS-03-i.178509174.23636207653?extraParams=%7B%22display_model_id%22%3A214145969591%2C%22model_selection_logic%22%3A3%7D&sp_atk=ec0c77bc-98bd-4bd5-8056-e41a2d6dece8&xptdk=ec0c77bc-98bd-4bd5-8056-e41a2d6dece8
https://down-id.img.susercontent.com/file/3fb2bc3ed17ed05e594b047adbcfdaf5,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Nokia e63 e71 e72 hape jadul, second original hape jadul",Rp,299.000,4.4,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,52 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Banyuwangi,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia e63 e71 e72 hape jadul, second original hape jadul
Rp
299.000
4.4
52 Terjual
< 2 Hari
Kab. Banyuwangi",https://shopee.co.id/Nokia-e63-e71-e72-hape-jadul-second-original-hape-jadul-i.193551914.5944044610?extraParams=%7B%22display_model_id%22%3A85955251012%2C%22model_selection_logic%22%3A2%7D&sp_atk=1637ae14-537b-4e03-b9e2-ff00fe6c59a1&xptdk=1637ae14-537b-4e03-b9e2-ff00fe6c59a1
https://down-id.img.susercontent.com/file/f9ff9f2831cb3e179eb1fac8ffa85740,,Nokia 6103 Bekas,Rp,2.700.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,3-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Ternate,,,,Cicilan,,,,"Scrape to BigSeller
Nokia 6103 Bekas
Rp
2.700.000
Cicilan
3-7 Hari
Ternate",https://shopee.co.id/Nokia-6103-Bekas-i.53585130.1533106599?extraParams=%7B%22display_model_id%22%3A52880321149%2C%22model_selection_logic%22%3A3%7D&sp_atk=633980a5-fdf9-46ba-be93-e7bce39b4e1a&xptdk=633980a5-fdf9-46ba-be93-e7bce39b4e1a
https://down-id.img.susercontent.com/file/f13aef5fa2368d836b8cd53eaa44799b,,Nokia 5 3/16 GB Ex Nokia Resmi Second Pemakaian Resmi Original Asli Ex Pemakaian Good Condition,Rp,890.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-3 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,,"Scrape to BigSeller
Nokia 5 3/16 GB Ex Nokia Resmi Second Pemakaian Resmi Original Asli Ex Pemakaian Good Condition
Rp
890.000
2-3 Hari
Jakarta Utara",https://shopee.co.id/Nokia-5-3-16-GB-Ex-Nokia-Resmi-Second-Pemakaian-Resmi-Original-Asli-Ex-Pemakaian-Good-Condition-i.304735900.8844567202?extraParams=%7B%22display_model_id%22%3A74967391597%2C%22model_selection_logic%22%3A3%7D&sp_atk=90074ab2-da17-464f-9244-defadf1ff40c&xptdk=90074ab2-da17-464f-9244-defadf1ff40c
https://down-id.img.susercontent.com/file/79993e816a3c0eb67734cfa8c403c2e5,,Nokia 6.1 Plus 4/64 GB Ex Nokia Second Bekas Seken Original Good Condition,Rp,1.390.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,,,Cicilan,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia 6.1 Plus 4/64 GB Ex Nokia Second Bekas Seken Original Good Condition
Rp
1.390.000
Cicilan
5.0
2 Terjual
2-3 Hari
Jakarta Utara",https://shopee.co.id/Nokia-6.1-Plus-4-64-GB-Ex-Nokia-Second-Bekas-Seken-Original-Good-Condition-i.304735900.9840693190?extraParams=%7B%22display_model_id%22%3A34796109697%2C%22model_selection_logic%22%3A3%7D&sp_atk=ab4bca72-cd6f-4bb7-90ef-4d0c3b50eefa&xptdk=ab4bca72-cd6f-4bb7-90ef-4d0c3b50eefa
https://down-id.img.susercontent.com/file/147ca4e6ec219a3942e3b2dab83f331c,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,Nokia E70 unik langka mulus terawat,Rp,1.350.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,4-7 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Temanggung,,,,,,,,"Scrape to BigSeller
Nokia E70 unik langka mulus terawat
Rp
1.350.000
4-7 Hari
Kab. Temanggung",https://shopee.co.id/Nokia-E70-unik-langka-mulus-terawat-i.79158169.10681867722?extraParams=%7B%22display_model_id%22%3A141589990097%2C%22model_selection_logic%22%3A3%7D&sp_atk=41ebd1bf-b1be-4019-913b-6811bdead7a9&xptdk=41ebd1bf-b1be-4019-913b-6811bdead7a9
https://down-id.img.susercontent.com/file/id-11134207-7rasa-m5nxv2uufiqlf1,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 2300 Bahan Kondisi Apa Adanya,Rp,60.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,2-5 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Klaten,,,,,,,,"Scrape to BigSeller
Nokia 2300 Bahan Kondisi Apa Adanya
Rp
60.000
2-5 Hari
Kab. Klaten",https://shopee.co.id/Nokia-2300-Bahan-Kondisi-Apa-Adanya-i.326968338.29674862714?extraParams=%7B%22display_model_id%22%3A247566600582%2C%22model_selection_logic%22%3A3%7D&sp_atk=343e9426-a917-427b-95f9-1b7546cc5892&xptdk=343e9426-a917-427b-95f9-1b7546cc5892
https://down-id.img.susercontent.com/file/49ab584254ff22e9a9e13350d2a8f3b2,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,HP Jadul Nokia 103/ Hp Jadul Nokia 1280 / HP Bekas Nokia 103,Rp,99.000,1.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Bandung Barat,,,,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
HP Jadul Nokia 103/ Hp Jadul Nokia 1280 / HP Bekas Nokia 103
Rp
99.000
1.0
1 Terjual
2-3 Hari
Kab. Bandung Barat",https://shopee.co.id/HP-Jadul-Nokia-103-Hp-Jadul-Nokia-1280-HP-Bekas-Nokia-103-i.451318957.9482322082?extraParams=%7B%22display_model_id%22%3A56611859149%2C%22model_selection_logic%22%3A3%7D&sp_atk=8e91beef-7a76-4d79-b32e-9605b18ed3a2&xptdk=8e91beef-7a76-4d79-b32e-9605b18ed3a2
https://down-id.img.susercontent.com/file/6a970861752f85dd82dd6c69ae767401,https://down-id.img.susercontent.com/file/id-11134258-7r98w-lyezzaurybot13,nokia E90 black edition mulus terawat,Rp,1.750.000,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,8 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Temanggung,,,,Cicilan,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
nokia E90 black edition mulus terawat
Rp
1.750.000
Cicilan
5.0
8 Terjual
4-7 Hari
Kab. Temanggung",https://shopee.co.id/nokia-E90-black-edition-mulus-terawat-i.79158169.15804702634?extraParams=%7B%22display_model_id%22%3A69304082389%2C%22model_selection_logic%22%3A3%7D&sp_atk=08abf6b1-d6ba-41b2-a392-33d3d4a3fafe&xptdk=08abf6b1-d6ba-41b2-a392-33d3d4a3fafe
https://down-id.img.susercontent.com/file/id-11134207-7rbkc-m9y32sw4cbbycb,,Nokia C31 4/64 GB Garansi Resmi Indonesia Second Bekas Original,Rp,1.175.000,3.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,1 Terjual,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,"Scrape to BigSeller
Nokia C31 4/64 GB Garansi Resmi Indonesia Second Bekas Original
Rp
1.175.000
3.0
1 Terjual
Besok
Jakarta Utara",https://shopee.co.id/Nokia-C31-4-64-GB-Garansi-Resmi-Indonesia-Second-Bekas-Original-i.515774005.26986723785?extraParams=%7B%22display_model_id%22%3A280112828004%2C%22model_selection_logic%22%3A3%7D&sp_atk=5936657d-8ed0-4f1d-8e42-d5466c2b039f&xptdk=5936657d-8ed0-4f1d-8e42-d5466c2b039f
https://down-id.img.susercontent.com/file/id-11134207-7r98p-loqgsbv2zegb47,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Nokia 8 second original resmi,Rp,1.500.000,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,Besok,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,Besok,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,"Scrape to BigSeller
Nokia 8 second original resmi
Rp
1.500.000
Besok
Jakarta Barat",https://shopee.co.id/Nokia-8-second-original-resmi-i.954669947.24652374039?extraParams=%7B%22display_model_id%22%3A89478493711%2C%22model_selection_logic%22%3A3%7D&sp_atk=12440550-a9cf-484b-a305-db6f9224306d&xptdk=12440550-a9cf-484b-a305-db6f9224306d
