-image-yazkc-11,-image-yazkc-11_2,text-sm,inline-block,text-xs/sp14,font-medium,text-shopee-primary,pointer-events-none,text-xs/sp14_2,pointer-events-none_2,w-auto,text-white,pointer-events-none_3,align-middle,text-shopee-green,truncate,img_2,text-white_2,text-white_2_link,_container,_container_link
https://down-id.img.susercontent.com/file/sg-11134201-7rdwc-m12m0ncvit8n6e,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,"LAPTOP LENOVO THINKPAD T14 Intel Core i5 Gen 10th 16GB 256GB 14""",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.354.000,,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/76dff349290d20891fc1.svg,,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Sleman,3-4 Hari,,,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29160703543&shopid=43394136,"LAPTOP LENOVO THINKPAD T14 Intel Core i5 Gen 10th 16GB 256GB 14""
Rp
4.354.000
3-4 Hari
Kab. Sleman",https://shopee.co.id/LAPTOP-LENOVO-THINKPAD-T14-Intel-Core-i5-Gen-10th-16GB-256GB-14--i.43394136.29160703543?extraParams=%7B%22display_model_id%22%3A185377898033%2C%22model_selection_logic%22%3A3%7D&sp_atk=0a5a107e-dd2e-44a1-b453-16d6a689966d&xptdk=0a5a107e-dd2e-44a1-b453-16d6a689966d
https://down-id.img.susercontent.com/file/id-11134207-822wt-mlpzpb179uz37c,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Thinkpad X13 i7 16GB 1TB SSD Win11 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.300.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,20 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29369058910&shopid=1405031999,"Lenovo Thinkpad X13 i7 16GB 1TB SSD Win11 Pro
Rp
4.300.000
5.0
20 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Lenovo-Thinkpad-X13-i7-16GB-1TB-SSD-Win11-Pro-i.1405031999.29369058910?extraParams=%7B%22display_model_id%22%3A390744918275%2C%22model_selection_logic%22%3A3%7D&sp_atk=4039df90-4ef7-4c66-aeb4-fe4117910507&xptdk=4039df90-4ef7-4c66-aeb4-fe4117910507
https://down-id.img.susercontent.com/file/id-11134207-82252-mggg1k0qla149a,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo V14 G4 Ryzen 5 16GB 1TB SSD Win 11 Office,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,9.949.000,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Selatan,25 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=21377173718&shopid=256652736,"Lenovo V14 G4 Ryzen 5 16GB 1TB SSD Win 11 Office
Rp
9.949.000
-2%
4.9
25 Terjual
< 2 Hari
Jakarta Selatan",https://shopee.co.id/Lenovo-V14-G4-Ryzen-5-16GB-1TB-SSD-Win-11-Office-i.256652736.21377173718?extraParams=%7B%22display_model_id%22%3A159072036541%2C%22model_selection_logic%22%3A3%7D&sp_atk=b9f9a7fe-4b73-467b-a9f8-1da79e6491ea&xptdk=b9f9a7fe-4b73-467b-a9f8-1da79e6491ea
https://down-id.img.susercontent.com/file/id-11134207-822wj-mmin8t5idkp07e,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo V14 G4 Ryzen 3 8GB 512GB SSD Win11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,7.299.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,7 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=41654494792&shopid=1405031999,"Lenovo V14 G4 Ryzen 3 8GB 512GB SSD Win11
Rp
7.299.000
5.0
7 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Lenovo-V14-G4-Ryzen-3-8GB-512GB-SSD-Win11-i.1405031999.41654494792?extraParams=%7B%22display_model_id%22%3A265382421905%2C%22model_selection_logic%22%3A3%7D&sp_atk=2bf57bee-b094-4c30-9741-eb7bfa22086d&xptdk=2bf57bee-b094-4c30-9741-eb7bfa22086d
https://down-id.img.susercontent.com/file/id-11134207-822wk-mleumtk3l3inab,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo Ideapad Slim V14 Ryzen 5 16GB 1TB Windows 11,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,8.397.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Pusat,9 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29435963200&shopid=1392409125,"Lenovo Ideapad Slim V14 Ryzen 5 16GB 1TB Windows 11
Rp
8.397.000
-1%
5.0
9 Terjual
< 2 Hari
Jakarta Pusat",https://shopee.co.id/Lenovo-Ideapad-Slim-V14-Ryzen-5-16GB-1TB-Windows-11-i.1392409125.29435963200?extraParams=%7B%22display_model_id%22%3A360710024157%2C%22model_selection_logic%22%3A3%7D&sp_atk=dfba41c4-5e43-434e-88da-a9608f8bb98d&xptdk=dfba41c4-5e43-434e-88da-a9608f8bb98d
https://down-id.img.susercontent.com/file/id-11134207-8224s-mj2kx5y3nk04be,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Lenovo Thinkpad T14 i7 16GB 512GB SSD Win10 Pro,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,5.400.000,,,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,12 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=29573264989&shopid=1405031999,"Lenovo Thinkpad T14 i7 16GB 512GB SSD Win10 Pro
Rp
5.400.000
4.9
12 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Lenovo-Thinkpad-T14-i7-16GB-512GB-SSD-Win10-Pro-i.1405031999.29573264989?extraParams=%7B%22display_model_id%22%3A365389926937%2C%22model_selection_logic%22%3A3%7D&sp_atk=083d94f0-10c9-4c3b-8012-8ae8a346b3dd&xptdk=083d94f0-10c9-4c3b-8012-8ae8a346b3dd
https://down-id.img.susercontent.com/file/id-11134207-8224z-ml0h2ykawow400,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,"Lenovo ThinkPad X1 Carbon i5/i7 16GB 1TB 14"" FHD",https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,4.499.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,7 Terjual,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=28235888611&shopid=1258520082,"Lenovo ThinkPad X1 Carbon i5/i7 16GB 1TB 14"" FHD
Rp
4.499.000
-1%
Hadiah Gratis
5.0
7 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Lenovo-ThinkPad-X1-Carbon-i5-i7-16GB-1TB-14-FHD-i.1258520082.28235888611?extraParams=%7B%22display_model_id%22%3A420438164152%2C%22model_selection_logic%22%3A3%7D&sp_atk=046942b1-5cc1-4aa7-8932-906fa6c3bea8&xptdk=046942b1-5cc1-4aa7-8932-906fa6c3bea8
https://down-id.img.susercontent.com/file/id-11134207-822wi-mn5od0qx8y6a1b,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Lenovo Thinkpad T14s Gen 2i/1 Core i5 32GB 512GB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/a425c915798471b33e5d.png,Rp,5.649.000,-18%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Bandung,11 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=24710933985&shopid=1157761828,"Lenovo Thinkpad T14s Gen 2i/1 Core i5 32GB 512GB SSD
Rp
5.649.000
-18%
5.0
11 Terjual
< 2 Hari
Bandung",https://shopee.co.id/Lenovo-Thinkpad-T14s-Gen-2i-1-Core-i5-32GB-512GB-SSD-i.1157761828.24710933985?extraParams=%7B%22display_model_id%22%3A296791502663%2C%22model_selection_logic%22%3A3%7D&sp_atk=2dc4b62f-2a8c-44e8-8910-853a6924bcd5&xptdk=2dc4b62f-2a8c-44e8-8910-853a6924bcd5
https://down-id.img.susercontent.com/file/id-11134207-7qul9-ljnn59etp9lk06,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx67rtd6r602f,Lenovo X1 Yoga 3rd Gen Core i7 8GB 1TB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,4.730.000,-25%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,4.9,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Barat,47 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22274950681&shopid=1025974014,"Lenovo X1 Yoga 3rd Gen Core i7 8GB 1TB SSD
Rp
4.730.000
-25%
4.9
47 Terjual
< 2 Hari
Jakarta Barat",https://shopee.co.id/Lenovo-X1-Yoga-3rd-Gen-Core-i7-8GB-1TB-SSD-i.1025974014.22274950681?extraParams=%7B%22display_model_id%22%3A390543049580%2C%22model_selection_logic%22%3A3%7D&sp_atk=23f4b18d-ab8c-4bb5-ac70-e48e8f0c059b&xptdk=23f4b18d-ab8c-4bb5-ac70-e48e8f0c059b
https://down-id.img.susercontent.com/file/id-11134207-7ra0g-mbma3ql5747o44,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,Laptop Lenovo X1 Carbon 5th Core i5/i7 95% Mulus,,Rp,5.500.000,-2%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Jakarta Utara,194 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=22921311836&shopid=940039185,"Laptop Lenovo X1 Carbon 5th Core i5/i7 95% Mulus
Rp
5.500.000
-2%
5.0
194 Terjual
< 2 Hari
Jakarta Utara",https://shopee.co.id/Laptop-Lenovo-X1-Carbon-5th-Core-i5-i7-95-Mulus-i.940039185.22921311836?extraParams=%7B%22display_model_id%22%3A231812674474%2C%22model_selection_logic%22%3A3%7D&sp_atk=423a3259-e79f-4f04-b34c-31dbfe4b051c&xptdk=423a3259-e79f-4f04-b34c-31dbfe4b051c
https://down-id.img.susercontent.com/file/id-11134207-7rbk7-m9u3zmkupk7m3b,https://down-id.img.susercontent.com/file/id-11134258-8224v-mkvw0cu9r7k1a5,"Lenovo Ideapad Slim 1i 14"" 8GB 256GB SSD WiFi",,Rp,2.915.000,,,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Malang,5 Terjual,,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=40651146338&shopid=79997666,"Lenovo Ideapad Slim 1i 14"" 8GB 256GB SSD WiFi
Rp
2.915.000
5.0
5 Terjual
< 2 Hari
Malang",https://shopee.co.id/Lenovo-Ideapad-Slim-1i-14-8GB-256GB-SSD-WiFi-i.79997666.40651146338?extraParams=%7B%22display_model_id%22%3A285091182080%2C%22model_selection_logic%22%3A3%7D&sp_atk=c744e444-0fe8-419b-a3d7-a2cde2a9c0a5&xptdk=c744e444-0fe8-419b-a3d7-a2cde2a9c0a5
https://down-id.img.susercontent.com/file/id-11134207-7rbke-m8ybwcx7vyfh97,https://down-id.img.susercontent.com/file/id-11134258-822wr-mlx5y0tebegw04,Lenovo Ideapad Slim 1 15 Ryzen 3 8GB 1TB SSD,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/e4734dab67ee2f9ebd5a.png,Rp,5.298.000,-1%,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/b4d1b8a78b3621dbdf4a.svg,5.0,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/38e203dc86172a6c6560.svg,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/0614b8f0a8fdde22942d.svg,< 2 Hari,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/5dd7b4560d0e2d3190e8.svg,Kab. Tangerang,5 Terjual,Hadiah Gratis,https://deo.shopeemobile.com/shopee/modules-federation/live/0/shopee__item-card-standard-v2/0.2.8/pc/d7099d3fd1dfdaf705ab.svg,Produk Serupa,https://shopee.co.id/find_similar_products?catid=100644&itemid=25433999682&shopid=1305769617,"Lenovo Ideapad Slim 1 15 Ryzen 3 8GB 1TB SSD
Rp
5.298.000
-1%
Hadiah Gratis
5.0
5 Terjual
< 2 Hari
Kab. Tangerang",https://shopee.co.id/Lenovo-Ideapad-Slim-1-15-Ryzen-3-8GB-1TB-SSD-i.1305769617.25433999682?extraParams=%7B%22display_model_id%22%3A355692531326%2C%22model_selection_logic%22%3A3%7D&sp_atk=c5254ba8-c33a-492a-ae11-de17f125ffff&xptdk=c5254ba8-c33a-492a-ae11-de17f125ffff
