nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,kondisi,platform
Getar Blackshark 2 original copotan,Rp12.000,,,Kab. Sukoharjo,Hp,Blackshark,Bekas,Shopee
mesin bawah black shark 2 ori copotan,Rp200.000,,,Kab. Bandung,Hp,Blackshark,Bekas,Shopee
rumahan sim tray & part blackshark 3 copotan,Rp200.000,,,,Hp,Blackshark,Bekas,Shopee
TWS Blackshark Joybuds,Rp300.000,,,,Hp,Blackshark,Bekas,Shopee
Kamera Depan Black Shark 1 Original Copotan second Normal,Rp55.000,5.0,3 Terjual,Jakarta Selatan,Hp,Blackshark,Bekas,Shopee
Dusbox Original Copotan Blackshark 1,Rp70.000,,,Kab. Bantul,Hp,Blackshark,Bekas,Shopee
FLEXIBEL BOARD BLACK SHARK 1 ( ORI COPOTAN ),Rp33.000,,,Makassar,Hp,Blackshark,Bekas,Shopee
KABEL JARINGAN BLACK SHARK 1 ( ORI COPOTAN ) ASLI,Rp21.000,,,Makassar,Hp,Blackshark,Bekas,Shopee
kamera black shark 1 original copotan fullset,Rp95.000,,,,Hp,Blackshark,Bekas,Shopee
Buzzer copotan Black shark 1,Rp64.900,,,Kab. Bandung,Hp,Blackshark,Bekas,Shopee
"Black Shark Monster Gaming Trigger, Magnetic Game Controller",Rp69.000,5.0,4 Terjual,Jakarta Barat,Hp,Blackshark,Bekas,Shopee
SENSOR GETAR BLACK SHARK 1 ( ORI COPOTAN ) ASLI,Rp27.000,,,Makassar,Hp,Blackshark,Bekas,Shopee
kabel antena sinyal black shark 2 ori copotan,Rp155.000,,,Tangerang,Hp,Blackshark,Bekas,Shopee
board chas blackshark 3 ori,Rp140.000,,,,Hp,Blackshark,Bekas,Shopee
[Pre Order] Black Shark Funcooler 5 | Magnetik version dengan Free Klip | Ergonomis dan Ringan di tangan | Suhu Turun Hingga 35°C | RGB Stylish,Rp389.000,,,Jakarta Utara,Hp,Blackshark,Bekas,Shopee
Xiaomi Black Shark 1 Modul kamera belakang / rear camera big original copotan | eXe Comp,Rp147.500,,,Kab. Mojokerto,Hp,Blackshark,Bekas,Shopee
MESIN BLACK SHARK 1 MATOT,Rp50.000,,,,Hp,Blackshark,Bekas,Shopee
Honor X6C 6GB/256GB Garansi Resmi Honor Indonesia,Rp2.689.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
HONOR 9N 4/64 gb,Rp850.000,,,Kab. Pacitan,Hp,Honor,Baru,Shopee
Hp honor Che1-L04 Restar,Rp110.000,,,Jakarta Barat,Hp,Honor,Baru,Shopee
Honor x9c 5g ram 12 256gb Acc only,Rp120.000,,,Kab. Bandung,Hp,Honor,Baru,Shopee
HONOR GT 5PRO,Rp9.000.000,,,,Hp,Honor,Baru,Shopee
HONOR 90 LITE 5G Murah Aje,Rp1.400.000,,,Bandung,Hp,Honor,Baru,Shopee
honor x9b seken,Rp1.500.000,,,,Hp,Honor,Baru,Shopee
"HONOR X6C 6GB/256GB NFC MediaTek Helio G81 Ultra, 5300mAh 35W | Garansi Resmi",Rp3.149.000,,,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
Huawei Honor 7x Mantap Ram 4/64Gb buat main PUBG dan MOBA kamera mantap,Rp1.900.000,,,,Hp,Honor,Baru,Shopee
HUAWEI HONOR 7X,Rp200.000,,,Kab. Trenggalek,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256 GB GARANSI RESMI HONOR INDONESIA TERMURAH,Rp3.934.900,5.0,12 Terjual,Surabaya,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp4.449.000,4.9,148 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
[LIKE NEW] Honor 400 Lite 5G 8/256 GB Garansi Resmi Indonesia Original,Rp3.290.000,5.0,4 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor X9c 5G 12/256 GB Garansi Resmi Indonesia Second Bekas Original,Rp3.690.000,5.0,4 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256GB SECOND MULUS TERAWAT,Rp3.379.000,5.0,10 Terjual,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
Honor x9c 12/256 Second Handphone,Rp3.500.000,5.0,2 Terjual,Kab. Serang,Hp,Honor,Baru,Shopee
Honor X9c 12/256gb Fullset Mulus second like new,Rp3.700.000,,,Bogor,Hp,Honor,Baru,Shopee
Honor x9c 5g ram 12/256 giga unit resmi,Rp3.350.000,,,Kab. Bandung,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G RAM 8/256GB SECOND MULUS TERAWAT,Rp3.340.000,,,Surabaya,Hp,Honor,Baru,Shopee
Honor 90 lite biru Ram 4-8gb minus lcd second Singapore ex inter,Rp600.000,,1 Terjual,,Hp,Honor,Baru,Shopee
[LIKE NEW] Honor X6C 6/256 GB Garansi Resmi Indonesia Original,Rp2.490.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR 400 5G 512 GB eSIM 6000mAh Garansi 2 Tahun | Honor 400 Lite 5G 256 GB,Rp3.699.000,5.0,1 Terjual,Surabaya,Hp,Honor,Baru,Shopee
"]BARU] HONOR X6c 6/256GB TFT LCD 6,6 inc - MediaTek Helio G81 Ultra - Original Garansi Resmi HONOR Indonesia",Rp3.499.000,,,Surabaya,Hp,Honor,Baru,Shopee
Honor X8a Ram 4/128gb Wifi Only,Rp1.700.000,,,Surabaya,Hp,Honor,Baru,Shopee
honor 400 pro 12/512 Gb,Rp7.800.000,,,Bekasi,Hp,Honor,Baru,Shopee
[LIKE NEW] Honor X6C 6/256 GB Garansi Resmi Indonesia Original,Rp2.575.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor Magic 7 RSR Porsche Design inter 16/512GB ( blm terdaftar bea cukai ),Rp12.700.000,,,Kab. Cilacap,Hp,Honor,Baru,Shopee
HONOR 400 5G & 400 LITE 5G RAM 12/512GB + 8/256GB GARANSI RESMI,Rp4.199.000,5.0,124 Terjual,Bekasi,Hp,Honor,Baru,Shopee
HONOR 400 Lite 5G [8/256GB] - Garansi Resmi Honor Indonesia,Rp3.920.000,,,Surabaya,Hp,Honor,Baru,Shopee
DZL - HP HONOR X6C 6/256 GB 5300mAh Original Garansi Resmi Official Store Handphone Ori,Rp2.829.000,,,Kab. Sleman,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp4.449.000,5.0,10 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR X9B56 12/256 mulus Unit Only,Rp2.850.000,,,Bogor,Hp,Honor,Baru,Shopee
Honor p20 8/128,Rp1.300.000,,,,Hp,Honor,Baru,Shopee
Honor X8c 4G inter all op sim 1 fulset fungsi semua bagus mulus.,Rp2.700.000,,,Bogor,Hp,Honor,Baru,Shopee
HONOR X6C 6/256 GB GARANSI RESMI HONOR INDONESIA TERMURAH,Rp2.980.600,,,Surabaya,Hp,Honor,Baru,Shopee
honor x7d 8/512,Rp3.650.000,,,Kab. Tangerang,Hp,Honor,Baru,Shopee
HUAWEI HONOR 7A 3/32 4GHP ANDROID NORMAL SIAP PAKAI,Rp550.000,,1 Terjual,Kab. Kudus,Hp,Honor,Baru,Shopee
HONOR 400 Lite 5G NFC 8/256GB - Garansi Resmi,Rp3.899.000,5.0,28 Terjual,Kab. Bogor,Hp,Honor,Baru,Shopee
HONOR X9C 5G 12/256GB NEW SEGEL GARANSI RESMI ORIGINAL,Rp4.399.000,5.0,60 Terjual,Bekasi,Hp,Honor,Baru,Shopee
HONOR X50 8/128GB BEA CUKAI TERDAFTAR,Rp1.100.000,,,Jakarta Barat,Hp,Honor,Baru,Shopee
Honor 400 Lite 5G Ram 8 Rom 256GB Second Resmi Gadget Style Store,Rp3.305.788,,,Surabaya,Hp,Honor,Baru,Shopee
Honor X6C 6/256 GB Garansi Resmi,Rp3.199.000,,,Bandung,Hp,Honor,Baru,Shopee
Honor X7c 4G 8/256gb hp charger bukan bawaan tapi naik bagus. Support NFC,Rp2.150.000,,,Bogor,Hp,Honor,Baru,Shopee
"honor X6c 6/256gb Warranty: 1 Year Official Warranty - Display: 6.61"" TFT LCD, 120Hz - Front Camera: 5MP Rear Camera: 50MP - Battery: 5300mAh Charging: 35W HONOR - SuperCharge - 6 Security: Side-mounted Fingerprint - NFC: Supported - Ram/Storage: 6GB+8GB",Rp3.005.000,,,Semarang,Hp,Honor,Baru,Shopee
Honor X9C || 2nd || Normal,Rp3.110.000,,,Kab. Kuningan,Hp,Honor,Baru,Shopee
"Honor X6C (RAM 6GB, ROM 256GB, Refresh Rate 120Hz, Battery 5300 mAh)",Rp3.105.000,5.0,4 Terjual,Malang,Hp,Honor,Baru,Shopee
Honor 400 Lite 5G 8/256 | Second Resmi Indonesia Mulus,Rp3.650.000,5.0,1 Terjual,Bekasi,Hp,Honor,Baru,Shopee
HONOR X7d 4G [8/512GB] - Garansi Resmi Honor Indonesia,Rp4.495.000,,,Surabaya,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp4.449.000,4.8,38 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
honor x9B56 16/256,Rp2.900.000,,,Bogor,Hp,Honor,Baru,Shopee
Honor 7S RAM 2/16 GB,Rp3.370.000,,11 Terjual,Surabaya,Hp,Honor,Baru,Shopee
HONOR 9 LITE 3/32,Rp1.950.000,,,,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256 GB GARANSI RESMI HONOR INDONESIA TERMURAH,Rp3.935.900,,1 Terjual,Surabaya,Hp,Honor,Baru,Shopee
HONOR X9C RAM 12/256 SECOND FULSET GARANSI RESMI,Rp3.600.000,,,Kab. Lamongan,Hp,Honor,Baru,Shopee
HONOR 400 5G 12/512 GB GARANSI RESMI HONOR INDONESIA TERMURAH,Rp6.817.200,5.0,25 Terjual,Surabaya,Hp,Honor,Baru,Shopee
HONOR 400 Lite 5G Smartphone RAM 8GB+8GB/256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi,Rp4.219.000,4.9,298 Terjual,Tangerang,Hp,Honor,Baru,Shopee
[LIKE NEW] Honor X9c 12/256 GB Garansi Resmi Indonesia Original,Rp4.290.000,5.0,5 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
HUAWEI HONOR X50 5G 12/256 ex GARANSI INTER,Rp2.999.000,5.0,1 Terjual,Kab. Klaten,Hp,Honor,Baru,Shopee
"Honor X7D (RAM 8GB, ROM 512GB, Snapdragon 685, Camera 108MP, Battery 6500mAh)",Rp4.628.000,,,Malang,Hp,Honor,Baru,Shopee
HANDPHONE HONOR 8X 4/128,Rp1.350.000,5.0,1 Terjual,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
"Honor 200 Pro 5G 12GB 512GB | Snapdragon 8s Gen 3 Layar 6,78"" OLED Quad-curved 120Hz Battery 5200mAh Fast Charge 100W Garansi Resmi",Rp6.982.000,,,,Hp,Honor,Baru,Shopee
Honor 9i,Rp2.790.000,,,Jakarta Barat,Hp,Honor,Baru,Shopee
HONOR X7d,Rp4.723.950,,,,Hp,Honor,Baru,Shopee
Honor X9b 12/256 GB beacukai,Rp3.150.000,,,,Hp,Honor,Baru,Shopee
Honor X6c,Rp3.148.950,,,,Hp,Honor,Baru,Shopee
Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun,Rp2.689.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR 9i 3/32,Rp2.200.000,,,,Hp,Honor,Baru,Shopee
Honor X6C 12/256 GB |Hellio G81 Ultra High perfomance | Ultra Camera 50 MP | 5300 mAh Fast Charging 33 W | Garansi resmi Honor Indonesia,Rp3.999.000,5.0,150 Terjual,Kab. Tangerang,Hp,Honor,Baru,Shopee
HONOR X6C Ram 6/256Gb – Garansi Resmi,Rp3.025.000,,,,Hp,Honor,Baru,Shopee
HONOR 400 Lite 5G Smartphone RAM 16GB [8GB+8GB] + ROM 256GB AI Camera Button | Ultra-Clear Camera | Ultra-tough Triple Defense Garansi Resmi,Rp4.019.000,5.0,96 Terjual,Tangerang,Hp,Honor,Baru,Shopee
"Honor 200 Pro 5G 12GB 512GB | Snapdragon 8s Gen 3 Layar 6,78"" OLED Quad-curved 120Hz Battery 5200mAh Fast Charge 100W Garansi Resmi",Rp6.935.000,5.0,4 Terjual,,Hp,Honor,Baru,Shopee
HONOR 400 5G 12/512 SECOND MULUS TERAWAT,Rp6.161.000,5.0,10 Terjual,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
Honor 70 mulus,Rp3.600.000,,,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
HONOR 8X FREE HEADSHET BT,Rp3.999.000,,,Kab. Purbalingga,Hp,Honor,Baru,Shopee
Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp2.838.000,,,Bandung,Hp,Honor,Baru,Shopee
Honor X7D 8GB/256GB Garansi Resmi Honor Indonesia,Rp4.079.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp4.449.000,5.0,23 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR X6C 6GB/256GB NEW Garansi RESMI,Rp2.689.000,,,Depok,Hp,Honor,Baru,Shopee
Honor 9i 3/32GB garansi resmi,Rp2.500.000,,,Kab. Tangerang,Hp,Honor,Baru,Shopee
Hp android honor,Rp2.000.000,,,,Hp,Honor,Baru,Shopee
HONOR 9i RAM 3GB / 32GB GARANSI RESMI 1 TAHUN BUKAN OPPO A3S 3GB/32GB,Rp2.138.999,5.0,20 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
HONOR X6C 6/256 GB 5300 mAh NEW GARANSI - BATAM,Rp3.099.000,,,,Hp,Honor,Baru,Shopee
honor 400 5g 12/512 - AMOLED 120HZ - 6.55 inches - Qualcomm Snapdragon 7Gen 3 - 200 MP Dual Camera - 6000 mAh Battery,Rp6.873.000,,,Semarang,Hp,Honor,Baru,Shopee
HONOR X7d NFC 16GB (8GB+8GB) 512GB - Garansi Resmi,Rp4.489.000,,,Kab. Bogor,Hp,Honor,Baru,Shopee
Era 2000 - Honor X6c 6/256GB Mediatek Helio G81 Ultra 50MP 5300mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp2.874.000,,,Bandung,Hp,Honor,Baru,Shopee
HONOR 9i RAM 4GB/64GB GARANSI RESMI HONOR INDONESIA PT I COOL,Rp2.674.999,5.0,20 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
HONOR MAGIC 5 5G 12/256 - RESMI BEACUKAI,Rp5.590.000,,,Kab. Batang,Hp,Honor,Baru,Shopee
Honor 90 256gb,Rp4.000.000,,,Jakarta Selatan,Hp,Honor,Baru,Shopee
honor x9c ram 12 / 256 resmi full ori garansi,Rp3.399.900,,,Bandung,Hp,Honor,Baru,Shopee
HONOR X6C NFC 12GB (6GB+6GB) 256GB - Garansi Resmi,Rp2.849.000,,,Kab. Bogor,Hp,Honor,Baru,Shopee
HONOR 400 5G BARU,Rp6.600.000,,,Kab. Bandung,Hp,Honor,Baru,Shopee
Honor x9c ram 12/256 second fullset resmi garansi on termurah,Rp3.699.000,5.0,2 Terjual,Bekasi,Hp,Honor,Baru,Shopee
HONOR 9LITE 3/32GB,Rp2.080.000,,,Bekasi,Hp,Honor,Baru,Shopee
"(RESMI) Handphone Honor X6C 6GB/256GB, Baterai 5300 mAh dengan pengisian 35W, chipset gaming yang responsif dengan layar 120 Hz.",Rp2.679.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
HONOR 7A RAM 3GB/32GB GARANSI HONOR INDONESIA HONOR 7 A,Rp1.874.999,5.0,20 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
Honor X7D 8/256 8/512 New Garansi Resmi Promo Bandung,Rp4.370.712,,,Bandung,Hp,Honor,Baru,Shopee
HONOR X6C RAM 6GB+256GB HELIO G81 ULTRA | 5300mAh GARANSI RESMI,Rp3.099.000,,,,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] Ultrawide - Garansi Resmi 1 Tahun,Rp4.449.000,5.0,3 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor 70 5G,Rp6.000.000,5.0,1 Terjual,Kab. Blora,Hp,Honor,Baru,Shopee
[LIKE NEW] Honor 400 5G 12/512 GB Garansi Resmi Indonesia Original,Rp6.290.000,5.0,4 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
honor 8,Rp2.500.000,,,Medan,Hp,Honor,Baru,Shopee
Honor X8A 4/128 RAM 4GB ROM 128GB GARANSI RESMI,Rp2.299.000,,,Kab. Tangerang,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256 GB ORIGINAL FULLSET RESMI,Rp3.399.999,,,,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256GB GARANSI RESMI FREE GIFT!!,Rp3.900.000,,2 Terjual,Bekasi,Hp,Honor,Baru,Shopee
honor 70 pro 8/256 imei beacukai,Rp3.300.000,,,,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8/256GB - GARANSI RESMI HONOR INDONESIA,Rp3.999.000,,,Jakarta Selatan,Hp,Honor,Baru,Shopee
Honor X7d AI 8+4Gb/512Gb 6500mAh -- Garansi Resmi -- Ai Love Grosir,Rp4.999.000,5.0,1 Terjual,,Hp,Honor,Baru,Shopee
"Honor 400 Lite 5G 8/256GB [108 MP, MediaTek Dimensity 7025-Ultra, MagicOS 9.0, 5230 mAh] - Garansi Resmi",Rp3.999.000,,,,Hp,Honor,Baru,Shopee
Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun,Rp2.999.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor 400 Lite 5G 8/256 Pemakaian 3 Bulanan Mulus TOP,Rp3.549.000,,,Kab. Lamongan,Hp,Honor,Baru,Shopee
Honor Power 2 5G 256GB 512GB Dimensity 8500 Elite 10080mAh 80W 50MP Camera Power2,Rp10.649.000,,,Jakarta Selatan,Hp,Honor,Baru,Shopee
Honor 500 Pro 5G 6.55''AMOLED 120HZ Snapdragon 8 Elite 8000mAh 80W,Rp13.699.000,5.0,8 Terjual,Jakarta Selatan,Hp,Honor,Baru,Shopee
HONOR X6C 6GB 256GB - NEW SEGEL BOX,Rp2.689.000,,,Bogor,Hp,Honor,Baru,Shopee
Honor X6C 6GB/256GB Garansi Resmi Honor Indonesia,Rp2.629.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
HONOR X7D LTE 8/512GB Kamera 108MP Baterai 6500mAh NFC Smartphone Snapdragon 685 Original Resmi,Rp4.499.000,,,Tangerang,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G 8GB 256GB KAMERA 108MP LAYAR AMOLED BATERAI 5320MAH GARANSI RESMI,Rp3.899.000,5.0,1 Terjual,Jakarta Pusat,Hp,Honor,Baru,Shopee
Honor 400 Lite 5G 8GB/256GB AMOLED 120Hz Garansi Resmi Honor Indonesia,Rp4.143.000,,,Bandung,Hp,Honor,Baru,Shopee
Honor X6C [6GB+256GB] - Garansi Resmi 1 Tahun,Rp2.749.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR X6C LTE 6/256GB Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi,Rp2.999.000,,,Tangerang,Hp,Honor,Baru,Shopee
DZL - HP HONOR X7d 8/512 GB 6500mAh 108MP Original Garansi Resmi Official Store Handphone Ori,Rp4.329.000,,,Kab. Sleman,Hp,Honor,Baru,Shopee
"Honor X6C 6/256GB - MediaTek Helio G81 Ultra Layar 6,61 Kamera 50MP+5MP Baterai 5300mAh 35W Honor SuperCharge",Rp2.999.000,,,Kab. Cirebon,Hp,Honor,Baru,Shopee
Honor 7X 4GB/64GB Garansi Resmi- Asuransi Pengiriman -,Rp2.400.000,,,Surabaya,Hp,Honor,Baru,Shopee
Honor X6C 6/256GB | AI Button One-Click | Access Water & Drop Resistant | 5300mAh | 35W Battery Turbo Charging | Kamera 50MP Garansi Resmi,Rp2.998.000,,,Tangerang,Hp,Honor,Baru,Shopee
HONOR X6c 6+6/256 dengan chipset mediatek Helio G81 dan camera utama 50MP,Rp3.099.000,,,Bandung,Hp,Honor,Baru,Shopee
HONOR X7D LTE 8/512GB Snapdragon 685 Baterai 6500mAh Smartphone Kamera 108MP Original Resmi,Rp4.650.000,,,,Hp,Honor,Baru,Shopee
HONOR X6C LTE 6/256GB Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi,Rp3.090.000,,,,Hp,Honor,Baru,Shopee
HONOR 400 LITE 5G RAM 8/256GB LAYAR AMOLED 120HZ KAMERA 108MP GARANSI RESMI,Rp3.999.000,5.0,15 Terjual,Medan,Hp,Honor,Baru,Shopee
Honor X6C 6/256GB - Garansi Resmi,Rp2.999.000,,,Jakarta Timur,Hp,Honor,Baru,Shopee
HONOR X7D 8/512 GB RESMI NEW,Rp4.300.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
HONOR 400 5G 12/512 SECOND SUPER MULUS TERAWAT,Rp6.499.000,,,Kab. Sidoarjo,Hp,Honor,Baru,Shopee
HONOR X6 C SMART PHONE 6/256 GB 5.300 mAh GARANSI - BATAM,Rp3.099.000,,,,Hp,Honor,Baru,Shopee
Honor 7A ram 3 rom 32 Garansi Resmi,Rp1.900.000,,,Jakarta Barat,Hp,Honor,Baru,Shopee
Honor X7D [8GB+512GB] - Garansi Resmi 1 Tahun,Rp4.079.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor magic 5pro,Rp7.000.000,,,Kab. Blitar,Hp,Honor,Baru,Shopee
Honor View 10 6/128GB,Rp7.825.000,5.0,2 Terjual,Jakarta Selatan,Hp,Honor,Baru,Shopee
[Like New] Honor 400 Lite 8/256 GB Garansi Resmi Indonesia Original,Rp3.275.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun,Rp2.689.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR 400 Lite 5G 8/256GB - Garansi Resmi Honor Indonesia,Rp3.999.000,5.0,1 Terjual,Bandung,Hp,Honor,Baru,Shopee
HONOR MAGIC 6 PRO 5G RESMI BEA CUKAI MULUS FULLSET ORI,Rp11.200.000,,,Malang,Hp,Honor,Baru,Shopee
HONOR 200 PRO LIKE NEW,Rp6.000.000,,,,Hp,Honor,Baru,Shopee
HONOR X6c 6+6/256Gb AI Fitur -- Garansi Resmi,Rp3.399.000,,1 Terjual,,Hp,Honor,Baru,Shopee
HONOR X6C 6GB/256GB GARANSI RESMI,Rp2.999.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
Honor X6C 6/256 New Garansi Resmi Promo Bandung,Rp2.977.573,,,Bandung,Hp,Honor,Baru,Shopee
Honor X6C 4G 6/256GB NFC Garansi Resmi,Rp2.799.000,,,Semarang,Hp,Honor,Baru,Shopee
HONOR X6C RAM 6 GB ROM 256 GB MEDIATEK HELIO G81 6.81 INC IPS 120 HZ,Rp3.219.000,,,Kab. Bekasi,Hp,Honor,Baru,Shopee
HONOR X6C 4G 6/256GB Kamera 50MP Baterai 5300mAh Smartphone Fast Charge 35W Garansi Resmi,Rp2.998.000,,,Tangerang,Hp,Honor,Baru,Shopee
honor x6c 6/256gb 4g garansi 12 bulan new,Rp3.100.000,,,,Hp,Honor,Baru,Shopee
Honor X7D 8/512GB Snapdragon 685 108MP 6500mAh | Garansi Resmi Honor Indonesia 1 Tahun,Rp4.436.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
"Honor 400 Lite 5G 8/256GB [108 MP, MediaTek Dimensity 7025-Ultra, MagicOS 9.0, 5230 mAh] - Garansi Resmi",Rp4.010.000,,,,Hp,Honor,Baru,Shopee
Honor X7D 8/512 GB Garansi Resmi,Rp4.599.000,,,Bandung,Hp,Honor,Baru,Shopee
Honor X6C ( 6/256GB ) - Kamera 50MP Baterai 5300mAh Fast Charge 35W Smartphone Garansi Resmi,Rp2.679.000,,1 Terjual,Jakarta Pusat,Hp,Honor,Baru,Shopee
Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER,Rp3.498.999,5.0,20 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
Honor 400 LITE 5G ram 8/256 dan 12/512 new,Rp3.994.000,5.0,4 Terjual,Medan,Hp,Honor,Baru,Shopee
Honor 8x 4/128 GB Garansi Honor Indonesia,Rp3.850.000,5.0,20 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
Honor X9 C 5G 12/256 GB Fullset Like New / Second,Rp3.699.000,,,,Hp,Honor,Baru,Shopee
Honor X9C 5G [12GB+256GB] - Garansi Resmi 1 Tahun,Rp4.399.000,5.0,1 Terjual,Jakarta Utara,Hp,Honor,Baru,Shopee
honor X9c 5g resmi Indonesia,Rp3.850.000,,,,Hp,Honor,Baru,Shopee
Honor X7D ( 8/256GB ) - Kamera 108MP Baterai 6500mAh Layar 120Hz NFC Smartphone Snapdragon 685 ( Garansi Resmi ),Rp4.129.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
honor X7D 4G 8/512GB NFC Garansi Resmi Indonesia,Rp4.299.000,,,Semarang,Hp,Honor,Baru,Shopee
HONOR 400 Lite 8/256 GB SECOND FULLSET ORIGINAL,Rp3.500.000,,,Kab. Jombang,Hp,Honor,Baru,Shopee
"Honor 400 Lite 5G 8/256GB Mediatek Dimensity 7025 Ultra (6 nm), 108MP Street Style Portrait garansi resmi indonesia",Rp3.999.000,,,Jakarta Barat,Hp,Honor,Baru,Shopee
HONOR X7 D 8/512 GB SMARTPHONE NEW GARANSI - BATAM,Rp4.699.000,,,,Hp,Honor,Baru,Shopee
Honor 400 Lite 5G 8/256 Resmi likenew,Rp3.300.000,5.0,3 Terjual,Jakarta Pusat,Hp,Honor,Baru,Shopee
Huawei honor 3c,Rp110.000,,,Kab. Purbalingga,Hp,Honor,Baru,Shopee
HONOR 400 LITE 8/256GB GARANSI RESMI,Rp4.150.000,5.0,9 Terjual,Jakarta Pusat,Hp,Honor,Baru,Shopee
Honor 8X 128GB GARANSI RESMI!!!!,Rp3.000.000,5.0,1 Terjual,Kab. Karanganyar,Hp,Honor,Baru,Shopee
HONOR 400 LITE 8/256 SECOND RESMI,Rp3.350.000,,,Jakarta Pusat,Hp,Honor,Baru,Shopee
HONOR X7D 4G RAM 8GB+512GB 108MP AI CAMERA | 6500 mAh | 120Hz IP65 GARANSI RESMI,Rp4.599.000,,,,Hp,Honor,Baru,Shopee
Honor 200 Pro Ram 12/512Gb Like New Fullset,Rp6.800.000,,,Kab. Mojokerto,Hp,Honor,Baru,Shopee
Honor 8x 4/128 GB Garansi Honor Indonesia / PRE ORDER,Rp3.079.999,5.0,8 Terjual,Tangerang Selatan,Hp,Honor,Baru,Shopee
Honor X7D 8/256 8/512 New Garansi Resmi Promo Bandung,Rp4.434.037,,,Bandung,Hp,Honor,Baru,Shopee
"HONOR X7D 8GB/256GB, Garansi Resmi",Rp4.139.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
Honor X6C 6GB+256GB - Garansi Resmi 1 Tahun,Rp3.049.000,,,Jakarta Utara,Hp,Honor,Baru,Shopee
HONOR X9A (8/128) - GARANSI RESMI,Rp3.999.000,,,,Hp,Honor,Baru,Shopee
HONOR X7D 8/512 GB 6.500 mAh 108MP CAMERA GARANSI RESMI - BATAM,Rp4.700.000,,,,Hp,Honor,Baru,Shopee
