nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,kondisi,platform
Laptop ADVAN G4i Intel core i3 DDR3 kondisi matot tidak ada Hardisk & Charger,Rp350.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN WORKPLUS CORE i5 GEN 10 RAM 8GB SSD 256GB SECOND/BEKAS,Rp7.855.000,,,Jakarta Utara,Laptop,Advan,Bekas,Shopee
Advan Vanbook P3N-41125 Coklat Motif 14 inch RAM 2GB HDD 320GB Second,Rp1.000.000,,1 Terjual,,Laptop,Advan,Bekas,Shopee
Advan Vanbook Pin 46132 Merah RAM 2GB windows 7 Netbook Second 10 inch,Rp900.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN Soulmate X Amd Athlon 3020e RAM16GB SSD512GB Windows 11 Original,Rp3.549.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
LAPTOP ADVAN WORKPRO INTEL i5 1035G7 8GB 256SSD W11,Rp5.850.000,4.8,32 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
ADVAN Workpro Intel core i5 12450H RAM32GB SSD1TB 14'' Fhd Ips Windows 11,Rp7.099.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
Laptop Advan Soulmate 1407 | AMD 3020e | RAM 8GB | SSD 128GB,Rp2.940.000,,,Makassar,Laptop,Advan,Bekas,Shopee
LAPTOP ADVAN SOULMATE INTEL N4020 4GB 384GB WINDOWS,Rp3.650.000,5.0,235 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
Laptop Advan Work PLus Ryzen 5 6600H 16GB 512G W11 FHD IPS Color SILVER,Rp4.299.000,5.0,6 Terjual,,Laptop,Advan,Bekas,Shopee
ADVAN Workplus HERITAGE AMD Ryzen 5 7535HS RAM32GB SSD2TB 14'' IPS Wuxga Windows 11,Rp7.349.000,4.9,339 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
Advan Workplus Air Ryzen 5 7535HS 16 GB/512 GB,Rp7.299.000,,,,Laptop,Advan,Bekas,Shopee
Laptop Advan Soulmate G3C,Rp1.500.000,,,Tangerang,Laptop,Advan,Bekas,Shopee
LAPTOP ADVAN WORKMATE AMD RAYZEN 5 3500 RAM 8GB SSD 256 14 Inch,Rp5.072.000,,,Surabaya,Laptop,Advan,Bekas,Shopee
LAPTOP OFFICE ADVAN SOULMATE N4020 4/128 GB,Rp2.200.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN LAPTOP WORKMATE INTEL CORE i3 1215U 8GB 256SSD W11,Rp6.500.000,4.9,22 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
Advan 1405 AMD Ryzen 5 3500U Ram 16Gb Ssd NVMe 512Gb,Rp3.850.000,,1 Terjual,Malang,Laptop,Advan,Bekas,Shopee
PROMO Advan Workplus Ryzen 7 16GB 512GB Notebook,Rp5.890.000,4.9,230 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
ADVAN TBOOK N100 4gb 128gb Windows11 14.0,Rp4.262.000,5.0,22 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
ADVAN SOULMATE X2 AMD 3020 8GB 128GB Windows11 14.0 IPS,Rp3.729.000,,2 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
ADVAN WORKPLUS RYZEN 5 6600H 16GB 512SSD WINDOWS ORIGINAL,Rp7.850.000,5.0,7 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
ADVAN WORKMATE RYZEN 5 3500U 16GB 256SSD W11,Rp5.800.000,5.0,39 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
READY STOCK Advan Soulmate 1405 Celeron 4GB 128GB SSD,Rp1.850.000,4.9,14 Terjual,Jakarta Barat,Laptop,Advan,Bekas,Shopee
ADVAN WORKMATE L25C | RYZEN 5-3500U | RAM 8 GB | SSD 256 GB,Rp4.500.000,,,,Laptop,Advan,Bekas,Shopee
Laptop Advan Soulmate Plus 1405 Ryzen 5 8GB 256GB,Rp4.500.000,4.7,4 Terjual,Jakarta Timur,Laptop,Advan,Bekas,Shopee
"Laptop Advan Soulmate 1405, Ryzen 5 - 3500U, Ram8Gb Ssd256Gb, Normal",Rp3.900.000,,,Tangerang,Laptop,Advan,Bekas,Shopee
ADVAN 1405,Rp2.300.000,,,,Laptop,Advan,Bekas,Shopee
Laptop Advan WorkPro Lite 1701 Intel Core i3-12th gen/8/256,Rp4.300.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN SOULMATE X2 AMD 3020 - RAM 8GB 128GB WINDOWS 11 14.0 IPS,Rp3.753.000,4.9,43 Terjual,Jakarta Utara,Laptop,Advan,Bekas,Shopee
ADVAN Workpro Intel core i5 12450H RAM32GB SSD1TB 14'' Fhd Ips Windows 11,Rp7.099.000,4.9,69 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
"Advan Workmate Ryzen 5 16GB 512GB SSD 14"" IPS",Rp5.798.000,5.0,25 Terjual,Bogor,Laptop,Advan,Bekas,Shopee
ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD1TB 14'' Hd Windows 11,Rp2.499.000,,1 Terjual,Malang,Laptop,Advan,Bekas,Shopee
ADVAN WORKPLUS RYZEN 7 7735HS 16GB 512SSD W11,Rp9.500.000,5.0,3 Terjual,Surabaya,Laptop,Advan,Bekas,Shopee
Laptop Advan Tbook 1405 Transormer Intel-N100 | RAM 8GB SSD 256GB | Fullset Dan Bergaransi | Like New,Rp2.550.000,,,Jakarta Barat,Laptop,Advan,Bekas,Shopee
LAPTOP ADVAN TBOOK RAM 4/128 MULUS,Rp1.700.000,,,,Laptop,Advan,Bekas,Shopee
Advan Workmate Ryzen 5 3500U 8GB SSD 256GB 14 W11,Rp5.760.000,5.0,12 Terjual,Yogyakarta,Laptop,Advan,Bekas,Shopee
Advan Workmate 14 Ryzen 5 16GB 512GB SSD Win11,Rp5.798.000,5.0,5 Terjual,Jakarta Selatan,Laptop,Advan,Bekas,Shopee
Laptop Advan Workpro-Lite Core i3 1215u 8GB 256GB SSD Fhd Windows 11 Home,Rp4.300.000,,,Bekasi,Laptop,Advan,Bekas,Shopee
Laptop ADVAN CORE,Rp500.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD1TB 14'' Hd Windows 11,Rp2.499.000,3.0,1 Terjual,Malang,Laptop,Advan,Bekas,Shopee
Advan Workmate Ryzen 5 8GB 256GB W11 IPS,Rp5.683.000,5.0,9 Terjual,Bekasi,Laptop,Advan,Bekas,Shopee
ADVAN WORKMATE RYZEN 5 3500U RAM 8GB SSD 256GB WINDOWS11 UWUXGA IPS,Rp5.683.000,5.0,3 Terjual,Depok,Laptop,Advan,Bekas,Shopee
Advan Tbook Intel N100 16GB 1TB SSD Windows 11,Rp4.299.000,4.8,70 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
Laptop Advan WORKMATE I3 1215U 8GB -SSD 256GB -WIN11 -LIGHT BLUE -No Bag,Rp5.994.900,5.0,1 Terjual,Balikpapan,Laptop,Advan,Bekas,Shopee
ADVAN 360 Pro Stylus AMD Ryzen 5 7430U RAM32GB SSD1TB 14'' Touchscreen Fhd Ips Windows 11,Rp7.199.000,4.9,106 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
Laptop Advan Workmate L25C Intel Core i3-1215U,Rp7.650.000,,1 Terjual,Balikpapan,Laptop,Advan,Bekas,Shopee
"Laptop Advan Transforman, Celeron N100, Ram 4gb, Ssd 128 GB SSD",Rp2.500.000,4.5,2 Terjual,Jakarta Barat,Laptop,Advan,Bekas,Shopee
ADVAN Laptop Workplus I5,Rp8.000.000,,,Surabaya,Laptop,Advan,Bekas,Shopee
ADVAN EVO-X INTEL CELERON N150 12GB LPDDR5 512GB NVME 13 INCH,Rp7.075.000,,1 Terjual,Malang,Laptop,Advan,Bekas,Shopee
Laptop ADVAN Soulmate intel Gemini Lake N4020,Rp2.725.000,,,,Laptop,Advan,Bekas,Shopee
ADVAN Workplus Amd Ryzen 7 7735HS Ram16Gb SSd2Tb 14'' Ips Windows 11,Rp9.299.000,5.0,18 Terjual,Jakarta Pusat,Laptop,Advan,Bekas,Shopee
ADVAN SOULMATE INTEL CELERON RAM 4GB SSD 128GB,Rp3.480.000,,,Surabaya,Laptop,Advan,Bekas,Shopee
LAPTOP ADVAN TBOOK INTEL N100 8GB 128GB WINDOWS 11 14.0,Rp4.262.000,4.9,43 Terjual,Depok,Laptop,Advan,Bekas,Shopee
Advan WorkPro Notebook Advan WorkPro i5 Intel Core i5-12450H Gen 12 RAM 8GB SSD 512GB Windows 11,Rp7.500.000,4.5,5 Terjual,,Laptop,Advan,Bekas,Shopee
"Laptop ADVAN TBOOK INTEL N100 4GB 128GB SSD 14"" HD Windows 11",Rp4.290.000,5.0,11 Terjual,,Laptop,Advan,Bekas,Shopee
"Advan T-Book Intel N100 8GB 128GB 14"" Win11",Rp4.029.000,5.0,1 Terjual,Medan,Laptop,Advan,Bekas,Shopee
ADVAN WORKPLUS HERITAGE (BATIK) RYZEN 5 7535HS 8GB 512GB W11 HOME,Rp7.350.000,,,,Laptop,Advan,Bekas,Shopee
IBOX APPLE MACBOOK AIR 13 M4 10C GPU 16GB 512GB 10C CPU,Rp20.655.000,5.0,1 Terjual,,Laptop,Apple,Baru,Shopee 
Macbook Air Pro M3 M4 8/16GB 256GB SSD Retina,Rp10.579.000,5.0,10 Terjual,,Laptop,Apple,Baru,Shopee 
"New Macbook Neo 13-inch chip A18 Pro, Ram 8GB, SSD 256GB - Garansi 1 Tahun",Rp14.700.000,5.0,1 Terjual,Jakarta Timur,Laptop,Apple,Baru,Shopee 
"MacBook Air M3 13"" 16GB 256GB 2023 Garansi Resmi",Rp17.279.000,5.0,2 Terjual,Malang,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro (16 inci, M3 Pro) 36 GB/512 GB",Rp47.499.000,,,Bekasi,Laptop,Apple,Baru,Shopee 
Macbook Pro 2015 13inch 15Inch Core i5 i7 Ram 8/256GB Termurah Original,Rp1.490.000,5.0,17 Terjual,Malang,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M1 8GB RAM 256GB SSD MGN63 13.3 Inch Retina Display,Rp9.098.001,5.0,16 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Apple Macbook Air 3 MGN63 M1 8GB 256GB 13.3 Space Grey,Rp9.100.000,,,Bogor,Laptop,Apple,Baru,Shopee 
"MacBook Air M2, M3, DAN M4 2025",Rp10.700.000,5.0,62 Terjual,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
"Macbook Pro Retina 2020 13"" i5 8GB 256GB Original",Rp6.639.000,5.0,28 Terjual,Malang,Laptop,Apple,Baru,Shopee 
MacBook Air Retina Apple M3 Chip 8 Core CPU 10 Core GPU 24GB RAM 512GB SSD,Rp20.786.000,,,Jakarta Barat,Laptop,Apple,Baru,Shopee 
"MACBOOK AIR 13"" RETINA 2022 M2 CHIP APPLE M2 NEW SEGEL",Rp15.285.000,,,,Laptop,Apple,Baru,Shopee 
Ibox Apple Macbook Air 13 M4 16GB/256GB 18 Jam,Rp16.631.000,,3 Terjual,Jakarta Utara,Laptop,Apple,Baru,Shopee 
Apple MacBook Pro M5 (14 inci),Rp31.499.000,5.0,20 Terjual,Bekasi,Laptop,Apple,Baru,Shopee 
Apple MacBook Neo A18 Pro Laptop 8GB 256GB 13.3 Liquid Retina IPS macOS,Rp13.755.000,,,,Laptop,Apple,Baru,Shopee 
APPLE MACBOOK AIR M2 16GB 256GB,Rp16.300.000,,,,Laptop,Apple,Baru,Shopee 
Ibox Apple MacBook Air 13 M4 16GB/256GB 512GB,Rp30.999.000,,,Jakarta Utara,Laptop,Apple,Baru,Shopee 
"Apple Macbook Air 13"" M2 16GB 256GB Midnight",Rp14.000.000,5.0,8 Terjual,,Laptop,Apple,Baru,Shopee 
MacBook Air Retina 2022 13 Inch Chip M2 Ram 8Gb Ssd 256Gb,Rp11.400.000,,3 Terjual,,Laptop,Apple,Baru,Shopee 
"Apple MacBook Air (15 inci, M3, 16GB/256GB)",Rp19.499.000,5.0,7 Terjual,Bekasi,Laptop,Apple,Baru,Shopee 
Apple MacBook Air A2179 2020 Core i5 8GB 256GB Retina,Rp6.000.000,,,Jakarta Barat,Laptop,Apple,Baru,Shopee 
"MacBook Air (13 inci, M4, 2025) MW123ID/A M4 CHIP WITH 10-CORE CPU AND 8-CORE GPU 16GB/256GB/13.0/MIDNIGHT",Rp16.994.000,,,Tangerang Selatan,Laptop,Apple,Baru,Shopee 
"Macbook Air M3 , 15,3"" , 2024 , 8/512 - 16/512 , Variant Color",Rp20.399.000,,,Surabaya,Laptop,Apple,Baru,Shopee 
MacBook Air Retina 2024 13 Inch Chip M3 Ram 8Gb Ssd 256Gb,Rp17.250.000,5.0,2 Terjual,,Laptop,Apple,Baru,Shopee 
"Macbook Pro M3Pro 2023, 18/512 & 18/1TB, 14""/16"" , Black / Silver",Rp40.499.000,,,Surabaya,Laptop,Apple,Baru,Shopee 
BNIB MacBook Air M3 13 inch 2023 16/512GB Silver Garansi iBox 1 Tahun,Rp17.200.000,,,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
IBOX APPLE MACBOOK AIR 13 M4 8C GPU 16GB 256GB 10C CPU MIDNIGHT,Rp12.260.000,,3 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Macbook Air M2 13 8c GPU (16GB/256GB) 8C CPU Chip M2 13.6 Garansi Resmi Indonesia,Rp14.508.000,,,Jakarta Utara,Laptop,Apple,Baru,Shopee 
macbook pro m1 2020,Rp12.500.000,5.0,3 Terjual,Kab. Bogor,Laptop,Apple,Baru,Shopee 
Apple Macbook Neo A18 Pro 13 Inch 2026 256GB 512GB Silver Citrus Indigo Blush Garansi Apple 1 Tahun,Rp12.999.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Macbook Air 15 M4 2025 10-Core GPU 16/512GB 24/512GB 16/256GB Garansi Resmi,Rp22.999.000,,,,Laptop,Apple,Baru,Shopee 
MacBook Pro M5 512GB 1TB 14 inch Original Garansi Resmi,Rp29.695.000,5.0,1 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
MacBook Pro M1 8/256GB 13 inch 2020,Rp8.500.000,,,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
"Apple MacBook Air (13 inci, M3, 8GB) 256 GB",Rp18.999.000,5.0,26 Terjual,Bekasi,Laptop,Apple,Baru,Shopee 
macbook Air 13inch 2019 i5 16/128,Rp5.500.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Apple Macbook Neo A18 Pro MHFG4 6-core CPU 5-core GPU 8GB 512GB Touch ID Inter,Rp13.099.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
"Macbook Pro 14"" M4 24GB 512GB XDR Display",Rp34.850.000,5.0,2 Terjual,Jakarta Timur,Laptop,Apple,Baru,Shopee 
New Macbook Air Chip Apple M4 2025 13 inch 16 GB || Ssd 256 512 GB Original,Rp16.800.000,,,,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro 13"" 2012 i5 8GB 1TB SSD",Rp11.200.000,5.0,3 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
"MacBook Air M2 13"" 16GB 256GB Fanless Design",Rp14.079.000,5.0,7 Terjual,Malang,Laptop,Apple,Baru,Shopee 
"MacBook Pro 13"" 2020 Apple M1/8-16/256-512",Rp10.450.000,,,,Laptop,Apple,Baru,Shopee 
MacBook Pro 2019 13inch Core I5 Ram 8GB SSD 256GB Touchbar,Rp5.800.000,,,,Laptop,Apple,Baru,Shopee 
MACBOOK AIR 2022 CHIP M2 13 INCH RAM 8/16 GB SSD 256/512 GB,Rp10.500.000,4.9,40 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
MACBOOK AIR M4 10C GPU 16GB 256GB GARANSI RESMI,Rp16.739.500,5.0,5 Terjual,Depok,Laptop,Apple,Baru,Shopee 
"MacBook Air 13"" 2024 Apple M3/8/256 Starlight Fullset",Rp14.950.000,,,,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M4 2025 13-Inch 24/512GB 16/512GB 10-Core GPU | 16/256GB 8-Core GPU Garansi Resmi,Rp17.180.000,4.9,459 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M4 2025 13-Inch 16/512GB 10-Core GPU,Rp17.043.000,5.0,6 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Apple Macbook Air 13 M4 RAM 24GB SSD 512GB Garansi Resmi Indonesia,Rp23.300.000,5.0,3 Terjual,Tangerang,Laptop,Apple,Baru,Shopee 
Macbook Pro M3 Max 16Inch 16/40Core 1TB Black,Rp68.499.000,,,,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro M5 2025 14 inch 14"" 14-inch 512GB 1TB 16GB 24GB Garansi Resmi",Rp27.999.000,5.0,3 Terjual,,Laptop,Apple,Baru,Shopee 
LAPTOP APPLE MC BOOK A1181 white,Rp2.500.000,,,,Laptop,Apple,Baru,Shopee 
MACBOOK PRO 14 M5 24GB 1TB CPU 10C - GPU 10C GARANSI RESMI,Rp27.846.000,,,Jakarta Utara,Laptop,Apple,Baru,Shopee 
MacBook Pro 13 2020 M1 CTO Ram 16GB SSD 512GB Touchbar 03,Rp11.400.000,,,Tangerang Selatan,Laptop,Apple,Baru,Shopee 
"Apple MacBook Air (15 inci, M3, 8GB/512GB)",Rp21.999.000,,,Bekasi,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M3 2024 Garansi Resmi TAM/GDN Indonesia,Rp15.499.000,,,,Laptop,Apple,Baru,Shopee 
NEW MAC BOOK AIR 13 M4 8C/10C GPU 16GB 256GB 10C CPU Garansi Resmi Indonesia,Rp19.843.000,5.0,7 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
MACBOOK PRO 16INCH 2019 CORE I7/I9 16/32GB+512/1TB SSD A2141MULUS,Rp10.900.000,,,Jakarta Barat,Laptop,Apple,Baru,Shopee 
"MacBook Air M3 8GB 256GB 13"" Midnight Garansi",Rp16.320.000,5.0,3 Terjual,,Laptop,Apple,Baru,Shopee 
MacBook Air M1 8gb 256gb Battery Health 89%,Rp8.550.000,,,,Laptop,Apple,Baru,Shopee 
"New MacBook Neo 13"" Ram 8/256Gb dengan Chip A18 Pro",Rp13.350.000,,,,Laptop,Apple,Baru,Shopee 
MacBook Air M2 13 inch 2022 | Chip Apple M2 | RAM 16 GB SSD 256 GB,Rp11.200.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
MacBook Air M4 16/256 GB Resmi iBox / New Segel,Rp15.799.000,,,,Laptop,Apple,Baru,Shopee 
MacBook Pro M1 Max 64/2TB 16 inch 2021,Rp30.200.000,,,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
MacBook Pro M5 14-inch 16/512GB | Garansi Resmi 1 Tahun,Rp27.329.000,,,Tangerang,Laptop,Apple,Baru,Shopee 
"Macbook Air M2 13"" Retina 16GB 256GB 36 Bulan",Rp14.179.000,5.0,2 Terjual,Semarang,Laptop,Apple,Baru,Shopee 
MacBook Pro M1 Pro 2021 14/16 inch Ram 16 GB | SSD 512/1 TB,Rp16.000.000,5.0,15 Terjual,Tangerang Selatan,Laptop,Apple,Baru,Shopee 
New Macbook Pro M4 14 inch Ram 16/512 GB Garansi Resmi GDN Apple Original 2025,Rp27.979.000,5.0,33 Terjual,,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M3 2024 13-Inch 512GB 256GB RAM 16GB,Rp20.096.000,,,Jakarta Timur,Laptop,Apple,Baru,Shopee 
Laptop Macbook Air 13 MC6U4ID – Sky Blue (16GB/512GB) Chip M4,Rp20.279.000,,,,Laptop,Apple,Baru,Shopee 
"Macbook Air M3 , 13,6"" , 2024 , 16/512 , Variant Color",Rp21.999.000,,,Surabaya,Laptop,Apple,Baru,Shopee 
Macbook Air M4 ibox 512gb midnight 13 inch september 2026 16/512,Rp18.800.000,,,Kab. Bandung,Laptop,Apple,Baru,Shopee 
Macbook Air M3 13.6Inch 24/512GB [Garansi Resmi],Rp25.999.000,,,,Laptop,Apple,Baru,Shopee 
Apple MacBook Pro 14 M5 Chip 10C GPU 16/24/32GB 512GB/1TB SSD 10C CPU 14.0 OS Mac ( Garansi Resmi ),Rp27.901.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Macbook Pro M3 Pro BNIB 2024 14inch Ram 8/512GB 18/512GB Garansi Resmi Apple,Rp28.979.000,5.0,3 Terjual,Malang,Laptop,Apple,Baru,Shopee 
Apple Macbook Air 13 Inch M410C CPU 16GB 256GB 512GB 8C GPU - Garansi Resmi,Rp17.137.000,,,Surabaya,Laptop,Apple,Baru,Shopee 
MacBook Pro 16” 2019 - i9,Rp10.250.000,,,Tangerang Selatan,Laptop,Apple,Baru,Shopee 
New Macbook Air M2 2022 13 inch Ram 16/256 GB Garansi Resmi GDN Apple Original,Rp14.179.000,5.0,9 Terjual,,Laptop,Apple,Baru,Shopee 
"Apple [MacBook] Air 13"" M5 10-Core CPU 8-Core GPU 16GB 512GB SSD Liquid Retina macOS Garansi Apple",Rp23.928.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
"Macbook Pro M5 14"" 16/512GB New Garansi resmi IBOX BNIB",Rp29.200.000,5.0,1 Terjual,Semarang,Laptop,Apple,Baru,Shopee 
"Apple MacBook Air/Pro 13 MGN63 M1 8GB/16GB 256GB SSD 13.3"" Retina Mac os",Rp9.099.000,,,Tangerang Selatan,Laptop,Apple,Baru,Shopee 
Macbook Pro 13 MYDA2 M1 8 16GB Ram 512GB SSD 13 Inch Liquid Retina Silver,Rp11.200.000,,,Bogor,Laptop,Apple,Baru,Shopee 
Apple [MacBook] Pro M5 Chip 2025 14-Inch 1TB 512GB SSD 24GB 16GB 10-Core GPU CPU Grey Silver,Rp28.070.000,,1 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro 2021 M1 Pro 16"" 14"" RAM 16 GB / Storage 512 GB, 1 TB",Rp13.000.000,,1 Terjual,Semarang,Laptop,Apple,Baru,Shopee 
"Apple MacBook Air M1 8GB 256GB Retina 13""",Rp13.064.000,,,Balikpapan,Laptop,Apple,Baru,Shopee 
Ibox Apple Macbook 14 M4 PRO 20 GPU (24GB 1TB) 14 CPU Chip M4 14.0 Inch Garansi Resmi Ibox Indonesia,Rp40.269.000,,,Jakarta Utara,Laptop,Apple,Baru,Shopee 
IBOX APPLE MACBOOK AIR 13 M4 10C GPU 16GB 512GB 10C CPU MIDNIGHT -MW133ID,Rp19.883.000,5.0,5 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
Apple Macbook Pro M5 Pro 14 inch RAM 24GB 16GB Garansi Resmi IBOX,Rp28.330.000,5.0,93 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
"Macbook Air M4 2025 13"" 16/512GB Brand New Resmi",Rp21.738.000,5.0,1 Terjual,,Laptop,Apple,Baru,Shopee 
APPLE MACBOOK AIR 13 M4 16GB 256GB 10C CPU 8C GPU IBOX TAM GARANSI RESMI INDONESIA,Rp16.736.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Laptop Apple MacBook Air 13 M1 MGN63 Ram 8GB 256GB SSD 13.3'' Retina Display Space Grey,Rp9.100.000,,,Kab. Tangerang,Laptop,Apple,Baru,Shopee 
Apple MacBook Air 15 M2 Chip 512GB SSD 8GB IPS Mac,Rp23.024.000,5.0,9 Terjual,Jakarta Barat,Laptop,Apple,Baru,Shopee 
Apple Macbook Air 13 MGN63 M1 8GB 256GB 13.3 Retina Space Gray,Rp9.100.000,,,Bandung,Laptop,Apple,Baru,Shopee 
"MacBook Pro 13"" M1 Ram 16gb 2020 Fullbox Murah",Rp10.990.000,5.0,4 Terjual,,Laptop,Apple,Baru,Shopee 
APPLE MACBOOK PRO 14 M5 10 CORE GPU 10 CORE CPU 16GB 512GB / 1TB 14.2 INCH LIQUID RETINA XDR,Rp27.911.000,5.0,4 Terjual,Bandung,Laptop,Apple,Baru,Shopee 
"Macbook Air M4 2025 13"" 16/24GB 256/512GB SSD",Rp17.500.000,5.0,5 Terjual,Jakarta Timur,Laptop,Apple,Baru,Shopee 
Macbook Pro M3 14 inch 2023 Ram 16GB Ssd 1TB Garansi Resmi iBox 1 Tahun,Rp24.950.000,,,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
MacBook Pro M5 14-inch 16/512GB | Garansi Resmi 1 Tahun,Rp27.314.000,,,Jakarta Barat,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro 16"" M4 Max 2024 Promo",Rp58.499.000,,,,Laptop,Apple,Baru,Shopee 
"Apple MAC BOOK AIR M3 13"" - U3ID 13-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU / 16GB / 512GB SSD - Starlight",Rp18.999.000,,,Yogyakarta,Laptop,Apple,Baru,Shopee 
"APPLE MACBOOK AIR M4 2025 8C GPU, 16GB/256GB SKY BLUE",Rp17.499.000,,,,Laptop,Apple,Baru,Shopee 
Apple Macbook Air M1 MGN63 RAM 8GB 512GB SSD 13.3 Retina Mac OS,Rp9.099.000,,,Bogor,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro 2019 TouchBar 13"" Retina 8GB SSD",Rp8.800.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Macbook Pro 13 MYDA2 M1 8 Core 16GB SSD 512GB 13 Inch Liquid Retina Silver,Rp9.099.000,,,Bogor,Laptop,Apple,Baru,Shopee 
Macbook Air M2 2022 Baru dan second original bergaransi,Rp11.480.000,5.0,17 Terjual,Depok,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro M5 14 inci (2025), 10 CPU, 10C GPU, 16GB RAM",Rp30.999.000,,,Jakarta Barat,Laptop,Apple,Baru,Shopee 
"Apple MacBook Pro 14"" M4 Pro 2024 24GB 512GB",Rp33.999.000,5.0,4 Terjual,,Laptop,Apple,Baru,Shopee 
Macbook Pro 14 inch 2021 M1 Pro 16 Gb \ 1 TB,Rp17.750.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
MacBook Air M4 2025 Bergaransi Resmi dab Free Aplikasi,Rp17.580.000,4.0,2 Terjual,Depok,Laptop,Apple,Baru,Shopee 
Macbook Pro 14 Inch 2021 M1 | RAM 16GB | SSD 512GB | Grey | MacOS,Rp16.500.000,4.7,5 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
MACBOOK PRO 14 M5 24GB 1TB CPU 10C - GPU 10C GARANSI RESMI,Rp27.886.000,4.5,6 Terjual,Jakarta Utara,Laptop,Apple,Baru,Shopee 
Macbook M1lM2 Pro 14inch|16inch Original Bergaransi,Rp16.500.000,,,Kab. Tangerang,Laptop,Apple,Baru,Shopee 
Apple MacBook Air M4 2025 10-Core CPU GPU 24GB 512GB,Rp17.168.000,4.9,494 Terjual,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Ibox Apple MACBOOK AIR 13 M3 10C GPU 16gb 256gb 8C CPU 13.0,Rp16.755.000,5.0,4 Terjual,Jakarta Selatan,Laptop,Apple,Baru,Shopee 
Macbook Pro 16 2019 i9 16GB 1TB / macbook pro 16 2019,Rp11.000.000,,,Jakarta Pusat,Laptop,Apple,Baru,Shopee 
Apple MacBook Pro 13 MYDA2 M1 Chip 16GB 512GB SSD 13.3 Silver,Rp11.200.000,,,Kab. Tangerang,Laptop,Apple,Baru,Shopee 
