nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,kategori,brand,kondisi,platform
Advan Workplus Heritage 14 Ryzen 5 32GB 1TB IPS,Rp5.798.000,4.8,55 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Laptop ADVAN TBOOK INTEL N100 4GB 128GB SSD 14"" HD Windows 11",Rp4.290.000,5.0,11 Terjual,,Laptop,Advan,Baru,Shopee 
"ADVAN SOULMATE Celeron N4020 4GB /8GB 128 Laptop 14"" HD WINDOWS 11 RESMI",Rp4.099.000,5.0,112 Terjual,Malang,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE X2 AMD 3020 - RAM 8GB 128GB WINDOWS11 14.0 IPS,Rp3.753.000,4.9,113 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
Laptop Resmi Advan Soulmate X2 AMD 3020E 8GB 384GB FHD IPS WIN11HOME Original,Rp3.699.000,5.0,9 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
Advan Soulmate X2 AMD 8GB 128GB Windows 11,Rp3.754.000,4.9,355 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
Advan Laptop Workmate AMD Ryzen 5 3500U / Intel i3-1215U 8GB SSD 256GB 14 Inch FHD+ Windows 11 Original Garansi Resmi,Rp5.996.000,4.9,176 Terjual,,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X 14"" IPS FHD AMD 3020e 8GB/128GB Upgradeable",Rp3.650.000,5.0,11 Terjual,,Laptop,Advan,Baru,Shopee 
"[FREE STYLUS PEN +KEYBOARD] ADVAN Laptop 2 in 1 EVO-X 16” / 13"" Touchscreen Detachable 2.5K Display Intel i3-1215U/Intel N100/Intel N100 12GB/512GB Windows 11 - Garansi Resmi 1 Tahun",Rp7.499.000,4.9,65 Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE X AMD ATHLON 3020E 8GB 128GB 14” FHD WIN 11,Rp4.100.000,5.0,12 Terjual,,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN WORKMATE RYZEN 5 3500U 8GB 256GB W11 14.0UWUXGA IPS,Rp5.673.000,4.8,7 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
Laptop Advan Soulmate X2 AMD Athlon Silver 3020 8GB 128GB Win 11 14.0 Full HD IPS,Rp3.754.000,4.8,25 Terjual,Depok,Laptop,Advan,Baru,Shopee 
ADVAN 360 Pro Stylus AMD Ryzen 5 7430U RAM32GB SSD1TB 14'' Ips Touchscreen Windows 11,Rp7.199.000,5.0,25 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Laptop Advan Laptop Baru TBOOK 14 inch Intel N100 setara core i3 8130U 8GB Storage 256GB + 128GB Windows 11 Laptop Sekolah Dan Bekerja Original Garansi Resmi,Rp4.599.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
ADVAN SOULMATE X2 AMD 3020 RAM 8GB 128GB W11 14.0 IPS,Rp3.753.000,4.8,122 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
ADVAN Soulmate X Baru AMD 3020e 8GB 128GB SSD 14 Inch FHD Windows 11 Type C,Rp3.795.000,,,Yogyakarta,Laptop,Advan,Baru,Shopee 
ADVAN WORKMATE - AMD RYZEN 5 3500U RAM 8GB 256GB W11 14.0WUXGA IPS,Rp5.682.000,4.9,112 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
ADVAN WORKMATE RYZEN 5 3500U RAM 8GB SSD 256GB WINDOWS11 UWUXGA IPS,Rp5.683.000,5.0,3 Terjual,Depok,Laptop,Advan,Baru,Shopee 
Advan WorkPlus 14 Ryzen 5 16GB 512GB Win11,Rp5.799.000,4.9,35 Terjual,Tangerang,Laptop,Advan,Baru,Shopee 
Advan T-Book 14 Intel N100 8GB 512GB SSD Windows 11,Rp4.298.000,4.9,32 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Laptop Advan Workmate R5-3500U 8GB/256GB 14"" FHD IPS Win11",Rp5.890.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Laptop Editing Advan Soulmate X1 AMD 3020E Ram 4GB DDR4 128GB SSD 14"" FHD IPS Windows 11",Rp3.516.000,,,,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X2 AMD 3020E 8GB 128GB SSD 14"" FHD IPS White",Rp3.699.000,5.0,10 Terjual,Bandung,Laptop,Advan,Baru,Shopee 
ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD1TB 14'' Hd Windows 11,Rp2.499.000,,1 Terjual,Malang,Laptop,Advan,Baru,Shopee 
Advan SOULMATE X AMD 3020e 8GB 384GB IPS FHD,Rp3.499.000,5.0,52 Terjual,Semarang,Laptop,Advan,Baru,Shopee 
Advan Workmate Ryzen 5 256GB SSD 8GB RAM Laptop,Rp6.399.000,5.0,5 Terjual,Malang,Laptop,Advan,Baru,Shopee 
ADVAN LAPTOP WORKMATE ULTRA | INTEL ULTRA 5 115U WITH AI BOOST | 14 INCH FHD+ 16:10 IPS | 8GB+256GB | FREE WINDOWS 11 | Garansi Resmi 2 Tahun,Rp8.199.000,4.7,8 Terjual,Semarang,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN WORKMATE - AMD RYZEN 5 3500U RAM 8GB 256GB W11 14.0WUXGA IPS,Rp5.682.000,4.9,190 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
Laptop Advan Soulmate X2 AMD 8GB 128GB Win11,Rp3.754.000,5.0,362 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan Workmate 14 I3 8GB 256GB IPS Windows 11,Rp3.799.000,5.0,11 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
"Advan Solmate X2 Ryzen 3020E 16GB 512GB SSD 14"" FHD IPS Win11",Rp3.694.000,4.7,10 Terjual,Bekasi,Laptop,Advan,Baru,Shopee 
Laptop Advan WorkPlus Work Plus Heritage Ryzen 5 7535HS 16GB / 8GB RAM 512GB SSD 14 inch IPS Windows 11,Rp7.689.000,4.8,19 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X AMD 3020E 8GB 128GB 14"" FHD W11",Rp4.399.000,5.0,4 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
"ADVAN Soulmate T 1405 8GB 128GB 14"" HD Windows 11",Rp3.399.000,5.0,46 Terjual,Balikpapan,Laptop,Advan,Baru,Shopee 
Advan 2in1 360 Laptop i3 32GB 1TB SSD Windows 11,Rp7.099.000,5.0,33 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan Workmate R5 14 Ryzen 5 16GB 512GB SSD Win11,Rp3.698.000,5.0,11 Terjual,Tangerang Selatan,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN WORKPLUS HERITAGE BATIK RYZEN 5 7535HS - 8GB 512GB 14.0WUXGA IPS,Rp7.500.000,5.0,5 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
ADVAN 360 Pro Stylus AMD Ryzen 5 7430U RAM32GB SSD1TB 14'' Touchscreen Fhd Ips Windows 11,Rp7.199.000,4.9,106 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS,Rp3.729.000,,,,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN WORKMATE BLUE/ GREY INTEL CORE i3-1215U 8GB 256GB WIN 11 HOME TANPA OFFICE NO OFFICE,Rp6.099.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
[BEST SELLER] Laptop ADVAN WorkMate | Soulmate AMD Ryzen 5 3500U 16GB 512GB 14 FHD+ IPS Windows 11,Rp3.699.000,5.0,18 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
ADVAN Workpro Intel core i5 12450H RAM32GB SSD1TB 14'' Fhd Ips Windows 11,Rp7.099.000,4.9,69 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan Soulmate X1 AMD 3020e 8GB 512GB SSD FHD IPS,Rp3.499.000,5.0,2 Terjual,Bandung,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X2 AMD 8GB 128GB SSD 14"" FHD",Rp3.789.000,5.0,2 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
"Advan Workmate i3 14"" FHD+ IPS 8GB 256GB Win11",Rp5.900.000,5.0,1 Terjual,,Laptop,Advan,Baru,Shopee 
"Laptop Advan Soulmate X Amd 3020E Ram 8GB SSD 512GB 14"" FHD IPS Windows 11 Home",Rp3.699.000,,,Bandung,Laptop,Advan,Baru,Shopee 
Advan T-Book 14 Intel N100 8GB 384GB SSD Win11,Rp4.298.000,5.0,18 Terjual,Tangerang Selatan,Laptop,Advan,Baru,Shopee 
"LAPTOP BARU - ADVAN SOULMATE 14 - INTEL CELERON N4020, RAM 8 GB, SSD 128 GB, 14 INCH, GARANSI RESMI ADVAN 1 TAHUN",Rp3.950.000,,,Makassar,Laptop,Advan,Baru,Shopee 
Advan Soulmate X2 AMD 3020 RAM 8GB SSD 128GB W11 14.0 IPS WHT Garansi Resmi Advan Indonesia,Rp3.899.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE X2 AMD 3020 8GB 128GB 14.0 IPS,Rp3.729.000,,5 Terjual,,Laptop,Advan,Baru,Shopee 
Laptop Baru ADVAN WORKMATE 14 INTEL I3 1215U RAM 16GB SSD 256GB 14.0 WUXGA IPS WINDOWS 11HOME,Rp5.799.000,,,Bandung,Laptop,Advan,Baru,Shopee 
"Advan Workmate Ryzen 5 3500U 8GB 256GB 14"" FHD+ WIN11 AMD Radeon Graphic",Rp5.682.000,5.0,96 Terjual,Bandung,Laptop,Advan,Baru,Shopee 
ADVAN WORKMATE 1405 L25C-I3AD1 - i3 1215U 8GB 256GB W11 14.0 WUXGA IPS 1YEAR,Rp5.903.237,5.0,3 Terjual,,Laptop,Advan,Baru,Shopee 
ADVAN TBOOK Intel N100 8GB/640GB SSD 14Inch W11 - Laptop Murah 3 Jutaan,Rp3.698.000,5.0,64 Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee 
Advan Soulmate X2 AMD Athlon 3020e 8GB 128GB SSD 14Inch FHD Windows 11,Rp4.119.000,,1 Terjual,Malang,Laptop,Advan,Baru,Shopee 
[BEST SELLER] ADVAN Laptop WorkMate | AMD Ryzen 5 3500U 16GB 1TB SSD 14 WUXGA Win 11Home ROSE GOLD,Rp5.798.000,5.0,5 Terjual,Bogor,Laptop,Advan,Baru,Shopee 
"[FREE STYLUS PEN +KEYBOARD] ADVAN Laptop 2 in 1 EVO-X 16” / 13"" Touchscreen Detachable 2.5K Display Intel i3-1215U/Intel N150/Intel N100 12GB/512GB Windows 11 - Garansi Resmi 1 Tahun",Rp7.999.000,4.8,1RB+ Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee 
ADVAN WORKPLUS HERITAGE RYZEN 5 7535HS 8GB/16GB SSD 512GB 14 WUXGA W11,Rp7.499.000,4.8,12 Terjual,,Laptop,Advan,Baru,Shopee 
ADVAN WORKPRO LITE I5 1235 8GB 256GB Windows11 14.0FHD IPS GRY,Rp7.079.000,5.0,15 Terjual,Surabaya,Laptop,Advan,Baru,Shopee 
ADVAN PIXWAR T Touchscreen AMD RYZEN 7-6800H 15.6 INCH Windows 11 16GB RAM 512GB SSD GARANSI RESMI CYAN laptop gaming lokal gesit kuliah kerja editing desain rekomendasi,Rp9.204.000,5.0,4 Terjual,Malang,Laptop,Advan,Baru,Shopee 
ADVAN Workplus Amd Ryzen 7 7735HS Ram16Gb SSd2Tb 14'' Ips Windows 11,Rp9.299.000,5.0,18 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Advan TBook X Transformers Intel N100 14"" 4GB 128GB",Rp3.830.000,5.0,7 Terjual,,Laptop,Advan,Baru,Shopee 
"ADVAN Workmate Laptop AMD Ryzen 5-3500U 8GB 256GB 14""FHD+ IPS Radeon Win11",Rp6.299.000,5.0,21 Terjual,Balikpapan,Laptop,Advan,Baru,Shopee 
ADVAN TBOOK INTEL N100 RAM 8GB 128GB WINDOWS 11,Rp4.262.000,5.0,15 Terjual,Depok,Laptop,Advan,Baru,Shopee 
"Promo Laptop Advan Soulmate Intel N4020 14""",Rp3.718.650,,,Surabaya,Laptop,Advan,Baru,Shopee 
Advan Workplus Ryzen 5 8GB 512GB W11 Silver,Rp7.559.000,5.0,10 Terjual,,Laptop,Advan,Baru,Shopee 
Laptop ADVAN T-BOOK 14 INTEL N100 8GB 384GB SSD 14.0 HD Windows 11 Home,Rp4.298.000,5.0,3 Terjual,Bekasi,Laptop,Advan,Baru,Shopee 
Advan WorkMate 14 Ryzen 5 16GB 512GB SSD IPS,Rp5.797.000,4.8,7 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
"Laptop Advan Workmate Ryzen 5 3500U / 8GB / 256GB / 14"" IPS/ Win 11",Rp6.600.000,5.0,9 Terjual,,Laptop,Advan,Baru,Shopee 
Advan Workpro i5 12450H 14'' FHD IPS 8GB 512GB Win 11,Rp6.999.000,4.9,15 Terjual,Tangerang,Laptop,Advan,Baru,Shopee 
Advan Workplus Heritage 14 Ryzen 5 32GB 1TB IPS,Rp5.797.000,5.0,16 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Laptop ADVAN TBook Celeron N100 Intel N100 8GB/128GB (Upgradabe) 14"" HD Free Windows 11",Rp4.298.000,5.0,3 Terjual,Bogor,Laptop,Advan,Baru,Shopee 
Advan Workplus AI Ryzen 7 16GB DDR5 1TB SSD,Rp9.799.000,5.0,119 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"Advan TBook Intel N100 8GB eMMC 128GB 14"" W11",Rp4.981.000,5.0,4 Terjual,Yogyakarta,Laptop,Advan,Baru,Shopee 
"LAPTOP ADVAN WORKPRO LITE I3-1220/8/256/14""/W11 HOME",Rp4.980.000,,,,Laptop,Advan,Baru,Shopee 
"Advan Workmate Ryzen 5 3500U 8GB 256GB 14"" FHD+ W11",Rp5.682.000,4.9,33 Terjual,Bandung,Laptop,Advan,Baru,Shopee 
Advan WorkPro i5 8GB 512GB IPS Windows 11,Rp7.675.000,5.0,39 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
"Advan TBook Intel N100 4GB/8GB RAM 14"" HD WIN11",Rp3.410.000,5.0,2 Terjual,,Laptop,Advan,Baru,Shopee 
Advan Workpro i5 8GB 512GB FHD IPS W11 Free Mouse,Rp7.649.000,5.0,15 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
"Advan TBOOK Intel N100 8GB 14"" Win 11 Laptop",Rp4.500.000,5.0,19 Terjual,,Laptop,Advan,Baru,Shopee 
Advan TBOOK 14 Intel N100 8GB 512GB SSD HD,Rp4.297.000,5.0,11 Terjual,Depok,Laptop,Advan,Baru,Shopee 
"ADVAN Soulmate Laptop 14"" Intel Celeron N4020 4GB 128GB Windows 11 Garansi Resmi 1 Tahun - Grey",Rp3.400.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X AMD 3020e 8GB 128GB SSD 14"" FHD IPS Win11",Rp3.754.000,5.0,180 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan Workplus Ryzen 5 16GB 512GB Notebook,Rp8.100.000,5.0,5 Terjual,,Laptop,Advan,Baru,Shopee 
Laptop Advan TBook 1405 Intel N100 Ram 16Gb 512Gb Windows 11,Rp2.500.000,,,Malang,Laptop,Advan,Baru,Shopee 
"Advan Evo X13 2in1 13"" Intel N100 12GB 512GB SSD",Rp6.550.000,,14 Terjual,,Laptop,Advan,Baru,Shopee 
Advan TBook Intel N100 8GB 128GB HD Free Win 11,Rp4.298.000,5.0,5 Terjual,Bogor,Laptop,Advan,Baru,Shopee 
Advan Workpro Lite i5 8GB 256GB FHD W11 Mouse,Rp5.949.000,4.9,11 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
Laptop Advan TBook N100 8GB 128GB Windows 11,Rp4.255.500,5.0,45 Terjual,Depok,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE PLUS RYZEN 5 3500 8GB 256GB W11 14.0 GRY,Rp4.050.000,,,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan Soulmate Intel N4020 14 Inch HD Notebook,Rp3.150.000,5.0,14 Terjual,,Laptop,Advan,Baru,Shopee 
"Advan TBook Intel N100 8GB 512GB SSD HD 14""",Rp4.618.000,5.0,5 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
Advan T-Book 14 1405 Intel N100 8GB 384GB SSD,Rp4.298.000,5.0,2 Terjual,Jakarta Timur,Laptop,Advan,Baru,Shopee 
"ADVAN Soulmate Plus Laptop AMD Ryzen 5 3500U RAM 8GB 256GB 14"" Win 11 Murah Pelajar Garansi Resmi",Rp4.815.000,,,Yogyakarta,Laptop,Advan,Baru,Shopee 
Advan Workplus Laptop Ryzen 5 16GB 512GB IPS,Rp8.765.000,5.0,31 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN TBOOK INTEL N100 8GB 128GB WINDOWS 11 14.0,Rp4.262.000,4.9,43 Terjual,Depok,Laptop,Advan,Baru,Shopee 
"ADVAN Soulmate X2 - AMD Athlon Silver 3020E - 8GB - 128GB - 14"" FHD - RADEON - W11",Rp4.099.000,5.0,7 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
"Advan T-Book Intel N100 8GB 128GB 14"" Win11",Rp4.029.000,5.0,1 Terjual,Medan,Laptop,Advan,Baru,Shopee 
"ADVAN WORKPLUS HERITAGE BATIK R5 NO BAG R5 7535HS/8GB/16GB/512GB/W11/14""WUXGA IPS/99%sRGB/BATTERY 60WH/SILVER/1Y/MOTIF",Rp7.500.000,5.0,2 Terjual,Semarang,Laptop,Advan,Baru,Shopee 
"Advan Workplus Heritage Ryzen 5 14"" IPS FHD 16GB 512GB",Rp6.999.000,5.0,3 Terjual,Tangerang,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN SOULMATE X2 AMD 3020 8GB 128GB Windows 11 14.0 IPS,Rp3.546.000,5.0,4 Terjual,Depok,Laptop,Advan,Baru,Shopee 
"Advan EVO-X 2in1 Laptop 16"" Free Stylus Keyboard",Rp7.668.900,5.0,6 Terjual,Semarang,Laptop,Advan,Baru,Shopee 
"Advan Workpro Lite i3-1220P 8GB 256GB SSD 14"" FHD",Rp7.029.000,4.9,33 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
Laptop Advan Work Plus Heritage (8GB| 512GB|R5),Rp7.874.000,,,,Laptop,Advan,Baru,Shopee 
"ADVAN WORKPLUS RYZEN 7 7735HS 16GB 512GB RADEON 660M 14"" FHD IPS W11",Rp8.849.000,5.0,26 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
ADVAN LAPTOP SOULMATE PLUS AMD RYZEN 5 3500U 8GB 256GB FREE WINDOWS 11,Rp5.850.000,,1 Terjual,,Laptop,Advan,Baru,Shopee 
Advan TBook N100 4GB 128GB HD Windows 11 Deal,Rp3.100.000,,1 Terjual,,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X2 AMD 3020e 8GB 128GB Win11 14"" FHD",Rp3.399.000,5.0,2 Terjual,Tangerang,Laptop,Advan,Baru,Shopee 
Laptop ADVAN Workplus AMD Ryzen 5 6600H / AMD Ryzen 7 7735HS 16GB DDR5 SSD 512GB 1TB Fingerprint 14 Inch Windows 11 Original Garansi Resmi,Rp8.846.000,5.0,49 Terjual,,Laptop,Advan,Baru,Shopee 
"Advan TBook Intel Celeron 8GB 512GB SSD 14"" HD",Rp4.094.000,5.0,1 Terjual,Bekasi,Laptop,Advan,Baru,Shopee 
"Advan WorkMate 14"" Ryzen 5/Intel i3 Win11 IPS",Rp5.797.000,5.0,12 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
"Laptop ADVAN Workpro Lite Core i5 12450H 8GB SSD 256GB Win11 FHD IPS 14""",Rp6.600.000,5.0,2 Terjual,,Laptop,Advan,Baru,Shopee 
Advan AI Gen Ultra 5 125H 16GB 2TB IPS 14'',Rp9.399.000,5.0,2 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
Advan WorkPro Notebook Advan WorkPro i5 Intel Core i5-12450H Gen 12 RAM 8GB SSD 512GB Windows 11,Rp7.500.000,4.5,5 Terjual,,Laptop,Advan,Baru,Shopee 
Laptop ADVAN Tbook X Transformer Intel N100 4GB eMMC 128GB Win11,Rp3.525.000,5.0,2 Terjual,,Laptop,Advan,Baru,Shopee 
Advan T-Book 14 8GB 512GB SSD Intel N100 Win11,Rp4.297.000,5.0,2 Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee 
"LAPTOP Advan TBook N100 8GB 128GB Windows 11 14.0"" HD",Rp4.663.000,5.0,2 Terjual,Depok,Laptop,Advan,Baru,Shopee 
LAPTOP ADVAN TBOOK L24E-NSNS1 INTEL CORE N100/8GB DDR4/128GB,Rp4.200.000,,,,Laptop,Advan,Baru,Shopee 
Laptop Advan TBook X Transformers Limited Edition Advan Soulmate,Rp3.700.000,,,Medan,Laptop,Advan,Baru,Shopee 
"Advan Soulmate X2 AMD 8GB 128GB Win 11 14"" HD",Rp3.999.000,5.0,49 Terjual,,Laptop,Advan,Baru,Shopee 
"Advan Workplus Ryzen 5 16GB 512GB SSD 14"" IPS",Rp7.599.000,5.0,17 Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee 
ADVAN Laptop Workplus Heritage Ryzen 5 7535HS 16GB 1TB SSD 14.0 WUXGA IPS Win11 Design Full Batik,Rp7.598.000,,,Bogor,Laptop,Advan,Baru,Shopee 
"Advan Soulmate T Intel N4020 8GB 128GB SSD 14"" HD",Rp3.298.000,5.0,4 Terjual,Jakarta Utara,Laptop,Advan,Baru,Shopee 
Advan Soulmate X2 Amd 3020 8GB 128GB Windows 11 14 Inch IPS,Rp3.365.000,5.0,9 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
ADVAN WORKPLUS Heritage Ryzen 5 7535HS 512GB SSD 8GB Ram - Notebook Laptop - WTC,Rp8.199.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
"New Laptop ADVAN Soulmate Celeron N4020 4GB 128GB 256GB 14"" W1",Rp2.575.000,,,Bekasi,Laptop,Advan,Baru,Shopee 
Laptop Advan Soulmate [Intel N4020 | 4GB | 128GB Emmc | Win 11],Rp2.550.000,,,,Laptop,Advan,Baru,Shopee 
Advan Soulmate X2 AMD 8GB 128GB SSD W11 1Y,Rp3.805.000,5.0,4 Terjual,Jakarta Timur,Laptop,Advan,Baru,Shopee 
ADVAN SOULMATE INTEL CELERON RAM 4GB SSD 128GB,Rp3.480.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
Advan WorkPro Lite L24C-I3AD1 I3 8GB 256GB SSD,Rp5.750.000,,,,Laptop,Advan,Baru,Shopee 
"Advan Soulmate Plus Ryzen 5 8GB 256GB SSD 14""",Rp5.350.000,5.0,5 Terjual,,Laptop,Advan,Baru,Shopee 
NEW PRODUCT ADVAN Laptop Workplus AMD RYZEN 7 6600H 14” FHD IPS 16GB 512GB Win 11,Rp9.299.000,,,Surabaya,Laptop,Advan,Baru,Shopee 
"[FREE STYLUS PEN +KEYBOARD] ADVAN Laptop 2 in 1 EVO-X 16” / 13"" Touchscreen Detachable 2.5K Display Intel i3-1215U/Intel N100/Intel N100 12GB/512GB Windows 11 - Garansi Resmi 1 Tahun",Rp7.999.000,5.0,107 Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee 
"Advan x Darbotz WorkPlus Ryzen 7 7735HS 16GB SSD 512GB 14"" WUXGA W11",Rp9.346.000,,1 Terjual,,Laptop,Advan,Baru,Shopee 
ADVAN Laptop Soulmate Intel Celeron N4020 RAM 4GB SSD 128GB 14 Inch HD Windows 11 Garansi Resmi,Rp3.267.000,,,Yogyakarta,Laptop,Advan,Baru,Shopee 
"LAPTOP MURAH ADVAN SOULMATE 1405 SG14S01A-N4020 4GB 128GB 14""HD IPS",Rp2.699.000,,,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
"Advan Soulmate Intel N4020 ram 8GB ssd 128GB 14"" HD Windows 11 ORI",Rp4.669.000,4.9,48 Terjual,Makassar,Laptop,Advan,Baru,Shopee 
Laptop ADVAN Gaming Pixwar AMD Ryzen 7 6800H 16GB 512GB SSD 15.6 Inch Windows 11 Original,Rp8.846.000,4.7,39 Terjual,,Laptop,Advan,Baru,Shopee 
Advan PIXWAR Ryzen 7 16GB 512GB Gaming Laptop,Rp9.199.000,5.0,10 Terjual,Semarang,Laptop,Advan,Baru,Shopee 
Advan T-Book 14 Intel N100 8GB 384GB Windows 11,Rp4.298.000,,,Tangerang Selatan,Laptop,Advan,Baru,Shopee 
laptop advan soulmate Intel N4020 4GB EMMC 128GB W11 14 HD,Rp2.789.000,,,Kab. Malang,Laptop,Advan,Baru,Shopee 
"Laptop Advan Heritage AMD Ryzen 5 7535HS AMD Radeon 660M 14"" WUXGA IPS Dual Cooling Sytsem Laptop Workplus Heritage Batik Mega Mendung",Rp7.550.000,5.0,3 Terjual,,Laptop,Advan,Baru,Shopee 
ADVAN TBook Intel Celeron N100 4 Core RAM16GB SSD1TB 14'' Hd Windows 11,Rp2.499.000,3.0,1 Terjual,Malang,Laptop,Advan,Baru,Shopee 
Laptop Advan TBook N100 8GB 128GB 14 inch Windows 11 OHS,Rp4.262.000,5.0,4 Terjual,Jakarta Selatan,Laptop,Advan,Baru,Shopee 
"Advan T-Book Intel Quad Core N100 8GB 128GB emmc + 256GB SSD 14"" W11",Rp4.350.000,4.7,20 Terjual,Bandung,Laptop,Advan,Baru,Shopee 
ADVAN Soulmate X | 14 Inch FHD | AMD 3020e | 4GB/128GB Upgradable | Slim & Elegant Design | Charger Type C | Free WINDOWS 11 Original | Garansi Resmi 1 Tahun,Rp3.399.000,4.8,3RB+ Terjual,Semarang,Laptop,Advan,Baru,Shopee
[BEST SELLER] ADVAN Laptop WorkMate | AMD Ryzen 5 3500U / Intel i3-1215U | 14 Inch FHD+ 16:10 IPS | 8GB/256GB Upgradable | WIFI 5 | Garansi Resmi 1 Tahun,Rp6.199.000,4.9,5RB+ Terjual,Semarang,Laptop,Advan,Baru,Shopee
ADVAN Soulmate X Amd Athlon 3020e RAM16GB SSD512GB Windows 11 Original,Rp3.549.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee
"ADVAN Laptop Workplus Heritage Ryzen 5 7535HS | 16GB/1TB | Desain Eksklusif Batik Megamendung | 14"" IPS Full HD Plus WUXGA 1920x1200 Display 16:10 | 1.55 KG Weigth | Windows 11 | Garansi Resmi 2 Tahun",Rp7.699.000,4.9,1RB+ Terjual,Semarang,Laptop,Advan,Baru,Shopee
Advan Soulmate X Amd 3020e RAM16GB SSD512GB 14'' HD Windows 11,Rp3.549.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee
ADVAN Workpro Intel core i5 12450H RAM32GB SSD1TB 14'' Fhd Ips Windows 11,Rp7.099.000,4.9,1RB+ Terjual,Jakarta Pusat,Laptop,Advan,Baru,Shopee
ADVAN Laptop WorkMate | Intel i3-1215U | 14 Inch FHD+ 16:10 IPS | 8GB/256GB Upgradable | WIFI 5 | Free WIndows 11 | Garansi Resmi 1 Tahun,Rp6.199.000,4.9,3RB+ Terjual,Kab. Tangerang,Laptop,Advan,Baru,Shopee
