detail produk-href,nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,brand,kategori,kondisi,platform
https://www.tokopedia.com/studiolaptop/axioo-mybook-hype-r-r5-r3-oled-intel-core-i5-1235u-i3-1215u-24gb-12gb-512gb-256gb-ssd-w11-14-0-laptop-ultrabook-notebook-garansi-resmi-1732385460214662983?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,AXIOO MYBOOK HYPE R R5 R3 OLED INTEL CORE I5 1235U I3 1215U 24GB 12GB 512GB 256GB SSD W11 14.0 - LAPTOP ULTRABOOK NOTEBOOK GARANSI RESMI - I3 1215U - 12/256 - DOS - FHD,Rp7.539.000,5.0,Terjual 100+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/depoklaptop/axioo-hype-10-n4020-8gb-256gb-ssd-14-hd-w11-laptop-intel-celeron-n4020-8gb-ram-256gb-ssd-windows-11-garansi-resmi-1-tahun-1732773463614588853?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Hype 10 N4020/8GB/256GB SSD/14″ HD/W11 Laptop Intel Celeron N4020 8GB RAM 256GB SSD Windows 11 Garansi Resmi 1 Tahun - Unit Only, Non Windows",Rp4.549.000,4.9,Terjual 30+,Kota Depok,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/planetcomputer/axioo-hype-5-amd-x3-ryzen-5-3500-8gb-256gb-14-fhd-ips-1731030068043547661?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D18628502,"AXIOO HYPE 5 AMD X3 RYZEN 5-3500 8GB 256GB 14"" FHD IPS - DOS, TANPA ANTIGORES",Rp6.199.000,4.9,Terjual 100+,Kota Administrasi Jakarta Selatan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/smartmediacom/laptop-axioo-mybook-hype-1-intel-n4020-8gb-128gb-ssd-14-hd-win11-4gb-128gb-4184e?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop AXIOO MyBook HYPE 1|INTEL N4020|8GB|128GB SSD|14"" HD|WIN11 - 4gb/128gb",Rp4.222.000,5.0,Terjual 40+,Kota Makassar,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/new-rizkyapple/laptop-axioo-mybook-hype-3-5-7-10-r3-r5-intel-core-n4020-i3-i5-ryzen-5-7-ssd-256gb-512gb-ram-8gb-12gb-16gb-24gb-14-garansi-resmi-axioo-indonesia-1732044154197869694?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop Axioo Mybook Hype 3 5 7 10 R3 R5 Intel Core N4020 i3 i5 / Ryzen 5 7 SSD 256GB 512GB RAM 8GB 12GB 16GB 24GB 14"" Garansi Resmi Axioo Indonesia - Hype3 i3 G11 / 8/256GB / Blue / DOS",Rp5.984.000,,4 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/ecomputex/laptop-axioo-mybook-11g-n4020-6gb-256gb-ssd-11-6-inch-fhd-resmi?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,LAPTOP AXIOO MYBOOK 11G N4020 6GB 256GB SSD 11.6 INCH FHD - RESMI,Rp2.394.500,5.0,Terjual 6,Kota Makassar,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/alienwareofficial/promo-axioo-hype-10-x-hype-1-intel-celeron-n4020-8gb-384gb-256gb-128gb-w11-office-14-0-hd-1730091011353052435-1734686167850714387?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"PROMO AXIOO HYPE 10 X HYPE 1 INTEL CELERON N4020 8GB 384GB 256GB 128GB W11 OFFICE 14.0 HD - W11 - 4/128, STANDAR",Rp3.749.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/planetcomputer/axioo-hype-7-amd-x7-ryzen-7-5825u-ram-8gb-16gb-512gb-14-fhd-ips-ori-resmi-1731029787809776653?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D18628502,"Axioo Hype 7 AMD X7 Ryzen 7 5825U RAM 8Gb/16Gb 512GB 14"" FHD IPS ORI RESMI - BLUE DOS 8GB, TANPA ANTIGORES",Rp8.099.000,5.0,Terjual 30+,Kota Administrasi Jakarta Selatan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/techpoint/axioo-hype-3-g11-i3-1125g4-8gb-256gb-w11-14-0fhd-ips-hdmi-gry-1731355492179477990-1735251369219032550?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB W11 14.0FHD IPS HDMI GRY - Blue 256 DOS, CAMPAIGN",Rp10.989.000,5.0,Terjual 10,Kota Surabaya,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-laptop-hype-7-amd-x7-2-ryzen-7-5825u-8gb-512gb-fhd-ips-windows-11-1730815053715833941?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/8GB/512GB/FHD IPS - Windows 11 - Grey, Non-Include",Rp7.999.000,5.0,Terjual 40+,Kota Administrasi Jakarta Timur,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-pongo-750-geforce-rtx4050-i7-13620h-16gb-512gb-15-6-fhd-w11-1734392533231240559?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO PONGO 750 GEFORCE RTX4050 - I7 13620H 16GB 512GB 15.6""FHD +W11 - DOS/KOSONGAN, NON BUNDLING",Rp16.249.000,5.0,Terjual 250+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresidsukabumi/axioo-hype-5-amd-x3-ryzen-5-3500-8gb-256gb-ssd-windows-11-pro-14-0fhd-ips-blit-hdmi-1731914328741218096-1735271226379044656?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 5 AMD JKT48 X3 RYZEN 5 3500 8GB 256GB W11 14.0FHD IPS BLIT - LAPTOP, DOS",Rp6.099.000,5.0,Terjual 12,Kota Sukabumi,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/ggstore-sby/axioo-mybook-hype-5-amd-x3-ryzen-5-3500u-8gb-256gb-14-fhd-ips-w11-notebook-axioo-mybook-hype-5-amd-x3-jkt48-edition-r5-3500h-8-256gb-1733205919850202630?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D11418073,"AXIOO Mybook HYPE 5 AMD X3 Ryzen 5 3500U 8GB 256GB 14"" Fhd Ips W11 - Notebook AXIOO MYBOOK HYPE 5 AMD X3 JKT48 Edition R5-3500H 8/256GB - BLUE",Rp6.599.000,,3 barang berhasil terjual,Kota Surabaya,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresid/axioo-hype-10-n4020-8gb-256gb-dos-w11-14-0-1730010745967248451?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 10 N4020 8GB 256GB DOS/W11 14.0"" - Non Bundle, DOS",Rp4.549.000,4.9,Terjual 100+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-laptop-gaming-pongo-750-intel-i7-13620h-16gb-512gb-rtx-4050-fhd-ips-144hz-windows-11-1730815060125320277?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Laptop Gaming Pongo 750 Intel i7-13620H/16GB/512GB/RTX 4050/FHD IPS 144Hz -Windows 11 - Include, 16GB/512GB",Rp17.399.000,5.0,Terjual 30+,Kota Administrasi Jakarta Timur,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/intelgamingid/laptop-axioo-hype-3-g11-i3-1125g4-8gb-256gb-windows-office-permanen-14-0fhd-ips-hdmi-1732048285867869504?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB WINDOWS+OFFICE PERMANEN 14.0FHD IPS HDMI - NORMAL, DOS/KOSONGAN",Rp4.499.000,5.0,Terjual 50+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/maximal-id-tech/laptop-gaming-axioo-hype-7-x7-amd-ryzen-7-5825u-ram-32gb-1tb-ssd-full-hd-ips-backlit-windows-11-home-1730836135903659908-1735254381457803140?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop Gaming Axioo Hype 7 X7 AMD Ryzen 7 5825U Ram 32GB 1TB SSD Full HD IPS backlit Windows 11 Home - RYZEN 5 8/256GB, UNIT+BONUS",Rp6.399.000,5.0,Terjual 12,Kota Bekasi,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/simonecomindocv/axioo-mybook-hype-1-celeron-n4020-4gb-8gb-128gb-384gb-14-hd-w11-1734998469141563219?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,AXIOO MYBOOK HYPE 1 Celeron N4020 4GB 8GB / 128GB 384GB 14 HD W11 - 4GB/128GB DOS,Rp3.849.000,5.0,Terjual 60+,Kota Medan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-mybook-hype-3-g11-intel-i3-1125g4-8gb-256gb-fhd-ips-1730192269766263893?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo MyBook Hype 3 G11 Intel i3 1125G4/8GB/256GB/FHD IPS - Non-Include, Blue",Rp6.099.000,4.8,Terjual 100+,Kota Administrasi Jakarta Timur,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-5-amd-x6-ryzen-5-6600h-16gb-256gb-512gb-14-fhd-w11-1734309830508250479?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO HYPE 5 AMD X6 - Ryzen 5 6600H 16GB 256GB / 512GB 14"" FHD W11 - 16GB / 256GB, NON BUNDLING",Rp8.399.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/planetcomputer/laptop-axioo-hype-5-amd-x3-ryzen-5-3500u-8gb-256gb-w11-14-fhd-ips-lollipop-edition-1731478234590053550?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D17747898,"Laptop Axioo Hype 5 AMD X3 Ryzen 5 3500U 8GB 256GB W11 14"" FHD IPS Lollipop Edition - CALESTIAL BLUE, TANPA ANTIGORES",Rp6.499.000,5.0,Terjual 40+,Kota Bandung,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresid/axioo-laptop-hype-5-amd-x5-2-ryzen-5-7430-8-16gb-256gb-14-fhd-ips-windows-11-garansi-resmi-1-tahun-1731231333334287427?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D1635963,"Axioo Laptop Hype 5 AMD X5-2 Ryzen 5 7430 8/16GB 256GB 14"" FHD IPS Windows 11 Garansi Resmi 1 Tahun - Non Bundle, 8/256GB DOS",Rp6.999.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/onestopgaming/laptop-axioo-hype-1-intel-celeron-n4020-ram-4gb-8gb-ssd-128gb-14-hd-windows-11-resmi-1731304931508651266?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop Axioo Hype 1 Intel Celeron N4020 RAM 4GB - 8GB SSD 128GB 14"" HD Windows 11 Resmi - Grey 4/128GB, NON BUNDLE",Rp3.825.000,5.0,Terjual 750+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-5-amd-x3-lolipop-edition-ryzen-5-3500u-8gb-256gb-14-fhd-w11-1734306102242542959?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO HYPE 5 AMD X3 LOLIPOP EDITION - RYZEN 5 3500U 8GB 256GB 14""FHD W11 - PINK, NON BUNDLING",Rp8.199.000,5.0,Terjual 14,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/collinsofficial/axioo-mybook-hype-5-amd-x3-ryzen-5-3500u-256gb-14-fhd-ips-amd-radeon-vega-8-dos-ram-8gb-6cf42?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D6541860,"AXIOO MyBook Hype 5 AMD X3 Ryzen 5-3500U 256GB 14"" FHD IPS AMD Radeon VEGA 8 - DOS - RAM 8GB",Rp8.399.000,4.8,Terjual 100+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/royalltech/laptop-axioo-hype-10-intel-celeron-n4020-8gb-256gb-14-h-win-11-office-laptop-murah-pelajar-1733231422987732471?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D4029903,"Laptop AXIOO Hype 10 Intel Celeron N4020 8GB 256GB 14” H Win 11 + Office Laptop Murah Pelajar - LAPTOP, DOS - 8/256GB",Rp4.524.000,4.9,Terjual 2 rb+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/justin-shop/axioo-mybook-14-14f-intel-n4020-8gb-256ssd-4gb-256-windows-8cfee?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,AXIOO MYBOOK 14 - 14F INTEL N4020 8GB 256SSD - 4GB 256 WINDOWS,Rp2.850.000,5.0,Terjual 40+,Kota Surabaya,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/kliknklikamb5/laptop-gaming-axioo-pongo-725-rtx2050-intel-i7-12650h-64gb-1tb-144hz-promo-unit-16gb-512gb-ssd-c3f60?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP GAMING AXIOO PONGO 725 RTX2050 INTEL I7 12650H 64GB 1TB 144Hz - PROMO UNIT, 16GB/512GB SSD",Rp9.799.000,5.0,Terjual 10,Kota Administrasi Jakarta Selatan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/skytechstoreid/axioo-hype-3-g11-intel-core-i3-1125g4-ram16gb-ssd1tb-14-fhd-ips-windows-11-1732063546248365870?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO Hype 3 G11 Intel Core i3 1125G4 RAM16GB SSD1TB 14'' FHD IPS Windows 11 - DOS/256GB SSD, 4GB",Rp5.699.000,5.0,Terjual 90+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-pongo-735-i7-13620h-16gb-512gb-rtx-3050-6gb-windows-11-1734384856865408367?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO PONGO 735 | i7 13620H 16GB 512GB RTX 3050 6GB WINDOWS 11 - DOS/KOSONGAN, NON BUNDLING",Rp13.699.000,4.9,Terjual 250+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/haercom/axioo-hype-5-amd-jkt48-x3-ryzen-5-3500u-16gb-1tb-win-11-office-365-14-full-hd-ips-lollipop-edition-1735408149382203241?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 5 AMD JKT48 X3 Ryzen 5 3500U 8GB 256GB Win 11 14"" Full HD IPS LOLLIPOP EDITION laptop  murah - NON BUNLDE, 8GB | 256GB",Rp6.349.000,5.0,Terjual 9,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/collinsofficial/laptop-axioo-hype-r-3-oled-i3-1215-24gb-256gb-14-0-fhd-1kg-dos-w11-1730861212382234432?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D6541860,"LAPTOP AXIOO HYPE-R 3 OLED I3 1215 24GB 256GB 14.0 FHD 1KG DOS/W11 - NON BUNDLE, DOS",Rp8.099.000,5.0,Terjual 100+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agrescilegon/axioo-hype-10-intel-celeron-n4020-ram-8gb-256gb-ssd-14-0-inch-windows-11-home-garansi-resmi-axioo-1-tahun-1731177831792215684?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Hype 10 intel celeron N4020 RAM 8GB 256GB SSD 14.0-inch Windows 11 Home Garansi Resmi AXIOO 1 Tahun - Tanpa Paket, Hype 1 4/128GB",Rp3.749.000,5.0,Terjual 20,Kota Cilegon,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/teknotrend/laptop-axioo-mybook-hype-3-g11-intel-i3-1125g4-8gb-256gb-14-fhd-ips-1731298731986356162?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop Axioo MyBook Hype 3 G11 Intel i3 1125G4 8GB 256GB 14"" FHD IPS - Blue, DOS",Rp5.985.000,4.9,Terjual 750+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/planetcomputer/axioo-mybook-hype-1-celeron-n4020-8gb-ssd-128gb-14-hd-win-11-garansi-1734859480807539886?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D18628502,"AXIOO MYBOOK HYPE 1 Celeron N4020 8GB SSD 128GB 14"" HD Win 11 Garansi - DOS/4GB, TANPA ANTIGORES",Rp3.899.000,4.9,Terjual 100+,Kota Administrasi Jakarta Selatan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresidbandung/axioo-hype-10-n4020-8gb-256gb-14-tn-midnight-black-1734603558374638776?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Hype 10 N4020 8Gb 256Gb 14"" TN Midnight Black - DOS, NO PAKET",Rp4.549.000,5.0,Terjual 60+,Kota Bandung,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/azharcomputer/axioo-mybook-hype-1-celeron-n4020-4gb-8gb-128gb-384gb-14-hd-w11-grey-4-128gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO MYBOOK HYPE 1 Celeron N4020 4GB 8GB / 128GB 384GB 14"" HD W11 - Grey 4/128GB",Rp2.649.000,,4 barang berhasil terjual,Kota Surabaya,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/distri-laptop/axioo-hype-1-celeron-n4020-4gb-8gb-128gb-384gb-14-hd-w11-1731287921301751309?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 1 Intel Celeron N4020 4GB 8GB / 128GB 14"" HD W11 - Grey 4/128GB, Non Bundle",Rp3.835.000,5.0,Terjual 1 rb+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-laptop-hype-7-amd-x7-2-ryzen-7-5825u-16gb-512gb-fhd-ips-windows-11-1730815058867553365?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Laptop Hype 7 AMD X7-2 Ryzen 7-5825U/16GB/512GB/FHD IPS - Windows 11 - Grey, Non-Include",Rp9.099.000,5.0,Terjual 70+,Kota Administrasi Jakarta Timur,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/planetcomputer/axioo-hype-5-amd-x6-ryzen-5-6600h-ram-16gb-ssd-512gb-w11-resmi-original-1734209143318414510?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D18628502,"Axioo Hype 5 AMD X6 RYZEN 5 6600H RAM 16GB SSD 512GB W11 RESMI ORIGINAL - 256GB, TANPA ANTIGORES",Rp8.399.000,5.0,Terjual 250+,Kota Administrasi Jakarta Selatan,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresiddepok/laptop-axioo-hype-1-intel-n4020-8gb-384gb-win-11-14-0-hd-1730900808724939925?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Laptop Axioo Hype 1 Intel N4020 8GB 384GB Win 11 14.0 HD - Non Bundle, 4GB - 128GB",Rp3.849.000,5.0,Terjual 40+,Kota Depok,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-5-amd-x5-lolipop-edition-ryzen-5-7430u-8gb-256gb-14-fhd-1734306521396053359?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"LAPTOP AXIOO HYPE 5 AMD X5 LOLIPOP EDITION - RYZEN 5 7430U 8GB 256GB 14""FHD - BLUE, NON BUNDLING",Rp7.249.000,5.0,Terjual 60+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/digitalzone/axioo-hype-1-n4020-4gb-128ssd-14-hd-w11-garansi-resmi-axioo-1-tahun-1734180599971415420?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,AXIOO HYPE 1 - N4020 4GB 128SSD 14 HD W11 GARANSI RESMI AXIOO 1 TAHUN - DOS,Rp3.599.000,5.0,Terjual 70+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresid/laptop-axioo-hype-1-n4020-8gb-128gb-w11-14-0-1731684982807299139?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D1635963,"LAPTOP AXIOO HYPE 1 N4020 8GB 128GB W11 14.0 - Non Bundle, 4GB / 128GB",Rp3.749.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-laptop-hype-5-amd-x5-2-lollipop-edition-amd-ryzen-5-7430u-8gb-256gb-fhd-ips-windows-11-1730815227952071765?extParam=ivf%3Dtrue%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"Axioo Laptop Hype 5 AMD X5-2 Lollipop Edition AMD Ryzen 5 7430U/8GB/256GB/FHD IPS - Windows 11 - Include, Pink Sakura",Rp7.349.000,5.0,Terjual 100+,Kota Administrasi Jakarta Timur,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/mip-computer/axioo-hype-1-n4020-8-128-gb-laptop-dengan-intel-celeron-uhd-graphics-windows-11-14-hd-1733975154189960634?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,"AXIOO HYPE 1  N4020 8/128 GB Laptop dengan Intel Celeron UHD Graphics & Windows 11 14 HD - 4/128, BLUE, DOS",Rp3.549.000,5.0,Terjual 30+,Kota Cirebon,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/kaficom/axioo-hype-5-amd-x3-ryzen-3-3500-8gbddr4-ssd256gb-14fhdips?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch,AXIOO HYPE 5 AMD X3 / RYZEN 3 3500/8GBDDR4/SSD256GB/14FHDIPS,Rp5.000.000,5.0,Terjual 2,Kota Bandung,Axioo,Laptop,Baru,Tokopedia
https://www.tokopedia.com/collinsofficial/laptop-axioo-hype-10-intel-n4020-ddr4-8gb-ssd-256gb-14-intel-uhd-dos-adfa7?extParam=ivf%3Dfalse%26keyword%3Dlaptop+axioo%26search_id%3D20260505121142EDDEA82AD2755B0F0PZF%26src%3Dsearch%26whid%3D6541860,"Laptop AXIOO HYPE 10 Intel N4020 DDR4 8GB SSD 256GB 14"" Intel UHD - DOS",Rp4.549.000,5.0,Terjual 2 rb+,Kota Administrasi Jakarta Pusat,Axioo,Laptop,Baru,Tokopedia
