detail produk-href,nama_produk,harga,rating,jumlah_terjual,lokasi_penjual,brand,kategori,kondisi,platform
https://www.tokopedia.com/aerotechnology/laptop-advan-soulmate-celeron-n4020-4gb-128gb-windows-14-inch?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,Laptop Advan Soulmate Celeron N4020 4GB/128GB Windows 14 inch,Rp2.500.000,,3 barang berhasil terjual,Kota Batam,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/limitless-computer/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-fhd-ips-win-11-laptop-office-kerja-sekolah-kuliah-1733293908784547332?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan WORKMATE AMD Ryzen 5 3500U 8GB 256GB 14"" FHD+ IPS Win 11 Laptop Office Kerja Sekolah Kuliah - Grey, 8/256GB",Rp5.949.000,,,Kota Semarang,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/prostorecomputer/laptop-axioo-hype-5-x6-x3-ryzen-5-6600h-16gb-512gb-windows-11-ohs-14-ips-1732576771149825947?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D1366602,"Laptop AXIOO HYPE 5 X6 X3 Ryzen 5 6600H 16GB 512GB Windows 11+OHS 14"" IPS - LAPTOP, DOS | R5-3500 8/256GB",Rp6.074.000,4.9,Terjual 500+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/intelgamingid/axioo-hype-1-n4020-8gb-384gb-w11-ohs19-14-0-gry-1732855007783191872?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"AXIOO HYPE 1 N4020 8GB 384GB W11+OHS19 14.0 GRY - NORMAL, 4GB 128GB",Rp3.749.000,5.0,Terjual 50+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/gigacomputer/notebook-axioo-hype-1?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,NOTEBOOK AXIOO HYPE 1,Rp2.499.000,,11 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/us-electronic/laptop-hp-intel-core-i3-ram-8gb-ssd-512gb-14-win-10-free-tas-4gb-128-ssd?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,LAPTOP HP Intel Core i3 / RAM 8GB - SSD 512GB / 14''/ WIN 10 /FREE TAS - 4gb/128 ssd,Rp2.500.000,4.8,Terjual 100+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/acerid/acer-aspire-lite-14-al14-37p-c39a-n150-8gb-ddr4-256gb-ssd-14-fhd-ips-w11h-oh2024-pink-rose-sakura-nx-dgzsn-001-1731239312461759509-1735299192620811285?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Acer Aspire Lite AL14-36P N4500 Series – Intel N4500 | 8GB | 256GB SSD | 14” FHD IPS | Win11 OH24 | Fresh Blue / Rose Sakura / Grey | Laptop pelajar, sekolah, kerja ringan, UMKM, browsing & penggunaan harian hemat budget - 256GB, Gray, MS Defender",Rp6.299.000,,5 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/toko-laptop-id/laptop-820-g3-i5-gen-6-ram-8gb-16gb-ssd-256gb-512gb-layar-12-5-inci-windows-10-11-pro-garansi-30-hari-cod-dolby-audio-premium-1732729264637576824?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"TOKO LAPTOP ID Laptop 820 G3 I5 GEN 6 RAM 8GB/16GB SSD 256GB/512GB Layar 12,5 Inci Windows 10/11 Pro Garansi 30 Hari COD Dolby Audio Premium - 820G3 I I5 GEN 6, RAM 8GB I SSD 256GB",Rp2.990.000,5.0,Terjual 13,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/royalltech/laptop-advan-workmate-amd-ryzen-5-3500-ram-16gb-ssd-512gb-14-wuxga-ips-windows-11-office-laptop-ultrabook-notebook-1734213653904000503?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop ADVAN WORKMATE AMD Ryzen 5 3500 RAM 16GB SSD 512GB 14” WUXGA IPS Windows 11 + Office - LAPTOP ULTRABOOK NOTEBOOK - LAPTOP, RAM 8GB/256GB",Rp5.704.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/happygsr/l56-laptop-gaming-happygsr-amd-ryzen-5pro-ram-8gb-ssd-256gb-layar-lcd-14-in-windows-10-1729648918162672518-1735300012982699910?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"[L56] Laptop GAMING HappyGSR AMD RYZEN pRRAM 8GB SSD 256GB Layar Lcd 14""in Windows 10 - (L01) Ryzen3 Pro 8GB/256",Rp3.799.045,4.9,Terjual 30+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/zxcomputer/acer-aspire-go-14-ag14-31p-c05b-intel-n100-8gb-ram-512gb-ssd-14-0-wuxga-windows-8gb-256gb-ssd-windows-11-home-ee8ef?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ACER Aspire GO 14 AG14-31P-C05B Intel N100 8GB RAM/512GB SSD 14.0'' WUXGA Windows - 8GB/256GB SSD, Windows 11 Home",Rp6.249.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/muratech-tangerang/laptop-gaming-tp-x395-ryzen-5-ram-8gb-ssd-512gb-13-3-inch-slim-full-hd-1080p-1730717327108441992?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop Gaming TP X395 Ryzen 5 Ram 8GB SSD 512GB 13.3 inch Slim Full HD 1080p - TP X395 Ryzen 5 Pro 3500U, 8GB I 128GB",Rp3.499.000,,2 barang berhasil terjual,Kota Tangerang,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/royalltech/laptop-axioo-hype-10-intel-celeron-n4020-8gb-256gb-14-h-win-11-office-laptop-murah-pelajar-1733231422987732471?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D4029903,"Laptop AXIOO Hype 10 Intel Celeron N4020 8GB 256GB 14” H Win 11 + Office Laptop Murah Pelajar - LAPTOP, DOS - 8/256GB",Rp4.524.000,4.9,Terjual 2 rb+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/intelgamingid/avita-satus-s101-n4020-8gb-256gb-w11-ohs-14-0-silver-1733009023441732928?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"AVITA SATUS S101 N4020 8GB 256GB W11+OHS 14.0 SILVER - Normal, Non Office",Rp3.699.000,4.9,Terjual 40+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/laptopgrosirid/laptop-advan-workmate-ryzen-5-16gb-1tb-ssd-win11-14-wuxga-1734439077079778633?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop Advan Workmate Ryzen 5 16GB 1TB Ssd Win11 14"" Wuxga - 8GB/256GB, Unit Only",Rp5.728.000,5.0,Terjual 20,Kota Administrasi Jakarta Selatan,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/rajakomputerkediri/axioo-mybook-11g-n4020-4-6gb-256-ssd-dos-11-6-hd-grey-ssd-128?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,Axioo MyBook 11G N4020 4/6GB 256 ssd DOS 11.6 HD GREY - SSD 128,Rp2.690.000,,,Kab. Kediri,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axioo-indonesia/axioo-mybook-hype-3-g11-intel-i3-1125g4-8gb-256gb-fhd-ips-1730192269766263893?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo MyBook Hype 3 G11 Intel i3 1125G4/8GB/256GB/FHD IPS - Non-Include, Blue",Rp6.099.000,4.8,Terjual 100+,Kota Administrasi Jakarta Timur,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/yolori/zyrex-smartboard-ib-75-inch-3gb-32gb-android-8-0?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,Zyrex Smartboard IB 75 Inch 3GB 32GB Android 8.0,Rp100.000.000,,,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/teknotrend/laptop-axioo-mybook-hype-10-celeron-n4020-ram-8gb-256gb-ssd-14-1731746038005532610?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop Axioo Mybook Hype 10 Celeron N4020 RAM 8GB 256GB SSD 14"" - Midnight Black, DOS",Rp4.535.000,5.0,Terjual 250+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/alienwareofficial/hp-14-n4500-8gb-512gb-w11-ohs-14-fhd-blit-2y-1730911259870463251?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D1496513,"HP 14 N4500 8GB 512GB W11+OHS 14""FHD BLIT 2Y - UNIT, 4GB 512GB",Rp5.999.000,4.9,Terjual 100+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/happygsr/l104-happygsr-laptop-hybrid-2in1-ram-4gb-intel-core-ssd-64-128gb-layar-sentuh-10-1in-1733657231897560966?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"[L104] HappyGSR Laptop Hybrid 2in1 RAM 4GB Intel Core SSD 64+128GB Layar Sentuh 10,1in - LNVO-RAM 4GB SSD 190GB",Rp2.099.045,4.6,Terjual 100+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/msi-official-store/msi-modern-14-i3-1315u-8gb-512gb-14-0fhd-blit-ips-2y-w11-1731092587246290733-1735344757374289709?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,MSI MODERN 14 I3 1315U 8GB 512GB  14.0FHD BLIT IPS 2Y W11 - FLASHSALE GREY,Rp8.449.000,5.0,Terjual 750+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/amd-id/advan-workmate-ryzen-5-3500u-8gb-256gb-w11-14-wuxga-ips-1732107289297716603?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D79275,"Advan WorkMate Ryzen 5 3500U 8GB 256GB W11 14"" WUXGA IPS - Grey (8GB / 256GB), Standard",Rp5.999.000,,1 barang berhasil terjual,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/advan-by-urbanlife/advan-laptop-soulmate-x-14-ips-fhd-amd-3020e-8gb-128gb-win11-1733934541204981583?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,ADVAN Laptop | Soulmate X 14” IPS FHD AMD 3020e 8GB/128GB Win11 - White,Rp3.699.000,5.0,Terjual 80+,Kota Administrasi Jakarta Selatan,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/andalan-laptopid/laptop-x390-x395-intel-gen-8-dan-ryzen-5pro-ram-8gb-16gb-ssd-256gb-512gb-layar-13-inci-windows-11-pro-mulus-berkualitas-bergaransi-murah-untuk-pelajar-sekolah-1731687718091261562-1735429406419945082?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP X390-X395 intel Gen 8 dan Ryzen 5PRO  RAM 8GB-16GB SSD 256GB-512GB  Layar 13 inci Windows 11 Pro  Mulus Berkualitas Bergaransi Murah untuk Pelajar Sekolah - x390 i3 Gen 8, RAM 8GB | SSD 128GB",Rp3.299.000,4.9,Terjual 100+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/sinarmulia/hp-14-i3-1315u-512gb-ssd-8gb-fhd-win11-ohs-ep0260tu-ep0261tu-1734400824955537183?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"HP 14 i3-1315U 512GB SSD 8GB FHD Win11+OHS - ep0260TU/ep0261TU - GOLD 8GB, TANPA_ANTIGORES",Rp8.099.000,5.0,Terjual 250+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/ebumi-1/15-6-slim-gaming-laptop-intel-n95-gtx1060-keyboard-backlight-portable-laptops-notbook-computer-pc-windows-11-cheap-price-deals-1732732444575172454?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"15.6"" Slim Gaming Laptop Intel N95 GTX1060 Keyboard Backlight Portable Laptops notbook computer pc Windows 11 cheap price deals",Rp1.372.000,,11 barang berhasil terjual,Kota Administrasi Jakarta Timur,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresid/axioo-hype-10-n4020-8gb-256gb-dos-w11-14-0-1730010745967248451?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"AXIOO HYPE 10 N4020 8GB 256GB DOS/W11 14.0"" - Non Bundle, DOS",Rp4.549.000,4.9,Terjual 100+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/andalan-laptopid/laptop-x260-x280-intel-core-i7-gen-8-ram-8gb-16gb-ssd-256gb-512gb-layar-12-inci-windows-11-pro-mulus-berkualitas-bergaransi-murah-untuk-pelajar-sekolah-1731698311105709690-1734987062391965306?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP X260-X280 intel core i7 Gen 8 RAM 8GB/16GB SSD 256GB/512GB  Layar 12 inci Windows 11 Pro  Mulus Berkualitas Bergaransi Murah untuk Pelajar Sekolah - X260 i3 Gen 6, RAM 8GB | HDD 500GB",Rp2.199.000,4.9,Terjual 100+,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/digitalzone/axioo-mybook-hype-10-n4020-8gb-256gb-dos-windows-14-hd-1year-1733264873075803516?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"AXIOO MYBOOK HYPE 10 - N4020 8GB 256GB DOS WINDOWS 14 HD 1YEAR - 8/256GB, DOS",Rp4.799.000,4.9,Terjual 80+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agreshpauthorized/hp-245-g10-ryzen-3-7320-8gb-256gb-w11-ohs-14-0-hd-3y-garansi-resmi-1729838189434406050-1735295996652324002?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"HP 14 Core i3 1315 8GB 512GB W11+OHS+M365B 14.0FHD BLIT COPILOT 2Years Warranty - FS, 4GB/512SSD",Rp6.899.000,4.9,Terjual 3 rb+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/minjishop9/advan-t-book-transformers-intel-quad-core-n100-8gb-128gb-emmc-256gb-ssd-14-w11?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan T-Book Transformers Intel Quad Core N100 8GB 128GB emmc + 256GB SSD 14"" W11",Rp3.300.000,5.0,Terjual 3,Kota Bandung,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/distri-laptop/axioo-hype-3-g11-intel-core-i3-1125g4-ram-8gb-256gb-ssd-14-full-hd-ips-1731414926525761037?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo Hype 3 G11 Intel  Core i3-1125G4 RAM 8GB 256GB SSD 14"" Full HD IPS - Grey DOS, 8GB / 256GB",Rp5.985.000,4.9,Terjual 2 rb+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/collinsofficial/acer-aspire-lite-14-al14-32p-intel-n150-8gb-512gb-256gb-14-wuxga-intel-graphics-w11-ohs-1732213454686422215?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D6541860,"ACER Aspire Lite 14 AL14-32P Intel N150 8GB 512GB 256GB 14"" WUXGA Intel Graphics W11 OHS - 8GB/256GB, Silver",Rp6.599.000,4.9,Terjual 750+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-5-amd-x6-ryzen-5-6600h-16gb-256gb-512gb-14-fhd-w11-1734309830508250479?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP AXIOO HYPE 5 AMD X6 - Ryzen 5 6600H 16GB 256GB / 512GB 14"" FHD W11 - 16GB / 256GB, NON BUNDLING",Rp8.399.000,5.0,Terjual 500+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/laptop-global/laptop-x270-i5-gen-7-ram-8-16gb-mulus-original-berkualitas-bergaransi-layar-12-5-inch-windows-11-prosesor-intel-core-i5-ssd-256gb-512gb-grafis-intel-hd-graphics-620-port-usb-c-usb-3-0-hdmi-lan-konektivitas-wifi-bluetooth-berat-1-3-kg-1732903323811415561?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Laptop GLOBAL THINKPAD SERI X270 I5 GEN 7 RAM 8/16GB Mulus Original Berkualitas Bergaransi Layar 12.5 inch Windows 11 Prosesor Intel Core i5 SSD 256GB/512GB Grafis Intel HD Graphics 620 Port USB-C USB 3.0 HDMI LAN Konektivitas WiFi Bluetooth Berat 1.3 kg - X270 I I5 GEN 7, RAM 8GB I SSD 256GB",Rp3.250.000,5.0,Terjual 4,Kota Administrasi Jakarta Barat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/ecomputex/axioo-mybook-14f-n4020-4gb-256gb-13-3-inch-ips-ram-4gb-resmi?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo MyBook 14F N4020 4GB / 256GB 13.3"" Inch IPS - RAM 4GB Resmi",Rp2.399.000,5.0,Terjual 3,Kota Makassar,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/collinsofficial/laptop-axioo-hype-3-g11-i3-1125g4-8gb-256gb-14-0-fhd-ips-dos-w11-1730860574630840128?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D6541860,"LAPTOP AXIOO HYPE 3 G11 I3 1125G4 8GB 256GB 14.0 FHD IPS DOS/W11 - BLUE, 8GB DOS",Rp5.999.000,5.0,Terjual 100+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/infonetmanggadua/advan-workmate-ryzen-5-3500u-8gb-256gb-ssd-14-fhd-w11-rose-gold-grey-blue-1733754991570617880?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ADVAN WORKMATE RYZEN 5 3500U 8GB 256GB SSD 14"" FHD+ W11 ROSE GOLD, GREY, BLUE - BLUE",Rp5.799.000,5.0,Terjual 15,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/asus-authorized-jakarta/asus-vivobook-go-14-e1404ga-i3-n305-8gb-256-gb-512gb-w11-ohs-14-0fhd-1733730803940886212?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ASUS Vivobook GO 14 E1404GA I3 N305 8GB 256 GB/ 512GB W11+OHS 14.0FHD - 8GB/256GB, Standard",Rp7.799.000,5.0,Terjual 250+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/acer-jakarta/acer-aspire-lite-14-al14-32p-c8px-intel-n150-8-256gb-ssd-windows-11-ohs-14-inch-wuxga-ips-light-silver-fresh-blue-and-nude-pink-1733363128723932308?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ACER Aspire Lite 14 AL14-32P-C8PX Intel N150 8/256GB SSD Windows 11 OHS 14"" inch WUXGA IPS Light Silver, Fresh Blue and Nude Pink - Light Silver, Windows 11 Home, LAPTOP",Rp6.599.000,4.9,Terjual 100+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/promota-store/advan-soulmate-sg14s01a-n4020-4gb-128gb-emmc-256gb-ssd-14-hd-w11?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ADVAN SOULMATE SG14S01A N4020/4GB/128GB eMMC + 256GB SSD/14"" HD/W11",Rp2.480.000,,2 barang berhasil terjual,Kota Surabaya,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/acer-exclusive-mall-ambasador/acer-aspire-lite-14-n150-8gb-512gb-ssd-14-wuxga-ips-w11-ohs2024-1731346978553366462-1735283215553693630?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 N4500 8GB 512GB SSD 14"" FHD IPS WIN11 OHS2024 - 8GB 256GB SSD, UNIT ONLY",Rp6.279.000,5.0,Terjual 26,Kota Administrasi Jakarta Selatan,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agrescilegon/axioo-hype-10-intel-celeron-n4020-ram-8gb-256gb-ssd-14-0-inch-windows-11-home-garansi-resmi-axioo-1-tahun-1731177831792215684?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Axioo Hype 10 intel celeron N4020 RAM 8GB 256GB SSD 14.0-inch Windows 11 Home Garansi Resmi AXIOO 1 Tahun - Tanpa Paket, Hype 1 4/128GB",Rp3.749.000,5.0,Terjual 20,Kota Cilegon,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/sevenshopptk/advan-laptop-soulmate-celeron-n4020-4gb-128gb-garansi-resmi-hitam-4gb-128gb-24240?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Advan Laptop Soulmate Celeron N4020 4GB/128GB Garansi Resmi - Hitam, 4GB/128GB",Rp3.399.000,5.0,Terjual 4,Kota Pontianak,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/acerid/gajian-sale-acer-aspire-lite-14-al14-37p-c39a-n150-8gb-256gb-ssd-14-fhd-ips-w11h-oh2024-rose-sakura-pink-nx-dgzsn-001-laptop-kuliah-kerja-sekolah-pelajar-1731239359518901269-1735424539412956181?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"Acer Aspire Lite 14 AL14-36P Series – Intel N4500 | 8GB DDR4 | 256GB / 512GB SSD | 14” FHD IPS | Win11 OH24 | Grey | Laptop pelajar, sekolah, kerja ringan, UMKM, penggunaan harian basic & multitasking ringan - Gray, 256GB, Unit only",Rp6.299.000,5.0,Terjual 50+,Kota Administrasi Jakarta Pusat,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/advanstore/advan-workmate-amd-ryzen-5-3500u-8gb-256gb-14-inch-fhd-16-10-ips-wifi-5-upgradable-free-windows-11-garansi-resmi-1-tahun-1732195776192677735?extParam=ivf%3Dtrue%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch%26whid%3D21392088,"ADVAN Workmate AMD Ryzen 5 3500U 8GB/256GB 14"" Inch FHD+ 16:10 IPS WiFi 5 Upgradable Free WIndows 11 Garansi Resmi 1 Tahun - Light Blue",Rp6.199.000,4.9,Terjual 1 rb+,Kab. Tangerang,Zyrex,Laptop,Baru,Tokopedia
https://www.tokopedia.com/agresid/laptop-hp-14-i3-1315-8gb-512gb-w11-ohs-14-0fhd-blit-copilot-1733336336487384131?extParam=ivf%3Dfalse%26keyword%3Dlaptop+zyrex%26search_id%3D202605051140346FAA8040DA20EF1612LV%26src%3Dsearch,"LAPTOP HP 14 I3 1315 8GB 512GB W11+OHS 14.0FHD BLIT COPILOT - Non Bundle, 4GB 512GB",Rp6.899.000,4.9,Terjual 750+,Kota Administrasi Jakarta Utara,Zyrex,Laptop,Baru,Tokopedia
