web_scraper_order,web_scraper_start_url,nama produk,harga,rating,jumlah terjual,lokasi penjual,detail produk,nama toko
"1777252756-1","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","DELL PRO 14 ESSENTIAL PV14255 RYZEN 5 220 8GB 512GB 14.0 WUXGA - Non Bundle, DOS","Rp8.999.000","5","Terjual 30+","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/agresid/dell-pro-14-essential-pv14255-ryzen-5-220-8gb-512gb-14-0-wuxga-1734229402671940675?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","AGRES ID"
"1777252760-2","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","( L13 )  LAPTOP YOGA TOUCHSCREEN 2IN1 PENSTYLUST CORE I5 GEN12 RAM 16GB  SSD 256GB - CORE I5 GEN11 RAM 16GB SSD 256GB","Rp6.307.000","4.8","Terjual 100+","Kota Bandung","https://www.tokopedia.com/daherlaptop/l13-laptop-yoga-touchscreen-2in1-penstylust-core-i5-gen12-ram-16gb-ssd-256gb-1733927439118272409?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","twindragon laptop"
"1777252764-3","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Dell latitude 7310 core i5 GEN10 16gb ddr4 256gb ssd Layar 13 inch Fullset Kayak Baru","Rp3.599.000","5","Terjual 5","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/pasarcom/laptop-dell-latitude-7310-core-i5-gen10-16gb-ddr4-256gb-ssd-layar-13-inch-fullset-kayak-baru-1733620958793926456?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","pasarcom-manggadua"
"1777252769-4","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","ASUS Zenbook A14 UX3407QA Snapdragon X1-26-100 | 16GB RAM | 1TB / 512GB SSD | 14"" WUXGA | AI NPU 45TOPS | Windows 11 - Zabriskie Beige, NON BUNDLE","Rp16.519.000","4.9","Terjual 100+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/onestopgaming/asus-zenbook-a14-ux3407qa-snapdragon-x1-26-100-16gb-ram-1tb-512gb-ssd-14-wuxga-ai-npu-45tops-windows-11-1732468042152248578?extParam=ivf%3Dtrue%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Onestop Gaming"
"1777252774-5","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","( TSBS73 )  LAPTOP 13'3 INCH  CORE I5 GEN11  RAM 8GB  SSD 256GB  WINDOWS 10/11 ( BISA COD BAYAR DI TEMPAT ) - core i5 gen11 ram 8gb ssd 256gb","Rp3.498.000","4.4","Terjual 50+","Kota Bandung","https://www.tokopedia.com/daherlaptop/tsbs73-laptop-13-3-inch-core-i5-gen11-ram-8gb-ssd-256gb-windows-10-11-bisa-cod-bayar-di-tempat-1733647928982865817?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","twindragon laptop"
"1777252778-6","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP GLOBAL  SERI  QV8 RAM 8 GB SSD256/512 GB WINDOWS 11 PRO LAYAR 12""INCH - QV8 I5 GEN 8, RAM 8 GB I SSD 256 GB","Rp3.190.000","","","","https://www.tokopedia.com/laptop-global/laptop-seri-xv8-ram-8-gb-ssd256-512-gb-windows-11-pro-layar-12-inch-1734418162679318025?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch",""
"1777252782-7","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP AXIOO HYPE 10 | N4020 8GB 256GB Windows 14"" 10 Pro - DOS / KOSONGAN, NON BUNDLING","Rp4.649.000","","","","https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-10-n4020-8gb-256gb-windows-14-10-pro-1734335816325301615?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch",""
"1777252787-8","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Detachable Latitude 7210 2 in 1 Core i7 Gen 10 Ram 16 GB SSD 512 GB Layar 12 inch Touchsreen - RAM 16/256 GB","Rp6.690.000","4.5","Terjual 17","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/gudanglaptopbtmid/laptop-detachable-latitude-7210-2-in-1-core-i7-gen-10-ram-16-gb-ssd-512-gb-layar-12-inch-touchsreen-1731100031219041667?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","GUDANGLAPTOPBTM.ID"
"1777252792-9","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","(FREE TAS) ADVAN Soulmate X 14” IPS FHD AMD 3020e 4GB/128GB Free Windows 11 Original Laptop Notebook Upgradeable - White","Rp3.399.000","","","","https://www.tokopedia.com/advanstore/free-tas-advan-soulmate-x-14-ips-fhd-amd-3020e-4gb-128gb-free-windows-11-original-laptop-notebook-upgradeable-1733887140422125415?extParam=ivf%3Dtrue%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch%26whid%3D21270479",""
"1777252795-10","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP E540  intel i3 Gen 4 RAM 8GB-16GB SSD 256GB-512GB  Layar 15.6 inci Windows 10 Pro Mulus Berkualitas Bergaransi Murah untuk Pelajar Sekolah - E540 i3 Gen 4, RAM 8GB | HDD 500GB","Rp1.999.000","4.9","Terjual 50+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/andalan-laptopid/laptop-3500-3590-intel-i5-gen-8-ram-8gb-16gb-ssd-256gb-512gb-layar-15-6-inci-windows-11-pro-mulus-berkualitas-bergaransi-murah-untuk-pelajar-sekolah-1731718867937429114-1734995974536332922?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","ANDALAN LAPTOP.ID"
"1777252799-11","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Thinkpad X1 Tablet Core I7 Ram 16GB SSD 256GB 13 Inch FHD 1080p slim Touch mahasiswa - X1 Tablet i7 Gen 8, 16GB I 256GB","Rp5.090.000","","","Kota Tangerang","https://www.tokopedia.com/muratech/laptop-thinkpad-x1-tablet-core-i7-ram-16gb-ssd-256gb-13-inch-fhd-1080p-slim-touch-1734448013991839478?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","MURATECH"
"1777252803-12","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP TOUCHSCREEN 2IN1 + PENSTYLUST > CORE I5 GEN7 RAM 8GB SSD 256GB - core i5 gen7 ram 8gb ssd 128gb","Rp3.200.000","4.6","Terjual 21","Kota Bandung","https://www.tokopedia.com/daherlaptop/laptop-touchscreen-2in1-penstylust-core-i5-gen7-ram-8gb-ssd-256gb-1733809305214683033?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","twindragon laptop"
"1777252808-13","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP L50A series core i7 gen 4 RAM 4GB SSD 128GB Charger Windows Lcd - L50A SERIES INTEL CORE i7gen4, RAM 8GB SSD 128GB","Rp2.500.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/sumber-harapan9/laptop-l50a-series-core-i7-gen-4-ram-4gb-ssd-128gb-charger-windows-lcd-1732015124690667318?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Sumber Harapan9_NEW"
"1777252812-14","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","HP ProBook 445 G9 Gaming Laptop AMD Ryzen 7 5825U 32GB RAM 1TB SSD Layar Sentuh Windows 11 Pro Bonus Tas & Mouse Backlit Keyboard Garansi Resmi - Hp 840 G8 i5 11th / 16GB, 256GB SSD","Rp4.732.000","","","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/spartaelectronic/hp-probook-445-g9-gaming-laptop-amd-ryzen-7-5825u-32gb-ram-1tb-ssd-layar-sentuh-windows-11-pro-bonus-tas-mouse-backlit-keyboard-garansi-resmi-1732613065092990287?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Sparta Electronic"
"1777252815-15","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","TOUCHSCREEN !! Laptop Dll 7300 i7 Gen 8th RAM 32 GB/1tb ssd / Free tas/Mouse - 7300 I7 8TH TS, 8GB/256GB","Rp3.880.800","4.8","Terjual 9","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/spartaelectronic/touchscreen-laptop-dll-7300-i7-gen-8th-ram-32-gb-1tb-ssd-free-tas-mouse-1730307668787496271?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Sparta Electronic"
"1777252819-16","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","PROMO BARU LAPTOP Toshiba DynaBook Satellite Pro C40-G-13F SSD 256GB","Rp3.765.700","5","Terjual 11","Kota Surabaya","https://www.tokopedia.com/milanbarok39/promo-baru-laptop-toshiba-dynabook-satellite-pro-c40-g-13f-ssd-256gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Cahaya Negeri Official"
"1777252823-17","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop SPC Style 3 - AMD Ryzen 3 3200U 8GB 256GB SSD Vega 3 IPS 14"" FHD Backlit - Grey","Rp5.500.000","4.5","Terjual 2","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/spcindonesia/laptop-spc-style-3-amd-ryzen-3-3200u-8gb-256gb-ssd-vega-3-ips-14-fhd-backlit-1733542500876059953?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","SPC Indonesia"
"1777252827-18","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Promo Terbatas HP PROBOOK X360 435 G8-Ryzen 7 5600U-Ram 16/256 Gb-Touchscreen Flip","Rp6.800.000","","","Kota Surakarta","https://www.tokopedia.com/megalaptopstore/promo-terbatas-hp-probook-x360-435-g8-ryzen-7-5600u-ram-16-256-gb-touchscreen-flip-1732500565289829447?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","MegaLaptopStore"
"1777252831-19","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP Hp EliteBook 840 G5 Core i7 Gen8 RAM 32GB/512GB SSD FREE TAS - 840 G3 i5 GEN 6, 8GB/128GB","Rp2.600.000","4.8","Terjual 250+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/starjayaelectronic/laptop-hp-elitebook-840-g5-core-i7-gen8-ram-32gb-512gb-ssd-free-tas-1733699840056330155?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","STAR JAYA ELECTRONIC"
"1777252835-20","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LAPTOP AXIOO HYPE 1  | N4020 4GB 128GB Windows 11 14 HD - 4GB / 128GB, NON BUNDLING","Rp3.849.000","5","Terjual 250+","Kota Administrasi Jakarta Utara","https://www.tokopedia.com/axiooslimbook/laptop-axioo-hype-1-n4020-4gb-128gb-windows-11-14-hd-1734318894890059119?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Axioo Official Store ID"
"1777252838-21","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Dell 2in1 i5 GEN8 12/256 SSD window Baru muluss","Rp2.868.000","5","Terjual 5","Kota Tangerang","https://www.tokopedia.com/fhfhfh/dell-2in1-i5-gen8-12-256-ssd-window-baru-muluss?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","fhfh store"
"1777252842-22","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","HP Laptop 820 G1 i5 4Th 12 Inch RAM 8Gb/16Gb SSD 256Gb/512Gb/1Tb Performa Stabil untuk Multitasking Desain Ramping dan Portabel","Rp2.100.000","","1 barang berhasil terjual","Kab. Cianjur","https://www.tokopedia.com/pt-rahayu-consultann-semesta/hp-laptop-820-g1-i5-4th-12-inch-ram-8gb-16gb-ssd-256gb-512gb-1tb-performa-stabil-untuk-multitasking-desain-ramping-dan-portabel-1733676798711989515?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","PT RAHAYU CONSULTANN SEMESTA"
"1777252847-23","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Lapt0p 845 G8 Ryzen 5650u Ram 8 SSD 128 256 512 GB Grade A BerGaransi - RAM 8 / 128 GB","Rp4.199.000","4.5","Terjual 10","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/sinar-komputer/lapt0p-845-g8-ryzen-5650u-ram-8-ssd-128-256-512-gb-grade-a-bergaransi-1734434964321502542?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","SINAR KOMPUTER_NEW"
"1777252852-24","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","LENOVO Yoga Slim 7i Aura Edition 14ILL10 OLED ULTRA 5 226V 16GB 512GB SSD 14"" WUXGA OLED W11H OH24+M365 83JX00AWID - 83JX00AWID","Rp17.179.000","5","Terjual 50+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/lenovo-store-by-dgi/lenovo-yoga-slim-7i-aura-edition-14ill10-oled-ultra-5-226v-16gb-512gb-ssd-14-wuxga-oled-w11h-oh24-m365-83jx00awid-1732977614543554174-1735269813934458494?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Lenovo Store by DGI"
"1777252856-25","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","ASUS ROG STRIX G16 G615JHR I7-14650HX 16GB 512GB RTX5050 8GB 16.OWQXGA 240HZ W11 OHS+M365B - 16GB/512GB, LAPTOP","Rp10.344.500","","7 barang berhasil terjual","Kota Depok","https://www.tokopedia.com/marlus17/asus-rog-strix-g16-g615jhr-i7-14650hx-16gb-512gb-rtx5050-8gb-16-owqxga-240hz-w11-ohs-m365b-16gb-512gb-laptop-1733368147360450160?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","marlus17"
"1777252860-26","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","AXIOO SLIMBOOK 13 INTELN4020 RAM6GB 128SSD 13.3WQXGA IPS 2.5K RESMI","Rp3.099.000","5","Terjual 40+","Kota Bekasi","https://www.tokopedia.com/dennisolshop/axioo-slimbook-13-inteln4020-ram6gb-128ssd-13-3wqxga-ips-2-5k-resmi?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","dennisolshop"
"1777252864-27","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Series LNV D330 Tablet 2 in 1 Intel Celeron N4000 - Touchscreen - Windows 10","Rp1.849.000","4.6","Terjual 50+","Kota Bekasi","https://www.tokopedia.com/tomybataviacomputer/laptop-series-lnv-d330-tablet-2-in-1-intel-celeron-n4000-touchscreen-windows-10-1731855329280558113?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","tomybataviacomputer"
"1777252867-28","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","NO.11 Laptop 5290 dan 5280 Intel Core i5 Gen 7 RAM 16GB Windows 10 atau 11 screen 12 inci - 5290 i3 Gen 8, RAM 8GB | SSD 256GB","Rp2.999.000","4.8","Terjual 60+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/jakarta-tech-id/no-11-laptop-5290-dan-5280-intel-core-i5-gen-7-ram-16gb-windows-10-atau-11-screen-12-inci-1733141598915953869?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","jakarta tech id"
"1777252871-29","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","ADVAN Workplus Heritage Ryzen 5 7535HS 16GB/1TB 14"" inch IPS FHD WUXGA 1920 x 1200 16:10 Lightweight Free Windows 11 Garansi Resmi 2 Tahun Laptop Notebook Desain Exclusive Batik Megamendung - Batik Edition, 8GB / 512GB","Rp8.099.000","4.9","Terjual 100+","Kota Semarang","https://www.tokopedia.com/advanofficialitstore/advan-workplus-heritage-ryzen-5-7535hs-16gb-1tb-14-inch-ips-fhd-wuxga-1920-x-1200-16-10-lightweight-free-windows-11-garansi-resmi-2-tahun-laptop-notebook-desain-exclusive-batik-megamendung-1732251033581225782?extParam=ivf%3Dtrue%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch%26whid%3D21300634","ADVAN NOTEBOOK"
"1777252875-30","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Lenovo Thinkpad x1 Yoga 5 i7 gen 10 16gb/512gb Free Tas/Mouse - YOGA L13 i5-10, 8GB/256GB","Rp4.500.000","4.7","Terjual 100+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/starjayaelectronic/laptop-lenovo-thinkpad-x1-yoga-5-i7-gen-10-16gb-512gb-free-tas-mouse-1733117588343523243?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","STAR JAYA ELECTRONIC"
"1777252880-31","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Dell Latitude 5330 2 IN 1 Core i7 1265U 16GB SSD 1TB 13inc Garansi 1 Tahun Free Tas dan Mouse Laptop Performa Tinggi Kapasitas Besar - 5330 2 IN 1  i7 12TH, 16GB/256GB SSD","Rp6.980.000","","3 barang berhasil terjual","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/spartaelectronic/dell-latitude-5330-2-in-1-core-i7-1265u-16gb-ssd-1tb-13inc-garansi-1-tahun-free-tas-dan-mouse-laptop-performa-tinggi-kapasitas-besar-1732994613701412175?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Sparta Electronic"
"1777252884-32","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop AXIOO HYPE 1 Celeron 4GB 8GB / 128GB 14"" HD W11 - Grey 4/128GB","Rp3.829.000","4.9","Terjual 5 rb+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/distri-laptop/laptop-axioo-hype-1-celeron-4gb-8gb-128gb-14-hd-w11-1731414735794112013?extParam=ivf%3Dtrue%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Distri Laptop"
"1777252888-33","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop 2in1 Tablet D330 Intel Celeron N4000 RAM 4GB SSD 64GB 10"" GOOD GRADE","Rp1.750.000","","1 barang berhasil terjual","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/cyruss/laptop-2in1-tablet-d330-intel-celeron-n4000-ram-4gb-ssd-64gb-10-good-grade-1733705340644329173?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Cyruss Elektronic"
"1777252891-34","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","HP Elitebook 830 G7 i7 Gen 10 32GB 1TB SSD Laptop Windows 11 Pro Intel UHD 13.3"" Full HD Touch Garansi Resmi Free Tas & Mouse - 830 G5/6 I5 8TH, 8GB/256GB SSD","Rp3.494.500","5","Terjual 5","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/spartaelectronic/hp-elitebook-830-g7-i7-gen-10-32gb-1tb-ssd-laptop-windows-11-pro-intel-uhd-13-3-full-hd-touch-garansi-resmi-free-tas-mouse-1732921204791477583?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Sparta Electronic"
"1777252895-35","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Dell 5410 i5 Gen 10 16/256GB","Rp3.100.000","5","Terjual 4","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/computercenter1/dell-5410-i5-gen-10-16-256gb-1733796851882428236?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Computer Center 1"
"1777252899-36","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","ADVAN Soulmate X AMD 3020e RAM16GB SSS512GB 14'' Fhd Ips Windows 11 - SSD128GB, RAM4GB","Rp3.349.000","5","Terjual 30+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/skytechstoreid/advan-soulmate-x-amd-3020e-ram16gb-ssd1tb-14-fhd-ips-windows-11-1732639303407666990?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","SKYTECH STORE ID"
"1777252902-37","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","ASUS Vivobook Go 14 E410KA N4500 8GB 256GB INTEL UHD 14"" FHD W11 OHS - RAM 8GB","Rp6.399.000","4.9","Terjual 1 rb+","Kota Administrasi Jakarta Pusat","https://www.tokopedia.com/collinsofficial/asus-vivobook-go-14-e410ka-n4500-8gb-256gb-intel-uhd-14-fhd-w11-ohs-ram-8gb-e283b?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch%26whid%3D6541860","Collins Official"
"1777252906-38","https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=Laptop%20Microsoft","Laptop Pilhan ID SERI - X270 I i5 GEN 7 I RAM 8/16GB SSD 256/512GB SCREEN 12,5 Inch Windows 11 Office 2019 - X270 i5 GEN 7, RAM 8GB I SSD 256GB","Rp3.250.000","5","Terjual 40+","Kota Administrasi Jakarta Barat","https://www.tokopedia.com/laptop-pilihan-id/laptop-pilhan-id-seri-x270-i-i5-gen-7-i-ram-8-16gb-ssd-256-512gb-screen-12-5-inch-windows-11-office-2019-1733782348823037517?extParam=ivf%3Dfalse%26keyword%3Dlaptop+microsoft%26search_id%3D20260427011835AD13A2A07CA4B71F2QSI%26src%3Dsearch","Laptop Pilihan ID"
